target,stimulus_id,n,score_mean,score_std,score_min,score_max,high_rate,high_low_entropy,mean_deviation,std_deviation,mean_abs_deviation,rmse_deviation
valence,Tumor_1,63,2.634920634920635,1.4287477845289638,1.0,5.0,0.0,0.0,1.5507877169367265e-16,1.4517921036342696,1.2770097286226316,1.4517921036342696
valence,Yarn_1,63,5.333333333333333,1.3801311186847085,2.0,9.0,0.23809523809523808,0.5488743844849944,-4.229421046191072e-17,1.4023912980183326,0.967741935483871,1.4023912980183326
arousal,1441,63,2.5873015873015874,1.7873889854297458,1.0,8.0,0.09523809523809523,0.31449220128141064,9.868649107779169e-17,1.8162178400334512,1.3896569380440347,1.8162178400334512
arousal,1750,63,3.111111111111111,1.9281631287695509,1.0,8.0,0.15873015873015872,0.43755818118196266,1.8327491200161313e-16,1.9592625340722856,1.569892473118279,1.9592625340722856
arousal,2314,63,3.4761904761904763,1.8674925286788169,1.0,7.0,0.1746031746031746,0.4631105777087343,-4.9343245538895844e-17,1.897613375915572,1.6359447004608294,1.897613375915572
arousal,2491,63,3.1746031746031744,1.8476899566385423,1.0,9.0,0.1111111111111111,0.34883209584303193,2.678633329254346e-16,1.8774914075520672,1.5422427035330255,1.877491407552067
arousal,3053,63,7.031746031746032,1.6520142007946272,2.0,9.0,0.7936507936507936,0.5090792991152268,-1.409807015397024e-16,1.678659591130024,1.3584229390681004,1.678659591130024
arousal,3063,63,7.063492063492063,1.7806099888736706,2.0,9.0,0.8095238095238095,0.48691270946460224,-1.409807015397024e-16,1.8093295048232463,1.4848950332821302,1.8093295048232463
arousal,3080,63,6.825396825396825,1.6765391652712247,3.0,9.0,0.7777777777777778,0.5297061990576545,1.2688263138573217e-16,1.7035801195497928,1.3599590373783916,1.7035801195497928
arousal,3170,63,6.603174603174603,1.8647922778033483,2.0,9.0,0.7142857142857143,0.5982695885852573,-9.868649107779169e-17,1.8948695726066285,1.6093189964157706,1.8948695726066285
arousal,4220,63,4.444444444444445,2.2592158899471673,1.0,8.0,0.42857142857142855,0.6829081047004717,1.691768418476429e-16,2.2956548559140573,1.992831541218638,2.2956548559140573
arousal,5760,63,2.4285714285714284,1.678191446352961,1.0,8.0,0.06349206349206349,0.23646985917062777,-7.753938584683633e-17,1.7052590503263962,1.2764976958525347,1.7052590503263962
arousal,8080,63,4.809523809523809,2.3221305409974495,1.0,9.0,0.42857142857142855,0.6829081047004717,7.04903507698512e-17,2.3595842594006338,2.0476190476190474,2.3595842594006338
arousal,8370,63,5.650793650793651,2.303611589275718,1.0,9.0,0.6349206349206349,0.6562848036783915,-1.1278456123176193e-16,2.340766614909198,1.9989759344598053,2.340766614909198
arousal,8492,63,5.9523809523809526,2.199773230943066,2.0,9.0,0.6507936507936508,0.6469539532366189,1.409807015397024e-16,2.235253444345374,1.9016897081413209,2.235253444345374
arousal,9220,63,4.079365079365079,2.033853074102089,1.0,9.0,0.20634920634920634,0.5090792991152266,-1.409807015397024e-16,2.066657155942445,1.6236559139784947,2.066657155942445
arousal,9331,63,3.888888888888889,1.8267076039131176,1.0,8.0,0.15873015873015872,0.43755818118196266,-2.114710523095536e-17,1.856170629782684,1.5161290322580643,1.856170629782684
arousal,9360,63,3.8412698412698414,1.9696615550574683,1.0,9.0,0.20634920634920634,0.5090792991152266,-1.409807015397024e-16,2.0014302898164593,1.6799795186891961,2.0014302898164593
arousal,Angry_face_1,63,4.190476190476191,1.6983385238216195,1.0,8.0,0.2222222222222222,0.5297061990576545,-4.229421046191072e-17,1.7257310806574524,1.4147465437788016,1.7257310806574524
arousal,Beach_1,63,2.4126984126984126,1.831253544424074,1.0,9.0,0.09523809523809523,0.31449220128141064,-4.9343245538895844e-17,1.860789891914785,1.4111623143881211,1.860789891914785
arousal,Depressed_pose_4,63,3.5873015873015874,1.822565091353311,1.0,8.0,0.1746031746031746,0.4631105777087343,6.344131569286608e-17,1.8519613025041708,1.587301587301587,1.8519613025041706
arousal,Dog_18,63,3.5873015873015874,2.0750591549029838,1.0,8.0,0.1746031746031746,0.4631105777087343,8.458842092382145e-17,2.1085278509498067,1.8453661034306195,2.1085278509498067
arousal,Dog_26,63,6.2063492063492065,1.68238993044268,2.0,9.0,0.6666666666666666,0.6365141682948128,-5.639228061588096e-17,1.7095252519014328,1.4009216589861753,1.7095252519014328
arousal,Dog_6,63,3.3492063492063493,2.4310082182954473,1.0,9.0,0.1746031746031746,0.4631105777087343,-7.04903507698512e-17,2.4702180282679547,1.9989759344598055,2.4702180282679547
arousal,Dummy_1,63,6.571428571428571,1.9817763853985533,2.0,9.0,0.6825396825396826,0.6249402748692627,-1.409807015397024e-16,2.0137405206469174,1.7557603686635945,2.0137405206469174
arousal,Flowers_6,63,2.9365079365079363,1.7445881478138519,1.0,8.0,0.06349206349206349,0.23646985917062777,-3.52451753849256e-17,1.772726666326979,1.4526369687660008,1.772726666326979
arousal,Garbage_dump_6,63,4.222222222222222,2.111528780738526,1.0,9.0,0.2857142857142857,0.5982695885852573,-1.1278456123176193e-16,2.1455856965568887,1.792114695340502,2.1455856965568887
arousal,Lake_12,63,2.9047619047619047,2.321153829895989,1.0,9.0,0.1746031746031746,0.4631105777087343,-7.753938584683633e-17,2.358591794894311,1.8218125960061444,2.358591794894311
arousal,Lake_3,63,2.2857142857142856,1.4630753805464016,1.0,6.0,0.047619047619047616,0.19144408195771734,-1.6212780677065777e-16,1.4866733705552149,1.1797235023041481,1.4866733705552149
arousal,Miserable_pose_3,63,6.317460317460317,1.8329038183045652,2.0,9.0,0.7142857142857143,0.5982695885852573,2.819614030794048e-17,1.862466783115929,1.4992319508448537,1.862466783115929
arousal,Pinecone_1,63,2.365079365079365,1.7210331642450538,1.0,8.0,0.047619047619047616,0.19144408195771734,-1.6212780677065777e-16,1.7487917636683614,1.3451100870455712,1.7487917636683614
arousal,Snow_1,63,2.7936507936507935,1.7652620665978216,1.0,7.0,0.07936507936507936,0.27721592998101163,-9.163745600080657e-17,1.7937340354139153,1.4710701484895037,1.7937340354139153
arousal,Tumor_1,63,6.920634920634921,1.6163999515048848,2.0,9.0,0.8253968253968254,0.46311057770873437,1.8327491200161313e-16,1.6424709184646409,1.2959549411162312,1.6424709184646409
arousal,Yarn_1,63,2.238095238095238,1.6495721976846447,1.0,8.0,0.06349206349206349,0.23646985917062777,5.639228061588096e-17,1.676178200873107,1.2980030721966211,1.676178200873107
