target,k_calibration,model,subject_id,n,mae,rmse,pearson,spearman,ccc,y_true_mean,y_true_std,y_pred_mean,y_pred_std,residual_mean,residual_std,residual_rmse,residual_mae
arousal,0,stimulus_only,1,32,1.9464285714285714,2.256792468282797,0.4359892083549862,0.4357077134085129,0.35221621183162566,4.40625,2.4348944407304396,4.888392857142857,1.3042974372615084,-0.4821428571428571,2.204688302278597,2.256792468282797,1.9464285714285714
arousal,0,stimulus_only,2,32,2.2232142857142856,2.5696918738499783,0.6812594080825531,0.6874169442479939,0.37195195923814145,6.5,2.3048861143232218,4.589285714285714,1.245271669400796,1.9107142857142856,1.7182803161585594,2.5696918738499783,2.2232142857142856
arousal,0,stimulus_only,3,32,2.0446428571428568,2.3170287976155133,0.6882071528018303,0.666239601617513,0.3415335275827678,3.0625,1.5194057226429023,5.080357142857143,1.3314951987467751,-2.017857142857143,1.1388041973930374,2.3170287976155133,2.0446428571428568
arousal,0,stimulus_only,5,32,1.4375,1.660234185595637,0.6357245777272718,0.6619895620730529,0.5519966829925625,5.1875,2.0832291640623697,4.7767857142857135,1.2822062757893011,0.4107142857142857,1.6086302640851353,1.660234185595637,1.4375
arousal,0,stimulus_only,6,32,3.276785714285714,3.6071428571428568,0.1404534248431647,0.23365836911420124,0.041695656641272914,7.53125,1.39159025488827,4.441964285714286,1.4482393317369182,3.0892857142857144,1.8622012155905543,3.6071428571428568,3.276785714285714
arousal,0,stimulus_only,7,32,1.7857142857142858,2.0531831931149727,0.6660658489864572,0.7089478980950042,0.2868461688885293,3.28125,0.909477013178453,5.049107142857142,1.3995304310003116,-1.767857142857143,1.0441467075745512,2.0531831931149727,1.7857142857142858
arousal,0,stimulus_only,8,32,2.2142857142857144,2.4951483535297956,0.7389059386402063,0.7801270662164757,0.4165757743280192,3.3125,2.4929588343973914,5.044642857142858,1.2066131022707438,-1.7321428571428572,1.7959527912980977,2.4951483535297956,2.2142857142857144
arousal,0,stimulus_only,9,32,1.3839285714285714,1.8017140365184912,0.5205044338367428,0.47503436862829834,0.4544882142928911,5.34375,1.96229099205495,4.754464285714286,1.3239524040207205,0.5892857142857143,1.7026202795475363,1.8017140365184912,1.3839285714285714
arousal,0,stimulus_plus_fewshot_bias,1,32,1.9464285714285714,2.256792468282797,0.4359892083549862,0.4357077134085129,0.35221621183162566,4.40625,2.4348944407304396,4.888392857142857,1.3042974372615084,-0.4821428571428571,2.204688302278597,2.256792468282797,1.9464285714285714
arousal,0,stimulus_plus_fewshot_bias,2,32,2.2232142857142856,2.5696918738499783,0.6812594080825531,0.6874169442479939,0.37195195923814145,6.5,2.3048861143232218,4.589285714285714,1.245271669400796,1.9107142857142856,1.7182803161585594,2.5696918738499783,2.2232142857142856
arousal,0,stimulus_plus_fewshot_bias,3,32,2.0446428571428568,2.3170287976155133,0.6882071528018303,0.666239601617513,0.3415335275827678,3.0625,1.5194057226429023,5.080357142857143,1.3314951987467751,-2.017857142857143,1.1388041973930374,2.3170287976155133,2.0446428571428568
arousal,0,stimulus_plus_fewshot_bias,5,32,1.4375,1.660234185595637,0.6357245777272718,0.6619895620730529,0.5519966829925625,5.1875,2.0832291640623697,4.7767857142857135,1.2822062757893011,0.4107142857142857,1.6086302640851353,1.660234185595637,1.4375
arousal,0,stimulus_plus_fewshot_bias,6,32,3.276785714285714,3.6071428571428568,0.1404534248431647,0.23365836911420124,0.041695656641272914,7.53125,1.39159025488827,4.441964285714286,1.4482393317369182,3.0892857142857144,1.8622012155905543,3.6071428571428568,3.276785714285714
arousal,0,stimulus_plus_fewshot_bias,7,32,1.7857142857142858,2.0531831931149727,0.6660658489864572,0.7089478980950042,0.2868461688885293,3.28125,0.909477013178453,5.049107142857142,1.3995304310003116,-1.767857142857143,1.0441467075745512,2.0531831931149727,1.7857142857142858
arousal,0,stimulus_plus_fewshot_bias,8,32,2.2142857142857144,2.4951483535297956,0.7389059386402063,0.7801270662164757,0.4165757743280192,3.3125,2.4929588343973914,5.044642857142858,1.2066131022707438,-1.7321428571428572,1.7959527912980977,2.4951483535297956,2.2142857142857144
