augmentation_config,folds,aggregate_rmse,aggregate_rmse_lift,aggregate_auroc,aggregate_auroc_lift,aggregate_balanced_accuracy,aggregate_ba_lift,aggregate_dev_pearson,aggregate_pred_dev_std,mean_fold_rmse_lift,median_fold_rmse_lift,positive_rmse_lift_folds,negative_rmse_lift_folds,mean_fold_auroc_lift,positive_auroc_lift_folds,mean_fold_ba_lift,positive_ba_lift_folds,mean_fold_dev_pearson,median_fold_dev_pearson,positive_dev_pearson_folds,negative_dev_pearson_folds,mean_pred_dev_std,mean_true_dev_std
gaussian_0p05,20,2.044953164292338,-0.0339184714289588,0.7496182396606574,0.0019989395546129,0.703764581124072,-0.0070519618239661,0.0163659294850872,0.3363194665839513,-0.023441174524456754,-0.01217380544423563,9,11,-0.0051788712964230205,4,-0.006869047619047613,0,0.04656824799067798,-0.005438728442786672,10,10,0.23647431425926646,1.537461637414939
gaussian_0p10,20,2.012624359042756,-0.0015896661793766,0.7619936373276777,0.0143743372216331,0.7179215270413575,0.0071049840933192,0.1141179662709659,0.5165957230435717,0.006637102619223179,0.007861065581914461,11,9,-0.0055769760350625934,5,-0.00024522490155483577,2,0.05704507989861719,0.09056234749226119,12,8,0.276476017936779,1.537461637414939
gaussian_0p15,20,2.030869473452208,-0.0198347805888285,0.758525980911983,0.0109066808059384,0.7127253446447508,0.0019088016967125,0.0546855971853859,0.3223936581101163,-0.01839857342717093,-0.0027741737302866554,9,11,-0.0028213168548797407,3,-0.00026552287581699805,2,0.0489930887819991,0.03832183283322393,13,7,0.2039233461766225,1.537461637414939
none,20,2.061878609808208,-0.0508439169448289,0.7524390243902439,0.0048197242841994,0.7139448568398727,0.0031283138918345,0.0214175013663439,0.4272000446428318,-0.049813652015045486,-0.010470458770458602,8,12,-0.008325503085018175,3,0.00096032253481102,3,0.07616993786273218,0.03814200366917183,11,9,0.27060149724714255,1.537461637414939
