target,subset,model,n,rmse,lift_vs_stimulus_rmse,balanced_accuracy,lift_vs_stimulus_balanced_accuracy,auroc,lift_vs_stimulus_auroc,dev_rmse,dev_pearson,dev_sign_acc,true_dev_std,pred_dev_std
arousal,top25_train_entropy,eeg_bc_residual_huber_norm_gaussian10_full_loso,504,2.126716812262472,-0.0503345230080869,0.6332723644828733,-0.0141669437978051,0.6492184901895577,0.0260059860325906,2.126716812262472,-0.0402352358487594,0.4742063492063492,2.076009152969084,0.3756974697977135
arousal,top25_train_entropy,stimulus_only,504,2.076382289254385,0.0,0.6474393082806784,0.0,0.623212504156967,0.0,2.076382289254385,,0.0,2.076009152969084,0.0
arousal,top25_train_score_std,eeg_bc_residual_huber_norm_gaussian10_full_loso,504,2.307299775740436,-0.0333353599430013,0.6466032608695652,-0.0031929347826087,0.698624320652174,0.028617527173913,2.307299775740436,-0.006123250055775,0.4880952380952381,2.273886292612929,0.3757798015059994
arousal,top25_train_score_std,stimulus_only,504,2.2739644157974346,0.0,0.649796195652174,0.0,0.6700067934782609,0.0,2.2739644157974346,,0.0,2.273886292612929,0.0
