target,model,n,mae,rmse,pearson,spearman,ccc,y_true_std,y_pred_std,dev_mae,dev_rmse,dev_pearson,dev_spearman,dev_sign_acc,true_dev_std,pred_dev_std,lift_vs_stimulus_mae,lift_vs_stimulus_rmse,lift_vs_stimulus_pearson,lift_vs_stimulus_spearman,lift_vs_stimulus_ccc,lift_vs_stimulus_dev_mae,lift_vs_stimulus_dev_rmse,lift_vs_stimulus_dev_pearson,lift_vs_stimulus_dev_spearman,lift_vs_stimulus_dev_sign_acc,lift_vs_stimulus_pred_dev_std,stimulus_rmse,stimulus_dev_rmse,rmse_wins,rmse_losses,mean_delta_rmse_model_minus_stimulus,median_delta_rmse_model_minus_stimulus,worst_regression_delta_rmse,best_gain_delta_rmse
arousal,physio_eeg_entropy_complexity_ridge,2016,1.572280221706451,1.9463678558614221,0.6349201546520523,0.620546870889088,0.5910524262350471,2.514611055537069,1.7147005460143407,1.5739308184380463,1.9485175118232667,0.13174672687461148,0.13320950974684975,0.5615079365079365,1.944204982116596,0.5429364671808452,0.007644893500922123,-0.0021628737448260438,0.0005446600215628372,0.02204690471136761,0.011671126354774408,0.0059942967693269456,-0.00431252970667062,,,0.5615079365079365,0.5429364671808452,1.944204982116596,1.944204982116596,31,32,-0.0013799214702181484,0.004714771547679408,0.4782462827939997,-0.6368568522914473
arousal,physio_emg_bsl_stats_22_ridge,2016,1.582032183755827,1.9524919414034763,0.6306485786327654,0.6080520474131956,0.5781468618189847,2.514611055537069,1.6472789587488341,1.6333992615421904,3.038803962799144,0.04981335666914293,-0.029655806740108214,0.5104166666666666,1.944204982116596,2.4335781532417835,-0.002107068548453883,-0.008286959286880169,-0.003726915997724123,0.00955208123547524,-0.001234438061287979,-0.053474146334817174,-1.094598980682548,,,0.5104166666666666,2.4335781532417835,1.944204982116596,1.944204982116596,32,31,0.007076770446826706,-0.0014283881225820583,0.2560485505505905,-0.13227070961561083
arousal,physio_emg_lagged_interaction_experimental_ridge,2016,1.5877841361432412,1.9540013901575088,0.6297923888710206,0.6095024553512983,0.5759954557172707,2.514611055537069,1.6375706976008144,1.5877841361432412,1.9540013901575088,-0.04407182773693488,0.00036129671538068556,0.5143849206349206,1.944204982116596,0.1276928505332191,-0.007859020935867989,-0.009796408040912752,-0.004583105759468853,0.011002489173577934,-0.0033858441630019165,-0.007859020935867989,-0.009796408040912752,,,0.5143849206349206,0.1276928505332191,1.944204982116596,1.944204982116596,28,35,0.010011582301851387,0.0028397036446883295,0.2177050222163326,-0.07585204556790215
valence,physio_emg_lagged_interaction_experimental_ridge,2016,1.0233012745933159,1.2591521569008588,0.8659950291855061,0.848919951305871,0.857827751896266,2.5179028270055928,2.1935994502559466,1.0233012745933159,1.2591521569008588,0.0022037975299574043,-0.02749256799013376,0.4816468253968254,1.257773694673858,0.06173827305535914,-0.0012358624069359614,-0.0013784622270007763,-0.0003121942809635181,0.007562896554396792,-0.00026254866421882017,-0.0012358624069359614,-0.0013784622270007763,,,0.4816468253968254,0.06173827305535914,1.257773694673858,1.257773694673858,29,34,0.0011830920550664138,0.001927640039095957,0.03138472143483351,-0.03873272313137144
valence,physio_emg_existing_22_ridge,2016,1.021439124453684,1.2591848084226458,0.8659884473960406,0.849978663106911,0.8578378361098963,2.5179028270055928,2.1939112922497337,1.0890648632545357,3.279431250740726,0.05104983417740579,-0.013886996199346345,0.49603174603174605,1.257773694673858,3.0927507599443165,0.0006262877326959071,-0.0014111137487877734,-0.00031877607042896106,0.008621608355436794,-0.00025246445058857425,-0.06699945106815575,-2.0216575560668684,,,0.49603174603174605,3.0927507599443165,1.257773694673858,1.257773694673858,25,38,0.0009555994761363333,0.002650992933836527,0.04658149592423855,-0.09716779047722102
valence,physio_emg_bsl_stats_22_ridge,2016,1.0256172351505135,1.263147610785086,0.8650951719874717,0.8493163926149768,0.8571454713247383,2.5179028270055928,2.1975354150306243,1.0546368305427174,1.8399759271312894,-0.021511072472120037,-0.03492755052923349,0.47767857142857145,1.257773694673858,1.315831231525879,-0.0035518229641335886,-0.005373916111228061,-0.0012120514789979442,0.007959337863502669,-0.0009448292357465693,-0.03257141835633748,-0.5822022324574314,,,0.47767857142857145,1.315831231525879,1.257773694673858,1.257773694673858,25,38,0.004678498982003225,0.0015541118837447687,0.16781036900265578,-0.037329028741236
