target,stimulus_id,residual_n,residual_mean,residual_std,residual_median,residual_q25,residual_q75,residual_iqr,residual_mad,residual_scaled_mad,residual_mean_abs,residual_median_abs,residual_q90_abs,residual_q95_abs,residual_skew,residual_kurtosis_excess,residual_outlier_rate_3mad,residual_positive_rate,residual_negative_rate
arousal,1441,63,9.868649107779169e-17,1.8162178400334512,-0.596774193548387,-1.6129032258064515,0.4193548387096775,2.032258064516129,1.0161290322580645,1.5065129032258064,1.3896569380440347,1.435483870967742,2.4516129032258065,4.382258064516128,1.4833169247967657,1.6055154295495022,0.06349206349206349,0.3492063492063492,0.6507936507936508
arousal,1750,63,1.5507877169367265e-16,1.9592625340722856,-0.11290322580645151,-1.6370967741935483,0.903225806451613,2.540322580645161,1.0161290322580645,1.5065129032258064,1.5698924731182788,1.129032258064516,2.935483870967742,3.8499999999999988,0.7989915914982807,-0.2332534593074529,0.031746031746031744,0.3333333333333333,0.6666666666666666
arousal,2314,63,-4.9343245538895844e-17,1.897613375915572,-0.4838709677419355,-1.5,1.5483870967741935,3.0483870967741935,1.0161290322580645,1.5065129032258064,1.6359447004608294,1.5,2.564516129032258,3.5806451612903225,0.3297949091122256,-0.9979665551160801,0.0,0.47619047619047616,0.5238095238095238
arousal,2491,63,1.8327491200161313e-16,1.8774914075520672,-0.17741935483870952,-1.193548387096774,1.3467741935483872,2.540322580645161,1.0161290322580645,1.5065129032258064,1.5422427035330255,1.193548387096774,2.7387096774193576,2.870967741935484,0.7398189330985685,0.10002782097193608,0.015873015873015872,0.38095238095238093,0.6190476190476191
arousal,3053,63,-1.409807015397024e-16,1.678659591130024,-0.032258064516129004,-1.048387096774194,0.983870967741935,2.032258064516129,1.016129032258065,1.506512903225807,1.3584229390681004,1.048387096774194,2.064516129032258,2.064516129032258,-0.6632019833632596,-0.001792039670191592,0.015873015873015872,0.4444444444444444,0.5555555555555556
arousal,3063,63,-1.409807015397024e-16,1.8093295048232463,-0.06451612903225801,-1.080645161290323,1.967741935483871,3.048387096774194,1.016129032258065,1.506512903225807,1.4848950332821302,1.080645161290323,2.096774193548387,3.112903225806452,-0.7874241906589579,-0.09731858111835479,0.015873015873015872,0.49206349206349204,0.5079365079365079
arousal,3080,63,1.2688263138573217e-16,1.7035801195497928,0.17741935483870996,-0.838709677419355,1.193548387096774,2.032258064516129,1.016129032258065,1.506512903225807,1.3599590373783916,1.193548387096774,2.738709677419358,2.870967741935484,-0.5521036179934056,-0.45229337299468764,0.0,0.6507936507936508,0.3492063492063492
arousal,3170,63,-9.868649107779169e-17,1.8948695726066285,0.403225806451613,-1.629032258064516,1.419354838709677,3.048387096774193,1.016129032258065,1.506512903225807,1.6093189964157706,1.419354838709677,2.645161290322581,3.661290322580645,-0.4999650412666926,-0.6579873685428859,0.015873015873015872,0.5555555555555556,0.4444444444444444
arousal,4220,63,1.691768418476429e-16,2.2956548559140573,0.564516129032258,-1.975806451612903,1.580645161290323,3.556451612903226,2.032258064516129,3.013025806451613,1.992831541218638,1.580645161290323,3.5,3.6016129032258064,-0.2453965332323453,-1.1993063837245912,0.0,0.5079365079365079,0.49206349206349204
arousal,5760,63,-7.753938584683633e-17,1.7052590503263962,-0.435483870967742,-1.4516129032258065,0.5806451612903225,2.032258064516129,1.0161290322580645,1.5065129032258064,1.2764976958525347,1.4516129032258065,1.596774193548387,4.340322580645156,1.7058029418296083,2.900826156969825,0.06349206349206349,0.3492063492063492,0.6507936507936508
arousal,8080,63,7.04903507698512e-17,2.3595842594006338,0.19354838709677402,-1.838709677419355,2.225806451612903,4.064516129032258,2.032258064516129,3.013025806451613,2.0476190476190474,2.225806451612903,3.7451612903225833,3.870967741935484,-0.019575284460184913,-1.1765854082948468,0.0,0.5396825396825397,0.4603174603174603
arousal,8370,63,-1.1278456123176193e-16,2.340766614909198,0.35483870967741904,-1.67741935483871,1.879032258064516,3.556451612903226,2.032258064516129,3.013025806451613,1.9989759344598055,1.67741935483871,3.709677419354839,4.624193548387095,-0.567534791909256,-0.8682524784210095,0.0,0.6349206349206349,0.36507936507936506
arousal,8492,63,1.409807015397024e-16,2.235253444345374,0.04838709677419395,-1.983870967741935,2.080645161290323,4.064516129032258,2.032258064516129,3.013025806451613,1.901689708141321,2.080645161290323,3.096774193548387,4.016129032258065,-0.3779241128663325,-1.1286815243713388,0.0,0.6507936507936508,0.3492063492063492
arousal,9220,63,-1.409807015397024e-16,2.066657155942445,-0.08064516129032295,-1.096774193548387,0.935483870967742,2.032258064516129,1.016129032258065,1.506512903225807,1.6236559139784947,1.096774193548387,3.812903225806455,3.983870967741935,0.7639590686699811,-0.11446956454845214,0.031746031746031744,0.3333333333333333,0.6666666666666666
arousal,9331,63,-9.163745600080657e-17,1.8561706297826843,0.11290322580645151,-1.9193548387096775,1.129032258064516,3.0483870967741935,1.0161290322580645,1.5065129032258064,1.5161290322580643,1.129032258064516,3.1161290322580655,3.161290322580645,0.289469498180534,-0.5981958083216763,0.0,0.5714285714285714,0.42857142857142855
arousal,9360,63,-1.409807015397024e-16,2.0014302898164593,0.16129032258064502,-1.870967741935484,1.1774193548387095,3.0483870967741935,2.032258064516129,3.013025806451613,1.6799795186891961,1.870967741935484,2.8870967741935485,3.2096774193548385,0.4583178919920881,-0.49308005464262683,0.0,0.5079365079365079,0.49206349206349204
arousal,Angry_face_1,63,-4.229421046191072e-17,1.7257310806574524,-0.19354838709677402,-1.209677419354839,0.82258064516129,2.032258064516129,1.016129032258065,1.506512903225807,1.4147465437788016,1.209677419354839,2.854838709677419,3.241935483870968,0.16761444417122248,-0.5560401091728959,0.0,0.42857142857142855,0.5714285714285714
arousal,Beach_1,63,-8.458842092382145e-17,1.860789891914785,-0.4193548387096775,-1.435483870967742,0.596774193548387,2.032258064516129,1.0161290322580645,1.5065129032258064,1.4111623143881211,1.435483870967742,2.4258064516129076,4.559677419354837,1.6438825570015998,2.26522790917163,0.06349206349206349,0.31746031746031744,0.6825396825396826
arousal,Depressed_pose_4,63,6.344131569286608e-17,1.8519613025041708,0.4193548387096775,-1.6129032258064515,1.435483870967742,3.0483870967741935,2.032258064516129,3.013025806451613,1.587301587301587,1.6129032258064515,2.629032258064516,2.629032258064516,0.22947692414733714,-0.8697838730676786,0.0,0.5079365079365079,0.49206349206349204
arousal,Dog_18,63,8.458842092382145e-17,2.1085278509498067,0.4193548387096775,-1.6129032258064515,1.435483870967742,3.0483870967741935,2.032258064516129,3.013025806451613,1.8453661034306195,1.6129032258064515,2.629032258064516,4.298387096774191,0.34515168632167376,-0.8531083196008065,0.0,0.5079365079365079,0.49206349206349204
arousal,Dog_26,63,-5.639228061588096e-17,1.7095252519014328,-0.20967741935483897,-1.225806451612903,1.82258064516129,3.048387096774193,1.016129032258065,1.506512903225807,1.4009216589861755,1.225806451612903,2.838709677419355,3.216129032258064,-0.24646887498940068,-0.5662368736226338,0.0,0.42857142857142855,0.5714285714285714
arousal,Dog_6,63,-1.2688263138573217e-16,2.4702180282679547,-0.3548387096774195,-2.3870967741935485,1.1693548387096773,3.556451612903226,2.032258064516129,3.013025806451613,1.9989759344598055,1.6774193548387095,4.725806451612903,4.725806451612903,0.9758741614465019,-0.1254776438983507,0.0,0.36507936507936506,0.6349206349206349
arousal,Dummy_1,63,-1.409807015397024e-16,2.0137405206469174,0.435483870967742,-1.596774193548387,1.451612903225806,3.048387096774193,2.032258064516129,3.013025806451613,1.7557603686635945,1.596774193548387,2.612903225806452,3.5274193548387083,-0.4117857647980005,-1.0385569286731495,0.0,0.5714285714285714,0.42857142857142855
