target,stimulus_id,residual_n,residual_mean,residual_std,residual_median,residual_q25,residual_q75,residual_iqr,residual_mad,residual_scaled_mad,residual_mean_abs,residual_median_abs,residual_q90_abs,residual_q95_abs,residual_skew,residual_kurtosis_excess,residual_outlier_rate_3mad,residual_positive_rate,residual_negative_rate
arousal,Flowers_6,63,-4.9343245538895844e-17,1.772726666326979,0.06451612903225801,-1.4596774193548387,1.0806451612903225,2.540322580645161,1.0161290322580645,1.5065129032258064,1.4526369687660008,1.0806451612903225,2.096774193548387,3.0112903225806438,0.8326586308981121,0.25927801960440133,0.031746031746031744,0.5079365079365079,0.49206349206349204
arousal,Garbage_dump_6,63,-1.1278456123176193e-16,2.1455856965568887,-0.22580645161290303,-1.75,1.806451612903226,3.556451612903226,2.032258064516129,3.013025806451613,1.792114695340502,1.806451612903226,3.274193548387097,3.274193548387097,0.07089703277615242,-0.8957755417801616,0.0,0.4603174603174603,0.5396825396825397
arousal,Lake_12,63,-7.753938584683633e-17,2.358591794894311,-0.9193548387096775,-1.935483870967742,0.6048387096774193,2.540322580645161,1.0161290322580645,1.5065129032258064,1.8218125960061446,1.935483870967742,4.161290322580645,5.17741935483871,1.2959489382765157,0.5053778526000752,0.14285714285714285,0.4126984126984127,0.5873015873015873
arousal,Lake_3,63,-1.6212780677065777e-16,1.4866733705552149,-0.2903225806451615,-1.306451612903226,0.725806451612903,2.032258064516129,1.0161290322580645,1.5065129032258064,1.1797235023041481,1.306451612903226,2.7580645161290325,2.7580645161290325,1.140049398965021,0.27170263573685416,0.0,0.30158730158730157,0.6984126984126984
arousal,Miserable_pose_3,63,2.819614030794048e-17,1.862466783115929,-0.32258064516129004,-1.338709677419355,1.2016129032258065,2.5403225806451615,1.016129032258065,1.506512903225807,1.4992319508448537,1.338709677419355,2.725806451612903,3.370967741935484,-0.34951116558175854,-0.4382160260518533,0.0,0.47619047619047616,0.5238095238095238
arousal,Pinecone_1,63,-1.339316664627173e-16,1.7487917636683614,-0.370967741935484,-1.3870967741935485,0.6451612903225805,2.032258064516129,1.0161290322580645,1.5065129032258064,1.3451100870455712,1.3870967741935485,2.6774193548387095,2.6774193548387095,1.5742151331897327,2.1498544002521003,0.047619047619047616,0.31746031746031744,0.6825396825396826
arousal,Snow_1,63,-9.163745600080657e-17,1.7937340354139153,0.20967741935483852,-1.8225806451612905,1.225806451612903,3.0483870967741935,2.032258064516129,3.013025806451613,1.4710701484895037,1.8225806451612905,2.2419354838709675,4.172580645161289,0.8168574635369322,-0.15835975638839317,0.0,0.5079365079365079,0.49206349206349204
arousal,Tumor_1,63,1.8327491200161313e-16,1.6424709184646409,0.08064516129032295,-0.935483870967742,1.096774193548387,2.032258064516129,1.016129032258065,1.506512903225807,1.2959549411162314,1.096774193548387,2.112903225806452,2.967741935483871,-0.6832073821409974,0.19268952331711287,0.015873015873015872,0.6349206349206349,0.36507936507936506
arousal,Yarn_1,63,2.819614030794048e-17,1.676178200873107,-0.24193548387096753,-1.2580645161290325,0.774193548387097,2.0322580645161294,1.016129032258065,1.506512903225807,1.2980030721966214,1.2580645161290325,2.6032258064516176,3.7209677419354827,1.5478279591749542,1.9384083333333377,0.031746031746031744,0.31746031746031744,0.6825396825396826
valence,1441,63,-1.9737298215558337e-16,1.1852369723144411,0.48387096774193505,-0.532258064516129,0.48387096774193505,1.016129032258064,1.016129032258064,1.5065129032258058,0.9892473118279569,0.532258064516129,1.548387096774194,1.548387096774194,-0.6276137052064451,0.02373333333333294,0.0,0.5555555555555556,0.4444444444444444
valence,1750,63,-7.04903507698512e-17,1.2570301786063687,-0.16129032258064502,-1.17741935483871,0.854838709677419,2.032258064516129,1.016129032258065,1.506512903225807,1.0706605222734253,1.17741935483871,1.870967741935484,2.1612903225806446,0.1495534855139761,-1.1289929417331126,0.0,0.38095238095238093,0.6190476190476191
valence,2314,63,-1.1278456123176193e-16,1.3492588631202826,-0.17741935483870996,-1.193548387096774,0.838709677419355,2.032258064516129,1.016129032258065,1.506512903225807,1.0793650793650793,0.838709677419355,2.209677419354839,2.209677419354839,-0.40353526747163754,-0.47669427618277815,0.0,0.4126984126984127,0.5873015873015873
valence,2491,63,5.639228061588096e-17,1.0893964381140826,0.274193548387097,-0.741935483870968,0.274193548387097,1.016129032258065,1.016129032258064,1.5065129032258058,0.8259088581669227,0.741935483870968,1.758064516129032,1.758064516129032,-0.6845244410939129,1.1771317332572737,0.0,0.6825396825396826,0.31746031746031744
valence,3053,63,-3.876969292341816e-17,1.0213638838056491,-0.6935483870967742,-0.6935483870967742,0.32258064516129026,1.0161290322580645,0.0,0.0,0.8146441372247825,0.6935483870967742,1.3387096774193548,2.2532258064516113,1.604212230386522,2.1191215228761067,0.0,0.4126984126984127,0.5873015873015873
valence,3063,63,-3.172065784643304e-17,1.0819683762095758,-0.7741935483870968,-0.7741935483870968,0.24193548387096775,1.0161290322580645,0.0,0.0,0.8847926267281107,0.7741935483870968,1.2580645161290323,2.274193548387097,1.3525527982300731,1.0559999999999983,0.0,0.42857142857142855,0.5714285714285714
valence,3080,63,2.819614030794048e-17,1.2539220468114074,-0.032258064516129004,-1.0483870967741935,0.9838709677419355,2.032258064516129,1.0161290322580645,1.5065129032258064,1.012800819252432,1.0483870967741935,2.0,2.9145161290322568,1.0040016609345401,-0.06811104185893235,0.0,0.30158730158730157,0.6984126984126984
valence,3170,63,8.106390338532889e-17,1.0218731652553006,-0.8225806451612903,-0.8225806451612903,0.7016129032258065,1.5241935483870968,0.0,0.0,0.8617511520737324,0.8225806451612903,1.2096774193548387,2.1241935483870953,1.0432165583320125,0.2741559251141168,0.0,0.47619047619047616,0.5238095238095238
valence,4220,63,1.2688263138573217e-16,1.2755199303075835,-0.41935483870967705,-0.9274193548387095,0.596774193548387,1.5241935483870965,1.016129032258064,1.5065129032258058,1.0655401945724525,0.596774193548387,1.612903225806452,2.6112903225806448,0.0053459468354186915,-0.2789596557787277,0.0,0.4603174603174603,0.5396825396825397
valence,5760,63,-1.409807015397024e-16,1.299763846316502,-0.17741935483870996,-1.193548387096774,0.838709677419355,2.032258064516129,1.016129032258065,1.506512903225807,1.0527393753200203,0.838709677419355,2.209677419354839,2.209677419354839,-0.19210377364444134,-0.8905239007194243,0.0,0.3968253968253968,0.6031746031746031
valence,8080,63,1.409807015397024e-16,1.3693538888252337,0.16129032258064502,-0.854838709677419,1.17741935483871,2.032258064516129,1.016129032258064,1.5065129032258058,1.0773169482846898,0.854838709677419,2.193548387096774,2.887096774193548,0.32904830858145745,0.11324496397516359,0.0,0.5396825396825397,0.4603174603174603
valence,8370,63,-1.691768418476429e-16,1.4905180712448929,0.45161290322580605,-0.564516129032258,0.9596774193548385,1.5241935483870965,1.016129032258064,1.5065129032258058,1.1827956989247312,0.564516129032258,2.483870967741935,2.596774193548387,-0.5015487158895512,0.4956732061273872,0.015873015873015872,0.5238095238095238,0.47619047619047616
valence,8492,63,-5.639228061588096e-17,1.3906555996645078,0.338709677419355,-0.67741935483871,1.354838709677419,2.032258064516129,1.016129032258065,1.506512903225807,1.129032258064516,0.67741935483871,2.370967741935484,2.675806451612903,-0.27658639093202936,-0.2400172364263149,0.0,0.5714285714285714,0.42857142857142855
valence,9220,63,4.229421046191072e-17,1.2779650186800198,0.467741935483871,-1.564516129032258,0.9758064516129032,2.540322580645161,1.0161290322580645,1.5065129032258064,1.1203277009728625,1.4838709677419355,1.564516129032258,2.4064516129032243,0.2454174496123186,-1.0706327846215515,0.0,0.5079365079365079,0.49206349206349204
valence,9331,63,-1.5507877169367265e-16,1.2828412145256887,0.16129032258064502,-0.8548387096774195,1.1774193548387095,2.032258064516129,1.0161290322580645,1.5065129032258064,0.9841269841269843,0.8548387096774195,2.193548387096774,2.193548387096774,-0.03102083437906372,-0.14899367478998737,0.0,0.6507936507936508,0.3492063492063492
valence,9360,63,-1.2688263138573217e-16,1.3812705849036542,-0.16129032258064502,-1.17741935483871,0.854838709677419,2.032258064516129,1.016129032258064,1.5065129032258058,1.072196620583717,0.854838709677419,2.193548387096774,3.1774193548387095,-0.2887076575845154,0.5022538298635486,0.0,0.47619047619047616,0.5238095238095238
valence,Angry_face_1,63,1.691768418476429e-16,0.9501081596789123,0.612903225806452,-0.403225806451613,0.612903225806452,1.016129032258065,1.016129032258064,1.5065129032258058,0.7711213517665134,0.612903225806452,1.419354838709677,2.354838709677418,-0.5147004554756655,0.8516169057130285,0.0,0.5238095238095238,0.47619047619047616
valence,Beach_1,63,-1.5507877169367265e-16,1.29675814466076,0.370967741935484,-0.645161290322581,1.387096774193548,2.032258064516129,1.016129032258064,1.5065129032258058,1.1013824884792627,1.387096774193548,1.661290322580645,2.5758064516129022,-0.6687022441416625,-0.2952737859646106,0.0,0.5714285714285714,0.42857142857142855
valence,Depressed_pose_4,63,-1.9032394707859825e-16,1.332379124391186,0.20967741935483852,-0.806451612903226,1.225806451612903,2.032258064516129,1.0161290322580645,1.5065129032258064,1.0860215053763436,1.225806451612903,1.8225806451612905,2.838709677419355,-0.5026630375056504,-0.3566138372395069,0.0,0.6666666666666666,0.3333333333333333
valence,Dog_18,63,-5.639228061588096e-17,1.3329647426706053,0.274193548387097,-0.741935483870968,1.290322580645161,2.032258064516129,1.016129032258064,1.5065129032258058,1.0578597030209933,1.290322580645161,1.758064516129032,1.758064516129032,-1.2234832665964699,1.6820891810953764,0.015873015873015872,0.6349206349206349,0.36507936507936506
valence,Dog_26,63,-5.639228061588096e-17,0.8296658806201086,-0.6774193548387097,-0.6774193548387097,0.33870967741935476,1.0161290322580645,0.0,0.0,0.7096774193548387,0.6774193548387097,1.3548387096774193,1.3548387096774193,1.0303409235516543,0.2619047619047632,0.0,0.47619047619047616,0.5238095238095238
valence,Dog_6,63,7.04903507698512e-17,1.1933304072963817,0.22580645161290303,-0.790322580645161,1.241935483870968,2.032258064516129,1.016129032258065,1.506512903225807,1.0465949820788532,1.241935483870968,1.806451612903226,1.806451612903226,-0.44474839873452665,-1.0993943001419415,0.0,0.6031746031746031,0.3968253968253968
valence,Dummy_1,63,-1.0573552615477681e-16,1.1621860344936659,-0.274193548387097,-1.2903225806451615,0.7419354838709675,2.032258064516129,1.0161290322580645,1.5065129032258064,0.9846390168970816,0.7419354838709675,1.7580645161290325,1.7580645161290325,0.5415646103970652,-0.7036544013428254,0.0,0.38095238095238093,0.6190476190476191
valence,Flowers_6,63,0.0,1.3812705849036542,-0.741935483870968,-0.741935483870968,1.290322580645161,2.032258064516129,1.016129032258064,1.5065129032258058,1.2053251408090122,1.290322580645161,2.306451612903226,2.306451612903226,0.30633931588755897,-1.1491731284462894,0.0,0.49206349206349204,0.5079365079365079
valence,Garbage_dump_6,63,-6.344131569286608e-17,1.3463636615941423,0.08064516129032251,-0.935483870967742,1.096774193548387,2.032258064516129,1.0161290322580645,1.5065129032258064,1.1863799283154122,1.096774193548387,2.1129032258064515,2.1129032258064515,0.022965675610186847,-1.2701949110317001,0.0,0.5555555555555556,0.4444444444444444
valence,Lake_12,63,1.1278456123176193e-16,1.3144913910199476,-0.435483870967742,-0.943548387096774,1.596774193548387,2.540322580645161,1.016129032258064,1.5065129032258058,1.1152073732718892,1.451612903225806,1.596774193548387,1.596774193548387,-0.5243252945342306,0.33997620464009515,0.0,0.4603174603174603,0.5396825396825397
valence,Lake_3,63,-8.458842092382145e-17,1.627993920122005,-0.19354838709677402,-1.209677419354839,0.82258064516129,2.032258064516129,1.016129032258065,1.506512903225807,1.3179723502304148,1.209677419354839,2.854838709677419,2.854838709677419,-0.12676449222990482,-0.31696300365842767,0.0,0.42857142857142855,0.5714285714285714
valence,Miserable_pose_3,63,4.9343245538895844e-17,0.7845410649687297,-0.564516129032258,-0.564516129032258,0.4516129032258065,1.0161290322580645,0.0,0.0,0.6630824372759855,0.564516129032258,1.2870967741935522,1.467741935483871,1.3658667383671836,1.3524211337138032,0.0,0.4126984126984127,0.5873015873015873
valence,Pinecone_1,63,-1.691768418476429e-16,1.135007231339302,-0.645161290322581,-0.645161290322581,0.370967741935484,1.016129032258065,0.0,0.0,0.8868407578085001,0.645161290322581,1.661290322580645,2.403225806451613,1.0951677772504502,1.480829696915917,0.0,0.4126984126984127,0.5873015873015873
valence,Snow_1,63,1.2688263138573217e-16,1.2613686965172355,-0.403225806451613,-1.419354838709677,1.120967741935484,2.540322580645161,1.016129032258064,1.5065129032258058,1.105990783410138,1.419354838709677,1.629032258064516,1.629032258064516,0.2613292073983397,-1.0766112836587258,0.0,0.42857142857142855,0.5714285714285714
valence,Tumor_1,63,1.5507877169367265e-16,1.4517921036342696,-0.6451612903225805,-1.661290322580645,1.3870967741935485,3.0483870967741935,1.0161290322580645,1.5065129032258064,1.2770097286226316,1.3870967741935485,2.403225806451613,2.403225806451613,0.39684340969217885,-1.1886404708761114,0.0,0.4603174603174603,0.5396825396825397
valence,Yarn_1,63,-4.229421046191072e-17,1.4023912980183326,-0.338709677419355,-0.338709677419355,-0.338709677419355,0.0,0.0,0.0,0.967741935483871,0.338709677419355,2.641935483870969,3.6919354838709673,1.054650196528231,1.6433333333333335,0.0,0.23809523809523808,0.7619047619047619
