target,k_calibration,model,label_policy,binary_n,accuracy,balanced_accuracy,macro_f1,auroc,n_low,n_high,true_high_rate,pred_high_rate
arousal,4,stimulus_only,midpoint_as_high,176400,0.7595294784580499,0.7426963544865268,0.7448899270799468,0.8098022353951778,97324,79076,0.4482766439909297,0.31217120181405894
arousal,4,stimulus_only,discard_midpoint,157435,0.8140375393019341,0.785751711644638,0.7949094305656361,0.8448966365014716,97324,60111,0.3818147171848699,0.3127894051513323
arousal,8,affine_residual_ridge1,midpoint_as_low,151200,0.8176719576719577,0.7975349490743776,0.7973205353666336,0.8766600455494341,99633,51567,0.3410515873015873,0.34207010582010583
arousal,8,affine_residual_ridge1,midpoint_as_high,151200,0.7819907407407407,0.7685004021299018,0.7719548425748375,0.8625327649380929,83440,67760,0.44814814814814813,0.34207010582010583
arousal,8,affine_residual_ridge1,discard_midpoint,135007,0.8357936995859474,0.8163881404064128,0.82236663412718,0.8990379894164814,83440,51567,0.3819579725495715,0.3431081351337338
arousal,8,affine_residual_ridge4,midpoint_as_low,151200,0.8210119047619048,0.8013930407275485,0.801089785289683,0.8805423240348724,99633,51567,0.3410515873015873,0.342473544973545
arousal,8,affine_residual_ridge4,midpoint_as_high,151200,0.7852777777777777,0.7718654667480171,0.7754329197007346,0.8666754303900688,83440,67760,0.44814814814814813,0.342473544973545
arousal,8,affine_residual_ridge4,discard_midpoint,135007,0.8395046182790522,0.820438471254322,0.8264306568606641,0.9033203330210308,83440,51567,0.3819579725495715,0.34358959165080327
arousal,8,bias_empirical_bayes,midpoint_as_low,151200,0.815297619047619,0.7948726392735503,0.7946725624317998,0.875891256517524,99633,51567,0.3410515873015873,0.342010582010582
arousal,8,bias_empirical_bayes,midpoint_as_high,151200,0.7856878306878307,0.7722314445773872,0.7758162680422566,0.8662327005966012,83440,67760,0.44814814814814813,0.342010582010582
arousal,8,bias_empirical_bayes,discard_midpoint,135007,0.8365344019199005,0.816305875352549,0.8228002190479119,0.9029624662315998,83440,51567,0.3819579725495715,0.33964164821083354
arousal,8,bias_huber,midpoint_as_low,151200,0.8151124338624338,0.7961822124091104,0.7950813611131493,0.8745977516218986,99633,51567,0.3410515873015873,0.34629629629629627
arousal,8,bias_huber,midpoint_as_high,151200,0.7860449735449735,0.7730500661632449,0.7766134913061167,0.8636838585984202,83440,67760,0.44814814814814813,0.3463756613756614
arousal,8,bias_huber,discard_midpoint,135007,0.8366306932233143,0.8175319516784993,0.8233800319135656,0.9010996312758531,83440,51567,0.3819579725495715,0.34413771137792853
arousal,8,bias_mean,midpoint_as_low,151200,0.8189484126984127,0.8018527410921836,0.7998798154398123,0.8778181904863134,99633,51567,0.3410515873015873,0.3502645502645503
arousal,8,bias_mean,midpoint_as_high,151200,0.7903968253968254,0.7778832515867293,0.7815413469045566,0.8669936510487355,83440,67760,0.44814814814814813,0.350515873015873
arousal,8,bias_mean,discard_midpoint,135007,0.8412082336471443,0.8234204497723977,0.8287478383370542,0.9043634117495932,83440,51567,0.3819579725495715,0.3483004584947447
arousal,8,bias_median,midpoint_as_low,151200,0.8088095238095238,0.788560292963757,0.7878410672938048,0.8687567399933531,99633,51567,0.3410515873015873,0.34457010582010583
arousal,8,bias_median,midpoint_as_high,151200,0.7807936507936508,0.7676695482674738,0.7710630034372162,0.857571542103793,83440,67760,0.44814814814814813,0.3456878306878307
arousal,8,bias_median,discard_midpoint,135007,0.8300236284044531,0.8099385907220908,0.8159760058829617,0.8951321782201045,83440,51567,0.3819579725495715,0.34175264986259973
arousal,8,bias_shrink1,midpoint_as_low,151200,0.8185582010582011,0.8001814089204267,0.7989658248654427,0.8778336414356787,99633,51567,0.3410515873015873,0.346765873015873
arousal,8,bias_shrink1,midpoint_as_high,151200,0.7895171957671958,0.7766217423516081,0.7802941840475399,0.8674078743847781,83440,67760,0.44814814814814813,0.3469642857142857
arousal,8,bias_shrink1,discard_midpoint,135007,0.8405119734532284,0.8217682554299547,0.8276274886384605,0.9045703567035568,83440,51567,0.3819579725495715,0.3446413889650166
arousal,8,bias_shrink2,midpoint_as_low,151200,0.8171560846560847,0.7976346716213703,0.7970186423209485,0.877083397591452,99633,51567,0.3410515873015873,0.34397486772486774
arousal,8,bias_shrink2,midpoint_as_high,151200,0.7875198412698413,0.7743059297322568,0.7779385856182917,0.8670530448004122,83440,67760,0.44814814814814813,0.3441335978835979
arousal,8,bias_shrink2,discard_midpoint,135007,0.8386009614316294,0.8190481317429311,0.8252730463560793,0.9039906263632559,83440,51567,0.3819579725495715,0.3418563481893531
arousal,8,bias_shrink4,midpoint_as_low,151200,0.8140806878306879,0.7924664176670857,0.7928833368932202,0.8746595388752327,99633,51567,0.3410515873015873,0.3390343915343915
arousal,8,bias_shrink4,midpoint_as_high,151200,0.7836640211640211,0.7698791827452596,0.77340641179578,0.8653487623504252,83440,67760,0.44814814814814813,0.3390873015873016
arousal,8,bias_shrink4,discard_midpoint,135007,0.8347122741783759,0.8136576596233394,0.8205120423637013,0.9018305837246691,83440,51567,0.3819579725495715,0.3367677231550957
arousal,8,bias_shrink8,midpoint_as_low,151200,0.8098082010582011,0.7852297590660253,0.7870458884891398,0.8691567267649807,99633,51567,0.3410515873015873,0.33201058201058203
arousal,8,bias_shrink8,midpoint_as_high,151200,0.776276455026455,0.7616770698794799,0.7649226413350718,0.8609248510195026,83440,67760,0.44814814814814813,0.33208333333333334
arousal,8,bias_shrink8,discard_midpoint,135007,0.8281718725695705,0.8052033925983084,0.8127029747563409,0.8966484927334202,83440,51567,0.3819579725495715,0.33065692889998294
arousal,8,bias_trimmed_mean,midpoint_as_low,151200,0.8160648148148149,0.7971481052490974,0.7960995245251843,0.8749519464886499,99633,51567,0.3410515873015873,0.346031746031746
