target,model,n,mae,rmse,pearson,spearman,balanced_accuracy,macro_f1,auroc,dev_mae,dev_rmse,dev_pearson,dev_spearman,dev_sign_acc,true_dev_mean,true_dev_std,pred_dev_mean,pred_dev_std,lift_vs_stimulus_mae,lift_vs_stimulus_rmse,lift_vs_stimulus_pearson,lift_vs_stimulus_spearman,lift_vs_stimulus_balanced_accuracy,lift_vs_stimulus_macro_f1,lift_vs_stimulus_auroc,lift_vs_stimulus_dev_mae,lift_vs_stimulus_dev_rmse,lift_vs_stimulus_dev_pearson,lift_vs_stimulus_dev_spearman,lift_vs_stimulus_dev_sign_acc,lift_vs_stimulus_true_dev_std,lift_vs_stimulus_pred_dev_std
arousal,eeg_bc_residual_huber_norm_stabilized_smoke,192,1.9771653894723027,2.4435752072042414,0.4440170759032317,0.4521187685299882,0.6279982314579419,0.6267301163566723,0.6566817729634132,1.9771653894723027,2.4435752072042414,0.0467391890988569,-0.049033018351418815,0.4583333333333333,0.6978326612903225,2.2785491530949153,-0.17590764462564493,0.2714010084145741,-0.04092547011746395,-0.06056100954760746,0.0027052703178935267,0.02223215302494197,0.0,0.0,0.009008511108654749,-0.04092547011746395,-0.06056100954760746,,,0.4583333333333333,0.0,0.2714010084145741
arousal,stimulus_only,192,1.9362399193548387,2.383014197656634,0.44131180558533817,0.42988661550504625,0.6279982314579419,0.6267301163566723,0.6476732618547585,1.9362399193548387,2.383014197656634,,,0.0,0.6978326612903225,2.2785491530949153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
