augmentation_config,target,model,test_subject,n,mae,rmse,pearson,balanced_accuracy,auroc,dev_mae,dev_rmse,dev_pearson,dev_sign_acc,true_dev_mean,pred_dev_mean,true_dev_std,pred_dev_std,std_ratio_pred_over_true,lift_vs_stimulus_mae,lift_vs_stimulus_rmse,lift_vs_stimulus_balanced_accuracy,lift_vs_stimulus_auroc,lift_vs_stimulus_dev_mae,lift_vs_stimulus_dev_rmse,lift_vs_stimulus_dev_sign_acc,lift_vs_stimulus_pred_dev_std
gaussian_0p05,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,7,32,1.2932668947706656,1.5766334190747495,0.6683924925846296,0.6875,,1.2932668947706656,1.5766334190747495,0.2113973899795,0.71875,-1.0433467741935485,-0.05013501554552947,1.2461858921407156,0.13804135837823872,0.11077108098294915,0.05552342780997965,0.04865171559874382,0.0,,0.05552342780997965,0.04865171559874382,0.71875,0.13804135837823872
gaussian_0p05,arousal,stimulus_only,7,32,1.3487903225806452,1.6252851346734933,0.664034725547573,0.6875,,1.3487903225806452,1.6252851346734933,,0.0,-1.0433467741935485,0.0,1.2461858921407156,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
gaussian_0p05,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,8,32,1.6068433810176366,1.8178036867477425,0.7653789029684039,0.7916666666666667,0.9010416666666666,1.6068433810176366,1.8178036867477425,0.0864265728505542,0.625,-1.0115927419354838,-0.2071042640506982,1.630470033705313,0.277419794368139,0.1701471285169961,0.11140258672429892,0.10098562069264316,0.0,-0.00520833333333337,0.11140258672429892,0.10098562069264316,0.625,0.277419794368139
gaussian_0p05,arousal,stimulus_only,8,32,1.7182459677419355,1.9187893074403857,0.7647247061481831,0.7916666666666667,0.90625,1.7182459677419355,1.9187893074403857,,0.0,-1.0115927419354838,0.0,1.630470033705313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p05,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,9,32,1.8726819883318744,2.3914566939730437,0.461231406167186,0.6686274509803922,0.7568627450980392,1.8726819883318744,2.3914566939730437,0.021810268634118474,0.34375,1.0524193548387095,-0.37022459600527347,1.8981830747933253,0.34760940767505166,0.18312744028271158,-0.17610940768671313,-0.2210453311500955,0.0,-0.01176470588235301,-0.17610940768671313,-0.2210453311500955,0.34375,0.34760940767505166
gaussian_0p05,arousal,stimulus_only,9,32,1.6965725806451613,2.170411362822948,0.45709234937461013,0.6686274509803922,0.7686274509803922,1.6965725806451613,2.170411362822948,,0.0,1.0524193548387095,0.0,1.8981830747933253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p05,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,10,32,1.416968093134303,1.7022860427292048,0.7591317374076344,0.8852813852813852,0.8831168831168831,1.416968093134303,1.7022860427292046,0.16112555935706446,0.53125,-0.12247983870967742,-0.2656123069796554,1.7129972872947774,0.13776372318860863,0.08042261608370045,0.02103593912376156,0.015084335834957718,0.0,-0.010822510822510845,0.02103593912376156,0.01508433583495794,0.53125,0.13776372318860863
gaussian_0p05,arousal,stimulus_only,10,32,1.4380040322580645,1.7173703785641625,0.7545455569743079,0.8852813852813852,0.8939393939393939,1.4380040322580645,1.7173703785641625,,0.0,-0.12247983870967742,0.0,1.7129972872947774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p05,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,11,32,1.6994854045177874,2.065570306537201,0.4280167760028056,0.5607287449392713,0.5910931174089069,1.6994854045177874,2.065570306537201,-0.03086575894192981,0.4375,0.703125,-0.028375239702086174,1.9006477694544373,0.2912889492683889,0.1532577229456078,-0.0276104045177874,-0.03903466432482494,0.0,0.004048582995951455,-0.027610404517787623,-0.03903466432482494,0.4375,0.2912889492683889
gaussian_0p05,arousal,stimulus_only,11,32,1.671875,2.026535642212376,0.4276580639736072,0.5607287449392713,0.5870445344129555,1.6718749999999998,2.026535642212376,,0.0,0.703125,0.0,1.9006477694544373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p05,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,12,32,1.0546523090172895,1.299322808281589,0.6585533234411011,0.8236714975845411,0.927536231884058,1.0546523090172895,1.299322808281589,0.007456823947688474,0.6875,0.5126008064516129,0.09017385845190687,1.2274284576871455,0.06658430530129475,0.05424699491382651,0.03758559420851704,0.030842672218896805,0.0,-0.007246376811594235,0.03758559420851704,0.030842672218896805,0.6875,0.06658430530129475
gaussian_0p05,arousal,stimulus_only,12,32,1.0922379032258065,1.3301654805004859,0.6670130773110609,0.8236714975845411,0.9347826086956522,1.0922379032258065,1.3301654805004859,,0.0,0.5126008064516129,0.0,1.2274284576871455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p05,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,13,32,1.963515140102233,2.28716080159802,0.5275894545671304,0.6875,,1.963515140102233,2.28716080159802,-0.01833428083326182,0.625,-1.9642137096774195,-0.17872171534674225,1.4088788982214433,0.2167601293330147,0.15385291781039304,0.11763405344615396,0.13008458254037958,0.0,,0.11763405344615396,0.13008458254037913,0.625,0.2167601293330147
gaussian_0p05,arousal,stimulus_only,13,32,2.081149193548387,2.4172453841383996,0.555088672893651,0.6875,,2.081149193548387,2.417245384138399,,0.0,-1.9642137096774195,0.0,1.4088788982214433,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
gaussian_0p05,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,14,32,1.4268685116978224,1.6029390328263826,0.867602556951575,0.8666666666666667,0.8833333333333333,1.4268685116978224,1.6029390328263824,0.21064909937540796,0.78125,-1.5831653225806452,-0.21235570920242014,0.8494495885699882,0.2062846579522857,0.24284508548566633,0.18351455281830664,0.19371815265547787,0.0,-0.050000000000000044,0.18351455281830664,0.1937181526554781,0.78125,0.2062846579522857
gaussian_0p05,arousal,stimulus_only,14,32,1.610383064516129,1.7966571854818605,0.8654060605055738,0.8666666666666667,0.9333333333333333,1.610383064516129,1.7966571854818605,,0.0,-1.5831653225806452,0.0,0.8494495885699882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p05,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,15,32,1.426773479094737,1.6882176091893266,0.6808207021498538,0.7090909090909091,0.7772727272727272,1.426773479094737,1.6882176091893266,-0.12917266017511408,0.65625,-0.5035282258064515,-0.05019499003843397,1.6186477056527646,0.052188443734905395,0.03224200272401258,0.008206359614940428,0.00694051594199907,0.0,-0.00454545454545463,0.008206359614940428,0.00694051594199907,0.65625,0.052188443734905395
gaussian_0p05,arousal,stimulus_only,15,32,1.4349798387096775,1.6951581251313257,0.6843964811202883,0.7090909090909091,0.7818181818181819,1.4349798387096775,1.6951581251313257,,0.0,-0.5035282258064515,0.0,1.6186477056527646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p05,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,16,32,1.080509918368488,1.3569675657464324,0.850235339801373,0.9009661835748792,0.9323671497584541,1.080509918368488,1.3569675657464324,0.15335590258132595,0.5625,-0.2494959677419355,-0.1851049120103414,1.371204820434612,0.24536475260093726,0.1789409933105314,0.03491346872828616,0.03675080519606233,0.0,-0.004830917874396157,0.03491346872828616,0.03675080519606233,0.5625,0.24536475260093726
gaussian_0p05,arousal,stimulus_only,16,32,1.1154233870967742,1.3937183709424947,0.8490714537900503,0.9009661835748792,0.9371980676328503,1.1154233870967742,1.3937183709424947,,0.0,-0.2494959677419355,0.0,1.371204820434612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p05,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,17,32,1.375864514325134,1.6348245937036254,0.8169678997247886,0.88,0.9714285714285714,1.375864514325134,1.6348245937036254,0.1492429438767324,0.46875,-0.5987903225806452,0.27215445526647475,1.3129056407007988,0.6742500190557644,0.5135555809596124,-0.20550161109932752,-0.19181694583747233,-0.05999999999999994,-0.011428571428571455,-0.20550161109932752,-0.19181694583747233,0.46875,0.6742500190557644
gaussian_0p05,arousal,stimulus_only,17,32,1.1703629032258065,1.443007647866153,0.8494711265706564,0.94,0.9828571428571429,1.1703629032258065,1.443007647866153,,0.0,-0.5987903225806452,0.0,1.3129056407007988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p05,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,18,32,1.915573746475313,2.3078325241144158,0.720302300528698,0.8125,0.83203125,1.915573746475313,2.3078325241144158,-0.018656496609311263,0.4375,0.639616935483871,-0.25289130606455146,2.1200614760696554,0.1512972028007611,0.07136453565543624,-0.05317455292692608,-0.09338665968863902,0.0,0.015625,-0.05317455292692608,-0.09338665968863902,0.4375,0.1512972028007611
gaussian_0p05,arousal,stimulus_only,18,32,1.862399193548387,2.2144458644257767,0.7211949002894918,0.8125,0.81640625,1.862399193548387,2.2144458644257767,,0.0,0.639616935483871,0.0,2.1200614760696554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p05,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,19,32,1.4879753958909698,1.8808543127457478,0.6959500433602217,0.7142857142857143,0.8928571428571429,1.4879753958909698,1.8808543127457478,0.38914691749320784,0.5,1.1476814516129032,-0.0839732060127244,1.4699453361764527,0.1394594272396484,0.09487388667275772,-0.009648782987743854,-0.015938227308334385,0.0,0.001984126984126977,-0.009648782987743854,-0.015938227308334385,0.5,0.1394594272396484
gaussian_0p05,arousal,stimulus_only,19,32,1.478326612903226,1.8649160854374134,0.67305688302963,0.7142857142857143,0.8908730158730159,1.478326612903226,1.8649160854374134,,0.0,1.1476814516129032,0.0,1.4699453361764527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p05,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,20,32,1.2469324817510452,1.6145165375105175,0.7920721343548276,0.7777777777777778,0.8611111111111112,1.2469324817510452,1.6145165375105175,-0.08803172506996186,0.5625,1.020665322580645,0.07531812121387053,1.2400897101370107,0.3233571155877138,0.2607530027418154,-0.024654255944593695,-0.008409383580136875,0.0,-0.01984126984126977,-0.024654255944593695,-0.008409383580136875,0.5625,0.3233571155877138
gaussian_0p05,arousal,stimulus_only,20,32,1.2222782258064515,1.6061071539303806,0.8174181670963804,0.7777777777777778,0.8809523809523809,1.2222782258064515,1.6061071539303806,,0.0,1.020665322580645,0.0,1.2400897101370107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p05,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,21,32,1.4169676873590507,1.7159589804198703,0.8266603997297928,0.9782608695652174,0.9806763285024155,1.4169676873590509,1.7159589804198703,-0.06087206612973054,0.4375,0.036290322580645185,-0.05267555573147257,1.631799589761145,0.4333011718881607,0.26553577694630975,-0.13974994542356667,-0.08375590216715212,0.0,-0.009661835748792202,-0.1397499454235669,-0.08375590216715234,0.4375,0.4333011718881607
gaussian_0p05,arousal,stimulus_only,21,32,1.277217741935484,1.6322030782527182,0.8430035229501304,0.9782608695652174,0.9903381642512077,1.277217741935484,1.632203078252718,,0.0,0.036290322580645185,0.0,1.631799589761145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,1,32,1.5625740724711843,1.8641912513061627,0.652199147225105,0.7166666666666667,0.775,1.5625740724711843,1.8641912513061627,0.16495514539821055,0.5625,0.09979838709677412,0.3490729193461487,1.8730758315387523,0.2978928988313917,0.15903942265194376,-0.008138588600216545,0.011541349242675025,0.0,0.01666666666666672,-0.008138588600216545,0.011541349242675025,0.5625,0.2978928988313917
gaussian_0p10,arousal,stimulus_only,1,32,1.5544354838709677,1.8757326005488377,0.6396747039031424,0.7166666666666667,0.7583333333333333,1.5544354838709677,1.8757326005488377,,0.0,0.09979838709677412,0.0,1.8730758315387523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,2,32,2.366617201597926,2.78571232427845,0.7467261561037157,0.7272727272727273,0.8727272727272727,2.366617201597926,2.78571232427845,0.4363790633110057,0.3125,2.2273185483870965,-0.09824992096116794,1.5829340702617387,0.12208313156693312,0.0771245839358739,-0.04050833063018411,-0.053199161129075634,0.0,0.004545454545454519,-0.04050833063018411,-0.053199161129075634,0.3125,0.12208313156693312
gaussian_0p10,arousal,stimulus_only,2,32,2.326108870967742,2.7325131631493744,0.7271361956690021,0.7272727272727273,0.8681818181818182,2.326108870967742,2.7325131631493744,,0.0,2.2273185483870965,0.0,1.5829340702617387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,3,32,1.527905283011794,1.7407709126297295,0.6256470208233185,0.8548387096774194,0.967741935483871,1.527905283011794,1.7407709126297293,-0.1802188132097617,0.8125,-1.265625,-0.19400242611822957,1.353914241378173,0.08518158678820462,0.06291505339469201,0.11776003956885095,0.11257482242124417,0.0,0.0,0.11776003956885095,0.11257482242124439,0.8125,0.08518158678820462
gaussian_0p10,arousal,stimulus_only,3,32,1.645665322580645,1.8533457350509737,0.6357247908214484,0.8548387096774194,0.967741935483871,1.645665322580645,1.8533457350509737,,0.0,-1.265625,0.0,1.353914241378173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,5,32,1.4359966290254607,1.7463258184155188,0.6718308183490291,0.7420634920634921,0.873015873015873,1.4359966290254607,1.746325818415519,-0.022065356294654965,0.5625,0.893649193548387,0.10960645503845087,1.5102454224184472,0.3606303460363591,0.23878923298348498,-0.03125872579965416,0.008510389629424964,-0.0357142857142857,0.007936507936507908,-0.03125872579965416,0.00851038962942452,0.5625,0.3606303460363591
gaussian_0p10,arousal,stimulus_only,5,32,1.4047379032258065,1.7548362080449438,0.6946450633141555,0.7777777777777778,0.8650793650793651,1.4047379032258065,1.7548362080449436,,0.0,0.893649193548387,0.0,1.5102454224184472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,6,32,3.4156872306222263,3.8246089661566094,0.3118697554228852,0.6666666666666666,0.5,3.4156872306222263,3.8246089661566094,-0.21538439658676933,0.3125,3.2752016129032255,-0.08693781991691427,1.790167901902087,0.13174438288848653,0.07359331085560859,-0.07798561771900037,-0.09209684666330364,0.0,0.0,-0.07798561771900037,-0.09209684666330364,0.3125,0.13174438288848653
gaussian_0p10,arousal,stimulus_only,6,32,3.337701612903226,3.7325121194933057,0.31708270011003303,0.6666666666666666,0.5,3.337701612903226,3.7325121194933057,,0.0,3.2752016129032255,0.0,1.790167901902087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,7,32,1.162623932603199,1.4578343400813183,0.6752056282601593,0.6875,,1.162623932603199,1.4578343400813183,0.12900667696928386,0.78125,-1.0433467741935485,-0.2699561270187578,1.2461858921407156,0.15697213488211384,0.12596205419428952,0.18616638997744617,0.16745079459217505,0.0,,0.18616638997744617,0.16745079459217505,0.78125,0.15697213488211384
gaussian_0p10,arousal,stimulus_only,7,32,1.3487903225806452,1.6252851346734933,0.664034725547573,0.6875,,1.3487903225806452,1.6252851346734933,,0.0,-1.0433467741935485,0.0,1.2461858921407156,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,8,32,1.8676032038236912,2.0904952048236987,0.7626808596096273,0.8958333333333333,0.8958333333333334,1.8676032038236912,2.0904952048236987,0.12483924666240064,0.46875,-1.0115927419354838,0.2972823968430234,1.630470033705313,0.4035835990105871,0.24752592238274906,-0.14935723608175566,-0.171705897383313,0.10416666666666652,-0.01041666666666663,-0.14935723608175566,-0.171705897383313,0.46875,0.4035835990105871
gaussian_0p10,arousal,stimulus_only,8,32,1.7182459677419355,1.9187893074403857,0.7647247061481831,0.7916666666666667,0.90625,1.7182459677419355,1.9187893074403857,,0.0,-1.0115927419354838,0.0,1.630470033705313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,9,32,1.675818400867231,1.9473416557695953,0.49269642277829784,0.6784313725490196,0.7764705882352941,1.675818400867231,1.9473416557695953,0.13723109475701342,0.65625,1.0524193548387095,1.4639810785406082,1.8981830747933253,0.5563146758211223,0.2930774608668349,0.02075417977793026,0.22306970705335294,0.009803921568627416,0.007843137254901933,0.02075417977793026,0.22306970705335294,0.65625,0.5563146758211223
gaussian_0p10,arousal,stimulus_only,9,32,1.6965725806451613,2.170411362822948,0.45709234937461013,0.6686274509803922,0.7686274509803922,1.6965725806451613,2.170411362822948,,0.0,1.0524193548387095,0.0,1.8981830747933253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,10,32,1.557446528857031,1.8493343112290395,0.703587324053062,0.8614718614718615,0.8614718614718615,1.557446528857031,1.8493343112290392,-0.2702117993177711,0.4375,-0.12247983870967742,0.1352440081367663,1.7129972872947774,0.33305924249914465,0.19443068881032993,-0.11944249659896644,-0.13196393266487694,-0.023809523809523725,-0.03246753246753242,-0.11944249659896644,-0.13196393266487672,0.4375,0.33305924249914465
gaussian_0p10,arousal,stimulus_only,10,32,1.4380040322580645,1.7173703785641625,0.7545455569743079,0.8852813852813852,0.8939393939393939,1.4380040322580645,1.7173703785641625,,0.0,-0.12247983870967742,0.0,1.7129972872947774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,11,32,1.6929039151252945,2.071159313527459,0.4224503424990804,0.5607287449392713,0.5748987854251012,1.6929039151252945,2.071159313527459,-0.18086244956061542,0.34375,0.703125,-0.08269724592043247,1.9006477694544373,0.07801475914436355,0.04104640554557665,-0.02102891512529448,-0.044623671315082714,0.0,-0.012145748987854255,-0.0210289151252947,-0.044623671315082714,0.34375,0.07801475914436355
gaussian_0p10,arousal,stimulus_only,11,32,1.671875,2.026535642212376,0.4276580639736072,0.5607287449392713,0.5870445344129555,1.6718749999999998,2.026535642212376,,0.0,0.703125,0.0,1.9006477694544373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,12,32,1.1437612592816389,1.3606838687733975,0.647802537041365,0.8236714975845411,0.927536231884058,1.1437612592816389,1.3606838687733975,0.15361266488116473,0.5,0.5126008064516129,-0.09669021609320905,1.2274284576871455,0.28443901437402525,0.2317357175421568,-0.05152335605583236,-0.030518388272911645,0.0,-0.007246376811594235,-0.05152335605583236,-0.030518388272911645,0.5,0.28443901437402525
gaussian_0p10,arousal,stimulus_only,12,32,1.0922379032258065,1.3301654805004859,0.6670130773110609,0.8236714975845411,0.9347826086956522,1.0922379032258065,1.3301654805004859,,0.0,0.5126008064516129,0.0,1.2274284576871455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,13,32,1.9780908961946468,2.3139939068652846,0.48716976843056864,0.6875,,1.9780908961946468,2.3139939068652846,-0.01987786556410613,0.65625,-1.9642137096774195,-0.17484373565867226,1.4088788982214433,0.38256416666385734,0.27153800596100314,0.10305829735374017,0.10325147727311501,0.0,,0.10305829735374017,0.10325147727311457,0.65625,0.38256416666385734
gaussian_0p10,arousal,stimulus_only,13,32,2.081149193548387,2.4172453841383996,0.555088672893651,0.6875,,2.081149193548387,2.417245384138399,,0.0,-1.9642137096774195,0.0,1.4088788982214433,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,14,32,1.55860372144014,1.7438654294711906,0.864332040338795,0.8666666666666667,0.9,1.55860372144014,1.7438654294711906,0.09934647010109794,0.625,-1.5831653225806452,-0.058071167534326514,0.8494495885699882,0.1110636299264812,0.130747758808526,0.05177934307598897,0.05279175601066988,0.0,-0.033333333333333326,0.05177934307598897,0.05279175601066988,0.625,0.1110636299264812
gaussian_0p10,arousal,stimulus_only,14,32,1.610383064516129,1.7966571854818605,0.8654060605055738,0.8666666666666667,0.9333333333333333,1.610383064516129,1.7966571854818605,,0.0,-1.5831653225806452,0.0,0.8494495885699882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,15,32,1.4867094846673403,1.729578895744967,0.6767686450962257,0.7090909090909091,0.7772727272727272,1.4867094846673403,1.7295788957449671,-0.07654719367694127,0.3125,-0.5035282258064515,0.06570702126076224,1.6186477056527646,0.12658844463308982,0.07820629788120653,-0.05172964595766283,-0.03442077061364124,0.0,-0.00454545454545463,-0.05172964595766283,-0.03442077061364146,0.3125,0.12658844463308982
gaussian_0p10,arousal,stimulus_only,15,32,1.4349798387096775,1.6951581251313257,0.6843964811202883,0.7090909090909091,0.7818181818181819,1.4349798387096775,1.6951581251313257,,0.0,-0.5035282258064515,0.0,1.6186477056527646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,16,32,1.0999080214052512,1.3865066294080908,0.8485148864143157,0.9009661835748792,0.9371980676328503,1.0999080214052512,1.3865066294080908,0.08177822488342446,0.46875,-0.2494959677419355,-0.018554034103926424,1.371204820434612,0.0742138947325389,0.054123128526460555,0.015515365691523009,0.007211741534403959,0.0,0.0,0.015515365691523009,0.007211741534403959,0.46875,0.0742138947325389
gaussian_0p10,arousal,stimulus_only,16,32,1.1154233870967742,1.3937183709424947,0.8490714537900503,0.9009661835748792,0.9371980676328503,1.1154233870967742,1.3937183709424947,,0.0,-0.2494959677419355,0.0,1.371204820434612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian_broader_smoke,17,32,1.0922994934356653,1.3504871590324443,0.8616707576910791,0.94,0.9714285714285714,1.0922994934356653,1.3504871590324443,0.3353331114933649,0.59375,-0.5987903225806452,-0.060144215016397745,1.3129056407007988,0.5017768264278786,0.3821880345945192,0.07806340979014115,0.09252048883370878,0.0,-0.011428571428571455,0.07806340979014115,0.09252048883370878,0.59375,0.5017768264278786
