method,n_eval,n_high,high_threshold,zero_rmse_high,model_rmse_high,lift_vs_zero_high,fixed_rmse_same_eval_high,lift_vs_fixed_same_eval_high,locked_bridge_rmse_05ak,lift_vs_locked_bridge_rmse,pearson_high,sign_acc_high
none_noaug_control,2016,495,2.2096774193548385,3.261633663266336,3.2609287381060668,0.0007049251602690987,,,2.622267149339945,-0.6386615887661216,0.09678084274606108,0.5494949494949495
gaussian_0p10,2016,495,2.2096774193548385,3.261633663266336,3.2802487769043016,-0.018615113637965752,,,2.622267149339945,-0.6579816275643564,0.0574435561322926,0.5555555555555556
