arch_config,augmentation_config,target,model,n,mae,rmse,pearson,spearman,balanced_accuracy,macro_f1,auroc,dev_mae,dev_rmse,dev_pearson,dev_spearman,dev_sign_acc,true_dev_mean,true_dev_std,pred_dev_mean,pred_dev_std,lift_vs_stimulus_mae,lift_vs_stimulus_rmse,lift_vs_stimulus_pearson,lift_vs_stimulus_spearman,lift_vs_stimulus_balanced_accuracy,lift_vs_stimulus_macro_f1,lift_vs_stimulus_auroc,lift_vs_stimulus_dev_mae,lift_vs_stimulus_dev_rmse,lift_vs_stimulus_dev_pearson,lift_vs_stimulus_dev_spearman,lift_vs_stimulus_dev_sign_acc,lift_vs_stimulus_true_dev_std,lift_vs_stimulus_pred_dev_std
A0_current,gaussian_0p10,valence,eeg_oracle_arch_A0_current,2016,0.9799122643733822,1.2212039136503805,0.8745187157120664,0.8663306216843065,0.8795910966045606,0.8653471574052828,0.9524880245402482,0.9799122643733822,1.2212039136503805,0.24010150254718501,0.24144851626798433,0.5907738095238095,-1.409807015397024e-17,1.257773694673858,0.008541626618439822,0.32370413813048654,0.04215314781299773,0.03656978102347752,0.00821149224559703,0.02497356693283237,3.1733079468798664e-05,-0.00045682054822793194,0.009202089346248221,0.04215314781299773,0.03656978102347752,,,0.5907738095238095,0.0,0.32370413813048654
A0_current,gaussian_0p10,valence,stimulus_only,2016,1.02206541218638,1.257773694673858,0.8663072234664694,0.8413570547514742,0.8795593635250918,0.8658039779535107,0.943285935194,1.02206541218638,1.257773694673858,,,0.0,-2.4671622769447922e-17,1.257773694673858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
A8_no_channel_pos,gaussian_0p10,valence,eeg_oracle_arch_A8_no_channel_pos,2016,0.9845981506562388,1.2278817552100076,0.8730559346777468,0.8648570438945594,0.8808830862686432,0.8668211375300109,0.9529876946169615,0.9845981506562388,1.2278817552100076,0.2169149308833533,0.23290493676763502,0.5892857142857143,-1.409807015397024e-17,1.257773694673858,0.010627573771647964,0.2775355848093954,0.03746726153014113,0.02989193946385038,0.006748711211277403,0.023499989143085265,0.0013237227435514143,0.0010171595765001706,0.009701759422961587,0.03746726153014113,0.02989193946385038,,,0.5892857142857143,0.0,0.2775355848093954
A8_no_channel_pos,gaussian_0p10,valence,stimulus_only,2016,1.02206541218638,1.257773694673858,0.8663072234664694,0.8413570547514742,0.8795593635250918,0.8658039779535107,0.943285935194,1.02206541218638,1.257773694673858,,,0.0,-2.4671622769447922e-17,1.257773694673858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
