augmentation_config,target,model,test_subject,n,mae,rmse,pearson,spearman,balanced_accuracy,macro_f1,auroc,dev_mae,dev_rmse,dev_pearson,dev_spearman,dev_sign_acc,true_dev_mean,true_dev_std,pred_dev_mean,pred_dev_std,best_epoch,best_val_rmse_scaled,fit_subjects,val_subjects,outer_train_subjects,y_outer_mean,y_outer_std,final_train_last_loss
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,42,32,2.1991094213661198,2.60635049069771,0.6709992171036638,0.7033109016905329,0.7272727272727273,0.625,0.8454545454545455,2.1991094213661198,2.60635049069771,-0.28562045120977564,-0.28005865102639294,0.8125,2.0685483870967745,1.660115463055621,0.07500939173833417,0.06222525793078171,1,0.9061881753275369,54,8,62,0.0,1.930684593400425,0.4424718810665992
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,43,32,1.586018635592131,1.9119929292285747,0.8421975939543228,0.7882963578627776,0.9272727272727272,0.9272727272727272,0.9681818181818181,1.586018635592131,1.9119929292285747,-0.0652772589195776,-0.01979472140762463,0.5625,-0.12247983870967742,1.802734417937777,0.36714327442010986,0.30656623097823527,3,1.0097484006203556,54,8,62,-1.4325458382260084e-17,1.9466285568929562,0.41442811296832177
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,44,32,1.9630102640715494,2.4368811914891952,0.5321901394417545,0.4150707982157938,0.8545454545454545,0.8545454545454545,0.8772727272727273,1.9630102640715494,2.4368811914891952,0.2230843308239681,0.18806708904942107,0.625,-0.5035282258064517,2.4099202277826843,-0.004518114483763491,0.12446448983913254,1,1.1370940401768976,54,8,62,-2.1488187573390126e-17,1.9348147532864926,0.4372424589049432
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,45,32,1.101885871681234,1.46782868168204,0.621659163302624,0.5946129523616082,0.7467532467532467,0.751937984496124,0.7489177489177489,1.101885871681234,1.46782868168204,0.23831675768406232,0.3171111735433708,0.5625,0.38558467741935476,1.4722953086219464,0.05550181376299798,0.3188651667449164,3,1.1679141295403923,54,8,62,7.162729191130042e-18,1.9506194793272416,0.4169560387249916
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,46,32,1.513527943476411,1.9689339496901406,0.40196056035326655,0.4789064299394509,0.5833333333333334,0.5844155844155844,0.7041666666666667,1.513527943476411,1.9689339496901406,-0.2114109283112487,-0.2602639296187683,0.46875,0.09979838709677419,1.9285807571028841,-0.1966250459165071,0.07771324419247236,1,1.0106358137788902,54,8,62,0.0,1.944671051494803,0.4492501703000838
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,47,32,1.978954447725027,2.4645868323973463,0.5039121959516893,0.5030534174288195,0.803921568627451,0.8056680161943319,0.7764705882352941,1.978954447725027,2.4645868323973463,-0.03363503817385568,0.001466275659824047,0.53125,0.6713709677419355,2.3476946080537613,0.15351330612160918,0.46928438219907015,3,0.9642800122039582,54,8,62,1.4325458382260084e-17,1.935233577008547,0.41432810454599317
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,48,32,1.1879190132921125,1.4301274403949227,0.7537676594664886,0.7841663247621425,0.8160173160173161,0.82281284606866,0.9090909090909091,1.1879190132921125,1.4301274403949227,-0.07758115169885367,-0.10923753665689148,0.46875,0.09979838709677409,1.300879429561996,-0.04071228637704808,0.4850963728082192,3,0.9778230636882952,54,8,62,0.0,1.9531988866701582,0.4149277344826729
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,49,32,2.0269083035521067,2.354524964875116,0.38969649207545654,0.3459447378932138,0.8548387096774194,0.5060034305317325,0.8064516129032258,2.0269083035521067,2.354524964875116,-0.16704788915671162,-0.10833104252261974,0.625,-1.6784274193548387,1.692520509403907,-0.062464627770923306,0.1016685461617674,1,1.2072204672813218,54,8,62,-3.9395010551215234e-17,1.9364222822098924,0.44746225735833567
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,50,32,1.1943104991930196,1.3809071201409593,0.9006736765618071,0.8898067381672675,0.9166666666666667,0.9307359307359306,0.9916666666666667,1.1943104991930196,1.3809071201409593,0.3016291174699305,0.34860703812316707,0.65625,-0.027217741935483958,1.3910614610751582,0.04089699818136662,0.04108214550350296,1,0.9883610232818694,54,8,62,-7.162729191130042e-18,1.9522182959891654,0.4444871001666592
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,52,32,1.684366844799208,1.9981959845096742,0.4832714817535306,0.5082914458723745,0.6666666666666667,0.6666666666666667,0.75,1.684366844799208,1.9981959845096742,-0.06698493565454043,-0.05645678696610302,0.625,0.5126008064516129,1.9522573515044046,0.11806560258092802,0.0764036269597789,1,0.9102562670903948,54,8,62,-7.162729191130042e-18,1.9432172951217264,0.4417705062416292
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,53,32,0.9667819984187842,1.178208349935856,0.8628643529390619,0.8586108325564098,0.9772727272727273,0.964562569213732,0.9954545454545455,0.9667819984187842,1.178208349935856,-0.1170942680849023,-0.13600953223652087,0.375,-0.34475806451612906,1.0633145558549586,-0.03342397722766889,0.2951470677754802,3,0.9076861684100107,54,8,62,-7.162729191130042e-18,1.9550984554333968,0.42129986012174236
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,54,32,1.4990905848552138,1.7809010083903267,0.6415768840791495,0.6740951123994126,0.6774891774891775,0.681063122923588,0.7965367965367965,1.4990905848552138,1.7809010083903267,0.0038586748064658436,-0.03189441861072054,0.5,0.13155241935483875,1.6942831997212953,-0.39692524853236044,0.15407390967199164,1,0.8458475809966842,54,8,62,2.865091676452017e-17,1.9482155611263576,0.4401627574716845
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,55,32,2.2168898493877602,2.422953327283694,0.8088370325591955,0.7014539270543492,0.6875,0.4074074074074074,,2.2168898493877602,2.422953327283694,0.2423733565770332,0.2914222873900293,0.59375,-2.25,0.9986088789050975,-0.03311015061223979,0.10988459063572319,1,1.075228851322182,54,8,62,0.0,1.9348212641934572,0.44332155393015954
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,56,32,1.2430797898698103,1.4906910865769958,0.8605806923027658,0.8336142532738211,0.8571428571428572,0.8666666666666667,0.9722222222222222,1.2430797898698103,1.4906910865769958,-0.0683892840542198,-0.04692512163416355,0.46875,0.5443548387096774,1.3444179697621401,-0.08138592593459057,0.08582683598632738,1,1.0626100981887632,54,8,62,0.0,1.951512654159399,0.4392311178868817
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,57,32,1.7291363098673656,2.1115094860262418,0.44256553714615443,0.4349611874673361,0.6041666666666667,0.5883040935672514,0.5885416666666666,1.7291363098673656,2.1115094860262418,0.22740689974127304,0.21700879765395892,0.59375,0.09979838709677427,2.1643328274237774,0.20182502065538793,0.5694602980049787,5,0.8877512806582447,54,8,62,2.865091676452017e-17,1.9405986547818548,0.378142234538832
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,58,32,1.329845631561792,1.6118790856223517,0.8970987327266399,0.8483620405068547,0.9583333333333333,0.9227053140096618,0.9947916666666666,1.329845631561792,1.6118790856223517,-0.041819330964604697,0.12719941348973607,0.4375,-1.1068548387096775,1.133263600349544,0.035799873104051944,0.05485267862095043,1,1.0424585879167074,54,8,62,-3.581364595565021e-18,1.9498077345109495,0.44576029335298845
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,59,32,1.7646504617671241,2.2672399585154603,0.6609341707446904,0.6583397831938491,0.763157894736842,0.716256157635468,0.8906882591093117,1.7646504617671241,2.267239958515461,0.055482551376459695,0.03629032258064516,0.375,1.2429435483870965,1.6408958852975946,-0.274593785561859,0.4824572923887576,4,0.8851100951291498,54,8,62,4.297637514678025e-17,1.9425278388558325,0.40857161557482136
