target,method,k_calibration,n_repeats,n_eval_repeated,subjects,zero_rmse,candidate_rmse,lift_vs_zero,fixed_rmse_same_eval,lift_vs_fixed_same_eval,locked_bridge_rmse_05ak,candidate_minus_locked_bridge_rmse,lift_vs_locked_bridge_rmse,pearson,sign_acc,mean_repeat_subject_improvement_zero_minus_candidate,ci95_low_repeat_subject_improvement,ci95_high_repeat_subject_improvement,signflip_p_mean_improvement_gt_zero,wins_vs_zero_repeat_subject,losses_vs_zero_repeat_subject,win_margin_vs_zero_repeat_subject,passes_zero_gate,passes_fixed_reference_gate,passes_locked_bridge_gate
arousal,kshot_subject_mean_only,16,1000,254119,63,3.241351317496056,2.6308015461020218,0.6105497713940342,3.1699985241388213,0.5391969780367996,2.622267149339945,0.008534396762076568,-0.008534396762076568,0.6258680100520532,0.7695685879450179,0.5388541080236992,0.532656562284815,0.544821528935773,0.0001999600079984003,44308,16333,27975,True,True,False
arousal,fixed_eeg_bandpower_plus_kshot_bias,16,1000,253845,63,3.241825523038633,2.649414918943782,0.5924106040948507,3.1699327909065196,0.5205178719627375,2.622267149339945,0.027147769603836913,-0.027147769603836913,0.6085015844613975,0.7633398333628789,0.5376821423479154,0.5316467895371452,0.5435924466002776,0.0001999600079984003,44103,16655,27448,True,True,False
arousal,kshot_subject_mean_only,8,1000,381169,63,3.2403059396255025,2.6663673531736505,0.573938586451852,3.168189913363286,0.5018225601896353,2.622267149339945,0.044100203833705276,-0.044100203833705276,0.5916339313799881,0.7529914552337676,0.5022881231410306,0.49586744144206524,0.5083024429064933,0.0001999600079984003,43669,18652,25017,True,True,False
arousal,fixed_eeg_bandpower_plus_kshot_bias,8,1000,380965,63,3.2402542958287586,2.6844607230921036,0.555793572736655,3.1681356720947487,0.48367494900264507,2.622267149339945,0.06219357375215839,-0.06219357375215839,0.5769886337704607,0.7463835260456997,0.5020814801228447,0.49592832430485106,0.5082592353003441,0.0001999600079984003,43194,19183,24011,True,True,False
arousal,kshot_subject_mean_only,4,1000,444307,63,3.239948237320364,2.7369469444939685,0.5030012928263954,3.1685165363877164,0.4315695918937479,2.622267149339945,0.11467979515402327,-0.11467979515402327,0.5378494592599552,0.7275667500174429,0.45663653648316466,0.4498895511535782,0.4633573972805489,0.0001999600079984003,40981,21682,19299,True,True,False
arousal,fixed_eeg_bandpower_plus_kshot_bias,4,1000,443976,63,3.240364110587501,2.760094050333543,0.4802700602539578,3.1686248463834485,0.4085307960499054,2.622267149339945,0.13782690099359796,-0.13782690099359796,0.5244692050934081,0.7206110240193163,0.45402485720324637,0.4470775798649188,0.46067818939628413,0.0001999600079984003,40324,22400,17924,True,True,False
