target,model,n,mae,rmse,pearson,spearman,balanced_accuracy,macro_f1,auroc,dev_mae,dev_rmse,dev_pearson,dev_spearman,dev_sign_acc,true_dev_mean,true_dev_std,pred_dev_mean,pred_dev_std,aux_residual_sign_acc,aux_residual_sign_auroc,aux_residual_sign_prob_mean,aux_residual_sign_prob_std,lift_vs_stimulus_mae,lift_vs_stimulus_rmse,lift_vs_stimulus_pearson,lift_vs_stimulus_spearman,lift_vs_stimulus_balanced_accuracy,lift_vs_stimulus_macro_f1,lift_vs_stimulus_auroc,lift_vs_stimulus_dev_mae,lift_vs_stimulus_dev_rmse,lift_vs_stimulus_dev_pearson,lift_vs_stimulus_dev_spearman,lift_vs_stimulus_dev_sign_acc,lift_vs_stimulus_true_dev_std,lift_vs_stimulus_pred_dev_std,lift_vs_stimulus_aux_residual_sign_acc,lift_vs_stimulus_aux_residual_sign_auroc
arousal,eeg_bc_residual_huber_norm_residual_sign_aux_smoke,192,1.9613973630413355,2.4419712568064598,0.41568715398727285,0.4126098453271411,0.6294351718801813,0.6287981532246429,0.6405438266828783,1.9613973630413355,2.4419712568064598,-0.16711022683386456,-0.11357674080321382,0.5052083333333334,0.6978326612903225,2.2785491530949153,-0.002482836997759907,0.2719029567919261,0.5052083333333334,0.47861462341946126,0.4645073657614063,0.03457903904329111,-0.02515744368649675,-0.05895705914982585,-0.025624651598065318,-0.017276770177905132,0.0014369404222394078,0.002068036867970635,-0.0071294351718801385,-0.02515744368649675,-0.05895705914982585,,,0.5052083333333334,0.0,0.2719029567919261,,
arousal,stimulus_only,192,1.9362399193548387,2.383014197656634,0.44131180558533817,0.42988661550504625,0.6279982314579419,0.6267301163566723,0.6476732618547585,1.9362399193548387,2.383014197656634,,,0.0,0.6978326612903225,2.2785491530949153,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,
