target,feature_block,test_subject,selected_alpha,inner_val_dev_rmse,train_n,test_n
arousal,emg_expanded_812,64,1000.0,38268.17965151409,1984,32
arousal,emg_expanded_812,65,1000.0,1.640694261115778,1984,32
valence,eeg_bandpower,1,1000.0,1.295213721610553,1984,32
valence,eeg_bandpower,2,1000.0,1.2276711582891053,1984,32
valence,eeg_bandpower,3,1000.0,1.2104413656146134,1984,32
valence,eeg_bandpower,5,1000.0,1.1541785926672767,1984,32
valence,eeg_bandpower,6,1000.0,1.2943227776316246,1984,32
valence,eeg_bandpower,7,1000.0,1.4666489999991354,1984,32
valence,eeg_bandpower,8,1000.0,1.2386366905846573,1984,32
valence,eeg_bandpower,9,1000.0,1.3490122794520785,1984,32
valence,eeg_bandpower,10,1000.0,1.281494820367845,1984,32
valence,eeg_bandpower,11,1000.0,1.2498768238297928,1984,32
valence,eeg_bandpower,12,1000.0,1.2727821996077193,1984,32
valence,eeg_bandpower,13,1000.0,1.295352037011558,1984,32
valence,eeg_bandpower,14,1000.0,1.2114727945781387,1984,32
valence,eeg_bandpower,15,1000.0,1.1436746565571707,1984,32
valence,eeg_bandpower,16,1000.0,1.3773872458479568,1984,32
valence,eeg_bandpower,17,1000.0,1.3141601276678645,1984,32
valence,eeg_bandpower,18,1000.0,1.342444016578541,1984,32
valence,eeg_bandpower,19,1000.0,1.0834219636378286,1984,32
valence,eeg_bandpower,20,1000.0,1.2678892001735154,1984,32
valence,eeg_bandpower,21,1000.0,1.3019164425119656,1984,32
valence,eeg_bandpower,22,1000.0,1.5026485681218635,1984,32
valence,eeg_bandpower,23,1000.0,1.3023607327921192,1984,32
valence,eeg_bandpower,24,1000.0,1.373885737387389,1984,32
valence,eeg_bandpower,25,1000.0,1.3826428456095656,1984,32
valence,eeg_bandpower,26,1000.0,1.1603382650295337,1984,32
valence,eeg_bandpower,27,1000.0,1.2671091713950984,1984,32
valence,eeg_bandpower,28,1000.0,1.4787486144113455,1984,32
valence,eeg_bandpower,29,1000.0,1.2336181455554371,1984,32
valence,eeg_bandpower,30,1000.0,1.3116992086483854,1984,32
valence,eeg_bandpower,31,1000.0,1.3869486851661366,1984,32
valence,eeg_bandpower,32,1000.0,1.4331488510539157,1984,32
valence,eeg_bandpower,33,1000.0,1.3551681122098185,1984,32
valence,eeg_bandpower,34,1000.0,1.4225906739898693,1984,32
valence,eeg_bandpower,35,1000.0,1.3643964795442685,1984,32
