target,quantile,feature_block,model,gamma,subject_id,n,locked_rmse,candidate_rmse,improvement_locked_minus_candidate,delta_candidate_minus_locked
arousal,0.75,eeg_bandpower,physio_eeg_bandpower_ridge,0.1,47,644,3.5128331869790856,3.5126738272587605,0.00015935972032510293,-0.00015935972032510293
arousal,0.75,eeg_bandpower,physio_eeg_bandpower_ridge,0.1,48,153,2.71405343548504,2.707799628244861,0.006253807240178766,-0.006253807240178766
arousal,0.75,eeg_bandpower,physio_eeg_bandpower_ridge,0.1,49,595,2.338413373672547,2.398483843087919,-0.060070469415371974,0.060070469415371974
arousal,0.75,eeg_bandpower,physio_eeg_bandpower_ridge,0.1,5,427,2.2278947625819923,2.2447859317362306,-0.016891169154238383,0.016891169154238383
arousal,0.75,eeg_bandpower,physio_eeg_bandpower_ridge,0.1,50,139,2.4547264925821297,2.488733492282197,-0.034006999700067375,0.034006999700067375
arousal,0.75,eeg_bandpower,physio_eeg_bandpower_ridge,0.1,52,383,3.3726465604178206,3.366267939630286,0.006378620787534484,-0.006378620787534484
arousal,0.75,eeg_bandpower,physio_eeg_bandpower_ridge,0.1,53,50,1.8997243161629382,1.9115687718317227,-0.011844455668784448,0.011844455668784448
arousal,0.75,eeg_bandpower,physio_eeg_bandpower_ridge,0.1,54,345,2.477109468233409,2.500574433429188,-0.02346496519577901,0.02346496519577901
arousal,0.75,eeg_bandpower,physio_eeg_bandpower_ridge,0.1,55,819,1.3381857160407502,1.494872500105414,-0.15668678406466374,0.15668678406466374
arousal,0.75,eeg_bandpower,physio_eeg_bandpower_ridge,0.1,56,201,1.9723461110139118,2.0615280945345065,-0.0891819835205947,0.0891819835205947
arousal,0.75,eeg_bandpower,physio_eeg_bandpower_ridge,0.1,57,458,3.2887056815158964,3.2998698646667175,-0.011164183150821128,0.011164183150821128
arousal,0.75,eeg_bandpower,physio_eeg_bandpower_ridge,0.1,58,252,2.060187132125431,2.1365701201388174,-0.07638298801338639,0.07638298801338639
arousal,0.75,eeg_bandpower,physio_eeg_bandpower_ridge,0.1,59,467,2.52989344229672,2.6812466534811312,-0.15135321118441114,0.15135321118441114
arousal,0.75,eeg_bandpower,physio_eeg_bandpower_ridge,0.1,6,1088,1.8723755768266206,2.1185152210428106,-0.24613964421619006,0.24613964421619006
arousal,0.75,eeg_bandpower,physio_eeg_bandpower_ridge,0.1,60,627,2.4500021200572637,2.5219844008871077,-0.07198228082984404,0.07198228082984404
arousal,0.75,eeg_bandpower,physio_eeg_bandpower_ridge,0.1,61,345,2.3257510352178783,2.3440757118352717,-0.018324676617393454,0.018324676617393454
arousal,0.75,eeg_bandpower,physio_eeg_bandpower_ridge,0.1,62,403,3.5591412298753364,3.5636724811725946,-0.0045312512972581764,0.0045312512972581764
arousal,0.75,eeg_bandpower,physio_eeg_bandpower_ridge,0.1,63,612,3.26563147868298,3.2419096447923894,0.02372183389059046,-0.02372183389059046
arousal,0.75,eeg_bandpower,physio_eeg_bandpower_ridge,0.1,64,104,3.7924300820375385,3.778648651760756,0.01378143027678247,-0.01378143027678247
arousal,0.75,eeg_bandpower,physio_eeg_bandpower_ridge,0.1,65,526,1.8477133075204337,1.878237983060553,-0.030524675540119173,0.030524675540119173
