target,feature_block,model,k_calibration,candidate_rmse,locked_B2_k16_rmse,pooled_delta_rmse_candidate_minus_locked_B2,pooled_lift_vs_locked_B2_rmse,subjects_with_pair,mean_delta_rmse_candidate_minus_locked_B2,median_delta_rmse_candidate_minus_locked_B2,ci95_low_mean_delta_candidate_minus_locked_B2,ci95_high_mean_delta_candidate_minus_locked_B2,wins_vs_locked_B2,losses_vs_locked_B2,ties_vs_locked_B2,win_margin_vs_locked_B2,subject_evidence_status,passes_sample_reduction_gate,reason
arousal,emg_existing_22,physio_context_ridge100,16,2.7046292431687986,1.6576672767528169,1.0469619664159817,-1.0469619664159817,63,0.5090695046467609,0.16004533606135452,0.23389470402595508,0.9740788699891618,6,57,0,-51,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
arousal,emg_bsl_stats_22,physio_residual_ridge1000,16,2.7873328040509326,1.6576672767528169,1.1296655272981158,-1.1296655272981158,63,0.48757700091218525,0.1401575078839543,0.19539535476962896,0.9998804282146136,9,54,0,-45,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
arousal,emg_bsl_stats_22,physio_residual_ridge1000,4,2.9319297149300487,1.6576672767528169,1.2742624381772318,-1.2742624381772318,63,0.5167333402917941,0.15500487063391666,0.20023930282740057,1.072153557224912,10,53,0,-43,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
arousal,emg_bsl_stats_22,physio_residual_ridge1000,8,3.0464430842872723,1.6576672767528169,1.3887758075344554,-1.3887758075344554,63,0.5421827820497371,0.16269077995371095,0.20912830792365508,1.1329827597453928,9,54,0,-45,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
arousal,emg_existing_22,physio_residual_ridge1000,8,3.3055121662688025,1.6576672767528169,1.6478448895159856,-1.6478448895159856,63,0.5929802694229119,0.17581219002989057,0.21608010174706413,1.2678746199390631,7,56,0,-49,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
arousal,emg_existing_22,physio_residual_ridge1000,4,3.382499846793887,1.6576672767528169,1.7248325700410703,-1.7248325700410703,63,0.6065187625023514,0.13449069112388812,0.2183942091310742,1.3159933378259676,5,58,0,-53,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
arousal,emg_existing_22,physio_context_ridge1000,8,3.395119517846029,1.6576672767528169,1.737452241093212,-1.737452241093212,63,0.6702051280600712,0.29998946146449246,0.28990361709106927,1.3629738146460368,6,57,0,-51,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
arousal,emg_existing_22,physio_context_ridge1000,4,3.4723698184475524,1.6576672767528169,1.8147025416947355,-1.8147025416947355,63,0.6821034593554226,0.29174416822199833,0.2886648351524172,1.3918753255462188,5,58,0,-53,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
arousal,emg_existing_22,physio_residual_ridge1000,16,3.4816799740547584,1.6576672767528169,1.8240126973019415,-1.8240126973019415,63,0.6236792231925581,0.15831163377782542,0.21924655916109032,1.348209466374349,6,57,0,-51,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
arousal,emg_existing_22,physio_context_ridge1000,16,3.5730918084306795,1.6576672767528169,1.9154245316778626,-1.9154245316778626,63,0.6982508085521796,0.30578328308330405,0.29111811577208396,1.436388749366141,6,57,0,-51,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
arousal,emg_bsl_stats_22,physio_context_ridge100,16,13.61863261668907,1.6576672767528169,11.960965339936253,-11.960965339936253,63,1.9503592130956633,0.16598576282053878,0.21339521780409335,5.358648587148234,9,54,0,-45,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
arousal,emg_bsl_stats_22,physio_residual_ridge100,16,13.71725574628132,1.6576672767528169,12.059588469528503,-12.059588469528503,63,1.9616688099266746,0.15908090523933205,0.21063201853035982,5.377755235630655,9,54,0,-45,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
arousal,emg_bsl_stats_22,physio_context_ridge100,4,14.911489673372651,1.6576672767528169,13.253822396619835,-13.253822396619835,63,2.119820344998471,0.1704899153713375,0.21877020987357018,5.846527690842964,8,55,0,-47,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
arousal,emg_bsl_stats_22,physio_residual_ridge100,4,15.019824086108173,1.6576672767528169,13.362156809355357,-13.362156809355357,63,2.1322670455990798,0.17511223481606497,0.21536054867508359,5.893826258341803,10,53,0,-43,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
arousal,emg_bsl_stats_22,physio_context_ridge100,8,15.887659584964965,1.6576672767528169,14.229992308212148,-14.229992308212148,63,2.2509166650058234,0.17039044356568933,0.22817689036059172,6.230698688432889,6,57,0,-51,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
arousal,emg_bsl_stats_22,physio_residual_ridge100,8,16.003339365868374,1.6576672767528169,14.345672089115558,-14.345672089115558,63,2.2645406737595533,0.17155891681351676,0.22362314791106425,6.27238088458011,9,54,0,-45,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_lagged_interaction_experimental,physio_residual_ridge1000,16,1.2570363727458975,1.1591886890005123,0.09784768374538522,-0.09784768374538522,63,0.10301339288302266,0.06325874189854974,0.06580941108708624,0.14432019797620882,15,48,0,-33,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_lagged_interaction_experimental,physio_residual_ridge100,16,1.2575666400180925,1.1591886890005123,0.09837795101758018,-0.09837795101758018,63,0.10351337026864862,0.06319083925345492,0.06623507310047555,0.14466075811125456,15,48,0,-33,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_lagged_interaction_experimental,physio_residual_ridge1000,4,1.2579121498487642,1.1591886890005123,0.0987234608482519,-0.0987234608482519,63,0.10486630949028176,0.07312911792825805,0.06790070093705279,0.14641000949056393,16,47,0,-31,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_lagged_interaction_experimental,physio_residual_ridge100,4,1.2584603317374334,1.1591886890005123,0.09927164273692113,-0.09927164273692113,63,0.10538417032690159,0.07321800240802423,0.06886818280802964,0.14694748387052373,16,47,0,-31,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_lagged_interaction_experimental,physio_residual_ridge1000,8,1.2600386297521156,1.1591886890005123,0.10084994075160325,-0.10084994075160325,63,0.10721148553008142,0.07483674422519204,0.07039290523847663,0.14812079836313807,12,51,0,-39,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_lagged_interaction_experimental,physio_residual_ridge100,8,1.260589707932099,1.1591886890005123,0.1014010189315866,-0.1014010189315866,63,0.1077353808457228,0.07451510439726894,0.07067940581173696,0.1483238967141649,12,51,0,-39,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_lagged_interaction_experimental,physio_context_ridge100,16,1.2606716439319376,1.1591886890005123,0.10148295493142534,-0.10148295493142534,63,0.10545314874672145,0.07200263489160297,0.0679215031032769,0.14779048209718515,17,46,0,-29,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_lagged_interaction_experimental,physio_context_ridge100,4,1.2620883550667403,1.1591886890005123,0.10289966606622802,-0.10289966606622802,63,0.10773590852632434,0.08685188373114294,0.07136444169247395,0.14896234275702266,18,45,0,-27,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_bsl_stats_22,physio_similarity_knn64,16,1.2628361541644657,1.1591886890005123,0.1036474651639534,-0.1036474651639534,63,0.11010632778830752,0.0739966100053957,0.07393814223947652,0.15053722799318703,13,50,0,-37,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_bsl_stats_22,physio_similarity_knn64,4,1.2636992109176006,1.1591886890005123,0.10451052191708832,-0.10451052191708832,63,0.11002490094039899,0.0771417608964009,0.07331437796465529,0.1513395562692375,14,49,0,-35,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_existing_22,physio_similarity_knn64,16,1.2638325868829368,1.1591886890005123,0.10464389788242445,-0.10464389788242445,63,0.11126846867526571,0.08621672102821165,0.07198162408879527,0.1538230510631516,13,50,0,-37,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_bsl_stats_22,physio_similarity_knn64,8,1.2639192619902155,1.1591886890005123,0.10473057298970323,-0.10473057298970323,63,0.11096856973422507,0.08370359272413319,0.07393657764612724,0.1521139392978931,13,50,0,-37,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_lagged_interaction_experimental,physio_context_ridge100,8,1.2639259209632931,1.1591886890005123,0.10473723196278084,-0.10473723196278084,63,0.1097506640691994,0.07938613430051222,0.0735724556273616,0.15117070569076685,16,47,0,-31,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_existing_22,physio_similarity_knn64,8,1.26496149054231,1.1591886890005123,0.1057728015417978,-0.1057728015417978,63,0.11186096048138776,0.0792637301447956,0.07255024081328829,0.15471396123829081,14,49,0,-35,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_existing_22,physio_similarity_knn64,4,1.2671951513420303,1.1591886890005123,0.108006462341518,-0.108006462341518,63,0.11433163461369146,0.08597606016545645,0.07538653404146241,0.156974096955546,13,50,0,-37,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,eeg_bandpower,physio_similarity_knn64,16,1.267794735314862,1.1591886890005123,0.10860604631434967,-0.10860604631434967,63,0.11583563323197549,0.08906553101697745,0.07774506022953265,0.15710352899834742,16,47,0,-31,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_lagged_interaction_experimental,physio_similarity_knn64,16,1.2694922533006276,1.1591886890005123,0.11030356430011534,-0.11030356430011534,63,0.11561230405890416,0.06971933131333774,0.07754494614967006,0.15794488518613228,12,51,0,-39,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_lagged_interaction_experimental,physio_similarity_knn64,4,1.2706831448303264,1.1591886890005123,0.1114944558298141,-0.1114944558298141,63,0.11790291515005365,0.08132265208594869,0.0803323744360231,0.1598014091934867,12,51,0,-39,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,eeg_entropy_complexity,physio_similarity_knn64,4,1.2717093442770788,1.1591886890005123,0.11252065527656652,-0.11252065527656652,63,0.11822400518729129,0.09042038541185471,0.08003483138801144,0.1611235376122709,13,50,0,-37,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_lagged_interaction_experimental,physio_similarity_knn64,8,1.272633081961289,1.1591886890005123,0.11344439296077669,-0.11344439296077669,63,0.12009437569028646,0.07488616794547664,0.08307697777587972,0.1618623711736036,9,54,0,-45,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,eeg_bandpower,physio_similarity_knn64,4,1.2727130458911322,1.1591886890005123,0.1135243568906199,-0.1135243568906199,63,0.1204431795980024,0.09259723393731578,0.08271842582169589,0.1622285006650497,14,49,0,-35,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,eeg_entropy_complexity,physio_similarity_knn64,8,1.27286928607148,1.1591886890005123,0.11368059707096778,-0.11368059707096778,63,0.11927849327968398,0.10330890325251163,0.08077391711299224,0.16160236621421853,13,50,0,-37,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,eeg_bandpower,physio_similarity_knn64,8,1.2749250236534837,1.1591886890005123,0.1157363346529714,-0.1157363346529714,63,0.12173107453919961,0.0995851471491036,0.08442098798821873,0.16292368840794974,15,48,0,-33,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,eeg_entropy_complexity,physio_residual_ridge1000,4,1.2778734950946895,1.1591886890005123,0.1186848060941772,-0.1186848060941772,63,0.12538030379188614,0.08618529048935719,0.08795406262249274,0.16666259603426983,8,55,0,-47,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,eeg_entropy_complexity,physio_residual_ridge1000,8,1.278316736753583,1.1591886890005123,0.11912804775307073,-0.11912804775307073,63,0.12585630007684073,0.09597945791453022,0.08781293151607773,0.16776559911437128,9,54,0,-45,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,eeg_entropy_complexity,physio_similarity_knn64,16,1.2797114045711817,1.1591886890005123,0.1205227155706694,-0.1205227155706694,63,0.1250291780358916,0.1010468210520874,0.08672907351042874,0.1664451234042713,13,50,0,-37,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,eeg_entropy_complexity,physio_residual_ridge1000,16,1.2854087428651917,1.1591886890005123,0.12622005386467938,-0.12622005386467938,63,0.13165185475397642,0.0934674006351639,0.09241750683872926,0.17328151641934061,9,54,0,-45,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,eeg_bandpower,physio_residual_ridge1000,16,1.2875584591655558,1.1591886890005123,0.12836977016504347,-0.12836977016504347,63,0.13506438365758935,0.09480076276366067,0.09478615296259642,0.17938458203773408,13,50,0,-37,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,eeg_bandpower,physio_residual_ridge1000,4,1.291408440881589,1.1591886890005123,0.1322197518810766,-0.1322197518810766,63,0.13884511224770224,0.10417328700248407,0.09936285010682931,0.18226924632401162,10,53,0,-43,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,eeg_bandpower,physio_residual_ridge1000,8,1.2938472117536135,1.1591886890005123,0.1346585227531012,-0.1346585227531012,63,0.1405795903487436,0.09566117119070405,0.10170504337001976,0.1836615075083723,9,54,0,-45,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,eeg_entropy_complexity,physio_residual_ridge100,8,1.327574366719406,1.1591886890005123,0.16838567771889368,-0.16838567771889368,63,0.1727809329554934,0.1383552276944071,0.12830149397343318,0.21880988221616604,8,55,0,-47,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,eeg_entropy_complexity,physio_residual_ridge100,4,1.3279222234792902,1.1591886890005123,0.16873353447877792,-0.16873353447877792,63,0.17295218693676373,0.1359854755265416,0.12816686337313613,0.21965395131306123,8,55,0,-47,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,eeg_entropy_complexity,physio_context_ridge100,8,1.3317385709974858,1.1591886890005123,0.17254988199697352,-0.17254988199697352,63,0.17558846518556553,0.13149233698868978,0.1313785250435232,0.2220100743022029,8,55,0,-47,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,eeg_entropy_complexity,physio_context_ridge100,4,1.331978747244127,1.1591886890005123,0.1727900582436146,-0.1727900582436146,63,0.17578057881529102,0.11998681542526679,0.1320080386821376,0.22250253246673699,8,55,0,-47,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,eeg_entropy_complexity,physio_residual_ridge100,16,1.3359159302818178,1.1591886890005123,0.17672724128130546,-0.17672724128130546,63,0.17989876247598865,0.13422586200641362,0.13652013154103246,0.22604148678180297,9,54,0,-45,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,eeg_entropy_complexity,physio_context_ridge100,16,1.3398738286623189,1.1591886890005123,0.18068513966180655,-0.18068513966180655,63,0.18276207744533007,0.1370563858356717,0.1390870979858816,0.22826300426596835,7,56,0,-49,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,eeg_bandpower,physio_residual_ridge100,16,1.3577250608405025,1.1591886890005123,0.19853637183999018,-0.19853637183999018,63,0.1960540574304518,0.12716708993152603,0.13978982394837186,0.2593522599451845,6,57,0,-51,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,eeg_bandpower,physio_residual_ridge100,4,1.360283216868077,1.1591886890005123,0.20109452786756465,-0.20109452786756465,63,0.19871548505607903,0.14723582893202813,0.14370873085161068,0.2615786699978607,8,55,0,-47,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,eeg_bandpower,physio_residual_ridge100,8,1.3621999237882572,1.1591886890005123,0.20301123478774485,-0.20301123478774485,63,0.20034989436946152,0.1455346875643415,0.14717892231940677,0.2620465356928201,7,56,0,-49,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,eeg_bandpower,physio_context_ridge100,16,1.3643801519116097,1.1591886890005123,0.20519146291109736,-0.20519146291109736,63,0.20176930902535017,0.15275680056192342,0.14575979098906897,0.26510270840744077,6,57,0,-51,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,eeg_bandpower,physio_context_ridge100,4,1.3669175964237432,1.1591886890005123,0.2077289074232309,-0.2077289074232309,63,0.20449538360354252,0.14893203797419086,0.15053208230758183,0.26753141009936404,6,57,0,-51,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,eeg_bandpower,physio_context_ridge100,8,1.368770643374735,1.1591886890005123,0.20958195437422278,-0.20958195437422278,63,0.20594403001977601,0.143112182801156,0.15189465545926192,0.2673952250383533,5,58,0,-53,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_existing_22,physio_residual_ridge100,8,1.447377574219265,1.1591886890005123,0.28818888521875263,-0.28818888521875263,63,0.1801985014399985,0.0705604978901373,0.07581708385897126,0.34992913133971415,16,47,0,-31,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_lagged_interaction_experimental,physio_context_ridge1000,16,1.4486247728538904,1.1591886890005123,0.28943608385337805,-0.28943608385337805,63,0.2731534631078169,0.21176611211128882,0.203701170757799,0.3465606460377228,10,53,0,-43,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_lagged_interaction_experimental,physio_context_ridge1000,8,1.452567281352232,1.1591886890005123,0.2933785923517196,-0.2933785923517196,63,0.27717276803719026,0.23811080422244013,0.20820761468991764,0.350797135030241,9,54,0,-45,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_lagged_interaction_experimental,physio_context_ridge1000,4,1.4532567275202235,1.1591886890005123,0.2940680385197112,-0.2940680385197112,63,0.277998457660715,0.23224181711435155,0.20826210719678034,0.3520574448827572,9,54,0,-45,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_existing_22,physio_residual_ridge100,16,1.4702940017886743,1.1591886890005123,0.311105312788162,-0.311105312788162,63,0.1852703731559735,0.07825386550787616,0.07615086934041163,0.3684656670815771,16,47,0,-31,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_existing_22,physio_context_ridge100,8,1.4720064136266242,1.1591886890005123,0.3128177246261119,-0.3128177246261119,63,0.18746089476587055,0.07368837255343352,0.07886664833569805,0.3709420817228477,19,44,0,-25,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,eeg_entropy_complexity,physio_context_ridge1000,4,1.477227723697249,1.1591886890005123,0.3180390346967368,-0.3180390346967368,63,0.30201129868708126,0.2613164731166424,0.23233207602622202,0.37562731614023254,8,55,0,-47,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,eeg_entropy_complexity,physio_context_ridge1000,8,1.477909845997942,1.1591886890005123,0.31872115699742976,-0.31872115699742976,63,0.3024275240753523,0.27910210238603916,0.23140311540582859,0.37679400817180136,8,55,0,-47,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,eeg_entropy_complexity,physio_context_ridge1000,16,1.4832672651563523,1.1591886890005123,0.32407857615584,-0.32407857615584,63,0.307904969563048,0.2772094417606852,0.23860408533106317,0.3819525920086479,8,55,0,-47,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_existing_22,physio_residual_ridge100,4,1.4875603160115451,1.1591886890005123,0.32837162701103284,-0.32837162701103284,63,0.19152000209079278,0.07709736306761705,0.07765652056660229,0.38140431059436924,13,50,0,-37,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_existing_22,physio_residual_ridge1000,8,1.4881661234211805,1.1591886890005123,0.3289774344206682,-0.3289774344206682,63,0.18870937190403608,0.07348190121243547,0.07558382397791513,0.3799248454670067,17,46,0,-29,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,eeg_bandpower,physio_context_ridge1000,16,1.495030981873041,1.1591886890005123,0.33584229287252865,-0.33584229287252865,63,0.3213261218083987,0.2644151801861059,0.24997276082168232,0.3963415727762564,8,55,0,-47,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_existing_22,physio_context_ridge100,16,1.497342104900878,1.1591886890005123,0.33815341590036563,-0.33815341590036563,63,0.19267190331927536,0.07983628652785901,0.07694942682480437,0.3893306197542825,18,45,0,-27,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,eeg_bandpower,physio_context_ridge1000,4,1.4981475606759072,1.1591886890005123,0.33895887167539485,-0.33895887167539485,63,0.3247298527765856,0.27411427678192646,0.2540934219623145,0.39953961689318385,7,56,0,-49,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,eeg_bandpower,physio_context_ridge1000,8,1.499802928303012,1.1591886890005123,0.3406142393024998,-0.3406142393024998,63,0.32551797388836773,0.2666307212876773,0.25533390102776293,0.39806318474143776,8,55,0,-47,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
