target,block,k_calibration,model,test_subject,n,mae,rmse,pearson,spearman,ccc,y_true_std,y_pred_std
valence,eeg_entropy_complexity,16,stimulus_plus_fewshot_bias_shrink4_plus_physio,5,320,1.1568703153536937,1.468869286146187,0.8675290145257317,0.8648453111970236,0.8544522713439315,2.9447898243125943,2.479021925148522
valence,eeg_entropy_complexity,16,stimulus_plus_physio,1,320,1.2454561780027995,1.4638363308199447,0.8499357341666632,0.8452265486873124,0.8370375377028811,2.464115507514816,2.6276363046705957
valence,eeg_entropy_complexity,16,stimulus_plus_physio,2,320,1.1439731437341822,1.513034613995951,0.8483750686139557,0.8205629127864656,0.8374998505867001,2.837355447859855,2.450739003345692
valence,eeg_entropy_complexity,16,stimulus_plus_physio,3,320,1.2828459021416745,1.6175261684955704,0.814960363254477,0.8158208573229269,0.8090729184864067,2.677508680541484,2.5405362236070848
valence,eeg_entropy_complexity,16,stimulus_plus_physio,5,320,1.2467209756845452,1.5144031121288326,0.8752611181253988,0.8709281433827147,0.8477432546804999,2.9447898243125943,2.4771303036140857
valence,emg_existing_22,0,stimulus_only,1,32,1.25,1.4505745987941008,0.843328769756475,0.8241161932973933,0.8362632352196161,2.4746764308692963,2.5747294558522715
valence,emg_existing_22,0,stimulus_only,2,32,1.1666666666666667,1.552328000849763,0.8415967957305996,0.8230010108987657,0.8301231545934369,2.839282204624965,2.463954554899727
valence,emg_existing_22,0,stimulus_only,3,32,1.2083333333333333,1.552328000849763,0.8216088778923217,0.8105190938933253,0.820813632622763,2.6485181588012567,2.536346036186265
valence,emg_existing_22,0,stimulus_only,5,32,1.2708333333333333,1.5612494995995994,0.8604567133608831,0.8623646177641908,0.8323406923111369,2.8870332414954976,2.4356073492503305
valence,emg_existing_22,0,stimulus_plus_fewshot_bias,1,32,1.25,1.4505745987941008,0.843328769756475,0.8241161932973933,0.8362632352196161,2.4746764308692963,2.5747294558522715
valence,emg_existing_22,0,stimulus_plus_fewshot_bias,2,32,1.1666666666666667,1.552328000849763,0.8415967957305996,0.8230010108987657,0.8301231545934369,2.839282204624965,2.463954554899727
valence,emg_existing_22,0,stimulus_plus_fewshot_bias,3,32,1.2083333333333333,1.552328000849763,0.8216088778923217,0.8105190938933253,0.820813632622763,2.6485181588012567,2.536346036186265
valence,emg_existing_22,0,stimulus_plus_fewshot_bias,5,32,1.2708333333333333,1.5612494995995994,0.8604567133608831,0.8623646177641908,0.8323406923111369,2.8870332414954976,2.4356073492503305
valence,emg_existing_22,0,stimulus_plus_fewshot_bias_plus_physio,1,32,1.2534632127386596,1.446259388145451,0.8465119033061839,0.8274519025880801,0.8371939924096886,2.4746764308692963,2.5672405975302484
valence,emg_existing_22,0,stimulus_plus_fewshot_bias_plus_physio,2,32,1.1620768742627323,1.5430601392814205,0.8437564911925973,0.8335538636621903,0.8318468459792818,2.839282204624965,2.4583764030877377
valence,emg_existing_22,0,stimulus_plus_fewshot_bias_plus_physio,3,32,1.2306722162050738,1.55891612825723,0.8200407329696575,0.8064520468901342,0.8190349388727989,2.6485181588012567,2.5321231242716706
valence,emg_existing_22,0,stimulus_plus_fewshot_bias_plus_physio,5,32,1.3248882418064398,1.6087212300251894,0.8625843009371273,0.8559969857875206,0.8240200482150144,2.8870332414954976,2.433060119837994
valence,emg_existing_22,0,stimulus_plus_fewshot_bias_shrink4,1,32,1.25,1.4505745987941008,0.843328769756475,0.8241161932973933,0.8362632352196161,2.4746764308692963,2.5747294558522715
valence,emg_existing_22,0,stimulus_plus_fewshot_bias_shrink4,2,32,1.1666666666666667,1.552328000849763,0.8415967957305996,0.8230010108987657,0.8301231545934369,2.839282204624965,2.463954554899727
valence,emg_existing_22,0,stimulus_plus_fewshot_bias_shrink4,3,32,1.2083333333333333,1.552328000849763,0.8216088778923217,0.8105190938933253,0.820813632622763,2.6485181588012567,2.536346036186265
valence,emg_existing_22,0,stimulus_plus_fewshot_bias_shrink4,5,32,1.2708333333333333,1.5612494995995994,0.8604567133608831,0.8623646177641908,0.8323406923111369,2.8870332414954976,2.4356073492503305
valence,emg_existing_22,0,stimulus_plus_fewshot_bias_shrink4_plus_physio,1,32,1.2534632127386596,1.446259388145451,0.8465119033061839,0.8274519025880801,0.8371939924096886,2.4746764308692963,2.5672405975302484
