target,k_calibration,model,locked_reference_model,subjects,candidate_rmse_pooled,locked_reference_rmse_pooled,pooled_lift_vs_locked_reference_rmse,lift_vs_stimulus_rmse,mean_subject_improvement_locked_minus_model,median_subject_improvement_locked_minus_model,ci95_low_mean_subject_improvement,ci95_high_mean_subject_improvement,signflip_p_one_sided_mean_gt_zero,wins,losses,ties,win_margin,sign_test_p_one_sided_wins_gt_losses,passes_confirmatory_metric,pearson,spearman,ccc
arousal,8,bias_median,bias_shrink4,8,1.8066746052490197,1.8150233627301429,0.0083487574811234,0.6011720136484664,0.015127192732643457,-0.0018284463646537352,-0.07593630835467963,0.11153813983694391,0.38718064096795163,4,4,0,0,0.63671875,False,0.7089388148489904,0.7092630625912306,0.7041819750312133
arousal,16,bias_median,bias_shrink4,8,1.7835768457781456,1.785586825808255,0.0020099800301094,0.6565169468529357,0.00477176368552476,-0.007211263387231326,-0.05347708751857374,0.07079928182032175,0.4463776811159442,3,5,0,-2,0.85546875,False,0.7141650834377329,0.71334459755344,0.7057655669718358
arousal,16,bias_shrink4,bias_shrink4,8,1.785586825808255,1.785586825808255,0.0,0.6545069668228263,0.0,0.0,0.0,0.0,1.0,0,0,8,0,,False,0.6963194158473697,0.6963516156325233,0.6557988091757044
arousal,8,bias_shrink4,bias_shrink4,8,1.8150233627301429,1.8150233627301429,0.0,0.592823256167343,0.0,0.0,0.0,0.0,1.0,0,0,8,0,,False,0.6793073607615172,0.6774308172499373,0.6263839940388052
arousal,4,bias_shrink4,bias_shrink4,8,1.9368991091859824,1.9368991091859824,0.0,0.465328014351928,0.0,0.0,0.0,0.0,1.0,0,0,8,0,,False,0.6255663606198552,0.6233264588553429,0.5614528489818897
arousal,2,bias_shrink4,bias_shrink4,8,2.0619662780881725,2.0619662780881725,0.0,0.3459288989644893,0.0,0.0,0.0,0.0,1.0,0,0,8,0,,False,0.5536555695659324,0.5520437630119052,0.4801533747364706
arousal,1,bias_shrink4,bias_shrink4,8,2.231847703988458,2.231847703988458,0.0,0.1839010074330538,0.0,0.0,0.0,0.0,1.0,0,0,8,0,,False,0.450178285537164,0.454289450763126,0.3800427526780327
arousal,0,stimulus_only,stimulus_only,8,2.4114416891992563,2.4114416891992563,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,8,0,,False,0.3201727423777643,0.3210211211516461,0.2675339998368259
arousal,4,affine_residual_ridge4,bias_shrink4,8,1.937026843558101,1.9368991091859824,-0.0001277343721186,0.4652002799798094,0.025581228166202563,-0.003912679578396139,-0.1504143726879095,0.21533603026706546,0.3968801559922004,4,4,0,0,0.63671875,False,0.6648203600193293,0.6631964146321933,0.6603333158265715
arousal,2,bias_huber,bias_shrink4,8,2.0647398165880566,2.0619662780881725,-0.0027735384998841,0.3431553604646051,0.01842599040711726,-0.011029455111538855,-0.18115645724240456,0.21800843805663908,0.43167841607919605,4,4,0,0,0.63671875,False,0.6392479480280383,0.6420356403778054,0.6386103178332354
arousal,2,bias_mean,bias_shrink4,8,2.0647398165880566,2.0619662780881725,-0.0027735384998841,0.3431553604646051,0.01842599040711726,-0.011029455111538855,-0.18334131429500222,0.21444553005866818,0.43957802109894506,4,4,0,0,0.63671875,False,0.6392479480280383,0.6420356403778054,0.6386103178332354
arousal,2,bias_median,bias_shrink4,8,2.0647398165880566,2.0619662780881725,-0.0027735384998841,0.3431553604646051,0.01842599040711726,-0.011029455111538855,-0.18115645724240456,0.21735962328931122,0.4341782910854457,4,4,0,0,0.63671875,False,0.6392479480280383,0.6420356403778054,0.6386103178332354
arousal,2,bias_trimmed_mean,bias_shrink4,8,2.0647398165880566,2.0619662780881725,-0.0027735384998841,0.3431553604646051,0.01842599040711726,-0.011029455111538855,-0.18278810886106645,0.21684172418236294,0.43247837608119594,4,4,0,0,0.63671875,False,0.6392479480280383,0.6420356403778054,0.6386103178332354
