target,block,test_subject,k_calibration,repeat,alpha,calibration_n,eval_n,bias_raw,bias_shrink,physio_pred_std_eval
valence,emg_existing_22,2,16,16,1000.0,16,16,-0.1666666666666668,-0.13333333333333344,0.024242941105841517
valence,emg_existing_22,2,16,17,1000.0,16,16,-0.2291666666666667,-0.18333333333333338,0.024643464885958935
valence,emg_existing_22,2,16,18,1000.0,16,16,-0.5416666666666667,-0.4333333333333334,0.028476717094019492
valence,emg_existing_22,2,16,19,1000.0,16,16,-0.2083333333333334,-0.16666666666666674,0.01725957091178739
valence,emg_existing_22,3,0,0,1000.0,0,32,0.0,0.0,0.030650312205830667
valence,emg_existing_22,3,4,0,1000.0,4,28,-0.25,-0.125,0.02993351363869034
valence,emg_existing_22,3,4,1,1000.0,4,28,-0.666666666666667,-0.3333333333333335,0.029674313471582503
valence,emg_existing_22,3,4,2,1000.0,4,28,-1.25,-0.625,0.0324380412045896
valence,emg_existing_22,3,4,3,1000.0,4,28,0.9999999999999996,0.4999999999999998,0.030716613276302273
valence,emg_existing_22,3,4,4,1000.0,4,28,-0.7500000000000002,-0.3750000000000001,0.028093366055396644
valence,emg_existing_22,3,4,5,1000.0,4,28,-1.0833333333333335,-0.5416666666666667,0.032219541575303316
valence,emg_existing_22,3,4,6,1000.0,4,28,-0.2499999999999999,-0.12499999999999994,0.027714822947826488
valence,emg_existing_22,3,4,7,1000.0,4,28,1.2499999999999998,0.6249999999999999,0.030131470824754678
valence,emg_existing_22,3,4,8,1000.0,4,28,5.551115123125783e-17,2.7755575615628914e-17,0.03137404760669243
valence,emg_existing_22,3,4,9,1000.0,4,28,-0.5000000000000002,-0.2500000000000001,0.03238153287843022
valence,emg_existing_22,3,4,10,1000.0,4,28,0.16666666666666646,0.08333333333333323,0.03165639114326179
valence,emg_existing_22,3,4,11,1000.0,4,28,0.4999999999999998,0.2499999999999999,0.032113021996493775
valence,emg_existing_22,3,4,12,1000.0,4,28,0.33333333333333304,0.16666666666666652,0.03139172004408098
valence,emg_existing_22,3,4,13,1000.0,4,28,-0.666666666666667,-0.3333333333333335,0.03022184347591927
valence,emg_existing_22,3,4,14,1000.0,4,28,-0.9166666666666666,-0.4583333333333333,0.03066086271240676
valence,emg_existing_22,3,4,15,1000.0,4,28,-1.25,-0.625,0.03217754491578201
valence,emg_existing_22,3,4,16,1000.0,4,28,0.41666666666666635,0.20833333333333318,0.03011206024568184
valence,emg_existing_22,3,4,17,1000.0,4,28,-1.416666666666667,-0.7083333333333335,0.032083149277425
valence,emg_existing_22,3,4,18,1000.0,4,28,0.5833333333333334,0.2916666666666667,0.03026835557773604
valence,emg_existing_22,3,4,19,1000.0,4,28,-0.7500000000000002,-0.3750000000000001,0.0317380443031252
valence,emg_existing_22,3,16,0,1000.0,16,16,0.27083333333333326,0.21666666666666662,0.036123482880836714
valence,emg_existing_22,3,16,1,1000.0,16,16,-0.0833333333333334,-0.06666666666666672,0.024557794387303686
valence,emg_existing_22,3,16,2,1000.0,16,16,-0.6250000000000001,-0.5000000000000001,0.03469930296215684
valence,emg_existing_22,3,16,3,1000.0,16,16,0.7291666666666665,0.5833333333333333,0.024863835472326252
valence,emg_existing_22,3,16,4,1000.0,16,16,0.3541666666666666,0.28333333333333327,0.029737682695911857
valence,emg_existing_22,3,16,5,1000.0,16,16,-0.22916666666666682,-0.18333333333333346,0.030458597548017607
valence,emg_existing_22,3,16,6,1000.0,16,16,-0.1666666666666668,-0.13333333333333344,0.025019757027436543
valence,emg_existing_22,3,16,7,1000.0,16,16,-0.625,-0.5,0.03129475652573008
valence,emg_existing_22,3,16,8,1000.0,16,16,-0.020833333333333426,-0.016666666666666743,0.02889174293798851
valence,emg_existing_22,3,16,9,1000.0,16,16,0.10416666666666653,0.08333333333333323,0.03456302409343305
valence,emg_existing_22,3,16,10,1000.0,16,16,0.24999999999999986,0.1999999999999999,0.025815142096596307
valence,emg_existing_22,3,16,11,1000.0,16,16,0.10416666666666659,0.08333333333333327,0.017569795150586813
valence,emg_existing_22,3,16,12,1000.0,16,16,0.2916666666666665,0.23333333333333323,0.025619479778921476
valence,emg_existing_22,3,16,13,1000.0,16,16,0.3541666666666665,0.2833333333333332,0.03431593105501394
valence,emg_existing_22,3,16,14,1000.0,16,16,-0.1250000000000001,-0.10000000000000009,0.031591370970056945
valence,emg_existing_22,3,16,15,1000.0,16,16,-0.14583333333333348,-0.1166666666666668,0.023318741375706997
valence,emg_existing_22,3,16,16,1000.0,16,16,0.3541666666666665,0.2833333333333332,0.01920669827254089
valence,emg_existing_22,3,16,17,1000.0,16,16,0.12499999999999992,0.09999999999999994,0.032734152310446574
valence,emg_existing_22,3,16,18,1000.0,16,16,-0.3333333333333334,-0.2666666666666668,0.040569627810196414
valence,emg_existing_22,3,16,19,1000.0,16,16,-0.020833333333333426,-0.016666666666666743,0.023769416049973183
valence,emg_existing_22,5,0,0,1000.0,0,32,0.0,0.0,0.05402476413833227
valence,emg_existing_22,5,4,0,1000.0,4,28,0.7499999999999998,0.3749999999999999,0.04624600820783664
valence,emg_existing_22,5,4,1,1000.0,4,28,0.33333333333333326,0.16666666666666663,0.05535751468697921
valence,emg_existing_22,5,4,2,1000.0,4,28,0.8333333333333333,0.41666666666666663,0.054546901617740305
valence,emg_existing_22,5,4,3,1000.0,4,28,0.5833333333333331,0.2916666666666666,0.04835302306139506
valence,emg_existing_22,5,4,4,1000.0,4,28,0.833333333333333,0.4166666666666665,0.055209589738171055
valence,emg_existing_22,5,4,5,1000.0,4,28,0.6666666666666666,0.3333333333333333,0.054206486432859274
valence,emg_existing_22,5,4,6,1000.0,4,28,0.6666666666666667,0.33333333333333337,0.056424507273676226
valence,emg_existing_22,5,4,7,1000.0,4,28,1.4166666666666665,0.7083333333333333,0.0569313187105927
valence,emg_existing_22,5,4,8,1000.0,4,28,0.8333333333333333,0.41666666666666663,0.05512843524998254
valence,emg_existing_22,5,4,9,1000.0,4,28,0.75,0.375,0.047948919753596296
valence,emg_existing_22,5,4,10,1000.0,4,28,0.75,0.375,0.04917113541525491
valence,emg_existing_22,5,4,11,1000.0,4,28,1.5,0.75,0.04804247055927973
valence,emg_existing_22,5,4,12,1000.0,4,28,0.5833333333333333,0.29166666666666663,0.0558369965750984
valence,emg_existing_22,5,4,13,1000.0,4,28,0.6666666666666665,0.33333333333333326,0.047370274330296724
valence,emg_existing_22,5,4,14,1000.0,4,28,-0.5,-0.25,0.05616646325104052
valence,emg_existing_22,5,4,15,1000.0,4,28,0.16666666666666674,0.08333333333333337,0.05675277555839865
valence,emg_existing_22,5,4,16,1000.0,4,28,0.9999999999999999,0.49999999999999994,0.05190395736749096
valence,emg_existing_22,5,4,17,1000.0,4,28,1.75,0.875,0.056796064846378155
valence,emg_existing_22,5,4,18,1000.0,4,28,0.75,0.375,0.045373508111893224
valence,emg_existing_22,5,4,19,1000.0,4,28,0.33333333333333326,0.16666666666666663,0.04919822961086804
valence,emg_existing_22,5,16,0,1000.0,16,16,0.6875,0.55,0.05245117557878821
valence,emg_existing_22,5,16,1,1000.0,16,16,0.5833333333333333,0.4666666666666666,0.03610624556771323
valence,emg_existing_22,5,16,2,1000.0,16,16,0.8333333333333333,0.6666666666666666,0.05559747221158275
valence,emg_existing_22,5,16,3,1000.0,16,16,0.6666666666666666,0.5333333333333333,0.05376530704724082
valence,emg_existing_22,5,16,4,1000.0,16,16,0.5416666666666666,0.43333333333333335,0.057859043351520215
valence,emg_existing_22,5,16,5,1000.0,16,16,0.5416666666666666,0.43333333333333335,0.05100493286452699
valence,emg_existing_22,5,16,6,1000.0,16,16,0.27083333333333326,0.21666666666666662,0.049072303659439015
valence,emg_existing_22,5,16,7,1000.0,16,16,0.4791666666666665,0.38333333333333325,0.07081940489381533
valence,emg_existing_22,5,16,8,1000.0,16,16,0.33333333333333326,0.2666666666666666,0.06179347392979461
valence,emg_existing_22,5,16,9,1000.0,16,16,0.5208333333333333,0.41666666666666663,0.06394921327828403
valence,emg_existing_22,5,16,10,1000.0,16,16,-0.02083333333333344,-0.016666666666666753,0.03529099997553286
valence,emg_existing_22,5,16,11,1000.0,16,16,0.6458333333333333,0.5166666666666666,0.04983431138914841
valence,emg_existing_22,5,16,12,1000.0,16,16,0.14583333333333326,0.11666666666666661,0.067550630634528
valence,emg_existing_22,5,16,13,1000.0,16,16,0.5416666666666665,0.43333333333333324,0.058008123769296205
valence,emg_existing_22,5,16,14,1000.0,16,16,0.8541666666666666,0.6833333333333333,0.054708036245068786
valence,emg_existing_22,5,16,15,1000.0,16,16,0.6249999999999999,0.49999999999999994,0.053193204555789124
valence,emg_existing_22,5,16,16,1000.0,16,16,0.3541666666666667,0.2833333333333334,0.03587942237304816
valence,emg_existing_22,5,16,17,1000.0,16,16,0.75,0.6000000000000001,0.054851436232147596
valence,emg_existing_22,5,16,18,1000.0,16,16,0.6666666666666665,0.5333333333333332,0.06596544051595807
valence,emg_existing_22,5,16,19,1000.0,16,16,0.2083333333333333,0.16666666666666663,0.058007398153354275
arousal,emg_existing_22,1,0,0,1000.0,0,32,0.0,0.0,0.018382680136470434
arousal,emg_existing_22,1,4,0,1000.0,4,28,-1.5833333333333335,-0.7916666666666667,0.018506137266142825
arousal,emg_existing_22,1,4,1,1000.0,4,28,1.6666666666666667,0.8333333333333334,0.0194724803318249
arousal,emg_existing_22,1,4,2,1000.0,4,28,-3.0000000000000004,-1.5000000000000002,0.018620554484402294
arousal,emg_existing_22,1,4,3,1000.0,4,28,-1.3333333333333335,-0.6666666666666667,0.01885650651692867
arousal,emg_existing_22,1,4,4,1000.0,4,28,-1.5,-0.75,0.01829564242832727
arousal,emg_existing_22,1,4,5,1000.0,4,28,-1.0,-0.5,0.01857807594923334
arousal,emg_existing_22,1,4,6,1000.0,4,28,-2.0833333333333335,-1.0416666666666667,0.01915773872611484
arousal,emg_existing_22,1,4,7,1000.0,4,28,-0.2500000000000001,-0.12500000000000006,0.01906979769117541
arousal,emg_existing_22,1,4,8,1000.0,4,28,-1.8333333333333333,-0.9166666666666666,0.018459379425558975
arousal,emg_existing_22,1,4,9,1000.0,4,28,-1.083333333333333,-0.5416666666666665,0.016661423096831777
arousal,emg_existing_22,1,4,10,1000.0,4,28,-0.8333333333333333,-0.41666666666666663,0.018013633040431288
arousal,emg_existing_22,1,4,11,1000.0,4,28,-0.9166666666666665,-0.45833333333333326,0.017355117515503258
arousal,emg_existing_22,1,4,12,1000.0,4,28,0.8333333333333335,0.41666666666666674,0.017887903205022822
arousal,emg_existing_22,1,4,13,1000.0,4,28,-0.8333333333333334,-0.4166666666666667,0.018699856438477627
arousal,emg_existing_22,1,4,14,1000.0,4,28,0.08333333333333315,0.041666666666666574,0.019219391038755244
arousal,emg_existing_22,1,4,15,1000.0,4,28,-0.9166666666666667,-0.45833333333333337,0.018624288676455398
arousal,emg_existing_22,1,4,16,1000.0,4,28,-1.25,-0.625,0.01835559233730319
arousal,emg_existing_22,1,4,17,1000.0,4,28,-1.75,-0.875,0.018015792413951494
arousal,emg_existing_22,1,4,18,1000.0,4,28,-1.8333333333333335,-0.9166666666666667,0.01699437611580028
arousal,emg_existing_22,1,4,19,1000.0,4,28,-0.08333333333333348,-0.04166666666666674,0.018209312264652895
arousal,emg_existing_22,1,16,0,1000.0,16,16,-1.2083333333333335,-0.9666666666666668,0.011563409350801527
arousal,emg_existing_22,1,16,1,1000.0,16,16,-1.125,-0.9,0.019537078659678877
arousal,emg_existing_22,1,16,2,1000.0,16,16,-0.8333333333333335,-0.6666666666666669,0.015237416936988263
arousal,emg_existing_22,1,16,3,1000.0,16,16,-0.10416666666666663,-0.08333333333333331,0.020266791690063648
arousal,emg_existing_22,1,16,4,1000.0,16,16,-0.6666666666666667,-0.5333333333333334,0.018689868331510144
arousal,emg_existing_22,1,16,5,1000.0,16,16,0.062499999999999986,0.04999999999999999,0.017175099883986
arousal,emg_existing_22,1,16,6,1000.0,16,16,-0.8541666666666666,-0.6833333333333333,0.016342677094303208
arousal,emg_existing_22,1,16,7,1000.0,16,16,-1.2083333333333333,-0.9666666666666667,0.01739805661546681
arousal,emg_existing_22,1,16,8,1000.0,16,16,-0.6666666666666667,-0.5333333333333334,0.015118632340015023
arousal,emg_existing_22,1,16,9,1000.0,16,16,-0.29166666666666663,-0.2333333333333333,0.01853493768157434
arousal,emg_existing_22,1,16,10,1000.0,16,16,-1.1666666666666667,-0.9333333333333335,0.019265333859746932
arousal,emg_existing_22,1,16,11,1000.0,16,16,-0.45833333333333337,-0.3666666666666667,0.018063361253029497
arousal,emg_existing_22,1,16,12,1000.0,16,16,0.0625,0.05,0.019419154803053278
arousal,emg_existing_22,1,16,13,1000.0,16,16,-0.4999999999999999,-0.3999999999999999,0.01497060824080228
arousal,emg_existing_22,1,16,14,1000.0,16,16,-0.625,-0.5,0.018939769121660975
arousal,emg_existing_22,1,16,15,1000.0,16,16,-0.4375,-0.35000000000000003,0.016367576279448622
arousal,emg_existing_22,1,16,16,1000.0,16,16,-0.8541666666666666,-0.6833333333333333,0.018615325471556005
arousal,emg_existing_22,1,16,17,1000.0,16,16,-0.39583333333333326,-0.31666666666666665,0.017907043478547966
arousal,emg_existing_22,1,16,18,1000.0,16,16,-0.47916666666666663,-0.3833333333333333,0.020131447924494776
arousal,emg_existing_22,1,16,19,1000.0,16,16,-0.5416666666666666,-0.43333333333333335,0.01722892619254592
arousal,emg_existing_22,2,0,0,1000.0,0,32,0.0,0.0,0.08016634895390932
arousal,emg_existing_22,2,4,0,1000.0,4,28,2.0833333333333335,1.0416666666666667,0.07582832418183325
arousal,emg_existing_22,2,4,1,1000.0,4,28,1.6666666666666667,0.8333333333333334,0.07404217837518771
arousal,emg_existing_22,2,4,2,1000.0,4,28,2.0833333333333335,1.0416666666666667,0.08405287826898876
arousal,emg_existing_22,2,4,3,1000.0,4,28,2.666666666666667,1.3333333333333335,0.08529448591361793
arousal,emg_existing_22,2,4,4,1000.0,4,28,0.9166666666666665,0.45833333333333326,0.08481235223970482
arousal,emg_existing_22,2,4,5,1000.0,4,28,3.333333333333334,1.666666666666667,0.08520399669097856
arousal,emg_existing_22,2,4,6,1000.0,4,28,2.583333333333333,1.2916666666666665,0.08478391855547386
arousal,emg_existing_22,2,4,7,1000.0,4,28,3.166666666666667,1.5833333333333335,0.08416179589633568
arousal,emg_existing_22,2,4,8,1000.0,4,28,2.666666666666666,1.333333333333333,0.0631924021458813
arousal,emg_existing_22,2,4,9,1000.0,4,28,1.8333333333333335,0.9166666666666667,0.08241977262954171
arousal,emg_existing_22,2,4,10,1000.0,4,28,2.4166666666666665,1.2083333333333333,0.07601524764570844
arousal,emg_existing_22,2,4,11,1000.0,4,28,2.916666666666666,1.458333333333333,0.07469342812510858
arousal,emg_existing_22,2,4,12,1000.0,4,28,2.5000000000000004,1.2500000000000002,0.08181373693613257
arousal,emg_existing_22,2,4,13,1000.0,4,28,0.9166666666666665,0.45833333333333326,0.07627537280697495
arousal,emg_existing_22,2,4,14,1000.0,4,28,1.5833333333333335,0.7916666666666667,0.08270791856081065
arousal,emg_existing_22,2,4,15,1000.0,4,28,1.0,0.5,0.07587555848965252
arousal,emg_existing_22,2,4,16,1000.0,4,28,1.666666666666667,0.8333333333333335,0.08017329201192695
arousal,emg_existing_22,2,4,17,1000.0,4,28,2.5,1.25,0.08471807522352912
arousal,emg_existing_22,2,4,18,1000.0,4,28,2.333333333333333,1.1666666666666665,0.0780046238254774
arousal,emg_existing_22,2,4,19,1000.0,4,28,2.75,1.375,0.08244393583901495
arousal,emg_existing_22,2,16,0,1000.0,16,16,1.8333333333333335,1.4666666666666668,0.07818710172322484
arousal,emg_existing_22,2,16,1,1000.0,16,16,2.270833333333333,1.8166666666666664,0.028640622608538367
arousal,emg_existing_22,2,16,2,1000.0,16,16,2.8125,2.25,0.07183660312215161
arousal,emg_existing_22,2,16,3,1000.0,16,16,2.208333333333333,1.7666666666666666,0.0820777436827235
arousal,emg_existing_22,2,16,4,1000.0,16,16,2.0208333333333335,1.616666666666667,0.06135865883500702
arousal,emg_existing_22,2,16,5,1000.0,16,16,2.4375,1.9500000000000002,0.08125105195760803
arousal,emg_existing_22,2,16,6,1000.0,16,16,2.520833333333333,2.0166666666666666,0.06205617247576685
arousal,emg_existing_22,2,16,7,1000.0,16,16,2.645833333333333,2.1166666666666667,0.0953475231659435
arousal,emg_existing_22,2,16,8,1000.0,16,16,2.0,1.6,0.10063526511083465
arousal,emg_existing_22,2,16,9,1000.0,16,16,2.604166666666667,2.0833333333333335,0.08277037569326073
arousal,emg_existing_22,2,16,10,1000.0,16,16,2.479166666666667,1.9833333333333336,0.09129716489847581
arousal,emg_existing_22,2,16,11,1000.0,16,16,2.125,1.7000000000000002,0.06420502296379582
arousal,emg_existing_22,2,16,12,1000.0,16,16,2.5625,2.0500000000000003,0.08280265331632185
arousal,emg_existing_22,2,16,13,1000.0,16,16,1.979166666666667,1.5833333333333337,0.05643782247420531
arousal,emg_existing_22,2,16,14,1000.0,16,16,2.416666666666667,1.9333333333333336,0.06566096650582666
arousal,emg_existing_22,2,16,15,1000.0,16,16,2.625,2.1,0.09192847116253464
arousal,emg_existing_22,2,16,16,1000.0,16,16,2.2083333333333335,1.7666666666666668,0.0610783439354844
arousal,emg_existing_22,2,16,17,1000.0,16,16,2.4583333333333335,1.9666666666666668,0.07660262606207849
arousal,emg_existing_22,2,16,18,1000.0,16,16,2.5416666666666665,2.033333333333333,0.09171563799330769
arousal,emg_existing_22,2,16,19,1000.0,16,16,2.291666666666667,1.8333333333333337,0.08801211333122601
arousal,emg_existing_22,3,0,0,1000.0,0,32,0.0,0.0,0.0280968587180279
arousal,emg_existing_22,3,4,0,1000.0,4,28,-3.0,-1.5,0.02985890981020884
arousal,emg_existing_22,3,4,1,1000.0,4,28,-3.916666666666667,-1.9583333333333335,0.02756018410914513
arousal,emg_existing_22,3,4,2,1000.0,4,28,-2.666666666666667,-1.3333333333333335,0.028741084289696937
arousal,emg_existing_22,3,4,3,1000.0,4,28,-2.833333333333333,-1.4166666666666665,0.023035179829708406
arousal,emg_existing_22,3,4,4,1000.0,4,28,-1.416666666666667,-0.7083333333333335,0.028619080096272193
arousal,emg_existing_22,3,4,5,1000.0,4,28,-2.0833333333333335,-1.0416666666666667,0.02588851838074338
arousal,emg_existing_22,3,4,6,1000.0,4,28,-2.916666666666667,-1.4583333333333335,0.02574096719967338
arousal,emg_existing_22,3,4,7,1000.0,4,28,-3.416666666666667,-1.7083333333333335,0.024793541607121276
arousal,emg_existing_22,3,4,8,1000.0,4,28,-2.5,-1.25,0.029582488909634053
arousal,emg_existing_22,3,4,9,1000.0,4,28,-0.8333333333333334,-0.4166666666666667,0.02898405982371676
arousal,emg_existing_22,3,4,10,1000.0,4,28,-3.833333333333334,-1.916666666666667,0.029269809359325154
arousal,emg_existing_22,3,4,11,1000.0,4,28,-2.0833333333333335,-1.0416666666666667,0.029101554777114486
arousal,emg_existing_22,3,4,12,1000.0,4,28,-4.333333333333333,-2.1666666666666665,0.02930157102497507
arousal,emg_existing_22,3,4,13,1000.0,4,28,-3.083333333333334,-1.541666666666667,0.02860362604972511
arousal,emg_existing_22,3,4,14,1000.0,4,28,-1.4166666666666667,-0.7083333333333334,0.029870783921021767
arousal,emg_existing_22,3,4,15,1000.0,4,28,-2.5,-1.25,0.02883660337363751
arousal,emg_existing_22,3,4,16,1000.0,4,28,-1.75,-0.875,0.026460434739393912
arousal,emg_existing_22,3,4,17,1000.0,4,28,-3.166666666666667,-1.5833333333333335,0.027053791194549277
arousal,emg_existing_22,3,4,18,1000.0,4,28,-2.2500000000000004,-1.1250000000000002,0.02925232283648533
arousal,emg_existing_22,3,4,19,1000.0,4,28,-2.1666666666666665,-1.0833333333333333,0.02831108466077713
arousal,emg_existing_22,3,16,0,1000.0,16,16,-2.5,-2.0,0.02528116420342972
arousal,emg_existing_22,3,16,1,1000.0,16,16,-2.375,-1.9000000000000001,0.027945664183508558
arousal,emg_existing_22,3,16,2,1000.0,16,16,-2.3958333333333335,-1.916666666666667,0.027227755758038152
arousal,emg_existing_22,3,16,3,1000.0,16,16,-2.1875,-1.75,0.03237049066234429
arousal,emg_existing_22,3,16,4,1000.0,16,16,-2.8958333333333335,-2.316666666666667,0.022378119907837186
arousal,emg_existing_22,3,16,5,1000.0,16,16,-2.2083333333333335,-1.7666666666666668,0.02552085979058766
arousal,emg_existing_22,3,16,6,1000.0,16,16,-2.4375,-1.9500000000000002,0.026441115650511632
arousal,emg_existing_22,3,16,7,1000.0,16,16,-1.75,-1.4000000000000001,0.029305259660186007
arousal,emg_existing_22,3,16,8,1000.0,16,16,-1.8958333333333333,-1.5166666666666666,0.02741363757653942
arousal,emg_existing_22,3,16,9,1000.0,16,16,-2.375,-1.9000000000000001,0.031036511042778176
arousal,emg_existing_22,3,16,10,1000.0,16,16,-1.8125,-1.4500000000000002,0.027028164925951215
arousal,emg_existing_22,3,16,11,1000.0,16,16,-2.666666666666667,-2.1333333333333337,0.03252028010595147
arousal,emg_existing_22,3,16,12,1000.0,16,16,-2.1458333333333335,-1.7166666666666668,0.030451103440235352
arousal,emg_existing_22,3,16,13,1000.0,16,16,-2.25,-1.8,0.019303637136449444
arousal,emg_existing_22,3,16,14,1000.0,16,16,-2.395833333333333,-1.9166666666666665,0.032002502617132
arousal,emg_existing_22,3,16,15,1000.0,16,16,-2.0833333333333335,-1.666666666666667,0.024531191333226003
arousal,emg_existing_22,3,16,16,1000.0,16,16,-2.1875,-1.75,0.03131678819141933
arousal,emg_existing_22,3,16,17,1000.0,16,16,-2.458333333333333,-1.9666666666666666,0.018957338672496375
arousal,emg_existing_22,3,16,18,1000.0,16,16,-1.9791666666666667,-1.5833333333333335,0.03420890451448419
arousal,emg_existing_22,3,16,19,1000.0,16,16,-2.0625,-1.6500000000000001,0.03222610907988715
arousal,emg_existing_22,5,0,0,10.0,0,32,0.0,0.0,0.5534298958167441
arousal,emg_existing_22,5,4,0,10.0,4,28,0.9999999999999998,0.4999999999999999,0.5295523159574301
arousal,emg_existing_22,5,4,1,10.0,4,28,1.0833333333333333,0.5416666666666666,0.5414703370210987
arousal,emg_existing_22,5,4,2,10.0,4,28,1.1666666666666665,0.5833333333333333,0.5330849595693741
arousal,emg_existing_22,5,4,3,10.0,4,28,0.33333333333333326,0.16666666666666663,0.5434840696248112
arousal,emg_existing_22,5,4,4,10.0,4,28,-0.41666666666666663,-0.20833333333333331,0.5795802223742706
arousal,emg_existing_22,5,4,5,10.0,4,28,0.08333333333333348,0.04166666666666674,0.55952393588049
arousal,emg_existing_22,5,4,6,10.0,4,28,2.220446049250313e-16,1.1102230246251565e-16,0.5743745491115523
arousal,emg_existing_22,5,4,7,10.0,4,28,0.5,0.25,0.5609952532087944
arousal,emg_existing_22,5,4,8,10.0,4,28,0.4166666666666666,0.2083333333333333,0.5557656158005231
arousal,emg_existing_22,5,4,9,10.0,4,28,1.4166666666666665,0.7083333333333333,0.4606584614756229
arousal,emg_existing_22,5,4,10,10.0,4,28,1.5833333333333333,0.7916666666666666,0.503137119886789
arousal,emg_existing_22,5,4,11,10.0,4,28,0.5,0.25,0.579296050613684
arousal,emg_existing_22,5,4,12,10.0,4,28,-0.75,-0.375,0.5910054720566632
arousal,emg_existing_22,5,4,13,10.0,4,28,1.25,0.625,0.5694674472896242
arousal,emg_existing_22,5,4,14,10.0,4,28,1.6666666666666665,0.8333333333333333,0.5549904376860533
arousal,emg_existing_22,5,4,15,10.0,4,28,0.9999999999999999,0.49999999999999994,0.5806803645566674
arousal,emg_existing_22,5,4,16,10.0,4,28,0.16666666666666657,0.08333333333333329,0.5441877640918265
arousal,emg_existing_22,5,4,17,10.0,4,28,1.75,0.875,0.5690381753382028
arousal,emg_existing_22,5,4,18,10.0,4,28,0.9166666666666666,0.4583333333333333,0.5144392703690814
arousal,emg_existing_22,5,4,19,10.0,4,28,0.8333333333333333,0.41666666666666663,0.5851425427773765
arousal,emg_existing_22,5,16,0,10.0,16,16,0.35416666666666674,0.2833333333333334,0.6415215785941073
arousal,emg_existing_22,5,16,1,10.0,16,16,0.41666666666666663,0.3333333333333333,0.6395708725538983
arousal,emg_existing_22,5,16,2,10.0,16,16,0.3333333333333333,0.26666666666666666,0.47789676502123224
arousal,emg_existing_22,5,16,3,10.0,16,16,0.4166666666666667,0.33333333333333337,0.5425950260935833
arousal,emg_existing_22,5,16,4,10.0,16,16,1.0208333333333333,0.8166666666666667,0.5067060527233778
arousal,emg_existing_22,5,16,5,10.0,16,16,-0.27083333333333326,-0.21666666666666662,0.5499501813370226
arousal,emg_existing_22,5,16,6,10.0,16,16,0.6875,0.55,0.6033292020200185
arousal,emg_existing_22,5,16,7,10.0,16,16,0.5208333333333333,0.41666666666666663,0.4830897996920914
arousal,emg_existing_22,5,16,8,10.0,16,16,0.6666666666666666,0.5333333333333333,0.43147833410611286
arousal,emg_existing_22,5,16,9,10.0,16,16,0.20833333333333334,0.16666666666666669,0.4815527422812031
arousal,emg_existing_22,5,16,10,10.0,16,16,0.47916666666666663,0.3833333333333333,0.4905918821079276
arousal,emg_existing_22,5,16,11,10.0,16,16,0.4999999999999999,0.3999999999999999,0.4679512115341374
arousal,emg_existing_22,5,16,12,10.0,16,16,0.9791666666666667,0.7833333333333334,0.39734983920199496
arousal,emg_existing_22,5,16,13,10.0,16,16,0.5208333333333334,0.41666666666666674,0.693770322344396
arousal,emg_existing_22,5,16,14,10.0,16,16,0.75,0.6000000000000001,0.5598111448079942
arousal,emg_existing_22,5,16,15,10.0,16,16,0.35416666666666663,0.2833333333333333,0.5434050329598901
arousal,emg_existing_22,5,16,16,10.0,16,16,0.5625,0.45,0.6122636403111094
arousal,emg_existing_22,5,16,17,10.0,16,16,0.7083333333333333,0.5666666666666667,0.44438731135250176
arousal,emg_existing_22,5,16,18,10.0,16,16,0.5624999999999999,0.44999999999999996,0.5582394410820951
arousal,emg_existing_22,5,16,19,10.0,16,16,0.5416666666666665,0.43333333333333324,0.531155947679492
valence,eeg_entropy_complexity,1,0,0,1000.0,0,32,0.0,0.0,0.23441854517918867
valence,eeg_entropy_complexity,1,4,0,1000.0,4,28,-1.7500000000000002,-0.8750000000000001,0.24301207354457985
valence,eeg_entropy_complexity,1,4,1,1000.0,4,28,-0.8333333333333335,-0.41666666666666674,0.24158423833205717
valence,eeg_entropy_complexity,1,4,2,1000.0,4,28,-0.41666666666666685,-0.20833333333333343,0.21863886780689853
valence,eeg_entropy_complexity,1,4,3,1000.0,4,28,-0.25,-0.125,0.22741998939391406
valence,eeg_entropy_complexity,1,4,4,1000.0,4,28,-1.0,-0.5,0.24595290290652194
valence,eeg_entropy_complexity,1,4,5,1000.0,4,28,-0.08333333333333337,-0.041666666666666685,0.23711603695324354
valence,eeg_entropy_complexity,1,4,6,1000.0,4,28,-0.41666666666666674,-0.20833333333333337,0.2197461758638717
valence,eeg_entropy_complexity,1,4,7,1000.0,4,28,0.8333333333333333,0.41666666666666663,0.24269537455474183
valence,eeg_entropy_complexity,1,4,8,1000.0,4,28,-0.41666666666666685,-0.20833333333333343,0.22774681839150634
valence,eeg_entropy_complexity,1,4,9,1000.0,4,28,-0.08333333333333326,-0.04166666666666663,0.24521990382573072
valence,eeg_entropy_complexity,1,4,10,1000.0,4,28,0.6666666666666666,0.3333333333333333,0.23528107445189056
valence,eeg_entropy_complexity,1,4,11,1000.0,4,28,-1.9166666666666667,-0.9583333333333334,0.24165871654478718
valence,eeg_entropy_complexity,1,4,12,1000.0,4,28,-0.5833333333333334,-0.2916666666666667,0.2352936713068796
valence,eeg_entropy_complexity,1,4,13,1000.0,4,28,0.0,0.0,0.2280569021373316
valence,eeg_entropy_complexity,1,4,14,1000.0,4,28,-0.75,-0.375,0.22437149786907795
