target,block,test_subject,k_calibration,repeat,alpha,calibration_n,eval_n,bias_raw,bias_shrink,physio_pred_std_eval
valence,emg_existing_22,2,4,14,1000.0,4,28,0.08333333333333326,0.04166666666666663,0.021418227242382692
valence,emg_existing_22,2,4,15,1000.0,4,28,-2.083333333333334,-1.041666666666667,0.025476322535943688
valence,emg_existing_22,2,4,16,1000.0,4,28,-0.41666666666666674,-0.20833333333333337,0.025312099395542437
valence,emg_existing_22,2,4,17,1000.0,4,28,0.08333333333333331,0.04166666666666666,0.024479942815388074
valence,emg_existing_22,2,4,18,1000.0,4,28,-1.5833333333333335,-0.7916666666666667,0.025048225415954452
valence,emg_existing_22,2,4,19,1000.0,4,28,0.16666666666666663,0.08333333333333331,0.024332232128422893
valence,emg_existing_22,2,16,0,1000.0,16,16,-0.18750000000000008,-0.15000000000000008,0.029241276796002982
valence,emg_existing_22,2,16,1,1000.0,16,16,0.1041666666666666,0.08333333333333329,0.023927389583230468
valence,emg_existing_22,2,16,2,1000.0,16,16,-0.7291666666666667,-0.5833333333333334,0.02718135020493979
valence,emg_existing_22,2,16,3,1000.0,16,16,-0.3333333333333334,-0.2666666666666668,0.02756268586486034
valence,emg_existing_22,2,16,4,1000.0,16,16,-0.06250000000000004,-0.05000000000000004,0.015584928010986022
valence,emg_existing_22,2,16,5,1000.0,16,16,-0.6458333333333333,-0.5166666666666666,0.02532141129077616
valence,emg_existing_22,2,16,6,1000.0,16,16,-0.5625000000000001,-0.4500000000000001,0.02557018267720204
valence,emg_existing_22,2,16,7,1000.0,16,16,-0.16666666666666669,-0.13333333333333336,0.025237038474337538
valence,emg_existing_22,2,16,8,1000.0,16,16,-0.35416666666666674,-0.2833333333333334,0.03041956598532376
valence,emg_existing_22,2,16,9,1000.0,16,16,-0.3958333333333334,-0.31666666666666676,0.022501315200762994
valence,emg_existing_22,2,16,10,1000.0,16,16,-0.2708333333333334,-0.21666666666666676,0.022735255717735103
valence,emg_existing_22,2,16,11,1000.0,16,16,0.041666666666666574,0.033333333333333263,0.025225114930954518
valence,emg_existing_22,2,16,12,1000.0,16,16,-0.29166666666666674,-0.2333333333333334,0.023920668545358778
valence,emg_existing_22,2,16,13,1000.0,16,16,-0.1666666666666667,-0.1333333333333334,0.023839615352630628
valence,emg_existing_22,2,16,14,1000.0,16,16,-0.2500000000000001,-0.2000000000000001,0.02434777722879543
valence,emg_existing_22,2,16,15,1000.0,16,16,0.02083333333333323,0.016666666666666587,0.030363164442966613
