target,path,available,model_augmentation_config,model_n,model_mae,model_rmse,model_pearson,model_balanced_accuracy,model_macro_f1,model_auroc,model_dev_rmse,model_dev_pearson,model_dev_sign_acc,model_pred_dev_std,model_lift_vs_stimulus_rmse,model_lift_vs_stimulus_balanced_accuracy,model_lift_vs_stimulus_auroc,model_lift_vs_stimulus_dev_rmse,stimulus_mae,stimulus_rmse,stimulus_pearson,stimulus_balanced_accuracy,stimulus_macro_f1,stimulus_auroc,stimulus_dev_rmse
arousal,docs/roca/eeg_gaussian10_arousal_test_oracle_main_metrics_current.csv,True,gaussian_0p10,2016,1.467122454404728,1.831046741749292,0.6856908071691898,0.7775603681396854,0.7799836269712356,0.8551317984322411,1.831046741749292,0.3371687379210822,0.623015873015873,0.6420199118806303,0.1131582403673041,0.0089373433089856,0.039058161733056,0.1131582403673041,1.5799251152073732,1.944204982116596,0.6343754946304894,0.7686230248306998,0.7739110736354597,0.816073636699185,1.944204982116596
valence,docs/roca/eeg_gaussian10_valence_test_oracle_main_metrics_current.csv,True,gaussian_0p10,2016,0.9746431327302072,1.215291204150059,0.8758166176826345,0.8798676277256448,0.8658272654220258,0.9521162941807576,1.215291204150059,0.2578739902002473,0.5843253968253969,0.3132361626421844,0.042482490523799,0.0003082642005529,0.0088303589867577,0.042482490523799,1.02206541218638,1.257773694673858,0.8663072234664694,0.8795593635250918,0.8658039779535107,0.943285935194,1.257773694673858
