target,k_calibration,model,subject_id,n,rmse,mae,pearson,stimulus_rmse_reference,lift_vs_stimulus_rmse
arousal,0,stimulus_only,1,32,2.256792468282797,1.9464285714285714,0.4359892083549862,2.256792468282797,0.0
arousal,0,stimulus_only,2,32,2.5696918738499783,2.2232142857142856,0.6812594080825531,2.5696918738499783,0.0
arousal,0,stimulus_only,3,32,2.3170287976155133,2.0446428571428568,0.6882071528018303,2.3170287976155133,0.0
arousal,0,stimulus_only,5,32,1.660234185595637,1.4375,0.6357245777272718,1.660234185595637,0.0
arousal,0,stimulus_only,6,32,3.6071428571428568,3.276785714285714,0.1404534248431647,3.6071428571428568,0.0
arousal,0,stimulus_only,7,32,2.0531831931149727,1.7857142857142858,0.6660658489864572,2.0531831931149727,0.0
arousal,0,stimulus_only,8,32,2.4951483535297956,2.2142857142857144,0.7389059386402063,2.4951483535297956,0.0
arousal,0,stimulus_only,9,32,1.8017140365184912,1.3839285714285714,0.5205044338367428,1.8017140365184912,0.0
arousal,1,affine_residual_ridge1,1,620,3.200148120337567,2.6032258064516127,0.19300104653185668,2.256867217609331,-0.9432809027282358
arousal,1,affine_residual_ridge1,2,620,2.2629628053346007,1.8529953917050692,0.4303967290306157,2.5840575694155854,0.3210947640809847
arousal,1,affine_residual_ridge1,3,620,1.573480018305052,1.2829493087557602,0.5316374736757994,2.317485129874395,0.7440051115693429
arousal,1,affine_residual_ridge1,5,620,2.2897429933601434,1.8599078341013824,0.3982792747782689,1.6582329959511397,-0.6315099974090037
arousal,1,affine_residual_ridge1,6,620,2.5285206587108044,1.9294930875576035,0.06765067213573923,3.6204015577149278,1.0918808990041233
arousal,1,affine_residual_ridge1,7,620,1.5091557309993435,1.2193548387096773,0.5278554639461869,2.0489082498877775,0.539752518888434
arousal,1,affine_residual_ridge1,8,620,2.973351026456616,2.4294930875576037,0.3184779614939284,2.4908390415695756,-0.4825119848870405
arousal,1,affine_residual_ridge1,9,620,2.235567419095047,1.7718894009216593,0.3514529847599526,1.8126902524379997,-0.42287716665704744
arousal,1,affine_residual_ridge4,1,620,3.200148120337567,2.6032258064516127,0.19300104653185668,2.256867217609331,-0.9432809027282358
arousal,1,affine_residual_ridge4,2,620,2.2629628053346007,1.8529953917050692,0.4303967290306157,2.5840575694155854,0.3210947640809847
arousal,1,affine_residual_ridge4,3,620,1.573480018305052,1.2829493087557602,0.5316374736757994,2.317485129874395,0.7440051115693429
arousal,1,affine_residual_ridge4,5,620,2.2897429933601434,1.8599078341013824,0.3982792747782689,1.6582329959511397,-0.6315099974090037
arousal,1,affine_residual_ridge4,6,620,2.5285206587108044,1.9294930875576035,0.06765067213573923,3.6204015577149278,1.0918808990041233
arousal,1,affine_residual_ridge4,7,620,1.5091557309993435,1.2193548387096773,0.5278554639461869,2.0489082498877775,0.539752518888434
arousal,1,affine_residual_ridge4,8,620,2.973351026456616,2.4294930875576037,0.3184779614939284,2.4908390415695756,-0.4825119848870405
arousal,1,affine_residual_ridge4,9,620,2.235567419095047,1.7718894009216593,0.3514529847599526,1.8126902524379997,-0.42287716665704744
arousal,1,bias_empirical_bayes,1,620,2.6650608023252293,2.1901780825044077,0.2751664018877467,2.256867217609331,-0.4081935847158982
arousal,1,bias_empirical_bayes,2,620,2.180719833476962,1.8278930887515594,0.5623328944212237,2.5840575694155854,0.40333773593862343
arousal,1,bias_empirical_bayes,3,620,1.594343563432736,1.312401014076037,0.6305219477186579,2.317485129874395,0.7231415664416587
arousal,1,bias_empirical_bayes,5,620,1.8709857850827871,1.5350420427551565,0.5140364941965011,1.6582329959511397,-0.2127527891316474
arousal,1,bias_empirical_bayes,6,620,2.7501491283949675,2.3655905429047452,0.10455600288360742,3.6204015577149278,0.8702524293199603
