target,block,k_calibration,model,subject_id,n,mae,rmse,pearson,ccc,y_true_std,y_pred_std,locked_subject_rmse,delta_rmse_model_minus_locked
valence,emg_existing_22,4,locked_kernel_residual_shrink4,1,280,1.067995164011206,1.2792462060552776,0.8734854536007431,0.8610773554024489,2.478311534336329,2.3428033192743376,1.2792462060552776,0.0
valence,emg_existing_22,4,physio_residual_ridge100,1,280,1.1110959589481353,1.3317901268871084,0.8774669671688385,0.8559167330799734,2.478311534336329,2.422550738607578,1.2792462060552776,0.05254392083183079
valence,emg_existing_22,4,physio_context_ridge100,1,280,1.231631189584732,1.4093148755867888,0.8722908287867442,0.7846125402751141,2.478311534336329,1.6734151739907004,1.2792462060552776,0.1300686695315112
valence,emg_existing_22,4,physio_residual_ridge1000,1,280,1.0693377903529575,1.2904959453374159,0.8823209349587319,0.8646563874263802,2.478311534336329,2.432801083821404,1.2792462060552776,0.011249739282138238
valence,emg_existing_22,4,physio_context_ridge1000,1,280,1.7897050789424351,2.157679988173591,0.861355011212833,0.2957046565473827,2.478311534336329,0.4578353640060356,1.2792462060552776,0.8784337821183132
valence,emg_existing_22,4,physio_similarity_knn64,1,280,1.057175086225782,1.2616154468323637,0.8870178983101612,0.8693600769132838,2.478311534336329,2.409125890413669,1.2792462060552776,-0.017630759222913905
valence,emg_existing_22,16,locked_kernel_residual_shrink4,1,160,1.0486570447683334,1.2111337006419765,0.8870765376963388,0.8772096043057832,2.546681357669232,2.319302836996762,1.2111337006419765,0.0
valence,emg_existing_22,16,physio_residual_ridge100,1,160,1.074057736247778,1.2854709301953258,0.8970866467897954,0.8740676181551925,2.546681357669232,2.510112210233702,1.2111337006419765,0.07433722955334932
valence,emg_existing_22,16,physio_context_ridge100,1,160,1.223037412762642,1.3806482576138899,0.8924663200395903,0.8050256229655268,2.546681357669232,1.7314175689927676,1.2111337006419765,0.16951455697191342
valence,emg_existing_22,16,physio_residual_ridge1000,1,160,1.025238248705864,1.2391665632167819,0.9014483625571114,0.8830292530884492,2.546681357669232,2.5247114026154343,1.2111337006419765,0.028032862574805417
valence,emg_existing_22,16,physio_context_ridge1000,1,160,1.8421604484319687,2.19176176668529,0.8836513193755076,0.3079288566909893,2.546681357669232,0.474898509785378,1.2111337006419765,0.9806280660433135
valence,emg_existing_22,16,physio_similarity_knn64,1,160,1.008161099255085,1.2076183048895412,0.9057635857114031,0.8876761105812596,2.546681357669232,2.498171859531352,1.2111337006419765,-0.003515395752435202
valence,emg_existing_22,4,locked_kernel_residual_shrink4,2,280,1.1674439653754234,1.52470597424409,0.855611222946793,0.8386227681969632,2.8476628440651797,2.4791428666011184,1.52470597424409,0.0
valence,emg_existing_22,4,physio_residual_ridge100,2,280,1.131532494510923,1.484432448579572,0.8675159096425238,0.8451743743691954,2.8476628440651797,2.4346040656406656,1.52470597424409,-0.04027352566451814
valence,emg_existing_22,4,physio_context_ridge100,2,280,1.385025042295456,1.6738236957252233,0.8655952735660019,0.747573865235886,2.8476628440651797,1.683083939089418,1.52470597424409,0.14911772148113323
valence,emg_existing_22,4,physio_residual_ridge1000,2,280,1.1400999124561038,1.4810632380089916,0.8656751000089534,0.8454177669085415,2.8476628440651797,2.433243142959191,1.52470597424409,-0.0436427362350984
valence,emg_existing_22,4,physio_context_ridge1000,2,280,2.1901256016322543,2.494821659027481,0.8225954033430903,0.2630008253165595,2.8476628440651797,0.4740938030999908,1.52470597424409,0.9701156847833909
valence,emg_existing_22,4,physio_similarity_knn64,2,280,1.1860986322164535,1.5165482925333038,0.8632680029761579,0.8394587046929569,2.8476628440651797,2.4460247919595535,1.52470597424409,-0.008157681710786235
valence,emg_existing_22,16,locked_kernel_residual_shrink4,2,160,1.18772381991148,1.6318016587929223,0.8264294754890558,0.8139974539199841,2.8955717807541923,2.434830696858229,1.6318016587929223,0.0
valence,emg_existing_22,16,physio_residual_ridge100,2,160,1.1803176000714302,1.6001760126325932,0.8427992693227482,0.8215653215279605,2.8955717807541923,2.4155157122735855,1.6318016587929223,-0.031625646160329035
valence,emg_existing_22,16,physio_context_ridge100,2,160,1.4531057223677635,1.7698160314149118,0.839650930097816,0.7217464377890834,2.8955717807541923,1.670848453726012,1.6318016587929223,0.13801437262198957
valence,emg_existing_22,16,physio_residual_ridge1000,2,160,1.1980998888611794,1.6003108972373996,0.8404181598164594,0.8211790503664187,2.8955717807541923,2.4163977921144486,1.6318016587929223,-0.03149076155552266
valence,emg_existing_22,16,physio_context_ridge1000,2,160,2.2933777779340745,2.5458336089209443,0.7841426086393856,0.24946037565965562,2.8955717807541923,0.47438242765812655,1.6318016587929223,0.9140319501280221
valence,emg_existing_22,16,physio_similarity_knn64,2,160,1.2291098423302174,1.6212898446216488,0.8399753528634751,0.818027316270126,2.8955717807541923,2.4291372672894966,1.6318016587929223,-0.010511814171273448
valence,emg_existing_22,4,locked_kernel_residual_shrink4,3,280,1.1364343294075556,1.3398132691224192,0.867006436877054,0.8620985880425027,2.683089047485135,2.4120669952991682,1.3398132691224192,0.0
valence,emg_existing_22,4,physio_residual_ridge100,3,280,1.1463478509868894,1.3669326598540317,0.8698160878509218,0.8597850017696419,2.683089047485135,2.454692616533346,1.3398132691224192,0.027119390731612514
valence,emg_existing_22,4,physio_context_ridge100,3,280,1.3407710535185677,1.525621870273781,0.8627097800149455,0.7689613893227953,2.683089047485135,1.6733391713405892,1.3398132691224192,0.18580860115136177
valence,emg_existing_22,4,physio_residual_ridge1000,3,280,1.1308253186089652,1.329535529324111,0.8725985496833306,0.8665088815497134,2.683089047485135,2.4504225071120826,1.3398132691224192,-0.01027773979830826
valence,emg_existing_22,4,physio_context_ridge1000,3,280,2.004451470715659,2.317583730999982,0.8576419043318367,0.274823814392575,2.683089047485135,0.44229356612431436,1.3398132691224192,0.9777704618775627
valence,emg_existing_22,4,physio_similarity_knn64,3,280,1.1330491312912532,1.3321911987341832,0.8707213508565613,0.8654571765755272,2.683089047485135,2.4432836598536696,1.3398132691224192,-0.007622070388235924
valence,emg_existing_22,16,locked_kernel_residual_shrink4,3,160,1.1540890321135522,1.3664296466061174,0.8554325659906047,0.8483685526331126,2.5591746716470913,2.3859103943580338,1.3664296466061174,0.0
valence,emg_existing_22,16,physio_residual_ridge100,3,160,1.1320945553481578,1.3738672524886781,0.8652764311100889,0.8482707432381759,2.5591746716470913,2.3827029516737257,1.3664296466061174,0.007437605882560705
valence,emg_existing_22,16,physio_context_ridge100,3,160,1.3022036269307136,1.4926652886413434,0.8561786584961689,0.7614313038719491,2.5591746716470913,1.6227357907232143,1.3664296466061174,0.12623564203522597
valence,emg_existing_22,16,physio_residual_ridge1000,3,160,1.0994063474237918,1.315668199086992,0.8695922432358533,0.8594879458366714,2.5591746716470913,2.3788846317746692,1.3664296466061174,-0.05076144751912537
valence,emg_existing_22,16,physio_context_ridge1000,3,160,1.898013746738434,2.213628068465366,0.8506329140988168,0.2755247199051619,2.5591746716470913,0.4280299874039884,1.3664296466061174,0.8471984218592488
valence,emg_existing_22,16,physio_similarity_knn64,3,160,1.0976766973733902,1.313816037545282,0.8674682857738624,0.8592312066343393,2.5591746716470913,2.372953571995758,1.3664296466061174,-0.05261360906083534
valence,emg_existing_22,4,locked_kernel_residual_shrink4,5,280,1.272291905113629,1.5510581496973237,0.8456856400017219,0.8329210934017238,2.892175845699736,2.4517419013678374,1.5510581496973237,0.0
valence,emg_existing_22,4,physio_residual_ridge100,5,280,1.26033302460398,1.5362204580601877,0.8486329156740113,0.8326365549404494,2.892175845699736,2.391813938503216,1.5510581496973237,-0.014837691637135997
valence,emg_existing_22,4,physio_context_ridge100,5,280,1.4047826128346579,1.7308042594665263,0.8490984022512624,0.7293364506506715,2.892175845699736,1.6435440297510049,1.5510581496973237,0.17974610976920258
valence,emg_existing_22,4,physio_residual_ridge1000,5,280,1.2615728906222752,1.542759628390855,0.8499357589732789,0.8320839783563444,2.892175845699736,2.3990028439947877,1.5510581496973237,-0.008298521306468798
valence,emg_existing_22,4,physio_context_ridge1000,5,280,2.2383193935666768,2.5348781908907987,0.8446231275882535,0.25078949152937086,2.892175845699736,0.4402526765734715,1.5510581496973237,0.983820041193475
valence,emg_existing_22,4,physio_similarity_knn64,5,280,1.2407491279499872,1.5147919776355312,0.8539738989833481,0.8378568333429761,2.892175845699736,2.400368234602501,1.5510581496973237,-0.0362661720617925
valence,emg_existing_22,16,locked_kernel_residual_shrink4,5,160,1.3127125360071659,1.5965044507405113,0.8306327820315494,0.8217207800949178,2.8392065352841094,2.4907363740116533,1.5965044507405113,0.0
valence,emg_existing_22,16,physio_residual_ridge100,5,160,1.209843572229147,1.4703112487657723,0.8569917067800447,0.8434645649888393,2.8392065352841094,2.3936967844938755,1.5965044507405113,-0.12619320197473893
valence,emg_existing_22,16,physio_context_ridge100,5,160,1.3404382050037384,1.6619709592634067,0.8575421086993847,0.7432011074294035,2.8392065352841094,1.6416388704407616,1.5965044507405113,0.06546650852289537
valence,emg_existing_22,16,physio_residual_ridge1000,5,160,1.2121846608817577,1.4850509274631531,0.8570930721537418,0.8412006739153461,2.8392065352841094,2.400372735510206,1.5965044507405113,-0.11145352327735814
