target,block,k_calibration,model,subject_id,n,mae,rmse,pearson,ccc,y_true_std,y_pred_std,locked_subject_rmse,delta_rmse_model_minus_locked
valence,emg_existing_22,16,physio_context_ridge1000,5,160,2.168799328804016,2.476287562021909,0.8529963929623646,0.256982492344631,2.8392065352841094,0.4378571701168938,1.5965044507405113,0.8797831112813979
valence,emg_existing_22,16,physio_similarity_knn64,5,160,1.195345836877823,1.4589999396081066,0.8601992479625633,0.8464340460824601,2.8392065352841094,2.4020535741528732,1.5965044507405113,-0.1375045111324047
valence,emg_existing_22,4,locked_kernel_residual_shrink4,6,280,0.8069795314754759,1.00277272156121,0.951706545149509,0.934696864536892,3.020151283546937,2.5036869453595694,1.00277272156121,0.0
valence,emg_existing_22,4,physio_residual_ridge100,6,280,0.9673746032374245,1.1194727796109352,0.9468701197907309,0.913502531275755,3.020151283546937,2.3141117492476426,1.00277272156121,0.11670005804972527
valence,emg_existing_22,4,physio_context_ridge100,6,280,1.4977639087608883,1.6427785507105108,0.938554498170567,0.7667491233332416,3.020151283546937,1.5648397224781299,1.00277272156121,0.6400058291493009
valence,emg_existing_22,4,physio_residual_ridge1000,6,280,0.9376608682530266,1.0951994924496278,0.9504942268512514,0.9169959431825021,3.020151283546937,2.3080562352942833,1.00277272156121,0.09242677088841789
valence,emg_existing_22,4,physio_context_ridge1000,6,280,2.4746594548225405,2.6860404334553003,0.8436865979558807,0.22483020894446307,3.020151283546937,0.41062281160546604,1.00277272156121,1.6832677118940904
valence,emg_existing_22,4,physio_similarity_knn64,6,280,0.8955870802913394,1.0670647935846396,0.9527304352322198,0.9218578118379043,3.020151283546937,2.334163220569196,1.00277272156121,0.06429207202342968
valence,emg_existing_22,16,locked_kernel_residual_shrink4,6,160,0.7647964093834162,0.9890372154510609,0.9470093475325734,0.9390927086531573,2.9853745054012912,2.6673583677836996,0.9890372154510609,0.0
valence,emg_existing_22,16,physio_residual_ridge100,6,160,0.983064380288124,1.1241910153765884,0.9448294214498939,0.9109511437762018,2.9853745054012912,2.291736787106853,0.9890372154510609,0.13515379992552745
valence,emg_existing_22,16,physio_context_ridge100,6,160,1.474302950501442,1.6282376685290094,0.9376091482805631,0.7660336815846479,2.9853745054012912,1.55052748189819,0.9890372154510609,0.6392004530779485
valence,emg_existing_22,16,physio_residual_ridge1000,6,160,0.9440287165343761,1.090491544801531,0.9493623376822272,0.9160131199864683,2.9853745054012912,2.2880949204983976,0.9890372154510609,0.10145432935047016
valence,emg_existing_22,16,physio_context_ridge1000,6,160,2.409387397766113,2.6377198853251573,0.8629848123905448,0.23468117915041725,2.9853745054012912,0.4140580636189144,0.9890372154510609,1.6486826698740964
valence,emg_existing_22,16,physio_similarity_knn64,6,160,0.9022773496806622,1.0674564332884116,0.9505369405641914,0.9200124421640522,2.9853745054012912,2.3092649645967165,0.9890372154510609,0.07841921783735062
valence,emg_existing_22,4,locked_kernel_residual_shrink4,7,280,0.7348982134035655,0.8896106823949694,0.9314318669610244,0.9121744045360162,1.8963949418594748,2.3267347765173905,0.8896106823949694,0.0
valence,emg_existing_22,4,physio_residual_ridge100,7,280,0.8906842184918268,1.0611688845418958,0.9329814013264462,0.8883396303715532,1.8963949418594748,2.531729022025683,0.8896106823949694,0.1715582021469264
valence,emg_existing_22,4,physio_context_ridge100,7,280,0.6188264489173889,0.7576497373042117,0.9344150405350276,0.9154863268682737,1.8963949418594748,1.754539842135884,0.8896106823949694,-0.13196094509075773
valence,emg_existing_22,4,physio_residual_ridge1000,7,280,0.8711245128086635,1.034493017843643,0.9316577255582421,0.8926058389601254,1.8963949418594748,2.5172074466238024,0.8896106823949694,0.14488233544867346
valence,emg_existing_22,4,physio_context_ridge1000,7,280,1.2394684365817479,1.4801502066868044,0.9347018847417039,0.4335347959917671,1.8963949418594748,0.4729665210668878,0.8896106823949694,0.590539524291835
valence,emg_existing_22,4,physio_similarity_knn64,7,280,0.8427810609340668,1.0028172810630838,0.932312741482655,0.897828305413437,1.8963949418594748,2.499113104105435,0.8896106823949694,0.11320659866811433
valence,emg_existing_22,16,locked_kernel_residual_shrink4,7,160,0.6600043579936028,0.8189868303051746,0.9353887153491478,0.916329435912569,1.8229333332571436,2.153971085744615,0.8189868303051746,0.0
valence,emg_existing_22,16,physio_residual_ridge100,7,160,0.9400357887148857,1.1286578105987435,0.9340321542909221,0.870753697560467,1.8229333332571436,2.5202241769058724,0.8189868303051746,0.3096709802935689
valence,emg_existing_22,16,physio_context_ridge100,7,160,0.6779868006706238,0.819590357945553,0.9361698180855266,0.8987758905484178,1.8229333332571436,1.7474538424066464,0.8189868303051746,0.0006035276403784096
valence,emg_existing_22,16,physio_residual_ridge1000,7,160,0.9178127609193325,1.0910550986613292,0.9322223393439047,0.8773231715787793,1.8229333332571436,2.504783182955491,0.8189868303051746,0.2720682683561546
valence,emg_existing_22,16,physio_context_ridge1000,7,160,1.1959260642528533,1.45285471820796,0.9367346021795379,0.43306710056220366,1.8229333332571436,0.47211800524026687,0.8189868303051746,0.6338678879027855
valence,emg_existing_22,16,physio_similarity_knn64,7,160,0.8798293553292751,1.030307632138246,0.9326079883347589,0.8883596507794617,1.8229333332571436,2.4842858124535843,0.8189868303051746,0.21132080183307145
valence,emg_existing_22,4,locked_kernel_residual_shrink4,8,280,0.9346818649343082,1.2274931917009833,0.8974651590767644,0.8860064943623013,2.6844958292280614,2.430438592535304,1.2274931917009833,0.0
valence,emg_existing_22,4,physio_residual_ridge100,8,280,0.979719603061676,1.2536976914772364,0.904815838344938,0.8838620723638426,2.6844958292280614,2.462312415939115,1.2274931917009833,0.026204499776253165
valence,emg_existing_22,4,physio_context_ridge100,8,280,1.1311754303319113,1.4486880106601336,0.9083079818813852,0.7966754973226016,2.6844958292280614,1.6862253476623674,1.2274931917009833,0.22119481895915039
valence,emg_existing_22,4,physio_residual_ridge1000,8,280,0.9553015125649316,1.2296108371011856,0.9053066880386116,0.8860643318586598,2.6844958292280614,2.4190924018421227,1.2274931917009833,0.002117645400202317
valence,emg_existing_22,4,physio_context_ridge1000,8,280,2.047140874181475,2.3610875442329102,0.8836392599858709,0.27143527418547536,2.6844958292280614,0.43777866500204476,1.2274931917009833,1.133594352531927
valence,emg_existing_22,4,physio_similarity_knn64,8,280,0.9859398228781564,1.2782239382272385,0.9053234028909013,0.8787193280864969,2.6844958292280614,2.435431964036519,1.2274931917009833,0.0507307465262552
valence,emg_existing_22,16,locked_kernel_residual_shrink4,8,160,0.9013733699917793,1.2252531591374713,0.8947775329453369,0.884527804194302,2.6361667246211877,2.437630000942694,1.2252531591374713,0.0
valence,emg_existing_22,16,physio_residual_ridge100,8,160,0.9922003298997879,1.2895019161259993,0.8990232810764396,0.8750727456751457,2.6361667246211877,2.4572941039439193,1.2252531591374713,0.06424875698852794
valence,emg_existing_22,16,physio_context_ridge100,8,160,1.1272656470537186,1.4770807064244056,0.9019265120592674,0.78487385634184,2.6361667246211877,1.6739446718784199,1.2252531591374713,0.25182754728693424
valence,emg_existing_22,16,physio_residual_ridge1000,8,160,0.9707118973135949,1.2628757494897918,0.9000614191933832,0.8775684091630176,2.6361667246211877,2.4089829168962735,1.2252531591374713,0.037622590352320406
valence,emg_existing_22,16,physio_context_ridge1000,8,160,2.0782093346118926,2.378075666767984,0.8673025834056294,0.2558373764900893,2.6361667246211877,0.4251811168464471,1.2252531591374713,1.1528225076305125
valence,emg_existing_22,16,physio_similarity_knn64,8,160,1.0014641098678112,1.3137124980138561,0.9000377253591436,0.8696288953144524,2.6361667246211877,2.4259938553811344,1.2252531591374713,0.0884593388763848
valence,emg_existing_22,4,locked_kernel_residual_shrink4,9,280,0.967767641374043,1.247919563840817,0.8912454533829556,0.8752185726584515,2.5915851858486545,2.3645415547593043,1.247919563840817,0.0
valence,emg_existing_22,4,physio_residual_ridge100,9,280,1.0028738115515028,1.320532642977402,0.8925727122431214,0.8646475016357452,2.5915851858486545,2.407864296382492,1.247919563840817,0.0726130791365851
valence,emg_existing_22,4,physio_context_ridge100,9,280,1.272863233089447,1.4990233397837718,0.8891041902313774,0.7688299009033494,2.5915851858486545,1.6216878184352634,1.247919563840817,0.25110377594295485
valence,emg_existing_22,4,physio_residual_ridge1000,9,280,1.0099491498300008,1.315587910280698,0.8952151830788118,0.8673774173975468,2.5915851858486545,2.4395372508197664,1.247919563840817,0.06766834643988107
valence,emg_existing_22,4,physio_context_ridge1000,9,280,2.0832479987825665,2.3014913049543857,0.8826437989698336,0.26915471792361917,2.5915851858486545,0.42639712441628563,1.247919563840817,1.0535717411135688
valence,emg_existing_22,4,physio_similarity_knn64,9,280,1.0258458793163299,1.3760557519017296,0.8932813158111093,0.8560953533765566,2.5915851858486545,2.432963804203504,1.247919563840817,0.12813618806091265
valence,emg_existing_22,16,locked_kernel_residual_shrink4,9,160,0.9633843466639519,1.2097586501753348,0.8921495953711821,0.8790333334362906,2.522399651125887,2.3629554136974162,1.2097586501753348,0.0
valence,emg_existing_22,16,physio_residual_ridge100,9,160,1.0526942767202854,1.3766424716395864,0.8834548478084734,0.8463742107716327,2.522399651125887,2.3426767721134873,1.2097586501753348,0.16688382146425162
valence,emg_existing_22,16,physio_context_ridge100,9,160,1.328934706747532,1.5392760586972984,0.877517629325635,0.7468313867976297,2.522399651125887,1.5788685885150564,1.2097586501753348,0.32951740852196365
valence,emg_existing_22,16,physio_residual_ridge1000,9,160,1.0542184099555016,1.3653210789517243,0.8878350998251466,0.8509124836080121,2.522399651125887,2.3754013659364865,1.2097586501753348,0.15556242877638948
valence,emg_existing_22,16,physio_context_ridge1000,9,160,2.055395206809044,2.280401857775815,0.8690289710625702,0.259684808758456,2.522399651125887,0.41607776464883,1.2097586501753348,1.0706432076004804
valence,emg_existing_22,16,physio_similarity_knn64,9,160,1.0736071266233922,1.4256024587120848,0.8863993987439702,0.8389075372272387,2.522399651125887,2.3668045779055893,1.2097586501753348,0.21584380853675
arousal,emg_existing_22,4,locked_kernel_residual_shrink4,1,280,2.0084793716669083,2.3335327744770162,0.3839719018089002,0.30813526289399834,2.4906944159148443,1.2679383212978972,2.3335327744770162,0.0
arousal,emg_existing_22,4,physio_residual_ridge100,1,280,2.0259890403066363,2.405793962457471,0.527321888101814,0.43759798866889116,2.4906944159148443,1.7144272939754002,2.3335327744770162,0.07226118798045489
arousal,emg_existing_22,4,physio_context_ridge100,1,280,2.080348667928151,2.3797000623214553,0.5414802255364034,0.39074635602164254,2.4906944159148443,1.3465057158000886,2.3335327744770162,0.04616728784443902
arousal,emg_existing_22,4,physio_residual_ridge1000,1,280,1.9643685945442744,2.267080133046986,0.4869855954848366,0.40136331552890603,2.4906944159148443,1.4205009639883968,2.3335327744770162,-0.06645264143003038
arousal,emg_existing_22,4,physio_context_ridge1000,1,280,2.1846613662583487,2.3922960756874314,0.5383701553053876,0.1663579226535901,2.4906944159148443,0.4258555364536731,2.3335327744770162,0.058763301210415175
arousal,emg_existing_22,4,physio_similarity_knn64,1,280,2.0592617179666246,2.3742031655574003,0.47132820087480454,0.37299710321537255,2.4906944159148443,1.4282288541427932,2.3335327744770162,0.04067039108038406
arousal,emg_existing_22,16,locked_kernel_residual_shrink4,1,160,1.9925293996930122,2.341833875978112,0.3554686573991173,0.2845893916517202,2.424838912175406,1.2654975171148202,2.341833875978112,0.0
arousal,emg_existing_22,16,physio_residual_ridge100,1,160,2.1323457255959513,2.534099305365772,0.5099089736988587,0.4031810672677802,2.424838912175406,1.7542813840979161,2.341833875978112,0.19226542938766
arousal,emg_existing_22,16,physio_context_ridge100,1,160,2.1683083176612854,2.4759060449617687,0.5150265033486231,0.3650258784261687,2.424838912175406,1.4108910623374553,2.341833875978112,0.1340721689836566
arousal,emg_existing_22,16,physio_residual_ridge1000,1,160,1.9729995533823967,2.2843121197226686,0.4848782315333716,0.385979526363752,2.424838912175406,1.3949117389829162,2.341833875978112,-0.057521756255443535
arousal,emg_existing_22,16,physio_context_ridge1000,1,160,2.1237966060638427,2.34896787735047,0.5121754606264448,0.16839901552137454,2.424838912175406,0.4498285892061864,2.341833875978112,0.007134001372357979
arousal,emg_existing_22,16,physio_similarity_knn64,1,160,2.0929390341043472,2.420025981489655,0.4671833130974747,0.34961604678952457,2.424838912175406,1.3895090733257196,2.341833875978112,0.0781921055115431
arousal,emg_existing_22,4,locked_kernel_residual_shrink4,2,280,1.8465353212186268,2.150835890123448,0.6444370453207332,0.4809441704619326,2.3188419655561896,1.4342124778954783,2.150835890123448,0.0
arousal,emg_existing_22,4,physio_residual_ridge100,2,280,2.3391439280339648,2.7151780871582014,0.6361874337397749,0.3786501439824048,2.3188419655561896,1.5226929279313715,2.150835890123448,0.5643421970347533
arousal,emg_existing_22,4,physio_context_ridge100,2,280,2.3923566043376923,2.746189680457129,0.5905885336158849,0.3012066858084263,2.3188419655561896,1.1868361610887035,2.150835890123448,0.595353790333681
arousal,emg_existing_22,4,physio_residual_ridge1000,2,280,2.216160735487938,2.573218450828335,0.6575279061110809,0.3797222497370503,2.3188419655561896,1.3292841280781917,2.150835890123448,0.4223825607048868
arousal,emg_existing_22,4,physio_context_ridge1000,2,280,2.519929836477552,2.828475587174131,0.4396806460740675,0.10143056173999081,2.3188419655561896,0.4428774421676787,2.150835890123448,0.677639697050683
arousal,emg_existing_22,4,physio_similarity_knn64,2,280,2.1449288819517407,2.4970319614846357,0.6194658290164773,0.388226380381694,2.3188419655561896,1.377285570843207,2.150835890123448,0.3461960713611876
arousal,emg_existing_22,16,locked_kernel_residual_shrink4,2,160,1.5695846617221831,1.860419943391542,0.6152619112353844,0.5240446316692404,2.200772236625135,1.4072099430464151,1.860419943391542,0.0
arousal,emg_existing_22,16,physio_residual_ridge100,2,160,2.287686198949814,2.634276293911672,0.6451597669823994,0.37777188792681327,2.200772236625135,1.4836459814732705,1.860419943391542,0.7738563505201301
arousal,emg_existing_22,16,physio_context_ridge100,2,160,2.3606388360261916,2.6763811221540066,0.6032977010645488,0.30257125112961936,2.200772236625135,1.1702724107521536,1.860419943391542,0.8159611787624645
arousal,emg_existing_22,16,physio_residual_ridge1000,2,160,2.1950401410460474,2.504013260877185,0.6658780402324712,0.3758994886263301,2.200772236625135,1.288518500352268,1.860419943391542,0.6435933174856427
arousal,emg_existing_22,16,physio_context_ridge1000,2,160,2.4870552629232408,2.7819900893300344,0.46604893633180206,0.10726410072564026,2.200772236625135,0.4533211046871563,1.860419943391542,0.9215701459384924
arousal,emg_existing_22,16,physio_similarity_knn64,2,160,2.126767709851265,2.4346374201555636,0.6252163158240377,0.38554496836983204,2.200772236625135,1.35150645108933,1.860419943391542,0.5742174767640216
arousal,emg_existing_22,4,locked_kernel_residual_shrink4,3,280,1.5384296221392495,1.8256796684333245,0.6521055697791037,0.4270594344633825,1.5327046921926575,1.2428580058105023,1.8256796684333245,0.0
arousal,emg_existing_22,4,physio_residual_ridge100,3,280,1.1242828973702022,1.4680302233264948,0.6752982957201688,0.5692841033806147,1.5327046921926575,1.3760176777370319,1.8256796684333245,-0.3576494451068297
arousal,emg_existing_22,4,physio_context_ridge100,3,280,1.1974784774439675,1.485861770008105,0.6443228430520019,0.4619652335980208,1.5327046921926575,0.9597624615479706,1.8256796684333245,-0.3398178984252196
arousal,emg_existing_22,4,physio_residual_ridge1000,3,280,1.6750352025032043,1.9731534722015298,0.6965132348477074,0.42229989837543375,1.5327046921926575,1.332976243349638,1.8256796684333245,0.1474738037682053
arousal,emg_existing_22,4,physio_context_ridge1000,3,280,1.8048913853509085,2.1935614214247225,0.6387232127933099,0.09833999148125153,1.5327046921926575,0.2680314619358418,1.8256796684333245,0.367881752991398
arousal,emg_existing_22,4,physio_similarity_knn64,3,280,1.6649273050682885,1.973064287751507,0.694284177554795,0.42011560477622656,1.5327046921926575,1.325208194320753,1.8256796684333245,0.14738461931818247
arousal,emg_existing_22,16,locked_kernel_residual_shrink4,3,160,1.1542520485818386,1.365783262967226,0.6289416158386482,0.541119660372172,1.5031217515557416,1.163383627720614,1.365783262967226,0.0
arousal,emg_existing_22,16,physio_residual_ridge100,3,160,1.0585540935397149,1.3843944174584983,0.6876249569621102,0.5915644916597567,1.5031217515557416,1.3428345262294017,1.365783262967226,0.018611154491272375
arousal,emg_existing_22,16,physio_context_ridge100,3,160,1.122917827963829,1.3884867628172795,0.6650312411793101,0.4929686369651636,1.5031217515557416,0.9375657864702168,1.365783262967226,0.022703499850053488
arousal,emg_existing_22,16,physio_residual_ridge1000,3,160,1.627155075967312,1.9128165305877773,0.6987169752638639,0.42599215350203656,1.5031217515557416,1.2927214455614648,1.365783262967226,0.5470332676205514
arousal,emg_existing_22,16,physio_context_ridge1000,3,160,1.708782324194908,2.0978556492865374,0.6605983907606985,0.10519535192322299,1.5031217515557416,0.2605300700347271,1.365783262967226,0.7320723863193115
arousal,emg_existing_22,16,physio_similarity_knn64,3,160,1.6043514356017112,1.8977705206151012,0.7008084349563518,0.4308915155562698,1.5031217515557416,1.2943055077244519,1.365783262967226,0.5319872576478752
arousal,emg_existing_22,4,locked_kernel_residual_shrink4,5,280,1.4421770104340144,1.7108826103038686,0.5887544793522509,0.5418348995095825,2.079145109836036,1.4139575545322527,1.7108826103038686,0.0
arousal,emg_existing_22,4,physio_residual_ridge100,5,280,1.658618039744241,1.9358402844279703,0.5044584065064323,0.4646307421277102,2.079145109836036,1.5504344079650163,1.7108826103038686,0.22495767412410173
arousal,emg_existing_22,4,physio_context_ridge100,5,280,1.6498575874737331,1.9474850712270986,0.43148166019816103,0.3625694431327682,2.079145109836036,1.2023459848449651,1.7108826103038686,0.23660246092323
arousal,emg_existing_22,4,physio_residual_ridge1000,5,280,1.4278272330760955,1.6773072546252703,0.5938455415123702,0.5396734970495477,2.079145109836036,1.3356788978558616,1.7108826103038686,-0.03357535567859826
arousal,emg_existing_22,4,physio_context_ridge1000,5,280,1.7704707111631122,1.998683608978036,0.3287195292399245,0.12406792143864638,2.079145109836036,0.4139395027047053,1.7108826103038686,0.2878009986741674
arousal,emg_existing_22,4,physio_similarity_knn64,5,280,1.438689546925681,1.728595495067554,0.5668899375415701,0.5145764672114551,2.079145109836036,1.3436999564850776,1.7108826103038686,0.017712884763685377
arousal,emg_existing_22,16,locked_kernel_residual_shrink4,5,160,1.4813708990812302,1.7582271802906637,0.5364127538615023,0.48808061449066975,2.0601880982085112,1.3335337056508314,1.7582271802906637,0.0
arousal,emg_existing_22,16,physio_residual_ridge100,5,160,1.6144517064094543,1.8892912752590216,0.5290887344946327,0.48377343443404375,2.0601880982085112,1.5343842079971697,1.7582271802906637,0.1310640949683579
