target,model,test_subject,n,mae,rmse,pearson,spearman,ccc,accuracy,balanced_accuracy,macro_f1,auroc
arousal,stimulus_only,14,32,1.610383064516129,1.7966571854818605,0.8654060605055738,0.8158786083038903,0.5896991565968757,0.75,0.8666666666666667,0.5897435897435898,0.8833333333333333
arousal,stimulus_only,15,32,1.4349798387096775,1.6951581251313257,0.6843964811202883,0.6838954529864433,0.6327118970324376,0.75,0.7090909090909091,0.7090909090909091,0.8113636363636364
arousal,stimulus_only,16,32,1.1154233870967742,1.3937183709424947,0.8490714537900502,0.7851188280071603,0.7766475824489384,0.90625,0.9009661835748792,0.887719298245614,0.9106280193236715
arousal,stimulus_only,17,32,1.1703629032258065,1.443007647866153,0.8494711265706565,0.8058567055675556,0.7589941655334351,0.90625,0.94,0.8798498122653317,0.9914285714285714
arousal,stimulus_only,18,32,1.862399193548387,2.2144458644257767,0.7211949002894917,0.6891756144226439,0.5862598768217002,0.8125,0.8125,0.8056680161943319,0.806640625
arousal,stimulus_only,19,32,1.4783266129032255,1.8649160854374134,0.67305688302963,0.7573562085836922,0.5508004770128475,0.6875,0.7142857142857143,0.6825396825396826,0.8511904761904762
arousal,stimulus_only,20,32,1.2222782258064515,1.6061071539303806,0.8174181670963804,0.8295778754427827,0.6887310952788871,0.75,0.7777777777777778,0.746031746031746,0.8650793650793651
arousal,stimulus_only,21,32,1.277217741935484,1.6322030782527182,0.8430035229501304,0.7285661711621355,0.7379262719707491,0.96875,0.9782608695652174,0.9625730994152046,0.9879227053140096
arousal,stimulus_only,22,32,1.9672379032258065,2.2019212090640568,0.7363599371429027,0.6965022133087162,0.5992353607517777,0.875,0.8545454545454545,0.8545454545454545,0.9295454545454546
arousal,stimulus_only,23,32,1.2278225806451613,1.4444266565960073,0.8378042177970356,0.8186251100740446,0.7339550447883116,0.90625,0.8846153846153846,0.8981972428419936,0.9068825910931174
arousal,stimulus_only,24,32,1.310483870967742,1.48257196823593,0.884284626195384,0.8455977263856485,0.7790914999650712,0.90625,0.8852813852813852,0.893687707641196,0.9848484848484849
arousal,stimulus_only,25,32,1.7767137096774193,2.1900265994374353,0.7183776736175677,0.7140056976931781,0.5964710806999016,0.90625,0.8852813852813852,0.893687707641196,0.9004329004329005
arousal,stimulus_only,26,32,1.861391129032258,2.0975708009095437,0.6921782162668518,0.7032390754941981,0.5500166079740723,0.8125,0.7916666666666667,0.7681159420289855,0.8567708333333334
arousal,stimulus_only,27,32,1.2263104838709675,1.535350762562059,0.6857768600850156,0.6533032970651478,0.6202442042179299,0.78125,0.7550607287449393,0.7624602332979851,0.8461538461538461
arousal,stimulus_only,28,32,1.3870967741935485,1.736794234893714,0.8523115608810486,0.7439674769942559,0.6831198156012985,0.9375,0.9583333333333333,0.9227053140096618,0.9895833333333334
arousal,stimulus_only,29,32,1.0892137096774195,1.4303522584477637,0.7663483928825857,0.7911927673763665,0.7180842706934527,0.875,0.8545454545454545,0.8545454545454545,0.8954545454545455
arousal,stimulus_only,30,32,0.7550403225806451,0.956852374832003,0.8934739322809535,0.8682985705758665,0.8680754224554206,0.9375,0.9272727272727272,0.9272727272727272,0.9545454545454546
arousal,stimulus_only,31,32,2.011592741935484,2.3482477221801465,0.7902383180113697,0.7692709474610178,0.6000188698437783,0.84375,0.8333333333333333,0.8358974358974359,0.9254901960784314
arousal,stimulus_only,32,32,1.0398185483870965,1.2891028761453294,0.7650874662357704,0.7299560016483684,0.7489324319303492,0.875,0.8545454545454545,0.8545454545454545,0.9704545454545455
arousal,stimulus_only,33,32,1.466733870967742,1.7088498453534822,0.5550418725169379,0.5846336260080733,0.5055267984077094,0.75,0.75,0.6342857142857142,0.8303571428571429
arousal,stimulus_only,34,32,1.1975806451612905,1.370932162726182,0.8577420069249222,0.8685966040979513,0.7787625418460267,0.84375,0.8236714975845411,0.8128654970760234,0.9106280193236715
arousal,stimulus_only,35,32,1.1804435483870968,1.552764938493383,0.5524171309417635,0.5261720678869681,0.5431462971770319,0.84375,0.8236714975845411,0.8128654970760234,0.8671497584541062
arousal,stimulus_only,36,32,1.3986895161290323,1.6137422213029615,0.8281688496029959,0.8377729054559818,0.7245168899845159,0.84375,0.819838056680162,0.8303287380699894,0.9048582995951417
arousal,stimulus_only,37,32,1.2988911290322582,1.579093729239403,0.503569928255726,0.5396798441611068,0.47245173851424793,0.75,0.7090909090909091,0.7090909090909091,0.8295454545454546
arousal,stimulus_only,38,32,1.1134072580645162,1.3992196939083654,0.7229243531153058,0.719878752428922,0.7054957767595205,0.875,0.85,0.8614718614718615,0.95625
arousal,stimulus_only,39,32,1.719758064516129,2.042019248651355,0.7676405249461905,0.6309757579971604,0.6368732990294124,0.90625,0.9009661835748792,0.887719298245614,0.9299516908212561
arousal,stimulus_only,40,32,2.4994959677419355,2.919191928710636,0.4684225945889068,0.5149480612492227,0.35470059556770084,0.65625,0.6686274509803922,0.6476476476476476,0.6803921568627451
arousal,stimulus_only,41,32,2.0055443548387095,2.4690247430071826,0.4297075601558554,0.44572460955923554,0.16032139639803564,0.6875,0.6875,0.4074074074074074,
arousal,stimulus_only,42,32,2.253024193548387,2.6523340250498326,0.6793976578000543,0.7004036165494839,0.41601257264235547,0.625,0.7272727272727273,0.625,0.8
arousal,stimulus_only,43,32,1.5972782258064515,1.8068903377094594,0.8638948839185943,0.8256486416701168,0.7198429220667221,0.9375,0.9272727272727272,0.9272727272727272,0.9840909090909091
arousal,stimulus_only,44,32,1.9823588709677418,2.461961855606203,0.5186399224228903,0.4016332543886638,0.4401171305273597,0.875,0.8545454545454545,0.8545454545454545,0.8704545454545455
arousal,stimulus_only,45,32,1.142641129032258,1.5219490856302587,0.6039531069248716,0.6180331561745381,0.5879117283252021,0.78125,0.7467532467532467,0.751937984496124,0.7878787878787878
arousal,stimulus_only,46,32,1.4858870967741935,1.9311611674675555,0.40967788010441525,0.47740043487674816,0.4052697355797902,0.625,0.5833333333333334,0.5844155844155844,0.7104166666666667
arousal,stimulus_only,47,32,2.015120967741935,2.441804445284562,0.5370668726263562,0.48073748385981624,0.4498019813307133,0.84375,0.8333333333333333,0.8358974358974359,0.7784313725490196
arousal,stimulus_only,48,32,1.0493951612903225,1.3047018848475163,0.7967730533808148,0.8373097283165034,0.7663000654033917,0.84375,0.8160173160173161,0.82281284606866,0.9329004329004329
arousal,stimulus_only,49,32,2.065524193548387,2.3836409706151227,0.3876173089081509,0.3433325205976194,0.23736424177812304,0.71875,0.8548387096774194,0.5060034305317325,0.8387096774193549
arousal,stimulus_only,50,32,1.2056451612903225,1.3913277090479512,0.8978581496271996,0.8873978486220416,0.7991559451798751,0.9375,0.9166666666666667,0.9307359307359306,0.9916666666666667
arousal,stimulus_only,52,32,1.702116935483871,2.018432152260223,0.48814867280672436,0.5170577002309656,0.45554964967120937,0.6875,0.6666666666666667,0.6666666666666667,0.7341269841269841
arousal,stimulus_only,53,32,0.8991935483870968,1.1178085559441453,0.8850872703819913,0.8781714645299696,0.8344007548493225,0.9375,0.9272727272727272,0.9272727272727272,0.9886363636363636
arousal,stimulus_only,54,32,1.4773185483870968,1.6993827114266937,0.6430736368541089,0.6790974821338142,0.614906902997159,0.71875,0.6774891774891775,0.681063122923588,0.7857142857142857
arousal,stimulus_only,55,32,2.25,2.4616497908979853,0.7950465863012915,0.699520481830936,0.34712249631746184,0.6875,0.6875,0.4074074074074074,
arousal,stimulus_only,56,32,1.2288306451612905,1.4504419560416728,0.8656702754372579,0.8419496149200265,0.7678782819017453,0.875,0.8571428571428572,0.8666666666666667,0.9305555555555556
arousal,stimulus_only,57,32,1.836693548387097,2.166632480586249,0.3731227757768021,0.39690353106472104,0.35969927479984926,0.625,0.5416666666666667,0.536231884057971,0.515625
arousal,stimulus_only,58,32,1.3074596774193548,1.5841130079171235,0.8988644335320037,0.8513851569095515,0.731492646727828,0.9375,0.9583333333333333,0.9227053140096618,0.9895833333333334
arousal,stimulus_only,59,32,1.5524193548387097,2.058506247467732,0.6592880734724359,0.6739317607458565,0.5240910421031152,0.71875,0.763157894736842,0.716256157635468,0.8380566801619433
arousal,stimulus_only,60,32,2.089717741935484,2.415655774314542,0.8284694603679771,0.8607821590605765,0.5948220996377501,0.75,0.7777777777777778,0.746031746031746,0.9325396825396826
arousal,stimulus_only,61,32,1.611391129032258,1.8649160854374134,0.8895476149988314,0.882083862391182,0.7059631820797484,0.9375,0.9583333333333333,0.9227053140096618,0.9973958333333334
arousal,stimulus_only,62,32,1.742439516129032,2.092926447829683,0.7970900544626541,0.7038059936815464,0.6461839486641452,0.96875,0.9545454545454546,0.964562569213732,0.9329004329004329
arousal,stimulus_only,63,32,1.8578629032258065,2.1826475464845023,0.7844496410078389,0.7571117581327045,0.6292722366340426,0.90625,0.8852813852813852,0.893687707641196,0.9134199134199135
arousal,stimulus_only,64,32,1.2545362903225805,1.5094466023232982,0.7671576636270417,0.7722275080855436,0.7188677773762615,0.84375,0.8160173160173161,0.82281284606866,0.8961038961038961
arousal,stimulus_only,65,32,1.908266129032258,2.0286826907965585,0.9102085544158178,0.8628904041766321,0.6868309922540706,0.9375,0.9583333333333333,0.9227053140096618,0.9973958333333334
