target,model,label_policy,binary_n,accuracy,balanced_accuracy,macro_f1,auroc,n_low,n_high
arousal,physio_eeg_bandpower_ridge,midpoint_as_low,2016,0.7956349206349206,0.7694066852642266,0.7711020278582483,0.8271379800946964,1329,687
arousal,physio_eeg_bandpower_ridge,midpoint_as_high,2016,0.7594246031746031,0.7446799197809895,0.7472186580841245,0.8187322929267206,1112,904
arousal,physio_eeg_bandpower_ridge,discard_midpoint,1799,0.81100611450806,0.7873175258919503,0.794135386123205,0.8544932612861675,1112,687
arousal,physio_eeg_cov_riemannian_ridge,midpoint_as_low,2016,0.8030753968253969,0.7757531847500008,0.7785421477221317,0.8245805417826276,1329,687
arousal,physio_eeg_cov_riemannian_ridge,midpoint_as_high,2016,0.7609126984126984,0.7456150124148468,0.7481397771983391,0.8079986232253136,1112,904
arousal,physio_eeg_cov_riemannian_ridge,discard_midpoint,1799,0.8160088938299055,0.7919206119820301,0.7992350643172406,0.8489994030976092,1112,687
arousal,physio_eeg_directed_connectivity_experimental_ridge,midpoint_as_low,2016,0.8010912698412699,0.7749514524825771,0.7769694321192423,0.823018697228876,1329,687
arousal,physio_eeg_directed_connectivity_experimental_ridge,midpoint_as_high,2016,0.7619047619047619,0.7470315782772012,0.7496520357846916,0.8108317549500222,1112,904
arousal,physio_eeg_directed_connectivity_experimental_ridge,discard_midpoint,1799,0.8154530294608116,0.7920272951944122,0.7989792593908944,0.8488685034505147,1112,687
arousal,physio_eeg_entropy_complexity_ridge,midpoint_as_low,2016,0.8030753968253969,0.7746984468080214,0.7780454235485078,0.828340578495832,1329,687
arousal,physio_eeg_entropy_complexity_ridge,midpoint_as_high,2016,0.7648809523809523,0.7493155917743681,0.7519674738673787,0.8234326255809512,1112,904
arousal,physio_eeg_entropy_complexity_ridge,discard_midpoint,1799,0.8182323513062812,0.7928846878828815,0.8009565890859114,0.8570484223974533,1112,687
arousal,physio_emg_bsl_stats_22_ridge,midpoint_as_low,2016,0.8010912698412699,0.771084080028652,0.7751296164066457,0.818718696024087,1329,687
arousal,physio_emg_bsl_stats_22_ridge,midpoint_as_high,2016,0.7609126984126984,0.7448908130133061,0.7472943115005805,0.8124383236773414,1112,904
arousal,physio_emg_bsl_stats_22_ridge,discard_midpoint,1799,0.8148971650917176,0.7885178756558072,0.7968648115275652,0.8457923617437927,1112,687
arousal,physio_emg_existing_22_ridge,midpoint_as_low,2016,0.7991071428571429,0.7671181339352897,0.7720113558717658,0.8171973761887708,1329,687
arousal,physio_emg_existing_22_ridge,midpoint_as_high,2016,0.7579365079365079,0.7413653148277839,0.7435176021932481,0.8108586139937607,1112,904
arousal,physio_emg_existing_22_ridge,discard_midpoint,1799,0.8121178432462479,0.7843225419664268,0.793132283858887,0.8440697223880285,1112,687
arousal,physio_emg_expanded_812_ridge,midpoint_as_low,2016,0.7906746031746031,0.7621286648857696,0.7646837545182272,0.8091395287960982,1329,687
arousal,physio_emg_expanded_812_ridge,midpoint_as_high,2016,0.7495039682539683,0.7341352581651492,0.7361835707105926,0.7943646741898517,1112,904
arousal,physio_emg_expanded_812_ridge,discard_midpoint,1799,0.802668148971651,0.7777913040746443,0.7846780901287627,0.8319026001905899,1112,687
arousal,physio_emg_lagged_interaction_experimental_ridge,midpoint_as_low,2016,0.7991071428571429,0.7671181339352897,0.7720113558717658,0.818235685190844,1329,687
arousal,physio_emg_lagged_interaction_experimental_ridge,midpoint_as_high,2016,0.7579365079365079,0.7413653148277839,0.7435176021932481,0.8127158671293054,1112,904
arousal,physio_emg_lagged_interaction_experimental_ridge,discard_midpoint,1799,0.8121178432462479,0.7843225419664268,0.793132283858887,0.8462609824803913,1112,687
arousal,stimulus_only,midpoint_as_low,2016,0.8010912698412699,0.7686230248306998,0.7739110736354597,0.816073636699185,1329,687
arousal,stimulus_only,midpoint_as_high,2016,0.7599206349206349,0.743163875978863,0.7453650012578512,0.8100016115426243,1112,904
arousal,stimulus_only,discard_midpoint,1799,0.8143413007226237,0.7861211031175059,0.7952756388415673,0.8449886379106322,1112,687
valence,physio_eeg_bandpower_ridge,midpoint_as_low,2016,0.8606150793650794,0.8743596717892923,0.8603668544805302,0.9448630188736268,1161,855
valence,physio_eeg_bandpower_ridge,midpoint_as_high,2016,0.8849206349206349,0.8932294650017184,0.8829127613554434,0.9554164689131467,812,1204
valence,physio_eeg_bandpower_ridge,discard_midpoint,1667,0.9508098380323935,0.9504364359173796,0.9507349358336721,0.9822227983752485,812,855
valence,physio_eeg_cov_riemannian_ridge,midpoint_as_low,2016,0.8556547619047619,0.8689741148737478,0.8553728920318465,0.9421369962373635,1161,855
valence,physio_eeg_cov_riemannian_ridge,midpoint_as_high,2016,0.8799603174603174,0.8884751976171383,0.87792994943773,0.9517709850580168,812,1204
valence,physio_eeg_cov_riemannian_ridge,discard_midpoint,1667,0.9448110377924415,0.9444955780255235,0.9447370393432037,0.9786276034914874,812,855
valence,physio_eeg_directed_connectivity_experimental_ridge,midpoint_as_low,2016,0.8635912698412699,0.8772519153180108,0.8633367573095978,0.9459671285592678,1161,855
valence,physio_eeg_directed_connectivity_experimental_ridge,midpoint_as_high,2016,0.8888888888888888,0.8975541299117883,0.8869800170787354,0.9556629789044728,812,1204
valence,physio_eeg_directed_connectivity_experimental_ridge,discard_midpoint,1667,0.9550089982003599,0.9546848442946447,0.9549466765403805,0.9818987122979863,812,855
valence,physio_eeg_entropy_complexity_ridge,midpoint_as_low,2016,0.8630952380952381,0.8766671199963734,0.8628338829023555,0.9458895588094555,1161,855
valence,physio_eeg_entropy_complexity_ridge,midpoint_as_high,2016,0.8854166666666666,0.8940457097032879,0.8834633965068748,0.9549449290542199,812,1204
valence,physio_eeg_entropy_complexity_ridge,discard_midpoint,1667,0.9526094781043791,0.9522527583326131,0.9525395227680047,0.9821522196295336,812,855
valence,physio_emg_bsl_stats_22_ridge,midpoint_as_low,2016,0.8650793650793651,0.87869803708237,0.8648217976429011,0.9471407487999355,1161,855
valence,physio_emg_bsl_stats_22_ridge,midpoint_as_high,2016,0.8874007936507936,0.8961078015809372,0.8854813463509116,0.9545495924913671,812,1204
valence,physio_emg_bsl_stats_22_ridge,discard_midpoint,1667,0.9550089982003599,0.954653876069484,0.9549425849063335,0.9822055137844612,812,855
valence,physio_emg_existing_22_ridge,midpoint_as_low,2016,0.8660714285714286,0.8795593635250918,0.8658039779535107,0.9466038049473382,1161,855
valence,physio_emg_existing_22_ridge,midpoint_as_high,2016,0.8883928571428571,0.8973393286745333,0.8865198546473447,0.9555913784920544,812,1204
valence,physio_emg_existing_22_ridge,discard_midpoint,1667,0.9562087582483503,0.9558854031630801,0.9561480984993036,0.9822818540604384,812,855
valence,physio_emg_expanded_812_ridge,midpoint_as_low,2016,0.8630952380952381,0.8772836483974795,0.8628793136079742,0.940959850098977,1161,855
valence,physio_emg_expanded_812_ridge,midpoint_as_high,2016,0.8864087301587301,0.8942748310230267,0.8843496635056785,0.9487013730913376,812,1204
valence,physio_emg_expanded_812_ridge,discard_midpoint,1667,0.9532093581283744,0.9527446489787688,0.9531243240437111,0.9748826088209028,812,855
