split,folds,alpha,n_all,n_high,zero_rmse_all,model_rmse_all,lift_vs_zero_all,pearson_all,sign_acc_all,zero_rmse_high,model_rmse_high,lift_vs_zero_high,pearson_high,sign_acc_high
random_trial_kfold_subjects_overlap,5,100.0,2016,508,1.9442049821165959,1.8528002671329027,0.09140471498369318,0.31787705534298727,0.6011904761904762,3.24013921212341,2.9060517852527568,0.3340874268706533,0.49844014003358694,0.7086614173228346
within_subject_trial_kfold_subjects_overlap,5,100.0,2016,508,1.9442049821165959,1.8552230998368562,0.08898188227973969,0.3139342359808231,0.6041666666666666,3.24013921212341,2.9113086241178903,0.3288305880055198,0.4955797653485486,0.7165354330708661
loso_leave_one_subject_out,63,100.0,2016,508,1.9442049821165959,2.0921499199097537,-0.14794493779315787,0.07501795060779307,0.5138888888888888,3.24013921212341,3.203461680067687,0.036677532055723105,0.16671402169245753,0.5748031496062992
leave_one_stimulus_out,32,100.0,2016,508,1.9442049821165959,1.840627275465206,0.10357770665138988,0.3314967488548209,0.6021825396825397,3.24013921212341,2.888017324828847,0.35212188729456306,0.515764905005815,0.7283464566929134
