target,k_calibration,model,subject_id,ref_rmse,model_rmse,rmse_improvement,rmse_worse_than_stimulus,ref_residual_rmse,model_residual_rmse,residual_rmse_improvement,residual_worse_than_stimulus,is_best_candidate
valence,16,stimulus_plus_fewshot_bias_shrink4,20,1.0229465993184748,0.9454459284946316,0.07750067082384315,False,1.0229465993184748,0.9454459284946316,0.07750067082384315,False,True
valence,16,stimulus_plus_fewshot_bias_shrink4,31,1.64151041775948,1.562339038535473,0.07917137922400697,False,1.64151041775948,1.562339038535473,0.07917137922400697,False,True
valence,16,stimulus_plus_fewshot_bias_shrink4,13,1.0503664627335452,0.9591888597823106,0.09117760295123456,False,1.0503664627335452,0.9591888597823106,0.09117760295123456,False,True
valence,16,stimulus_plus_fewshot_bias_shrink4,64,1.2210553618366922,1.1275657129896162,0.093489648847076,False,1.2210553618366922,1.1275657129896162,0.093489648847076,False,True
valence,16,stimulus_plus_fewshot_bias_shrink4,62,1.2933652382208536,1.1978961624117992,0.0954690758090544,False,1.2933652382208536,1.1978961624117992,0.0954690758090544,False,True
valence,16,stimulus_plus_fewshot_bias_shrink4,44,1.551526240789527,1.4150297440827586,0.13649649670676833,False,1.551526240789527,1.4150297440827586,0.13649649670676833,False,True
valence,16,stimulus_plus_fewshot_bias_shrink4,53,1.117921278029436,0.9347268192990728,0.18319445873036333,False,1.117921278029436,0.9347268192990728,0.18319445873036333,False,True
valence,16,stimulus_plus_fewshot_bias_shrink4,57,1.306171564966866,1.1153235114462097,0.19084805352065626,False,1.306171564966866,1.1153235114462097,0.19084805352065626,False,True
valence,16,stimulus_plus_fewshot_bias_shrink4,34,1.3695290126321555,1.1254677487542466,0.24406126387790894,False,1.3695290126321555,1.1254677487542466,0.24406126387790894,False,True
valence,16,stimulus_plus_fewshot_bias_shrink4,61,1.796584786883719,1.4641180937355245,0.33246669314819455,False,1.796584786883719,1.4641180937355245,0.33246669314819455,False,True
arousal,1,stimulus_plus_fewshot_bias,25,2.1900265994374357,3.1703139625798245,-0.9802873631423887,True,2.1900265994374357,3.170313962579825,-0.9802873631423892,True,False
arousal,1,stimulus_plus_fewshot_bias,44,2.461961855606203,3.4321640538164484,-0.9702021982102456,True,2.461961855606203,3.4321640538164484,-0.9702021982102456,True,False
arousal,1,stimulus_plus_fewshot_bias,40,2.919191928710636,3.8639614773110416,-0.9447695486004055,True,2.919191928710636,3.8639614773110416,-0.9447695486004055,True,False
arousal,1,stimulus_plus_fewshot_bias,47,2.441804445284562,3.3791541083531142,-0.9373496630685523,True,2.441804445284562,3.3791541083531142,-0.9373496630685523,True,False
arousal,1,stimulus_plus_fewshot_bias,57,2.166632480586249,3.090504704410748,-0.9238722238244992,True,2.166632480586249,3.090504704410748,-0.9238722238244992,True,False
arousal,1,stimulus_plus_fewshot_bias,63,2.1826475464845023,3.104785477333307,-0.9221379308488045,True,2.1826475464845023,3.104785477333307,-0.9221379308488045,True,False
arousal,1,stimulus_plus_fewshot_bias,62,2.092926447829683,2.99722707603977,-0.9043006282100872,True,2.092926447829683,2.99722707603977,-0.9043006282100872,True,False
arousal,1,stimulus_plus_fewshot_bias,18,2.2144458644257767,3.108284032452188,-0.8938381680264111,True,2.2144458644257767,3.108284032452188,-0.8938381680264111,True,False
arousal,1,stimulus_plus_fewshot_bias,22,2.2019212090640568,3.088126991223047,-0.8862057821589904,True,2.2019212090640568,3.088126991223047,-0.8862057821589904,True,False
arousal,1,stimulus_plus_fewshot_bias,43,1.8068903377094596,2.674841668785851,-0.8679513310763913,True,1.8068903377094596,2.674841668785851,-0.8679513310763913,True,False
arousal,1,stimulus_plus_fewshot_bias,31,2.3482477221801465,3.194868918374006,-0.8466211961938597,True,2.3482477221801465,3.194868918374006,-0.8466211961938597,True,False
arousal,1,stimulus_plus_fewshot_bias,1,1.8757326005488375,2.7105588911142755,-0.834826290565438,True,1.8757326005488375,2.7105588911142755,-0.834826290565438,True,False
arousal,1,stimulus_plus_fewshot_bias,46,1.9311611674675555,2.7597780244161334,-0.8286168569485779,True,1.9311611674675555,2.7597780244161334,-0.8286168569485779,True,False
arousal,1,stimulus_plus_fewshot_bias,52,2.018432152260223,2.845684910677152,-0.8272527584169289,True,2.018432152260223,2.845684910677152,-0.8272527584169289,True,False
arousal,1,stimulus_plus_fewshot_bias,11,2.026535642212376,2.7880874400373368,-0.7615517978249606,True,2.026535642212376,2.7880874400373368,-0.7615517978249606,True,False
arousal,1,stimulus_plus_fewshot_bias,39,2.042019248651355,2.7975750395374277,-0.7555557908860728,True,2.042019248651355,2.7975750395374277,-0.7555557908860728,True,False
arousal,1,stimulus_plus_fewshot_bias,10,1.7173703785641623,2.467480092615119,-0.7501097140509565,True,1.7173703785641623,2.467480092615119,-0.7501097140509565,True,False
arousal,1,stimulus_plus_fewshot_bias,54,1.6993827114266935,2.4423828968921693,-0.7430001854654757,True,1.6993827114266935,2.4423828968921693,-0.7430001854654757,True,False
arousal,1,stimulus_plus_fewshot_bias,15,1.6951581251313257,2.423684471358232,-0.7285263462269065,True,1.6951581251313257,2.423684471358232,-0.7285263462269065,True,False
arousal,1,stimulus_plus_fewshot_bias,64,1.5094466023232982,2.209695838351877,-0.700249236028579,True,1.5094466023232982,2.209695838351877,-0.700249236028579,True,False
arousal,1,stimulus_plus_fewshot_bias,21,1.6322030782527182,2.3316945993437423,-0.6994915210910242,True,1.6322030782527182,2.3316945993437423,-0.6994915210910242,True,False
arousal,1,stimulus_plus_fewshot_bias,45,1.5219490856302589,2.180729957128244,-0.6587808714979853,True,1.5219490856302589,2.180729957128244,-0.6587808714979853,True,False
arousal,1,stimulus_plus_fewshot_bias,16,1.3937183709424947,2.0471478549194515,-0.6534294839769568,True,1.3937183709424947,2.047147854919452,-0.6534294839769572,True,False
arousal,1,stimulus_plus_fewshot_bias,38,1.3992196939083654,2.0506739346658738,-0.6514542407575084,True,1.3992196939083654,2.0506739346658738,-0.6514542407575084,True,False
arousal,1,stimulus_plus_fewshot_bias,24,1.48257196823593,2.1313118845993406,-0.6487399163634107,True,1.48257196823593,2.1313118845993406,-0.6487399163634107,True,False
arousal,1,stimulus_plus_fewshot_bias,32,1.2891028761453294,1.9208862890543927,-0.6317834129090634,True,1.2891028761453294,1.9208862890543927,-0.6317834129090634,True,False
arousal,1,stimulus_plus_fewshot_bias,37,1.579093729239403,2.180165474551208,-0.6010717453118049,True,1.579093729239403,2.180165474551208,-0.6010717453118049,True,False
arousal,2,stimulus_plus_fewshot_bias,63,2.1826475464845023,2.7699955891028014,-0.5873480426182991,True,2.1826475464845023,2.769995589102802,-0.5873480426182995,True,False
arousal,1,stimulus_plus_fewshot_bias,50,1.3913277090479512,1.9682515417966189,-0.5769238327486677,True,1.3913277090479512,1.9682515417966189,-0.5769238327486677,True,False
arousal,1,stimulus_plus_fewshot_bias,60,2.415655774314542,2.983942598347128,-0.5682868240325862,True,2.415655774314542,2.983942598347128,-0.5682868240325862,True,False
