epoch,train_loss,val_rmse_scaled,augmentation_config,stage,test_subject,target,y_outer_mean,y_outer_std,oracle_test_checkpoint_selection,early_stop,arch_config,arch_description
5,0.40081435490039086,1.395009160110765,gaussian_0p10,oracle_test_checkpoint_selection,2,arousal,-7.162729191130042e-18,1.9288502402018097,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
6,0.38466201362109953,1.2911361576797842,gaussian_0p10,oracle_test_checkpoint_selection,2,arousal,-7.162729191130042e-18,1.9288502402018097,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
7,0.35833818898085623,1.3251979380929737,gaussian_0p10,oracle_test_checkpoint_selection,2,arousal,-7.162729191130042e-18,1.9288502402018097,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
8,0.3340646655809495,1.4713919272937765,gaussian_0p10,oracle_test_checkpoint_selection,2,arousal,-7.162729191130042e-18,1.9288502402018097,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
9,0.2963236591988994,1.7137828871522323,gaussian_0p10,oracle_test_checkpoint_selection,2,arousal,-7.162729191130042e-18,1.9288502402018097,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
10,0.26961139901991815,1.6812647486782255,gaussian_0p10,oracle_test_checkpoint_selection,2,arousal,-7.162729191130042e-18,1.9288502402018097,True,True,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
1,0.4452618105757621,0.953154031379924,gaussian_0p10,oracle_test_checkpoint_selection,3,arousal,2.865091676452017e-17,1.9459122563827091,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
2,0.4365603034534762,0.9375480708034168,gaussian_0p10,oracle_test_checkpoint_selection,3,arousal,2.865091676452017e-17,1.9459122563827091,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
3,0.42829658259307185,0.8086851476920243,gaussian_0p10,oracle_test_checkpoint_selection,3,arousal,2.865091676452017e-17,1.9459122563827091,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
4,0.41537374570485086,0.8279023198361111,gaussian_0p10,oracle_test_checkpoint_selection,3,arousal,2.865091676452017e-17,1.9459122563827091,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
5,0.39894513473395377,0.7084641187680899,gaussian_0p10,oracle_test_checkpoint_selection,3,arousal,2.865091676452017e-17,1.9459122563827091,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
6,0.37222593061385617,0.6993419724560088,gaussian_0p10,oracle_test_checkpoint_selection,3,arousal,2.865091676452017e-17,1.9459122563827091,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
7,0.36304388796129533,0.7144705825938807,gaussian_0p10,oracle_test_checkpoint_selection,3,arousal,2.865091676452017e-17,1.9459122563827091,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
8,0.3188586646030026,0.7319322064984611,gaussian_0p10,oracle_test_checkpoint_selection,3,arousal,2.865091676452017e-17,1.9459122563827091,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
9,0.29951772237977675,0.7730642742161832,gaussian_0p10,oracle_test_checkpoint_selection,3,arousal,2.865091676452017e-17,1.9459122563827091,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
10,0.27213330566883087,0.8000142748031168,gaussian_0p10,oracle_test_checkpoint_selection,3,arousal,2.865091676452017e-17,1.9459122563827091,True,True,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
1,0.44136990462580034,0.9553982606763034,gaussian_0p10,oracle_test_checkpoint_selection,1,arousal,7.162729191130042e-18,1.9455604821992014,True,,A7_no_channel_mha,Disable channel self-attention mixer. Tests whether MHA is noisy/overfitting.
2,0.43212222331954586,0.9631454126079287,gaussian_0p10,oracle_test_checkpoint_selection,1,arousal,7.162729191130042e-18,1.9455604821992014,True,,A7_no_channel_mha,Disable channel self-attention mixer. Tests whether MHA is noisy/overfitting.
3,0.4250520669644879,0.9502025524909894,gaussian_0p10,oracle_test_checkpoint_selection,1,arousal,7.162729191130042e-18,1.9455604821992014,True,,A7_no_channel_mha,Disable channel self-attention mixer. Tests whether MHA is noisy/overfitting.
4,0.4132028041828063,0.9651280548863765,gaussian_0p10,oracle_test_checkpoint_selection,1,arousal,7.162729191130042e-18,1.9455604821992014,True,,A7_no_channel_mha,Disable channel self-attention mixer. Tests whether MHA is noisy/overfitting.
5,0.39012079950301876,0.9798476041595574,gaussian_0p10,oracle_test_checkpoint_selection,1,arousal,7.162729191130042e-18,1.9455604821992014,True,,A7_no_channel_mha,Disable channel self-attention mixer. Tests whether MHA is noisy/overfitting.
6,0.36734285974694836,0.9867293505682334,gaussian_0p10,oracle_test_checkpoint_selection,1,arousal,7.162729191130042e-18,1.9455604821992014,True,,A7_no_channel_mha,Disable channel self-attention mixer. Tests whether MHA is noisy/overfitting.
7,0.34631550408178763,1.0073176831273456,gaussian_0p10,oracle_test_checkpoint_selection,1,arousal,7.162729191130042e-18,1.9455604821992014,True,True,A7_no_channel_mha,Disable channel self-attention mixer. Tests whether MHA is noisy/overfitting.
1,0.4455315927343984,1.484759824410655,gaussian_0p10,oracle_test_checkpoint_selection,2,arousal,-7.162729191130042e-18,1.9288502402018097,True,,A7_no_channel_mha,Disable channel self-attention mixer. Tests whether MHA is noisy/overfitting.
2,0.43473538732336414,1.336680371468825,gaussian_0p10,oracle_test_checkpoint_selection,2,arousal,-7.162729191130042e-18,1.9288502402018097,True,,A7_no_channel_mha,Disable channel self-attention mixer. Tests whether MHA is noisy/overfitting.
3,0.4295721094935171,1.334731072417807,gaussian_0p10,oracle_test_checkpoint_selection,2,arousal,-7.162729191130042e-18,1.9288502402018097,True,,A7_no_channel_mha,Disable channel self-attention mixer. Tests whether MHA is noisy/overfitting.
4,0.41486630372462735,1.3335507726784988,gaussian_0p10,oracle_test_checkpoint_selection,2,arousal,-7.162729191130042e-18,1.9288502402018097,True,,A7_no_channel_mha,Disable channel self-attention mixer. Tests whether MHA is noisy/overfitting.
5,0.4032096632065312,1.2491490658251985,gaussian_0p10,oracle_test_checkpoint_selection,2,arousal,-7.162729191130042e-18,1.9288502402018097,True,,A7_no_channel_mha,Disable channel self-attention mixer. Tests whether MHA is noisy/overfitting.
6,0.38289208782296025,1.4336167148311252,gaussian_0p10,oracle_test_checkpoint_selection,2,arousal,-7.162729191130042e-18,1.9288502402018097,True,,A7_no_channel_mha,Disable channel self-attention mixer. Tests whether MHA is noisy/overfitting.
7,0.357848190251858,1.3097111076603711,gaussian_0p10,oracle_test_checkpoint_selection,2,arousal,-7.162729191130042e-18,1.9288502402018097,True,,A7_no_channel_mha,Disable channel self-attention mixer. Tests whether MHA is noisy/overfitting.
8,0.33212115783845225,1.2823628696714349,gaussian_0p10,oracle_test_checkpoint_selection,2,arousal,-7.162729191130042e-18,1.9288502402018097,True,,A7_no_channel_mha,Disable channel self-attention mixer. Tests whether MHA is noisy/overfitting.
9,0.3043225982016133,1.3770372456235311,gaussian_0p10,oracle_test_checkpoint_selection,2,arousal,-7.162729191130042e-18,1.9288502402018097,True,True,A7_no_channel_mha,Disable channel self-attention mixer. Tests whether MHA is noisy/overfitting.
1,0.4365008473396301,0.9228760573014375,gaussian_0p10,oracle_test_checkpoint_selection,3,arousal,2.865091676452017e-17,1.9459122563827091,True,,A7_no_channel_mha,Disable channel self-attention mixer. Tests whether MHA is noisy/overfitting.
2,0.4321194964070474,0.8998035277028199,gaussian_0p10,oracle_test_checkpoint_selection,3,arousal,2.865091676452017e-17,1.9459122563827091,True,,A7_no_channel_mha,Disable channel self-attention mixer. Tests whether MHA is noisy/overfitting.
3,0.41697059908220846,0.8415081799756226,gaussian_0p10,oracle_test_checkpoint_selection,3,arousal,2.865091676452017e-17,1.9459122563827091,True,,A7_no_channel_mha,Disable channel self-attention mixer. Tests whether MHA is noisy/overfitting.
4,0.4059013760378284,0.879491733548974,gaussian_0p10,oracle_test_checkpoint_selection,3,arousal,2.865091676452017e-17,1.9459122563827091,True,,A7_no_channel_mha,Disable channel self-attention mixer. Tests whether MHA is noisy/overfitting.
5,0.38435254197928215,0.7622476184494374,gaussian_0p10,oracle_test_checkpoint_selection,3,arousal,2.865091676452017e-17,1.9459122563827091,True,,A7_no_channel_mha,Disable channel self-attention mixer. Tests whether MHA is noisy/overfitting.
6,0.3507766971184361,0.7410863275716777,gaussian_0p10,oracle_test_checkpoint_selection,3,arousal,2.865091676452017e-17,1.9459122563827091,True,,A7_no_channel_mha,Disable channel self-attention mixer. Tests whether MHA is noisy/overfitting.
7,0.3323117475355825,0.7811552330728692,gaussian_0p10,oracle_test_checkpoint_selection,3,arousal,2.865091676452017e-17,1.9459122563827091,True,,A7_no_channel_mha,Disable channel self-attention mixer. Tests whether MHA is noisy/overfitting.
8,0.30379536603727647,0.8074127566136854,gaussian_0p10,oracle_test_checkpoint_selection,3,arousal,2.865091676452017e-17,1.9459122563827091,True,,A7_no_channel_mha,Disable channel self-attention mixer. Tests whether MHA is noisy/overfitting.
9,0.27644715169745104,0.7989628103859555,gaussian_0p10,oracle_test_checkpoint_selection,3,arousal,2.865091676452017e-17,1.9459122563827091,True,,A7_no_channel_mha,Disable channel self-attention mixer. Tests whether MHA is noisy/overfitting.
10,0.2419891498021541,0.7141959560574533,gaussian_0p10,oracle_test_checkpoint_selection,3,arousal,2.865091676452017e-17,1.9459122563827091,True,,A7_no_channel_mha,Disable channel self-attention mixer. Tests whether MHA is noisy/overfitting.
11,0.21010707198612152,0.7850774503498502,gaussian_0p10,oracle_test_checkpoint_selection,3,arousal,2.865091676452017e-17,1.9459122563827091,True,,A7_no_channel_mha,Disable channel self-attention mixer. Tests whether MHA is noisy/overfitting.
12,0.19624371550256206,0.7379239168673444,gaussian_0p10,oracle_test_checkpoint_selection,3,arousal,2.865091676452017e-17,1.9459122563827091,True,,A7_no_channel_mha,Disable channel self-attention mixer. Tests whether MHA is noisy/overfitting.
1,0.44194002064966387,0.9587896694498586,gaussian_0p10,oracle_test_checkpoint_selection,1,arousal,7.162729191130042e-18,1.9455604821992014,True,,A5_stem_attn,Use learned attention over temporal branches.
2,0.43640550586485094,0.9596742806630151,gaussian_0p10,oracle_test_checkpoint_selection,1,arousal,7.162729191130042e-18,1.9455604821992014,True,,A5_stem_attn,Use learned attention over temporal branches.
3,0.4308964783145535,0.9396971456042917,gaussian_0p10,oracle_test_checkpoint_selection,1,arousal,7.162729191130042e-18,1.9455604821992014,True,,A5_stem_attn,Use learned attention over temporal branches.
4,0.4288012159447516,0.9359530160028432,gaussian_0p10,oracle_test_checkpoint_selection,1,arousal,7.162729191130042e-18,1.9455604821992014,True,,A5_stem_attn,Use learned attention over temporal branches.
5,0.4233220786817612,0.9239828025849337,gaussian_0p10,oracle_test_checkpoint_selection,1,arousal,7.162729191130042e-18,1.9455604821992014,True,,A5_stem_attn,Use learned attention over temporal branches.
6,0.41680242649970517,0.9261406110785362,gaussian_0p10,oracle_test_checkpoint_selection,1,arousal,7.162729191130042e-18,1.9455604821992014,True,,A5_stem_attn,Use learned attention over temporal branches.
7,0.4062019502443652,0.9289977973768159,gaussian_0p10,oracle_test_checkpoint_selection,1,arousal,7.162729191130042e-18,1.9455604821992014,True,,A5_stem_attn,Use learned attention over temporal branches.
8,0.39747030840766046,0.9325772650227152,gaussian_0p10,oracle_test_checkpoint_selection,1,arousal,7.162729191130042e-18,1.9455604821992014,True,,A5_stem_attn,Use learned attention over temporal branches.
9,0.3918900364829648,0.9378010616820802,gaussian_0p10,oracle_test_checkpoint_selection,1,arousal,7.162729191130042e-18,1.9455604821992014,True,True,A5_stem_attn,Use learned attention over temporal branches.
1,0.43855456094588,1.403497431100556,gaussian_0p10,oracle_test_checkpoint_selection,2,arousal,-7.162729191130042e-18,1.9288502402018097,True,,A5_stem_attn,Use learned attention over temporal branches.
2,0.4336957984393643,1.4427584868276673,gaussian_0p10,oracle_test_checkpoint_selection,2,arousal,-7.162729191130042e-18,1.9288502402018097,True,,A5_stem_attn,Use learned attention over temporal branches.
3,0.4309625784235616,1.429511224721765,gaussian_0p10,oracle_test_checkpoint_selection,2,arousal,-7.162729191130042e-18,1.9288502402018097,True,,A5_stem_attn,Use learned attention over temporal branches.
4,0.42844960237703017,1.4102599935521107,gaussian_0p10,oracle_test_checkpoint_selection,2,arousal,-7.162729191130042e-18,1.9288502402018097,True,,A5_stem_attn,Use learned attention over temporal branches.
5,0.419671245640324,1.5030087831931396,gaussian_0p10,oracle_test_checkpoint_selection,2,arousal,-7.162729191130042e-18,1.9288502402018097,True,True,A5_stem_attn,Use learned attention over temporal branches.
1,0.4481152675805553,0.8449400178414495,gaussian_0p10,oracle_test_checkpoint_selection,3,arousal,2.865091676452017e-17,1.9459122563827091,True,,A5_stem_attn,Use learned attention over temporal branches.
2,0.4436431474262668,0.9374863011814726,gaussian_0p10,oracle_test_checkpoint_selection,3,arousal,2.865091676452017e-17,1.9459122563827091,True,,A5_stem_attn,Use learned attention over temporal branches.
3,0.433340601382717,0.9679856130171067,gaussian_0p10,oracle_test_checkpoint_selection,3,arousal,2.865091676452017e-17,1.9459122563827091,True,,A5_stem_attn,Use learned attention over temporal branches.
4,0.4291147202734024,0.9952667518411528,gaussian_0p10,oracle_test_checkpoint_selection,3,arousal,2.865091676452017e-17,1.9459122563827091,True,,A5_stem_attn,Use learned attention over temporal branches.
5,0.42656082948369367,0.9563312657695325,gaussian_0p10,oracle_test_checkpoint_selection,3,arousal,2.865091676452017e-17,1.9459122563827091,True,True,A5_stem_attn,Use learned attention over temporal branches.
