target,decision,best_candidate_model,best_k_calibration,locked_reference_model,best_rmse,locked_reference_rmse,best_lift_vs_locked_reference_rmse,best_lift_vs_stimulus_rmse,mean_subject_improvement_locked_minus_model,ci95_low_mean_subject_improvement,ci95_high_mean_subject_improvement,signflip_p_one_sided_mean_gt_zero,wins,losses,win_margin,confirmatory_pass,reason
arousal,WEAK_GO_MODEL_FAMILY_NEEDS_CAUTION,bias_shrink1,2,bias_shrink4,1.9339343424264244,2.0619662780881725,0.1280319356617481,0.4739608346262374,0.13618157495183186,-0.017131199377356077,0.2954177904044262,0.08894555272236389,5,3,2,False,bootstrap CI lower bound is not > 0; sign-flip p is not < 0.05; win margin < 3
valence,WEAK_GO_MODEL_FAMILY_NEEDS_CAUTION,kernel_residual_shrink4,8,bias_shrink4,1.277144999137487,1.3023793881117096,0.0252343889742225,0.0172227877326416,0.03712087757975831,-0.01122229215333981,0.10251209943789381,0.25238738063096844,2,6,-4,False,bootstrap CI lower bound is not > 0; sign-flip p is not < 0.05; win margin < 3
