split,folds,n_high,subjects_high,zero_rmse_high,model_rmse_high,lift_vs_zero_high,pearson_high,sign_acc_high,mean_subject_improvement_zero_minus_model,ci95_low_mean_subject_improvement,ci95_high_mean_subject_improvement,signflip_p_one_sided_mean_gt_zero,wins_vs_zero,losses_vs_zero,ties_vs_zero,win_margin_vs_zero,missing_stimulus_prior_rate
leave_one_stimulus_out,23,1103,63,3.267873075199919,3.2799118988453877,-0.01203882364546871,0.0021863152125869254,0.47506799637352676,-0.011973103382780714,-0.03422973036275174,0.012683929861488388,0.8444077796110194,29,34,0,-5,1.0
loso_leave_one_subject_out,63,676,63,3.330859919720428,3.3335827418624637,-0.0027228221420356746,0.027382237203003333,0.514792899408284,0.006534068652863289,-0.03532859415003883,0.051507108035084334,0.38013099345032747,32,31,0,1,0.0
random_trial_kfold_subjects_overlap,5,708,63,3.297686517467444,3.278700913049541,0.01898560441790309,0.1262448353046903,0.5649717514124294,0.03085298243146891,-0.0013628362314407267,0.06575951508024434,0.04354782260886956,36,27,0,9,0.0
within_subject_trial_kfold_subjects_overlap,5,691,63,3.326980936312224,3.307951499089224,0.019029437223000212,0.11456814800366187,0.5369030390738061,0.02478528592542058,-0.017555535345559148,0.07072348499777757,0.14199290035498224,37,26,0,11,0.0
