target,block,k_calibration,model,label_policy,binary_n,accuracy,balanced_accuracy,macro_f1,auroc,n_low,n_high,true_high_rate,pred_high_rate,lift_vs_fewshot_accuracy,lift_vs_fewshot_balanced_accuracy,lift_vs_fewshot_macro_f1,lift_vs_fewshot_auroc,fewshot_reference_model
arousal,eeg_entropy_complexity,4,stimulus_plus_fewshot_bias_shrink4_plus_physio,discard_midpoint,2013,0.7158469945355191,0.716119379792454,0.7146384839881359,0.7967969623138053,1102,911,0.4525583705911575,0.4823646299056135,0.004967709885742688,0.00472745890616999,0.004878352548964182,0.014531009381206883,stimulus_plus_fewshot_bias_shrink4
arousal,eeg_entropy_complexity,4,stimulus_plus_physio,midpoint_as_low,2240,0.6254464285714286,0.6203053722622673,0.6175933588344346,0.6366638336393499,1329,911,0.40669642857142857,0.45,-0.057589285714285676,-0.06803932208877528,-0.062240695999620343,-0.12021327822558325,stimulus_plus_fewshot_bias_shrink4
arousal,eeg_entropy_complexity,4,stimulus_plus_physio,midpoint_as_high,2240,0.6473214285714286,0.6481632692117543,0.6466992655273835,0.6636782778715166,1102,1138,0.5080357142857143,0.45,-0.04598214285714286,-0.0451543606607574,-0.04657196782769546,-0.09671303812528109,stimulus_plus_fewshot_bias_shrink4
arousal,eeg_entropy_complexity,4,stimulus_plus_physio,discard_midpoint,2013,0.6517635370094387,0.6466498393301472,0.6470757275822872,0.6697352981606141,1102,911,0.4525583705911575,0.43219076005961254,-0.05911574764033778,-0.06474208155613681,-0.06268440385688456,-0.11253065477198432,stimulus_plus_fewshot_bias_shrink4
arousal,eeg_entropy_complexity,16,stimulus_only,midpoint_as_low,1280,0.5984375,0.5928028834489332,0.5917354223135655,0.6158719756677731,739,541,0.42265625,0.44921875,-0.11328125,-0.12361086445939073,-0.11810447728042417,-0.1830557355070923,stimulus_plus_fewshot_bias_shrink4
arousal,eeg_entropy_complexity,16,stimulus_only,midpoint_as_high,1280,0.596875,0.5959138732566674,0.5959269673232364,0.6454404208465867,610,670,0.5234375,0.525,-0.12968749999999996,-0.13100073403474433,-0.13044246814270521,-0.15675311964766336,stimulus_plus_fewshot_bias_shrink4
arousal,eeg_entropy_complexity,16,stimulus_only,discard_midpoint,1151,0.6229365768896612,0.6191721462985971,0.6191345373809829,0.6472622041756311,610,541,0.47002606429192006,0.4300608166811468,-0.12250217202432667,-0.12634162601133292,-0.1258229269179929,-0.1791748734886821,stimulus_plus_fewshot_bias_shrink4
arousal,eeg_entropy_complexity,16,stimulus_plus_fewshot_bias,midpoint_as_low,1280,0.73125,0.7405096060770537,0.7304438322620141,0.8186238584888906,739,541,0.42265625,0.52265625,0.01953125,0.024095858168729833,0.020603932668024516,0.019696147314025247,stimulus_plus_fewshot_bias_shrink4
arousal,eeg_entropy_complexity,16,stimulus_plus_fewshot_bias,midpoint_as_high,1280,0.74140625,0.7407266943968681,0.7407782892027868,0.813757034499633,610,670,0.5234375,0.52578125,0.014843750000000044,0.013812087105456339,0.014408853736845195,0.011563494005382924,stimulus_plus_fewshot_bias_shrink4
arousal,eeg_entropy_complexity,16,stimulus_plus_fewshot_bias,discard_midpoint,1151,0.7628149435273676,0.7649389412442047,0.7627891597598473,0.8435668616102542,610,541,0.47002606429192006,0.5195482189400521,0.017376194613379692,0.019425168934274706,0.01783169546087149,0.017129783945941,stimulus_plus_fewshot_bias_shrink4
arousal,eeg_entropy_complexity,16,stimulus_plus_fewshot_bias_plus_physio,midpoint_as_low,1280,0.72890625,0.7387274605489258,0.728205363562654,0.8290666059694997,739,541,0.42265625,0.5265625,0.017187500000000022,0.02231371264060189,0.01836546396866434,0.030138894794634274,stimulus_plus_fewshot_bias_shrink4
arousal,eeg_entropy_complexity,16,stimulus_plus_fewshot_bias_plus_physio,midpoint_as_high,1280,0.7484375,0.7477367262050404,0.7478070175438596,0.8262808906288232,610,670,0.5234375,0.5265625,0.021874999999999978,0.020822118913628618,0.021437582077918016,0.024087350134573082,stimulus_plus_fewshot_bias_shrink4
arousal,eeg_entropy_complexity,16,stimulus_plus_fewshot_bias_plus_physio,discard_midpoint,1151,0.7654213727193745,0.7675024999242448,0.7653914445672458,0.8554831671767522,610,541,0.47002606429192006,0.5186794092093832,0.019982623805386623,0.021988727614314807,0.020433980268270036,0.029046089512439033,stimulus_plus_fewshot_bias_shrink4
arousal,eeg_entropy_complexity,16,stimulus_plus_fewshot_bias_shrink4,midpoint_as_low,1280,0.71171875,0.7164137479083239,0.7098398995939896,0.7989277111748654,739,541,0.42265625,0.496875,0.0,0.0,0.0,0.0,stimulus_plus_fewshot_bias_shrink4
arousal,eeg_entropy_complexity,16,stimulus_plus_fewshot_bias_shrink4,midpoint_as_high,1280,0.7265625,0.7269146072914118,0.7263694354659416,0.8021935404942501,610,670,0.5234375,0.503125,0.0,0.0,0.0,0.0,stimulus_plus_fewshot_bias_shrink4
arousal,eeg_entropy_complexity,16,stimulus_plus_fewshot_bias_shrink4,discard_midpoint,1151,0.7454387489139879,0.74551377230993,0.7449574642989758,0.8264370776643132,610,541,0.47002606429192006,0.48653344917463076,0.0,0.0,0.0,0.0,stimulus_plus_fewshot_bias_shrink4
arousal,eeg_entropy_complexity,16,stimulus_plus_fewshot_bias_shrink4_plus_physio,midpoint_as_low,1280,0.73125,0.7372904884704563,0.7297297297297297,0.8102646579906403,739,541,0.42265625,0.50234375,0.01953125,0.0208767405621324,0.019889830135740083,0.011336946815774906,stimulus_plus_fewshot_bias_shrink4
arousal,eeg_entropy_complexity,16,stimulus_plus_fewshot_bias_shrink4_plus_physio,midpoint_as_high,1280,0.75546875,0.7559212136041107,0.7553061086134523,0.8161634450697333,610,670,0.5234375,0.50234375,0.028906250000000022,0.029006606312698913,0.028936673147510694,0.013969904575483194,stimulus_plus_fewshot_bias_shrink4
arousal,eeg_entropy_complexity,16,stimulus_plus_fewshot_bias_shrink4_plus_physio,discard_midpoint,1151,0.7706342311033884,0.7709569406987666,0.7702511432096973,0.8401987818550953,610,541,0.47002606429192006,0.4891398783666377,0.025195482189400487,0.025443168388836646,0.02529367891072154,0.013761704190782154,stimulus_plus_fewshot_bias_shrink4
arousal,eeg_entropy_complexity,16,stimulus_plus_physio,midpoint_as_low,1280,0.6171875,0.6144887806122576,0.6122804241177402,0.6310746149940345,739,541,0.42265625,0.46484375,-0.09453124999999996,-0.10192496729606626,-0.09755947547624944,-0.16785309618083089,stimulus_plus_fewshot_bias_shrink4
arousal,eeg_entropy_complexity,16,stimulus_plus_physio,midpoint_as_high,1280,0.64140625,0.6433692194763886,0.641356997878737,0.661172008808417,610,670,0.5234375,0.46484375,-0.08515625000000004,-0.08354538781502319,-0.08501243758720456,-0.1410215316858331,stimulus_plus_fewshot_bias_shrink4
arousal,eeg_entropy_complexity,16,stimulus_plus_physio,discard_midpoint,1151,0.6437880104257168,0.6411442077512803,0.6413447273700082,0.6652343868367625,610,541,0.47002606429192006,0.4474370112945265,-0.10165073848827111,-0.10436956455864965,-0.10361273692896755,-0.16120269082755068,stimulus_plus_fewshot_bias_shrink4
arousal,emg_existing_22,0,stimulus_only,midpoint_as_low,128,0.6015625,0.5935849056603774,0.5925856581164576,0.6144654088050314,75,53,0.4140625,0.4375,0.0,0.0,0.0,0.0,stimulus_plus_fewshot_bias_shrink4
arousal,emg_existing_22,0,stimulus_only,midpoint_as_high,128,0.6015625,0.6014173998044966,0.6013435114503817,0.6423509286412512,62,66,0.515625,0.5078125,0.0,0.0,0.0,0.0,stimulus_plus_fewshot_bias_shrink4
arousal,emg_existing_22,0,stimulus_only,discard_midpoint,115,0.6260869565217392,0.6203590992087644,0.6204620462046204,0.6445526475958613,62,53,0.4608695652173913,0.41739130434782606,0.0,0.0,0.0,0.0,stimulus_plus_fewshot_bias_shrink4
arousal,emg_existing_22,0,stimulus_plus_fewshot_bias,midpoint_as_low,128,0.6015625,0.5935849056603774,0.5925856581164576,0.6144654088050314,75,53,0.4140625,0.4375,0.0,0.0,0.0,0.0,stimulus_plus_fewshot_bias_shrink4
arousal,emg_existing_22,0,stimulus_plus_fewshot_bias,midpoint_as_high,128,0.6015625,0.6014173998044966,0.6013435114503817,0.6423509286412512,62,66,0.515625,0.5078125,0.0,0.0,0.0,0.0,stimulus_plus_fewshot_bias_shrink4
arousal,emg_existing_22,0,stimulus_plus_fewshot_bias,discard_midpoint,115,0.6260869565217392,0.6203590992087644,0.6204620462046204,0.6445526475958613,62,53,0.4608695652173913,0.41739130434782606,0.0,0.0,0.0,0.0,stimulus_plus_fewshot_bias_shrink4
arousal,emg_existing_22,0,stimulus_plus_fewshot_bias_plus_physio,midpoint_as_low,128,0.6015625,0.6018867924528302,0.5974098057354302,0.6166037735849057,75,53,0.4140625,0.484375,0.0,0.008301886792452806,0.004824147618972652,0.00213836477987428,stimulus_plus_fewshot_bias_shrink4
arousal,emg_existing_22,0,stimulus_plus_fewshot_bias_plus_physio,midpoint_as_high,128,0.625,0.6256109481915934,0.625,0.6520039100684262,62,66,0.515625,0.484375,0.0234375,0.024193548387096753,0.023656488549618326,0.009652981427174967,stimulus_plus_fewshot_bias_shrink4
arousal,emg_existing_22,0,stimulus_plus_fewshot_bias_plus_physio,discard_midpoint,115,0.6260869565217392,0.6244674376141205,0.624268672593268,0.6482045039561777,62,53,0.4608695652173913,0.46956521739130436,0.0,0.004108338405356071,0.0038066263886475937,0.0036518563603163967,stimulus_plus_fewshot_bias_shrink4
arousal,emg_existing_22,0,stimulus_plus_fewshot_bias_shrink4,midpoint_as_low,128,0.6015625,0.5935849056603774,0.5925856581164576,0.6144654088050314,75,53,0.4140625,0.4375,0.0,0.0,0.0,0.0,stimulus_plus_fewshot_bias_shrink4
arousal,emg_existing_22,0,stimulus_plus_fewshot_bias_shrink4,midpoint_as_high,128,0.6015625,0.6014173998044966,0.6013435114503817,0.6423509286412512,62,66,0.515625,0.5078125,0.0,0.0,0.0,0.0,stimulus_plus_fewshot_bias_shrink4
arousal,emg_existing_22,0,stimulus_plus_fewshot_bias_shrink4,discard_midpoint,115,0.6260869565217392,0.6203590992087644,0.6204620462046204,0.6445526475958613,62,53,0.4608695652173913,0.41739130434782606,0.0,0.0,0.0,0.0,stimulus_plus_fewshot_bias_shrink4
arousal,emg_existing_22,0,stimulus_plus_fewshot_bias_shrink4_plus_physio,midpoint_as_low,128,0.6015625,0.6018867924528302,0.5974098057354302,0.6166037735849057,75,53,0.4140625,0.484375,0.0,0.008301886792452806,0.004824147618972652,0.00213836477987428,stimulus_plus_fewshot_bias_shrink4
arousal,emg_existing_22,0,stimulus_plus_fewshot_bias_shrink4_plus_physio,midpoint_as_high,128,0.625,0.6256109481915934,0.625,0.6520039100684262,62,66,0.515625,0.484375,0.0234375,0.024193548387096753,0.023656488549618326,0.009652981427174967,stimulus_plus_fewshot_bias_shrink4
arousal,emg_existing_22,0,stimulus_plus_fewshot_bias_shrink4_plus_physio,discard_midpoint,115,0.6260869565217392,0.6244674376141205,0.624268672593268,0.6482045039561777,62,53,0.4608695652173913,0.46956521739130436,0.0,0.004108338405356071,0.0038066263886475937,0.0036518563603163967,stimulus_plus_fewshot_bias_shrink4
arousal,emg_existing_22,0,stimulus_plus_physio,midpoint_as_low,128,0.6015625,0.6018867924528302,0.5974098057354302,0.6166037735849057,75,53,0.4140625,0.484375,0.0,0.008301886792452806,0.004824147618972652,0.00213836477987428,stimulus_plus_fewshot_bias_shrink4
arousal,emg_existing_22,0,stimulus_plus_physio,midpoint_as_high,128,0.625,0.6256109481915934,0.625,0.6520039100684262,62,66,0.515625,0.484375,0.0234375,0.024193548387096753,0.023656488549618326,0.009652981427174967,stimulus_plus_fewshot_bias_shrink4
arousal,emg_existing_22,0,stimulus_plus_physio,discard_midpoint,115,0.6260869565217392,0.6244674376141205,0.624268672593268,0.6482045039561777,62,53,0.4608695652173913,0.46956521739130436,0.0,0.004108338405356071,0.0038066263886475937,0.0036518563603163967,stimulus_plus_fewshot_bias_shrink4
arousal,emg_existing_22,4,stimulus_only,midpoint_as_low,2240,0.6084821428571429,0.6006563349521726,0.5998500007842165,0.6217703827828077,1306,934,0.41696428571428573,0.4361607142857143,-0.09107142857142858,-0.09792392876232581,-0.09517359891726462,-0.13753234126138303,stimulus_plus_fewshot_bias_shrink4
arousal,emg_existing_22,4,stimulus_only,midpoint_as_high,2240,0.6058035714285714,0.6057587018219315,0.6056148519729725,0.6490148097778373,1082,1158,0.5169642857142858,0.5049107142857143,-0.10133928571428574,-0.10286634167520647,-0.10141496501636338,-0.11596257171041924,stimulus_plus_fewshot_bias_shrink4
arousal,emg_existing_22,4,stimulus_only,discard_midpoint,2016,0.6329365079365079,0.6275059668232752,0.6275699679356276,0.6520520726547318,1082,934,0.4632936507936508,0.4166666666666667,-0.09325396825396826,-0.09639536586620856,-0.09665956720327962,-0.13281723115651478,stimulus_plus_fewshot_bias_shrink4
arousal,emg_existing_22,4,stimulus_plus_fewshot_bias,midpoint_as_low,2240,0.7321428571428571,0.7321700863417402,0.7281342240173994,0.8094050355630905,1306,934,0.41696428571428573,0.4616071428571429,0.032589285714285654,0.03358982262724175,0.03311062431591827,0.05010231151889977,stimulus_plus_fewshot_bias_shrink4
arousal,emg_existing_22,4,stimulus_plus_fewshot_bias,midpoint_as_high,2240,0.71875,0.7198816239357169,0.7187275771346568,0.7971588786836888,1082,1158,0.5169642857142858,0.47410714285714284,0.011607142857142816,0.011256580438578911,0.011697760145320979,0.032181497195432285,stimulus_plus_fewshot_bias_shrink4
arousal,emg_existing_22,4,stimulus_plus_fewshot_bias,discard_midpoint,2016,0.7504960317460317,0.7492538997098719,0.7491985988433508,0.82947600802701,1082,934,0.4632936507936508,0.46478174603174605,0.02430555555555558,0.025352567020388128,0.024969063704443628,0.044606704215763515,stimulus_plus_fewshot_bias_shrink4
arousal,emg_existing_22,4,stimulus_plus_fewshot_bias_plus_physio,midpoint_as_low,2240,0.7196428571428571,0.7203829467684972,0.7158736070592094,0.8002006879793803,1306,934,0.41696428571428573,0.46785714285714286,0.0200892857142857,0.021802683053998795,0.02085000735772835,0.04089796393518952,stimulus_plus_fewshot_bias_shrink4
arousal,emg_existing_22,4,stimulus_plus_fewshot_bias_plus_physio,midpoint_as_high,2240,0.71875,0.7200939218935063,0.7186851881532017,0.7965243791481904,1082,1158,0.5169642857142858,0.46785714285714286,0.011607142857142816,0.011468878396368343,0.011655371163865835,0.03154699765993385,stimulus_plus_fewshot_bias_shrink4
arousal,emg_existing_22,4,stimulus_plus_fewshot_bias_plus_physio,discard_midpoint,2016,0.7435515873015873,0.7422718259072936,0.7422180429463466,0.8226626478842021,1082,934,0.4632936507936508,0.46478174603174605,0.01736111111111116,0.018370493217809813,0.017988507807439436,0.03779334407295554,stimulus_plus_fewshot_bias_shrink4
arousal,emg_existing_22,4,stimulus_plus_fewshot_bias_shrink4,midpoint_as_low,2240,0.6995535714285714,0.6985802637144984,0.6950235997014811,0.7593027240441907,1306,934,0.41696428571428573,0.4611607142857143,0.0,0.0,0.0,0.0,stimulus_plus_fewshot_bias_shrink4
