path,extension,size_kb,csv_columns,csv_rows_sampled,metric_summary_sample,unique_target_sample,unique_model_sample,unique_arch_config_sample,unique_arch_description_sample,unique_test_subject_sample,unique_fold_sample,unique_task_sample,unique_policy_sample,unique_subject_id_sample,unique_recipe_sample
docs/roca/idare_subject_calibration_model_family_confirmatory_stats_smoke_current_paired_subject_stats.csv,.csv,37.29,"target, k_calibration, model, locked_reference_model, subjects, candidate_rmse_pooled, locked_reference_rmse_pooled, pooled_lift_vs_locked_reference_rmse, lift_vs_stimulus_rmse, mean_subject_improvement_locked_minus_model, median_subject_improvement_locked_minus_model, ci95_low_mean_subject_improvement, ci95_high_mean_subject_improvement, signflip_p_one_sided_mean_gt_zero, wins, losses, ties, win_margin, sign_test_p_one_sided_wins_gt_losses, passes_confirmatory_metric, pearson, spearman, ccc",132,"candidate_rmse_pooled: min=1.25156, mean=1.70538, max=2.44009 || locked_reference_rmse_pooled: min=1.27548, mean=1.63524, max=2.41144 || pooled_lift_vs_locked_reference_rmse: min=-0.654507, mean=-0.0701389, max=0.128032 || lift_vs_stimulus_rmse: min=-0.635309, mean=0.146919, max=0.729361 || losses: min=0, mean=4.51515, max=8 || sign_test_p_one_sided_wins_gt_losses: min=0.0351562, mean=0.686198, max=1 || pearson: min=0.303359, mean=0.729352, max=0.883403 || ccc: min=0.252941, mean=0.712662, max=0.879269","arousal, valence","bias_shrink1, bias_empirical_bayes, bias_shrink2, affine_residual_ridge4, affine_residual_ridge1, bias_mean, bias_trimmed_mean, bias_huber, bias_median, bias_shrink4, stimulus_only, kernel_residual_shrink4, bias_shrink8",,,,,,,,
docs/roca/idare_residual_physiology_synthesis_current_top_models.csv,.csv,9.49,"target, model, n, mae, rmse, pearson, spearman, ccc, y_true_std, y_pred_std, dev_mae, dev_rmse, dev_pearson, dev_spearman, dev_sign_acc, true_dev_std, pred_dev_std, lift_vs_stimulus_mae, lift_vs_stimulus_rmse, lift_vs_stimulus_pearson, lift_vs_stimulus_spearman, lift_vs_stimulus_ccc, lift_vs_stimulus_dev_mae, lift_vs_stimulus_dev_rmse, lift_vs_stimulus_dev_pearson, lift_vs_stimulus_dev_spearman, lift_vs_stimulus_dev_sign_acc, lift_vs_stimulus_pred_dev_std, rmse_wins, rmse_losses, mean_delta_rmse_model_minus_stimulus, median_delta_rmse_model_minus_stimulus, worst_regression_delta_rmse, best_gain_delta_rmse",16,"mae: min=1.02144, mean=1.31694, max=1.65122 || rmse: min=1.25915, mean=1.62937, max=2.04691 || pearson: min=0.590023, mean=0.7411, max=0.865995 || ccc: min=0.552567, mean=0.714373, max=0.857838 || dev_mae: min=1.0233, mean=2298.58, max=33939.7 || dev_rmse: min=1.25915, mean=32821.3, max=485887 || dev_pearson: min=-0.0440718, mean=0.0212608, max=0.131747 || dev_sign_acc: min=0.477679, mean=0.506386, max=0.561508 || lift_vs_stimulus_mae: min=-0.0712999, mean=-0.0159418, max=0.00764489 || lift_vs_stimulus_rmse: min=-0.102706, mean=-0.0283807, max=-0.00137846 || lift_vs_stimulus_pearson: min=-0.0443522, mean=-0.00924151, max=0.00054466 || lift_vs_stimulus_ccc: min=-0.0268143, mean=-0.00436299, max=0.0116711 || lift_vs_stimulus_dev_mae: min=-33938.2, mean=-2297.28, max=0.0059943 || lift_vs_stimulus_dev_rmse: min=-485885, mean=-32819.7, max=-0.00137846 || lift_vs_stimulus_dev_sign_acc: min=0.477679, mean=0.506386, max=0.561508 || rmse_wins: min=19, mean=25.0625, max=32 || rmse_losses: min=31, mean=37.9375, max=44 || mean_delta_rmse_model_minus_stimulus: min=-0.00137992, mean=0.0258327, max=0.0994811","arousal, valence","physio_eeg_entropy_complexity_ridge, physio_emg_bsl_stats_22_ridge, physio_emg_lagged_interaction_experimental_ridge, physio_eeg_bandpower_ridge, physio_emg_existing_22_ridge, physio_eeg_directed_connectivity_experimental_ridge, physio_eeg_cov_riemannian_ridge, physio_emg_expanded_812_ridge",,,,,,,,
docs/idare_diagnostic_sanity_tests_summary.csv,.csv,9.39,"test_id, modality, task, policy, split, model, passed, interpretation, n, accuracy, balanced_accuracy, macro_f1, majority_accuracy, true_0, true_1, pred_0, pred_1, tn, fp, fn, tp, one_class_pred, representation, train_n, eval_n, final_train_loss, fold1_subjects, within_subject_macro_f1, subject_heldout_macro_f1, macro_f1_delta",28,"accuracy: min=0.463068, mean=0.60684, max=1 || balanced_accuracy: min=0.440908, mean=0.594111, max=1 || macro_f1: min=0.378501, mean=0.581674, max=1 || majority_accuracy: min=0.5, mean=0.557401, max=0.603175 || final_train_loss: min=0, mean=0.230503, max=0.622007 || within_subject_macro_f1: min=0.468875, mean=0.517576, max=0.56254 || subject_heldout_macro_f1: min=0.462091, mean=0.496969, max=0.525406 || macro_f1_delta: min=-0.047405, mean=0.0206074, max=0.083369",,"small_mlp_raw, small_mlp_summary_features, ridge_classifier_summary_features, nearest_centroid_summary_features, small_mlp_features, ridge_classifier_features, nearest_centroid_features",,,,,"valence, arousal",midpoint_as_high,,
docs/roca/eeg_oracle_arch_ablation_valence_raw_a0_a8_current_fold_summary.csv,.csv,64.68,"augmentation_config, target, model, test_subject, n, mae, rmse, pearson, spearman, balanced_accuracy, macro_f1, auroc, dev_mae, dev_rmse, dev_pearson, dev_spearman, dev_sign_acc, true_dev_mean, true_dev_std, pred_dev_mean, pred_dev_std, best_epoch, best_val_rmse_scaled, fit_subjects, val_subjects, outer_train_subjects, y_outer_mean, y_outer_std, final_train_last_loss, oracle_test_checkpoint_selection, arch_config, arch_description",126,"mae: min=0.591604, mean=0.982255, max=1.49556 || rmse: min=0.725019, mean=1.20178, max=1.8027 || pearson: min=0.697976, mean=0.89098, max=0.967756 || balanced_accuracy: min=0.748792, mean=0.886444, max=1 || macro_f1: min=0.676113, mean=0.864888, max=1 || dev_mae: min=0.591604, mean=0.982255, max=1.49556 || dev_rmse: min=0.725019, mean=1.20178, max=1.8027 || dev_pearson: min=-0.462971, mean=0.0725709, max=0.463128 || dev_sign_acc: min=0.34375, mean=0.59003, max=0.78125 || best_val_rmse_scaled: min=0.573571, mean=0.956174, max=1.44592 || final_train_last_loss: min=0.0537333, mean=0.108063, max=0.142316",valence,"eeg_oracle_arch_A0_current, eeg_oracle_arch_A8_no_channel_pos","A0_current, A8_no_channel_pos","Current model config: lite + GN + concat stem + learnable channel position + MHA mixer., Disable learned channel identity embedding.","1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21",,,,,
docs/roca/eeg_oracle_arch_ablation_arousal_raw_a0_a8_current_fold_summary.csv,.csv,64.52,"augmentation_config, target, model, test_subject, n, mae, rmse, pearson, spearman, balanced_accuracy, macro_f1, auroc, dev_mae, dev_rmse, dev_pearson, dev_spearman, dev_sign_acc, true_dev_mean, true_dev_std, pred_dev_mean, pred_dev_std, best_epoch, best_val_rmse_scaled, fit_subjects, val_subjects, outer_train_subjects, y_outer_mean, y_outer_std, final_train_last_loss, oracle_test_checkpoint_selection, arch_config, arch_description",126,"mae: min=0.750013, mean=1.44644, max=3.24924 || rmse: min=0.943996, mean=1.75397, max=3.6551 || pearson: min=0.320992, mean=0.697135, max=0.919634 || balanced_accuracy: min=0.403226, mean=0.805756, max=1 || macro_f1: min=0.287381, mean=0.764421, max=1 || dev_mae: min=0.750013, mean=1.44644, max=3.24924 || dev_rmse: min=0.943996, mean=1.75397, max=3.6551 || dev_pearson: min=-0.290564, mean=0.0963315, max=0.520545 || dev_sign_acc: min=0.375, mean=0.642609, max=0.9375 || best_val_rmse_scaled: min=0.482493, mean=0.904074, max=1.92255 || final_train_last_loss: min=0.0540019, mean=0.0938879, max=0.137905",arousal,"eeg_oracle_arch_A0_current, eeg_oracle_arch_A8_no_channel_pos","A0_current, A8_no_channel_pos","Current model config: lite + GN + concat stem + learnable channel position + MHA mixer., Disable learned channel identity embedding.","1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21",,,,,
docs/roca/idare_subject_calibration_model_family_comparison_current_best_ranking.csv,.csv,53.83,"target, k_calibration, model, n, mae, rmse, pearson, spearman, ccc, y_true_mean, y_true_std, y_pred_mean, y_pred_std, residual_mean, residual_std, stimulus_rmse_reference, lift_vs_stimulus_rmse, locked_reference_model, locked_reference_rmse, lift_vs_locked_reference_rmse, rmse_wins_vs_locked, rmse_losses_vs_locked, rmse_win_margin_vs_locked, mean_delta_rmse_model_minus_locked, median_delta_rmse_model_minus_locked, worst_regression_delta_rmse, best_gain_delta_rmse",132,"mae: min=0.900266, mean=1.29189, max=1.88399 || rmse: min=1.15919, mean=1.62686, max=2.39441 || pearson: min=0.548423, mean=0.758792, max=0.887973 || ccc: min=0.548383, mean=0.742536, max=0.881367 || stimulus_rmse_reference: min=1.25639, mean=1.60101, max=1.94594 || lift_vs_stimulus_rmse: min=-0.600478, mean=-0.0258465, max=0.288276 || locked_reference_rmse: min=1.24612, mean=1.5354, max=1.9442 || lift_vs_locked_reference_rmse: min=-0.589862, mean=-0.091455, max=0.0869293 || rmse_wins_vs_locked: min=0, mean=17.5682, max=54 || rmse_losses_vs_locked: min=0, mean=39.7045, max=63 || rmse_win_margin_vs_locked: min=-63, mean=-22.1364, max=45 || mean_delta_rmse_model_minus_locked: min=-0.0914138, mean=0.0860707, max=0.56806 || median_delta_rmse_model_minus_locked: min=-0.0646844, mean=0.0927266, max=0.558879 || worst_regression_delta_rmse: min=0, mean=0.293685, max=1.77156 || best_gain_delta_rmse: min=-0.842293, mean=-0.201233, max=0.238273","arousal, valence","kernel_residual_shrink4, affine_residual_ridge4, affine_residual_ridge1, bias_shrink4, stimulus_only, bias_empirical_bayes, bias_shrink2, bias_shrink1, bias_mean, bias_shrink8, bias_huber, bias_trimmed_mean, bias_median",,,,,,,,
docs/roca/idare_subject_calibration_model_family_comparison_current_main_metrics.csv,.csv,53.83,"target, k_calibration, model, n, mae, rmse, pearson, spearman, ccc, y_true_mean, y_true_std, y_pred_mean, y_pred_std, residual_mean, residual_std, stimulus_rmse_reference, lift_vs_stimulus_rmse, locked_reference_model, locked_reference_rmse, lift_vs_locked_reference_rmse, rmse_wins_vs_locked, rmse_losses_vs_locked, rmse_win_margin_vs_locked, mean_delta_rmse_model_minus_locked, median_delta_rmse_model_minus_locked, worst_regression_delta_rmse, best_gain_delta_rmse",132,"mae: min=0.900266, mean=1.29189, max=1.88399 || rmse: min=1.15919, mean=1.62686, max=2.39441 || pearson: min=0.548423, mean=0.758792, max=0.887973 || ccc: min=0.548383, mean=0.742536, max=0.881367 || stimulus_rmse_reference: min=1.25639, mean=1.60101, max=1.94594 || lift_vs_stimulus_rmse: min=-0.600478, mean=-0.0258465, max=0.288276 || locked_reference_rmse: min=1.24612, mean=1.5354, max=1.9442 || lift_vs_locked_reference_rmse: min=-0.589862, mean=-0.091455, max=0.0869293 || rmse_wins_vs_locked: min=0, mean=17.5682, max=54 || rmse_losses_vs_locked: min=0, mean=39.7045, max=63 || rmse_win_margin_vs_locked: min=-63, mean=-22.1364, max=45 || mean_delta_rmse_model_minus_locked: min=-0.0914138, mean=0.0860707, max=0.56806 || median_delta_rmse_model_minus_locked: min=-0.0646844, mean=0.0927266, max=0.558879 || worst_regression_delta_rmse: min=0, mean=0.293685, max=1.77156 || best_gain_delta_rmse: min=-0.842293, mean=-0.201233, max=0.238273","arousal, valence","stimulus_only, affine_residual_ridge1, affine_residual_ridge4, bias_empirical_bayes, bias_huber, bias_mean, bias_median, bias_shrink1, bias_shrink2, bias_shrink4, bias_shrink8, bias_trimmed_mean, kernel_residual_shrink4",,,,,,,,
docs/roca/idare_subject_calibration_model_family_comparison_smoke_current_best_ranking.csv,.csv,52.59,"target, k_calibration, model, n, mae, rmse, pearson, spearman, ccc, y_true_mean, y_true_std, y_pred_mean, y_pred_std, residual_mean, residual_std, stimulus_rmse_reference, lift_vs_stimulus_rmse, locked_reference_model, locked_reference_rmse, lift_vs_locked_reference_rmse, rmse_wins_vs_locked, rmse_losses_vs_locked, rmse_win_margin_vs_locked, mean_delta_rmse_model_minus_locked, median_delta_rmse_model_minus_locked, worst_regression_delta_rmse, best_gain_delta_rmse",132,"mae: min=0.979361, mean=1.36532, max=2.06501 || rmse: min=1.25156, mean=1.70538, max=2.44009 || pearson: min=0.303359, mean=0.729352, max=0.883403 || ccc: min=0.252941, mean=0.712662, max=0.879269 || stimulus_rmse_reference: min=1.28116, mean=1.8523, max=2.44009 || lift_vs_stimulus_rmse: min=-0.635309, mean=0.146919, max=0.729361 || locked_reference_rmse: min=1.27548, mean=1.63524, max=2.41144 || lift_vs_locked_reference_rmse: min=-0.654507, mean=-0.0701389, max=0.128032 || rmse_wins_vs_locked: min=0, mean=2.75758, max=7 || rmse_losses_vs_locked: min=0, mean=4.51515, max=8 || rmse_win_margin_vs_locked: min=-8, mean=-1.75758, max=6 || mean_delta_rmse_model_minus_locked: min=-0.136182, mean=0.0617001, max=0.622473 || median_delta_rmse_model_minus_locked: min=-0.111598, mean=0.0679795, max=0.687961 || worst_regression_delta_rmse: min=0, mean=0.249947, max=1.65931 || best_gain_delta_rmse: min=-0.658641, mean=-0.129062, max=0.327471","arousal, valence","bias_shrink1, bias_empirical_bayes, bias_shrink2, affine_residual_ridge4, affine_residual_ridge1, bias_mean, bias_trimmed_mean, bias_huber, bias_median, bias_shrink4, stimulus_only, kernel_residual_shrink4, bias_shrink8",,,,,,,,
docs/roca/idare_subject_calibration_model_family_comparison_smoke_current_main_metrics.csv,.csv,52.59,"target, k_calibration, model, n, mae, rmse, pearson, spearman, ccc, y_true_mean, y_true_std, y_pred_mean, y_pred_std, residual_mean, residual_std, stimulus_rmse_reference, lift_vs_stimulus_rmse, locked_reference_model, locked_reference_rmse, lift_vs_locked_reference_rmse, rmse_wins_vs_locked, rmse_losses_vs_locked, rmse_win_margin_vs_locked, mean_delta_rmse_model_minus_locked, median_delta_rmse_model_minus_locked, worst_regression_delta_rmse, best_gain_delta_rmse",132,"mae: min=0.979361, mean=1.36532, max=2.06501 || rmse: min=1.25156, mean=1.70538, max=2.44009 || pearson: min=0.303359, mean=0.729352, max=0.883403 || ccc: min=0.252941, mean=0.712662, max=0.879269 || stimulus_rmse_reference: min=1.28116, mean=1.8523, max=2.44009 || lift_vs_stimulus_rmse: min=-0.635309, mean=0.146919, max=0.729361 || locked_reference_rmse: min=1.27548, mean=1.63524, max=2.41144 || lift_vs_locked_reference_rmse: min=-0.654507, mean=-0.0701389, max=0.128032 || rmse_wins_vs_locked: min=0, mean=2.75758, max=7 || rmse_losses_vs_locked: min=0, mean=4.51515, max=8 || rmse_win_margin_vs_locked: min=-8, mean=-1.75758, max=6 || mean_delta_rmse_model_minus_locked: min=-0.136182, mean=0.0617001, max=0.622473 || median_delta_rmse_model_minus_locked: min=-0.111598, mean=0.0679795, max=0.687961 || worst_regression_delta_rmse: min=0, mean=0.249947, max=1.65931 || best_gain_delta_rmse: min=-0.658641, mean=-0.129062, max=0.327471","arousal, valence","stimulus_only, affine_residual_ridge1, affine_residual_ridge4, bias_empirical_bayes, bias_huber, bias_mean, bias_median, bias_shrink1, bias_shrink2, bias_shrink4, bias_shrink8, bias_trimmed_mean, kernel_residual_shrink4",,,,,,,,
docs/roca/eeg_gaussian10_valence_full_loso_fold_summary_current.csv,.csv,28.84,"augmentation_config, target, model, test_subject, n, mae, rmse, pearson, spearman, balanced_accuracy, macro_f1, auroc, dev_mae, dev_rmse, dev_pearson, dev_spearman, dev_sign_acc, true_dev_mean, true_dev_std, pred_dev_mean, pred_dev_std, best_epoch, best_val_rmse_scaled, fit_subjects, val_subjects, outer_train_subjects, y_outer_mean, y_outer_std, final_train_last_loss",63,"mae: min=0.620403, mean=1.02588, max=1.56923 || rmse: min=0.791348, mean=1.24171, max=1.82239 || pearson: min=0.709551, mean=0.890133, max=0.967139 || balanced_accuracy: min=0.787879, mean=0.884701, max=0.972222 || macro_f1: min=0.740891, mean=0.862254, max=0.968719 || dev_mae: min=0.620403, mean=1.02588, max=1.56923 || dev_rmse: min=0.791348, mean=1.24171, max=1.82239 || dev_pearson: min=-0.397443, mean=0.0397636, max=0.374096 || dev_sign_acc: min=0.3125, mean=0.513393, max=0.78125 || best_val_rmse_scaled: min=0.852137, mean=0.995515, max=1.23732 || final_train_last_loss: min=0.397756, mean=0.431449, max=0.446893",valence,eeg_bc_residual_huber_norm_gaussian10_valence_full_loso,,,"1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21",,,,,
docs/roca/eeg_gaussian10_full_loso_fold_summary_current.csv,.csv,28.17,"augmentation_config, target, model, test_subject, n, mae, rmse, pearson, spearman, balanced_accuracy, macro_f1, auroc, dev_mae, dev_rmse, dev_pearson, dev_spearman, dev_sign_acc, true_dev_mean, true_dev_std, pred_dev_mean, pred_dev_std, best_epoch, best_val_rmse_scaled, fit_subjects, val_subjects, outer_train_subjects, y_outer_mean, y_outer_std, final_train_last_loss",63,"mae: min=0.746341, mean=1.61435, max=3.38146 || rmse: min=0.980977, mean=1.9292, max=3.77885 || pearson: min=0.3369, mean=0.698328, max=0.905554 || balanced_accuracy: min=0.560729, mean=0.804585, max=0.978261 || macro_f1: min=0.333333, mean=0.752826, max=0.964563 || dev_mae: min=0.746341, mean=1.61435, max=3.38146 || dev_rmse: min=0.980977, mean=1.9292, max=3.77885 || dev_pearson: min=-0.385654, mean=0.0162363, max=0.32218 || dev_sign_acc: min=0.09375, mean=0.494048, max=0.875 || best_val_rmse_scaled: min=0.828159, mean=0.984399, max=1.2342 || final_train_last_loss: min=0.347885, mean=0.428526, max=0.450861",arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,,,"1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21",,,,,
docs/idare_wave0_branch_registry.csv,.csv,6.38,"branch_id, wave, git_branch, docs_prefix, status, parallel_group, can_start_after, chat_owner, main_question, scope, authorized_runs, dependencies, must_not_do, subbranches_or_cells",12,,,,,,,,,,,
docs/idare_label_semantics_alternative_formulation_pair_guardrails.csv,.csv,1.07,"guardrail_id, rule, failure_action, rationale",7,,,,,,,,,,,
docs/idare_label_semantics_minimal_redesigned_task_metric_conflict_audit.csv,.csv,0.91,"modality, task, mean_spearman_rho, delta_mae_positive_is_better, delta_rmse_positive_is_better, mean_q33_bal_acc, mean_permutation_control_spearman, metric_conflict_flags, confirmability",4,"delta_mae_positive_is_better: min=-0.0213869, mean=-0.015249, max=-0.00372601 || delta_rmse_positive_is_better: min=-0.0801157, mean=-0.0371173, max=-0.00654232 || mean_q33_bal_acc: min=0.477479, mean=0.497771, max=0.507052",,,,,,,"valence, arousal",,,
docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_first_pass_run_matrix.csv,.csv,29.09,"objective_run_id, selected_formulation, patch_candidate_id, feature_set_id, model, training_category, modality, task, fold, train_subjects, val_subjects, include_predictions, authorized_status",96,,,"random_balanced_no_training, majority_train_label_no_training, ridge_classifier_pairwise_feature_patch, logistic_regression_pairwise_feature_patch",,,,"1, 2, 3, 4, 5, 6",arousal,,,
docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_smoke_decision_matrix.csv,.csv,0.8,"requirement_id, check, status, evidence",6,,,,,,,,,,,
docs/idare_label_semantics_alternative_pairwise_target_sampling_rethink_smoke_plan.csv,.csv,1.07,"test_id, name, purpose, pass_criterion",6,,,,,,,,,,,
docs/idare_label_semantics_alternative_pairwise_minimal_first_pass_runs.csv,.csv,15.59,"objective_run_id, model, training_category, modality, task, fold, n_train_pairs, n_val_pairs, accuracy, balanced_accuracy, macro_f1, pred_positive_rate, one_class_pred, subject_overlap, pair_overlap, leakage_guard_pass",96,"accuracy: min=0.486629, mean=0.506347, max=0.549977 || balanced_accuracy: min=0.486629, mean=0.506347, max=0.549977 || macro_f1: min=0.333333, mean=0.464677, max=0.549977",,"random_balanced_no_training, majority_train_label_no_training, logistic_regression_pairwise_summary_diff, ridge_classifier_pairwise_summary_diff",,,,"1, 2, 3, 4, 5, 6","valence, arousal",,,
docs/idare_label_semantics_alternative_pairwise_minimal_first_pass_metric_summary.csv,.csv,4.22,"model, training_category, modality, task, n_runs, mean_balanced_accuracy, std_balanced_accuracy, min_balanced_accuracy, max_balanced_accuracy, mean_macro_f1, mean_accuracy, mean_pred_positive_rate, one_class_pred_count, folds_over_055_bal_acc, folds_under_045_bal_acc, mean_majority_baseline_bal_acc, delta_vs_majority_baseline_bal_acc, mean_random_baseline_bal_acc, delta_vs_random_baseline_bal_acc",16,"mean_balanced_accuracy: min=0.493507, mean=0.506347, max=0.521671 || std_balanced_accuracy: min=0, mean=0.0088886, max=0.0190998 || min_balanced_accuracy: min=0.486629, mean=0.495283, max=0.505394 || max_balanced_accuracy: min=0.5, mean=0.519455, max=0.549977 || mean_macro_f1: min=0.333333, mean=0.464677, max=0.521671 || mean_accuracy: min=0.493507, mean=0.506347, max=0.521671 || folds_over_055_bal_acc: min=0, mean=0, max=0 || folds_under_045_bal_acc: min=0, mean=0, max=0 || mean_majority_baseline_bal_acc: min=0.5, mean=0.5, max=0.5 || delta_vs_majority_baseline_bal_acc: min=-0.00649267, mean=0.00634673, max=0.0216709 || mean_random_baseline_bal_acc: min=0.493507, mean=0.498031, max=0.501244 || delta_vs_random_baseline_bal_acc: min=-0.00124414, mean=0.00831583, max=0.0204268",,"logistic_regression_pairwise_summary_diff, majority_train_label_no_training, random_balanced_no_training, ridge_classifier_pairwise_summary_diff",,,,,"arousal, valence",,,
docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_smoke_expected_outputs.csv,.csv,1.21,"output_id, path, purpose",8,,,,,,,,,,,
docs/idare_label_semantics_alternative_pairwise_feature_patch_archive_or_rethink_evidence_summary.csv,.csv,1.21,"evidence_id, value, interpretation, source",6,,,,,,,,,,,
docs/idare_label_semantics_redesigned_task_metric_debug_fold_signal.csv,.csv,1.1,"modality, task, n_folds, mean_spearman_rho, std_spearman_rho, min_spearman_rho, max_spearman_rho, folds_positive_spearman, folds_over_010_spearman, folds_under_000_spearman, mean_permutation_control_spearman, delta_vs_permutation_spearman, mean_q33_bal_acc, folds_q33_over_050, folds_q33_over_055, fold_signal_interpretation",4,"mean_q33_bal_acc: min=0.477479, mean=0.497771, max=0.507052",,,,,,,"arousal, valence",,,
docs/idare_label_semantics_alternative_pairwise_target_sampling_rethink_smoke_requirements.csv,.csv,1.05,"requirement_id, name, purpose, pass_criterion",6,,,,,,,,,,,
docs/idare_label_semantics_redesigned_task_smoke_decision_matrix.csv,.csv,0.72,"smoke_test, passed, evidence, action_if_failed",6,,,,,,,,,,,
docs/idare_label_semantics_minimal_redesigned_task_first_pass_metric_summary.csv,.csv,2.55,"model, training_category, modality, task, n_runs, mean_spearman_rho, std_spearman_rho, min_spearman_rho, max_spearman_rho, mean_mae_rank_percentile, mean_rmse_rank_percentile, mean_top_bottom_q33_balanced_accuracy, mean_permutation_control_spearman, folds_positive_spearman, folds_over_010_spearman, folds_under_000_spearman, mean_baseline_spearman_rho, mean_baseline_mae, mean_baseline_rmse, delta_vs_mean_baseline_spearman, delta_vs_mean_baseline_mae, delta_vs_mean_baseline_rmse",8,"mean_mae_rank_percentile: min=0.252453, mean=0.260872, max=0.27384 || mean_rmse_rank_percentile: min=0.290605, mean=0.310141, max=0.372675 || mean_top_bottom_q33_balanced_accuracy: min=0.477479, mean=0.498885, max=0.507052 || mean_baseline_mae: min=0.252453, mean=0.253247, max=0.254041 || mean_baseline_rmse: min=0.290605, mean=0.291582, max=0.292559 || delta_vs_mean_baseline_mae: min=-0.0213869, mean=-0.00762451, max=0 || delta_vs_mean_baseline_rmse: min=-0.0801157, mean=-0.0185587, max=0",,"mean_baseline_no_training, ridge_regression_summary_features",,,,,"arousal, valence",,,
docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_smoke_requirements.csv,.csv,1.15,"requirement_id, requirement, pass_condition, failure_action",6,,,,,,,,,,,
docs/idare_label_semantics_redesigned_task_fold_audit.csv,.csv,1.73,"modality, task, fold, n_train_subjects, n_val_subjects, n_train_rows, n_val_rows, subject_overlap, row_overlap, val_target_n, val_target_std, fold_leakage_passed, target_distribution_passed",24,,,,,,,"1, 2, 3, 4, 5, 6","valence, arousal",,,
docs/idare_label_semantics_task_redesign_metric_plan.csv,.csv,1.52,"metric, role, definition, direction, pass_rule_for_future_minimal_training, reason",6,,,,,,,,,,,
docs/idare_label_semantics_alternative_pairwise_target_sampling_rethink_design_constraints.csv,.csv,0.57,"constraint_id, constraint, rationale",5,,,,,,,,,,,
docs/idare_label_semantics_alternative_pairwise_feature_patch_archive_scope.csv,.csv,0.73,"scope_id, component, decision, reason",4,,,,,,,,,,,
docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_reproducibility_plan.csv,.csv,0.82,"item_id, requirement, target_path, status",5,,,,,,,,,,,
docs/idare_label_semantics_alternative_pairwise_feature_patch_archive_closeout_stop_criteria.csv,.csv,0.37,"criterion_id, criterion, observed, met",4,,,,,,,,,,,
docs/idare_label_semantics_alternative_pairwise_failure_or_metric_debug_questions.csv,.csv,2.03,"question_id, question, primary_inputs, required_output",6,,,,,,,,,,,
docs/idare_label_semantics_alternative_pairwise_target_sampling_rethink_fold_locality_audit.csv,.csv,0.91,"task, fold, n_train_subjects, n_validation_subjects, subject_overlap_count, within_subject_only, cross_fold_pairs_constructed, validation_subjects, pass",12,,,,,,,"1, 2, 3, 4, 5, 6","arousal, valence",,,
docs/idare_label_semantics_alternative_pairwise_formulation_archive_manifest.csv,.csv,1.21,"manifest_id, artifact, role, status",8,,,,,,,,,,,
docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_run_matrix.csv,.csv,29.18,"objective_run_id, selected_formulation, patch_candidate_id, feature_set_id, model, training_category, modality, task, fold, train_subjects, val_subjects, include_predictions, authorized_status",96,,,"random_balanced_no_training, majority_train_label_no_training, ridge_classifier_pairwise_feature_patch, logistic_regression_pairwise_feature_patch",,,,"1, 2, 3, 4, 5, 6",arousal,,,
docs/idare_label_semantics_alternative_pairwise_target_sampling_rethink_archive_scope.csv,.csv,0.52,"scope_id, item, archive_if",4,,,,,,,,,,,
docs/idare_label_semantics_alternative_pairwise_feature_patch_archive_status.csv,.csv,0.66,"status_id, component, archive_status, rationale",4,,,,,,,,,,,
docs/idare_label_semantics_alternative_pairwise_target_sampling_rethink_next_options.csv,.csv,0.47,"option_id, next_option, allowed_after_review, recommended, objective",4,,,,,,,,,,,
docs/idare_label_semantics_alternative_formulation_smoke_test_plan.csv,.csv,1.62,"smoke_id, name, scope, purpose, pass_criteria, output_expected",6,,,,,,,,,,,
docs/idare_label_semantics_alternative_pairwise_target_sampling_subject_concentration_audit.csv,.csv,0.15,"subject_id, best_model, best_modality, best_task, subject_concentration_issue",1,,,,,,,,,,unavailable,
docs/idare_label_semantics_alternative_formulation_pair_metric_sanity.csv,.csv,0.19,"case, balanced_accuracy, macro_f1, expected_behavior_pass",4,"balanced_accuracy: min=0.46, mean=0.60925, max=1 || macro_f1: min=0.333333, mean=0.567577, max=1",,,,,,,,,,
docs/idare_broader_eval_emg_feature_only_primary_predictions.csv,.csv,693.73,"run_id, task, policy, recipe, fold_id, seed, cache_row, subject_id, trial_id, window_id, y_true, y_pred, prob1",5000,,,,,,,,"valence, arousal",midpoint_as_high,"6, 7, 8, 13, 28, 38, 43, 54, 58, 59, 65, 2, 5, 11, 17, 26, 31, 34, 44, 46","ce_class_weighted, balanced_sampler_ce"
