subject_id,n,zero_residual_rmse,deep_model_residual_rmse,improvement_zero_minus_deep_rmse,residual_pearson
5,9,2.891604734522104,2.3543736395114245,0.5372310950106796,-0.150903499835807
3,5,3.2018083834744973,3.188023764459943,0.013784619014554078,0.8849089461258128
1,10,2.9690966444122724,3.0339633985258114,-0.06486675411353904,0.7519328520144161
2,15,3.665606492464102,3.8856523148435826,-0.22004582237948078,-0.5815385320673744
