method,gaussian_std,best_epoch,best_val_loss,fit_n,val_n,test_n,final_train_loss,final_val_loss,fold,subject_id,n_high,zero_rmse_high,model_rmse_high,fixed_rmse_high,pearson_high,sign_acc_high
neural_noaug_anchor,0.0,4,1.304690917332967,1760,224,32,0.9466025327381334,1.4610162576039631,1,1,9,3.054269790649414,2.077242851257324,2.896538496017456,0.7800428339411081,0.7777777777777778
neural_noaug_anchor,0.0,4,1.3101096153259277,1760,224,32,0.9315566514667711,1.3412595589955647,2,2,15,3.6806721687316895,3.98422908782959,3.344510078430176,0.23920644074149097,0.2
neural_noaug_anchor,0.0,1,1.4841814438501995,1760,224,32,0.9143912415755423,1.5405166149139404,3,3,6,3.108191967010498,3.0611166954040527,1.0820444822311401,-0.8933958784440453,1.0
neural_noaug_anchor,0.0,1,1.2574144999186199,1760,224,32,0.9543890607984442,1.4752826690673828,4,5,8,2.909100294113159,3.056978225708008,2.222773790359497,0.6312865659089517,0.0
neural_noaug_anchor,0.0,1,1.1855688095092773,1760,224,32,0.9603050382513749,1.3424353400866191,5,6,22,4.379451274871826,4.422637462615967,4.571984767913818,0.21217617700888827,0.09090909090909091
neural_noaug_anchor,0.0,3,0.9667501449584961,1760,224,32,0.9544911886516371,1.048334002494812,6,7,7,2.6614577770233154,2.825206756591797,2.576738119125366,-0.4775493089544141,0.7142857142857143
neural_noaug_anchor,0.0,1,1.1942766904830933,1760,224,32,0.9192164603032564,1.2962069908777873,7,8,10,2.780179262161255,2.778834104537964,3.0939173698425293,0.1753380828205269,0.6
neural_noaug_anchor,0.0,2,1.269195516904195,1760,224,32,0.9220334416941592,1.4325648148854573,8,9,10,3.547041416168213,2.7303881645202637,2.7305796146392822,-0.09626921698813069,0.9
neural_noaug_anchor,0.0,4,0.9259544412295023,1760,224,32,0.982682654732152,1.0361287395159404,9,10,7,2.8355135917663574,2.9906368255615234,2.9767978191375732,-0.5303611215643009,0.2857142857142857
neural_noaug_anchor,0.0,3,1.0914380153020222,1760,224,32,0.9593510753230045,1.182266116142273,10,11,9,3.292891025543213,3.5216612815856934,3.0516538619995117,-0.25399026744604447,0.4444444444444444
neural_noaug_anchor,0.0,5,1.330154816309611,1760,224,32,0.9587210887356808,1.3736071586608887,11,12,3,2.3139400482177734,2.7175793647766113,2.421945810317993,-0.680661141286826,0.3333333333333333
neural_noaug_anchor,0.0,1,1.0762402415275574,1760,224,32,0.9490658389894586,1.1850066979726155,12,13,13,3.371816396713257,3.3839938640594482,2.464609146118164,-0.3682848726904066,0.3076923076923077
neural_noaug_anchor,0.0,1,1.0705468853314717,1760,224,32,0.960700838189376,1.3100289503733318,13,14,7,2.819840669631958,2.7661120891571045,2.4619932174682617,-0.38498757825683894,1.0
neural_noaug_anchor,0.0,5,1.1652828454971313,1760,224,32,0.9509367095796686,1.3038667440414429,14,15,5,3.0078115463256836,3.3093087673187256,3.215217113494873,-0.5791503881463803,0.2
neural_noaug_anchor,0.0,4,0.9163517753283182,1760,224,32,0.972260970818369,1.0113881826400757,15,16,4,2.8096132278442383,2.2082152366638184,2.6675491333007812,0.7790655263608651,0.75
neural_noaug_anchor,0.0,2,1.10061909755071,1760,224,32,0.953563740378932,1.4118036429087322,16,17,5,2.6369760036468506,2.6010324954986572,3.020124912261963,0.9534612704899329,0.4
neural_noaug_anchor,0.0,1,1.1837418874104817,1760,224,32,0.9364056900927895,1.3848581314086914,17,18,11,3.2918927669525146,3.340264081954956,2.8799431324005127,-0.04950517013020421,0.2727272727272727
neural_noaug_anchor,0.0,4,0.9718589584032694,1760,224,32,0.9755994834397969,1.0900343656539917,18,19,9,3.100794553756714,3.3341078758239746,3.2088847160339355,0.24388966863532055,0.3333333333333333
neural_noaug_anchor,0.0,1,1.0404008030891418,1760,224,32,0.9808510385061565,1.3354631265004475,19,20,6,3.020524740219116,3.1742658615112305,3.112504005432129,-0.6851900442560056,0.0
neural_noaug_anchor,0.0,1,1.1733336249987285,1760,224,32,0.9651446405209994,1.318796197573344,20,21,4,3.2019684314727783,3.1444313526153564,3.151763916015625,0.6839208978047964,1.0
neural_noaug_anchor,0.0,1,0.9427007436752319,1760,224,32,0.9611913059887133,1.0403151114781697,21,22,12,3.096914052963257,3.1290946006774902,3.2604141235351562,-0.4568213948704086,0.25
neural_noaug_anchor,0.0,3,1.1794819831848145,1760,224,32,0.9183587620132848,1.2307910124460857,22,23,4,2.667149066925049,2.9116032123565674,2.669173002243042,0.6078788116432609,0.0
neural_noaug_anchor,0.0,3,1.3882541259129841,1760,224,32,0.919627286885914,1.4612264235814412,23,24,4,2.2926783561706543,2.203157663345337,2.3639392852783203,0.35542730378823006,0.5
neural_noaug_anchor,0.0,1,1.1552142103513081,1760,224,32,0.9491266639609086,1.3150566418965657,24,25,9,3.568758726119995,3.598499059677124,3.558328151702881,-0.5496559989260753,0.5555555555555556
neural_noaug_anchor,0.0,1,1.2400474945704143,1760,224,32,0.9471119893224615,1.373025377591451,25,26,11,2.9441277980804443,2.94740891456604,2.8857531547546387,-0.41891245679649347,0.6363636363636364
neural_noaug_anchor,0.0,5,0.9648500879605612,1760,224,32,0.9643767413340116,1.0109532276789348,26,27,5,2.98258900642395,2.513829231262207,2.814678907394409,0.8018500363550142,1.0
neural_noaug_anchor,0.0,1,1.4570685625076294,1760,224,32,0.9185570478439331,1.73264741897583,27,28,9,2.782724142074585,2.6833014488220215,2.3944740295410156,0.01999467384446622,1.0
neural_noaug_anchor,0.0,1,1.053139289220174,1760,224,32,0.9702715465897008,1.189958135286967,28,29,6,2.585923671722412,2.5840866565704346,2.7109575271606445,-0.0689161919648448,0.5
neural_noaug_anchor,0.0,1,1.1586132645606995,1760,224,32,0.9647145208559538,1.2830884059270222,29,30,1,2.4677419662475586,2.3849074840545654,3.1619861125946045,,1.0
neural_noaug_anchor,0.0,1,1.2003241380055745,1760,224,32,0.9453757436651933,1.5655102332433064,30,31,12,3.388498306274414,3.4637949466705322,3.1579504013061523,-0.03475781846304617,0.25
neural_noaug_anchor,0.0,2,1.1506641705830891,1760,224,32,0.9468356308184172,1.3391056060791016,31,32,3,2.362816095352173,2.400928497314453,2.8735744953155518,0.9978355822596477,0.3333333333333333
neural_noaug_anchor,0.0,2,1.0576099554697673,1760,224,32,0.9670777446345279,1.1933911244074504,32,33,5,2.9890973567962646,2.722756862640381,2.356688976287842,0.46159489515611074,1.0
neural_noaug_anchor,0.0,5,1.0533661842346191,1760,224,32,0.9445631284462778,1.4744240045547485,33,34,3,2.303046464920044,2.250467538833618,2.7099533081054688,0.9282385506300991,0.3333333333333333
neural_noaug_anchor,0.0,1,1.030015508333842,1760,224,32,0.9814884913595099,1.1964563528696697,34,35,5,3.0611186027526855,3.0436906814575195,3.146286964416504,-0.0595927831686246,0.6
neural_noaug_anchor,0.0,3,1.0048922697703044,1760,224,32,0.9669982006675318,1.0689551830291748,35,36,4,2.851351022720337,2.941744327545166,2.484130620956421,-0.4638018904746679,0.25
neural_noaug_anchor,0.0,1,1.302680253982544,1760,224,32,0.9537520251776043,1.4069532950719197,36,37,4,3.1441476345062256,3.2030014991760254,3.0311310291290283,-0.3100541057527674,0.0
neural_noaug_anchor,0.0,1,1.2087322076161702,1760,224,32,0.9224814113817716,1.2944032748540242,37,38,5,2.6995394229888916,2.6637120246887207,2.4056284427642822,0.598413402155844,0.6
neural_noaug_anchor,0.0,4,1.0790433088938396,1760,224,32,0.9600312207874498,1.1162733634312947,38,39,9,3.131054639816284,3.0075223445892334,3.246886968612671,-0.02255127325577564,0.5555555555555556
neural_noaug_anchor,0.0,1,1.1854877074559529,1760,224,32,0.9209241992548892,1.5375348329544067,39,40,16,3.8766403198242188,3.840625047683716,4.027920246124268,-0.10232784331483025,0.6875
neural_noaug_anchor,0.0,1,1.2263145844141643,1760,224,32,0.9380349861948114,1.2672230799992878,40,41,13,3.610983371734619,3.5898756980895996,3.8913371562957764,-0.17825183500297984,0.6153846153846154
neural_noaug_anchor,0.0,3,1.1208507418632507,1760,224,32,0.937738233490994,1.2388551433881123,41,42,14,3.6852455139160156,3.9875006675720215,3.856370210647583,0.11328816241726526,0.21428571428571427
neural_noaug_anchor,0.0,1,0.8521643479665121,1760,224,32,0.9609290298662687,1.014041503270467,42,43,8,2.778691053390503,2.780679702758789,2.881826400756836,-0.21460663565620072,0.625
neural_noaug_anchor,0.0,1,0.9718377590179443,1760,224,32,0.9773991264795002,1.1897838513056438,43,44,12,3.6659412384033203,3.656114339828491,3.705003499984741,0.4560379327245432,0.5
neural_noaug_anchor,0.0,1,0.8326305349667867,1760,224,32,0.9634421499151933,0.9787615338961283,44,45,5,3.072434663772583,2.981149196624756,2.8153014183044434,0.11865751676851148,0.8
neural_noaug_anchor,0.0,2,1.1050211588541667,1760,224,32,0.9551132540953787,1.3287109931310017,45,46,9,3.3049607276916504,3.302381753921509,3.3377180099487305,0.0481212859429628,0.5555555555555556
neural_noaug_anchor,0.0,1,1.038533608118693,1760,224,32,0.932520866394043,1.1967802047729492,46,47,13,3.5239317417144775,3.519230604171753,3.578385353088379,-0.34007701585964356,0.6153846153846154
neural_noaug_anchor,0.0,1,0.9667385220527649,1760,224,32,0.972374251014308,1.0601771473884583,47,48,3,2.765960454940796,2.8272194862365723,2.3690073490142822,-0.6535360483203196,0.3333333333333333
neural_noaug_anchor,0.0,1,1.1406397620836894,1760,224,32,0.9186612085292214,1.4270974000295003,48,49,12,3.4402544498443604,3.513549327850342,2.9358949661254883,-0.5836246414109654,0.0
neural_noaug_anchor,0.0,1,1.2279012203216553,1760,224,32,0.9595417411703813,1.3472804228464763,49,50,3,2.508155345916748,2.5455820560455322,2.5666511058807373,0.9211370492626628,0.3333333333333333
neural_noaug_anchor,0.0,1,1.189749797185262,1760,224,32,0.9419208012129131,1.2769744793574016,50,52,8,3.337033987045288,3.337794065475464,3.421010971069336,0.04079423356844884,0.75
neural_noaug_anchor,0.0,7,1.4837758938471477,1760,224,32,0.8864045143127441,1.5542457898457844,51,53,1,2.387096881866455,2.6470656394958496,2.2667462825775146,,0.0
neural_noaug_anchor,0.0,1,1.2794382572174072,1760,224,32,0.9146936912285654,1.4990076224009197,52,54,7,2.6681032180786133,2.7087888717651367,2.7551350593566895,0.07629921270069463,0.14285714285714285
neural_noaug_anchor,0.0,7,1.2482784191767375,1760,224,32,0.9528452565795497,1.3130799134572346,53,55,16,3.0956716537475586,3.155980348587036,3.0340254306793213,-0.24336719413749158,0.5625
neural_noaug_anchor,0.0,1,1.6135976513226826,1760,224,32,0.8993600512805738,1.877914269765218,54,56,3,2.4800453186035156,2.569700002670288,2.7627451419830322,0.8910602403488014,0.0
neural_noaug_anchor,0.0,8,1.3236419359842937,1760,224,32,0.9392461180686951,1.3236419359842937,55,57,9,3.447972059249878,3.275941848754883,3.4680159091949463,0.5162857880397126,0.6666666666666666
neural_noaug_anchor,0.0,1,1.3381165663401287,1760,224,32,0.9276887774467468,1.7079440355300903,56,58,5,2.9292471408843994,2.7819504737854004,2.8081483840942383,-0.06944564821631868,1.0
neural_noaug_anchor,0.0,6,1.3845314184824626,1760,224,32,0.8956646731025294,1.4285823106765747,57,59,9,3.506077289581299,3.8989124298095703,3.8562772274017334,-0.28005956179358216,0.1111111111111111
neural_noaug_anchor,0.0,1,1.1135071913401287,1760,224,32,0.9251707415831717,1.2143386999766033,58,60,12,3.4430103302001953,3.5728940963745117,3.413292407989502,0.4027782469409928,0.0
neural_noaug_anchor,0.0,1,1.0325528383255005,1760,224,32,0.9614263961189672,1.0592171549797058,59,61,6,3.0737340450286865,2.9768083095550537,2.5581884384155273,-0.16250451744372413,1.0
neural_noaug_anchor,0.0,1,1.2880945205688477,1760,224,32,0.9146552023134733,1.4130653540293376,60,62,8,3.4774105548858643,3.4596474170684814,3.798889398574829,-0.08289636202900832,0.75
neural_noaug_anchor,0.0,7,1.0450141827265422,1760,224,32,0.9857642085928666,1.1331326564153035,61,63,11,3.228668212890625,3.288339614868164,3.293302297592163,0.22794674163647632,0.5454545454545454
neural_noaug_anchor,0.0,1,1.2484187483787537,1760,224,32,0.9266243451520016,1.3235301971435547,62,64,2,3.7519679069519043,3.743192434310913,3.9174129962921143,,0.5
neural_noaug_anchor,0.0,1,0.8784635861714681,1760,224,32,0.9708018647997003,1.0612838864326477,63,65,10,2.7879767417907715,2.7784383296966553,2.301661252975464,-0.005695004485563911,0.4
neural_gaussian_0p10_anchor,0.1,1,1.1817936499913533,1760,224,32,0.9553860676916022,1.4571640888849895,1,1,9,3.054269790649414,3.0657882690429688,2.896538496017456,0.5345942608909898,0.4444444444444444
neural_gaussian_0p10_anchor,0.1,7,1.089628537495931,1760,224,32,0.9467306450793618,1.119848608970642,2,2,15,3.6806721687316895,4.031014442443848,3.344510078430176,-0.4850544677803112,0.4666666666666667
