target,feature_block,model,k_calibration,__target__,subject_id,candidate_subject_rmse,locked_B2_subject_rmse,delta_rmse_candidate_minus_locked_B2
valence,emg_existing_22,physio_residual_ridge100,4,valence,1,1.2186581512121253,1.209997366098178,0.0086607851139473
valence,emg_existing_22,physio_residual_ridge100,4,valence,2,1.5816318763099984,1.5371724521118073,0.044459424198191044
valence,emg_existing_22,physio_residual_ridge100,4,valence,3,1.1858455528561431,1.2195756209650204,-0.03373006810887724
valence,emg_existing_22,physio_residual_ridge100,4,valence,5,1.5007250893966382,1.555609785781849,-0.05488469638521076
valence,emg_existing_22,physio_residual_ridge100,4,valence,6,1.1642869381750882,0.9937461984569204,0.17054073971816786
valence,emg_existing_22,physio_residual_ridge100,4,valence,7,0.7766215367302437,0.6487385595840166,0.1278829771462271
valence,emg_existing_22,physio_residual_ridge100,4,valence,8,1.0570921034714642,0.9946275487629594,0.06246455470850476
valence,emg_existing_22,physio_residual_ridge100,4,valence,9,1.1859947406038016,1.067658593664383,0.11833614693941863
valence,emg_existing_22,physio_residual_ridge100,4,valence,10,1.0045683551171876,1.0642607623042837,-0.05969240718709612
valence,emg_existing_22,physio_residual_ridge100,4,valence,11,1.4616888029096973,1.4137456691292951,0.04794313378040216
valence,emg_existing_22,physio_residual_ridge100,4,valence,12,1.2133996375105354,1.06370502129135,0.14969461621918545
valence,emg_existing_22,physio_residual_ridge100,4,valence,13,1.036266509436116,0.8329924939134334,0.20327401552268265
valence,emg_existing_22,physio_residual_ridge100,4,valence,14,0.9180457295136932,0.7626106944624788,0.15543503505121448
valence,emg_existing_22,physio_residual_ridge100,4,valence,15,1.0906661019659667,0.9815565883059044,0.10910951366006227
valence,emg_existing_22,physio_residual_ridge100,4,valence,16,1.025864777854034,0.9490496110683544,0.07681516678567957
valence,emg_existing_22,physio_residual_ridge100,4,valence,17,1.1950873888786164,1.234319433154173,-0.03923204427555649
valence,emg_existing_22,physio_residual_ridge100,4,valence,18,1.8102171176745012,1.9079514680866136,-0.09773435041211243
valence,emg_existing_22,physio_residual_ridge100,4,valence,19,1.3013599518968744,1.3156737199255366,-0.014313768028662244
valence,emg_existing_22,physio_residual_ridge100,4,valence,20,1.0244089550587383,0.9841227526950148,0.04028620236372349
valence,emg_existing_22,physio_residual_ridge100,4,valence,21,1.0885644405718495,0.9739762863948712,0.11458815417697832
valence,emg_existing_22,physio_residual_ridge100,4,valence,22,1.247429061843324,1.0164550687590317,0.23097399308429223
valence,emg_existing_22,physio_residual_ridge100,4,valence,23,1.0091472925344518,1.0925409628369789,-0.08339367030252709
valence,emg_existing_22,physio_residual_ridge100,4,valence,24,1.1569104399517074,1.026958547201133,0.12995189275057428
valence,emg_existing_22,physio_residual_ridge100,4,valence,25,1.548336347303089,1.4239187676408414,0.12441757966224753
valence,emg_existing_22,physio_residual_ridge100,4,valence,26,1.5423750036560726,1.5795258206744904,-0.037150817018417825
valence,emg_existing_22,physio_residual_ridge100,4,valence,27,1.3072276914707797,1.3844423596290234,-0.07721466815824374
valence,emg_existing_22,physio_residual_ridge100,4,valence,28,1.3039406071950566,1.064408650228926,0.2395319569661305
valence,emg_existing_22,physio_residual_ridge100,4,valence,29,0.9342252273587548,0.9337065690318628,0.0005186583268920186
valence,emg_existing_22,physio_residual_ridge100,4,valence,30,1.0007205675062802,0.903850279732938,0.09687028777334228
valence,emg_existing_22,physio_residual_ridge100,4,valence,31,1.6433395995967444,0.9649690438506252,0.6783705557461192
valence,emg_existing_22,physio_residual_ridge100,4,valence,32,1.0520498892372714,1.0355444323619014,0.016505456875369973
valence,emg_existing_22,physio_residual_ridge100,4,valence,33,0.7856915576358634,0.7547462681480787,0.030945289487784744
valence,emg_existing_22,physio_residual_ridge100,4,valence,34,1.4354452213165465,1.1557151027855534,0.27973011853099305
valence,emg_existing_22,physio_residual_ridge100,4,valence,35,0.8924372649069505,0.8788357624404973,0.013601502466453197
valence,emg_existing_22,physio_residual_ridge100,4,valence,36,1.0124071759362043,0.9304237073728054,0.08198346856339889
valence,emg_existing_22,physio_residual_ridge100,4,valence,37,1.1903164249998428,0.6730493232277807,0.5172671017720621
valence,emg_existing_22,physio_residual_ridge100,4,valence,38,1.6364922702186595,1.5002979945094734,0.13619427570918607
valence,emg_existing_22,physio_residual_ridge100,4,valence,39,1.1827806625019617,1.161385606081477,0.02139505642048478
valence,emg_existing_22,physio_residual_ridge100,4,valence,40,1.4290313943893558,1.3021140139831608,0.12691738040619494
valence,emg_existing_22,physio_residual_ridge100,4,valence,41,1.5739751396548334,1.0427661523688756,0.5312089872859578
valence,emg_existing_22,physio_residual_ridge100,4,valence,42,1.0417667689511036,0.9062620806002476,0.13550468835085605
valence,emg_existing_22,physio_residual_ridge100,4,valence,43,1.0746449764670842,0.9809791706946532,0.093665805772431
valence,emg_existing_22,physio_residual_ridge100,4,valence,44,1.5346266192480809,1.4845274200753775,0.050099199172703335
valence,emg_existing_22,physio_residual_ridge100,4,valence,45,0.9681120469865312,0.9588711387363508,0.009240908250180424
valence,emg_existing_22,physio_residual_ridge100,4,valence,46,1.3619581926083475,1.2975917838138509,0.06436640879449662
valence,emg_existing_22,physio_residual_ridge100,4,valence,47,1.7977591398043535,1.9110001276808373,-0.11324098787648373
valence,emg_existing_22,physio_residual_ridge100,4,valence,48,1.0689557500034907,0.9912028785079954,0.07775287149549537
valence,emg_existing_22,physio_residual_ridge100,4,valence,49,1.322244818553511,0.9399897712869262,0.38225504726658477
valence,emg_existing_22,physio_residual_ridge100,4,valence,50,1.3083866300725917,0.8086668072181765,0.4997198228544152
valence,emg_existing_22,physio_residual_ridge100,4,valence,52,1.5096010422171404,1.3956656700296066,0.1139353721875338
valence,emg_existing_22,physio_residual_ridge100,4,valence,53,1.1385336391059817,0.9550528246779788,0.1834808144280029
valence,emg_existing_22,physio_residual_ridge100,4,valence,54,1.4060757753366295,1.4412754259583682,-0.03519965062173869
valence,emg_existing_22,physio_residual_ridge100,4,valence,55,1.278446520879132,1.2072995093264751,0.0711470115526569
valence,emg_existing_22,physio_residual_ridge100,4,valence,56,6.351516518561772,1.000238045567898,5.351278472993874
valence,emg_existing_22,physio_residual_ridge100,4,valence,57,1.3240359292210806,1.1088926878549596,0.21514324136612095
valence,emg_existing_22,physio_residual_ridge100,4,valence,58,1.0002266264461783,1.0105264264551594,-0.01029980000898112
valence,emg_existing_22,physio_residual_ridge100,4,valence,59,1.3812991720893737,1.377907037417624,0.0033921346717495915
valence,emg_existing_22,physio_residual_ridge100,4,valence,60,1.2556572276071196,1.1785598645395026,0.07709736306761705
valence,emg_existing_22,physio_residual_ridge100,4,valence,61,1.812822965005681,1.2896377131817178,0.5231852518239632
