target,feature_block,model,k_calibration,__target__,subject_id,candidate_subject_rmse,locked_B2_subject_rmse,delta_rmse_candidate_minus_locked_B2
valence,emg_existing_22,physio_residual_ridge100,4,valence,62,1.2374518989735095,1.211368792057148,0.026083106916361398
valence,emg_existing_22,physio_residual_ridge100,4,valence,63,1.1446060842388506,1.188904538726112,-0.04429845448726133
valence,emg_existing_22,physio_residual_ridge100,4,valence,64,1.243562776933458,1.0614111080487767,0.18215166888468137
valence,emg_existing_22,physio_residual_ridge100,4,valence,65,0.956885086838364,0.936112789308842,0.020772297529522032
valence,emg_existing_22,physio_context_ridge100,4,valence,1,1.2260549601912296,1.209997366098178,0.01605759409305163
valence,emg_existing_22,physio_context_ridge100,4,valence,2,1.600371960240632,1.5371724521118073,0.0631995081288248
valence,emg_existing_22,physio_context_ridge100,4,valence,3,1.2089878953159643,1.2195756209650204,-0.010587725649056079
valence,emg_existing_22,physio_context_ridge100,4,valence,5,1.524009868178073,1.555609785781849,-0.03159991760377601
valence,emg_existing_22,physio_context_ridge100,4,valence,6,1.2315850648114106,0.9937461984569204,0.23783886635449025
valence,emg_existing_22,physio_context_ridge100,4,valence,7,0.7266797082877475,0.6487385595840166,0.07794114870373092
valence,emg_existing_22,physio_context_ridge100,4,valence,8,1.09465035492872,0.9946275487629594,0.10002280616576065
valence,emg_existing_22,physio_context_ridge100,4,valence,9,1.202610261575428,1.067658593664383,0.13495166791104496
valence,emg_existing_22,physio_context_ridge100,4,valence,10,1.012685038992464,1.0642607623042837,-0.0515757233118197
valence,emg_existing_22,physio_context_ridge100,4,valence,11,1.5128642145694111,1.4137456691292951,0.099118545440116
valence,emg_existing_22,physio_context_ridge100,4,valence,12,1.16465690400197,1.06370502129135,0.10095188271062017
valence,emg_existing_22,physio_context_ridge100,4,valence,13,0.9839529192447942,0.8329924939134334,0.15096042533136078
valence,emg_existing_22,physio_context_ridge100,4,valence,14,0.9084051022765416,0.7626106944624788,0.14579440781406283
valence,emg_existing_22,physio_context_ridge100,4,valence,15,1.0309337289756204,0.9815565883059044,0.04937714066971599
valence,emg_existing_22,physio_context_ridge100,4,valence,16,0.9914686490083684,0.9490496110683544,0.042419037940014004
valence,emg_existing_22,physio_context_ridge100,4,valence,17,1.210777436800485,1.234319433154173,-0.02354199635368781
valence,emg_existing_22,physio_context_ridge100,4,valence,18,1.8172891874441888,1.9079514680866136,-0.09066228064242488
valence,emg_existing_22,physio_context_ridge100,4,valence,19,1.2595462969250726,1.3156737199255366,-0.05612742300046403
valence,emg_existing_22,physio_context_ridge100,4,valence,20,1.0297905302397432,0.9841227526950148,0.045667777544728394
valence,emg_existing_22,physio_context_ridge100,4,valence,21,1.1431255916266387,0.9739762863948712,0.16914930523176752
valence,emg_existing_22,physio_context_ridge100,4,valence,22,1.2007106788843835,1.0164550687590317,0.18425561012535185
valence,emg_existing_22,physio_context_ridge100,4,valence,23,1.03063559569033,1.0925409628369789,-0.06190536714664896
valence,emg_existing_22,physio_context_ridge100,4,valence,24,1.1318897949450657,1.026958547201133,0.10493124774393259
valence,emg_existing_22,physio_context_ridge100,4,valence,25,1.5607714867553566,1.4239187676408414,0.13685271911451524
valence,emg_existing_22,physio_context_ridge100,4,valence,26,1.558382273244173,1.5795258206744904,-0.021143547430317433
valence,emg_existing_22,physio_context_ridge100,4,valence,27,1.309967317681253,1.3844423596290234,-0.07447504194777044
valence,emg_existing_22,physio_context_ridge100,4,valence,28,1.2313966083418648,1.064408650228926,0.16698795811293876
valence,emg_existing_22,physio_context_ridge100,4,valence,29,0.9281654469792532,0.9337065690318628,-0.005541122052609593
valence,emg_existing_22,physio_context_ridge100,4,valence,30,1.0400539150984436,0.903850279732938,0.13620363536550562
valence,emg_existing_22,physio_context_ridge100,4,valence,31,1.71894902722233,0.9649690438506252,0.7539799833717048
valence,emg_existing_22,physio_context_ridge100,4,valence,32,1.02505291689843,1.0355444323619014,-0.01049151546347149
valence,emg_existing_22,physio_context_ridge100,4,valence,33,0.7434200927070203,0.7547462681480787,-0.011326175441058406
valence,emg_existing_22,physio_context_ridge100,4,valence,34,1.3905799397021084,1.1557151027855534,0.2348648369165549
valence,emg_existing_22,physio_context_ridge100,4,valence,35,0.885084783546274,0.8788357624404973,0.006249021105776631
valence,emg_existing_22,physio_context_ridge100,4,valence,36,1.0673519713424406,0.9304237073728054,0.1369282639696352
valence,emg_existing_22,physio_context_ridge100,4,valence,37,1.0940995668715383,0.6730493232277807,0.42105024364375765
valence,emg_existing_22,physio_context_ridge100,4,valence,38,1.5826086815369982,1.5002979945094734,0.08231068702752475
valence,emg_existing_22,physio_context_ridge100,4,valence,39,1.2287053002058017,1.161385606081477,0.06731969412432481
valence,emg_existing_22,physio_context_ridge100,4,valence,40,1.492297553361127,1.3021140139831608,0.19018353937796606
valence,emg_existing_22,physio_context_ridge100,4,valence,41,1.4906695023788368,1.0427661523688756,0.4479033500099612
valence,emg_existing_22,physio_context_ridge100,4,valence,42,1.1053818895628258,0.9062620806002476,0.1991198089625782
valence,emg_existing_22,physio_context_ridge100,4,valence,43,1.1290450255630196,0.9809791706946532,0.14806585486836632
valence,emg_existing_22,physio_context_ridge100,4,valence,44,1.515981865002596,1.4845274200753775,0.031454444927218494
valence,emg_existing_22,physio_context_ridge100,4,valence,45,0.938623598903334,0.9588711387363508,-0.020247539833016748
valence,emg_existing_22,physio_context_ridge100,4,valence,46,1.3948375323571427,1.2975917838138509,0.09724574854329182
valence,emg_existing_22,physio_context_ridge100,4,valence,47,1.826469507052921,1.9110001276808373,-0.08453062062791616
valence,emg_existing_22,physio_context_ridge100,4,valence,48,1.0710175183126156,0.9912028785079954,0.07981463980462022
valence,emg_existing_22,physio_context_ridge100,4,valence,49,1.2364008649302594,0.9399897712869262,0.2964110936433332
valence,emg_existing_22,physio_context_ridge100,4,valence,50,1.387423015117628,0.8086668072181765,0.5787562078994514
valence,emg_existing_22,physio_context_ridge100,4,valence,52,1.467407004728091,1.3956656700296066,0.07174133469848432
valence,emg_existing_22,physio_context_ridge100,4,valence,53,1.166236499811239,0.9550528246779788,0.21118367513326008
valence,emg_existing_22,physio_context_ridge100,4,valence,54,1.3935702606820457,1.4412754259583682,-0.047705165276322514
valence,emg_existing_22,physio_context_ridge100,4,valence,55,1.2349760891730557,1.2072995093264751,0.027676579846580562
valence,emg_existing_22,physio_context_ridge100,4,valence,56,6.729773035065922,1.000238045567898,5.729534989498024
valence,emg_existing_22,physio_context_ridge100,4,valence,57,1.3590378120103268,1.1088926878549596,0.25014512415536716
valence,emg_existing_22,physio_context_ridge100,4,valence,58,0.9887987172927786,1.0105264264551594,-0.02172770916238087
valence,emg_existing_22,physio_context_ridge100,4,valence,59,1.359636594524246,1.377907037417624,-0.018270442893378203
valence,emg_existing_22,physio_context_ridge100,4,valence,60,1.3132538436383396,1.1785598645395026,0.13469397909883707
valence,emg_existing_22,physio_context_ridge100,4,valence,61,1.8571289764682968,1.2896377131817178,0.567491263286579
valence,emg_existing_22,physio_context_ridge100,4,valence,62,1.2549958964252117,1.211368792057148,0.04362710436806361
valence,emg_existing_22,physio_context_ridge100,4,valence,63,1.1802968690806317,1.188904538726112,-0.00860766964548021
valence,emg_existing_22,physio_context_ridge100,4,valence,64,1.2265554984729323,1.0614111080487767,0.16514439042415563
valence,emg_existing_22,physio_context_ridge100,4,valence,65,1.004597281062138,0.936112789308842,0.06848449175329596
valence,emg_existing_22,physio_residual_ridge1000,4,valence,1,1.2169551949865685,1.209997366098178,0.0069578288883904715
valence,emg_existing_22,physio_residual_ridge1000,4,valence,2,1.5744720481045884,1.5371724521118073,0.0372995959927811
valence,emg_existing_22,physio_residual_ridge1000,4,valence,3,1.1919052617940686,1.2195756209650204,-0.02767035917095173
valence,emg_existing_22,physio_residual_ridge1000,4,valence,5,1.5013070024057087,1.555609785781849,-0.05430278337614025
valence,emg_existing_22,physio_residual_ridge1000,4,valence,6,1.159546535024913,0.9937461984569204,0.16580033656799265
valence,emg_existing_22,physio_residual_ridge1000,4,valence,7,0.775488357899974,0.6487385595840166,0.12674979831595734
valence,emg_existing_22,physio_residual_ridge1000,4,valence,8,1.039142497682208,0.9946275487629594,0.044514948919248454
valence,emg_existing_22,physio_residual_ridge1000,4,valence,9,1.1872719547302009,1.067658593664383,0.11961336106581788
valence,emg_existing_22,physio_residual_ridge1000,4,valence,10,1.002299010406826,1.0642607623042837,-0.061961751897457784
valence,emg_existing_22,physio_residual_ridge1000,4,valence,11,1.460401590761537,1.4137456691292951,0.04665592163224197
valence,emg_existing_22,physio_residual_ridge1000,4,valence,12,1.1913250729690532,1.06370502129135,0.1276200516777033
valence,emg_existing_22,physio_residual_ridge1000,4,valence,13,1.0482452065882906,0.8329924939134334,0.21525271267485713
valence,emg_existing_22,physio_residual_ridge1000,4,valence,14,0.9152244855837888,0.7626106944624788,0.15261379112131002
valence,emg_existing_22,physio_residual_ridge1000,4,valence,15,1.0948084281761754,0.9815565883059044,0.11325183987027099
valence,emg_existing_22,physio_residual_ridge1000,4,valence,16,1.014014097732962,0.9490496110683544,0.06496448666460752
valence,emg_existing_22,physio_residual_ridge1000,4,valence,17,1.1946887682216747,1.234319433154173,-0.03963066493249823
valence,emg_existing_22,physio_residual_ridge1000,4,valence,18,1.805909595408898,1.9079514680866136,-0.1020418726777157
valence,emg_existing_22,physio_residual_ridge1000,4,valence,19,1.299685035657629,1.3156737199255366,-0.01598868426790756
valence,emg_existing_22,physio_residual_ridge1000,4,valence,20,1.0193489518394077,0.9841227526950148,0.035226199144392845
valence,emg_existing_22,physio_residual_ridge1000,4,valence,21,1.0651945621570065,0.9739762863948712,0.09121827576213526
valence,emg_existing_22,physio_residual_ridge1000,4,valence,22,1.223736765708322,1.0164550687590317,0.20728169694929033
valence,emg_existing_22,physio_residual_ridge1000,4,valence,23,1.022835218987073,1.0925409628369789,-0.0697057438499058
valence,emg_existing_22,physio_residual_ridge1000,4,valence,24,1.1621252630413812,1.026958547201133,0.1351667158402481
valence,emg_existing_22,physio_residual_ridge1000,4,valence,25,1.5483010674284516,1.4239187676408414,0.12438229978761028
valence,emg_existing_22,physio_residual_ridge1000,4,valence,26,1.5533019442478595,1.5795258206744904,-0.026223876426630932
valence,emg_existing_22,physio_residual_ridge1000,4,valence,27,1.31175671679673,1.3844423596290234,-0.0726856428322935
valence,emg_existing_22,physio_residual_ridge1000,4,valence,28,1.2934517721012777,1.064408650228926,0.22904312187235165
valence,emg_existing_22,physio_residual_ridge1000,4,valence,29,0.954213101808724,0.9337065690318628,0.020506532776861208
valence,emg_existing_22,physio_residual_ridge1000,4,valence,30,0.992178205986798,0.903850279732938,0.08832792625385999
valence,emg_existing_22,physio_residual_ridge1000,4,valence,31,1.6441913983192658,0.9649690438506252,0.6792223544686405
valence,emg_existing_22,physio_residual_ridge1000,4,valence,32,1.054536267616935,1.0355444323619014,0.018991835255033562
valence,emg_existing_22,physio_residual_ridge1000,4,valence,33,0.7939511854769239,0.7547462681480787,0.039204917328845235
valence,emg_existing_22,physio_residual_ridge1000,4,valence,34,1.399357953717277,1.1557151027855534,0.24364285093172344
valence,emg_existing_22,physio_residual_ridge1000,4,valence,35,0.8902237159017644,0.8788357624404973,0.011387953461267086
valence,emg_existing_22,physio_residual_ridge1000,4,valence,36,1.0134752765825188,0.9304237073728054,0.08305156920971335
valence,emg_existing_22,physio_residual_ridge1000,4,valence,37,1.2050747350683333,0.6730493232277807,0.5320254118405526
valence,emg_existing_22,physio_residual_ridge1000,4,valence,38,1.6283404617905377,1.5002979945094734,0.12804246728106428
valence,emg_existing_22,physio_residual_ridge1000,4,valence,39,1.1842613247797982,1.161385606081477,0.02287571869832128
valence,emg_existing_22,physio_residual_ridge1000,4,valence,40,1.4311070921540094,1.3021140139831608,0.1289930781708486
valence,emg_existing_22,physio_residual_ridge1000,4,valence,41,1.553157228448372,1.0427661523688756,0.5103910760794963
valence,emg_existing_22,physio_residual_ridge1000,4,valence,42,1.053470987478928,0.9062620806002476,0.1472089068786805
valence,emg_existing_22,physio_residual_ridge1000,4,valence,43,1.068054929734905,0.9809791706946532,0.08707575904025167
valence,emg_existing_22,physio_residual_ridge1000,4,valence,44,1.543259994995987,1.4845274200753775,0.05873257492060957
valence,emg_existing_22,physio_residual_ridge1000,4,valence,45,0.9601372308150106,0.9588711387363508,0.0012660920786597973
valence,emg_existing_22,physio_residual_ridge1000,4,valence,46,1.3608513265686244,1.2975917838138509,0.06325954275477352
valence,emg_existing_22,physio_residual_ridge1000,4,valence,47,1.7966788846059008,1.9110001276808373,-0.11432124307493652
valence,emg_existing_22,physio_residual_ridge1000,4,valence,48,1.0613082353586438,0.9912028785079954,0.07010535685064845
valence,emg_existing_22,physio_residual_ridge1000,4,valence,49,1.3254722557291911,0.9399897712869262,0.38548248444226496
valence,emg_existing_22,physio_residual_ridge1000,4,valence,50,1.3038208656618988,0.8086668072181765,0.4951540584437223
valence,emg_existing_22,physio_residual_ridge1000,4,valence,52,1.5187551927820016,1.3956656700296066,0.12308952275239493
valence,emg_existing_22,physio_residual_ridge1000,4,valence,53,1.1325994835924242,0.9550528246779788,0.17754665891444543
valence,emg_existing_22,physio_residual_ridge1000,4,valence,54,1.4117307614581316,1.4412754259583682,-0.029544664500236628
valence,emg_existing_22,physio_residual_ridge1000,4,valence,55,1.2838125485668637,1.2072995093264751,0.07651303924038855
valence,emg_existing_22,physio_residual_ridge1000,4,valence,56,7.063490428521303,1.000238045567898,6.063252382953404
valence,emg_existing_22,physio_residual_ridge1000,4,valence,57,1.3217735473180774,1.1088926878549596,0.21288085946311774
valence,emg_existing_22,physio_residual_ridge1000,4,valence,58,0.9988666839828122,1.0105264264551594,-0.011659742472347245
valence,emg_existing_22,physio_residual_ridge1000,4,valence,59,1.376742624210222,1.377907037417624,-0.0011644132074020153
valence,emg_existing_22,physio_residual_ridge1000,4,valence,60,1.2599250020815906,1.1785598645395026,0.08136513754208807
valence,emg_existing_22,physio_residual_ridge1000,4,valence,61,1.800286693041679,1.2896377131817178,0.5106489798599612
valence,emg_existing_22,physio_residual_ridge1000,4,valence,62,1.257970316276706,1.211368792057148,0.04660152421955788
valence,emg_existing_22,physio_residual_ridge1000,4,valence,63,1.1409942357557863,1.188904538726112,-0.04791030297032561
valence,emg_existing_22,physio_residual_ridge1000,4,valence,64,1.2271522634920582,1.0614111080487767,0.1657411554432815
valence,emg_existing_22,physio_residual_ridge1000,4,valence,65,0.9657607607061802,0.936112789308842,0.029647971397338213
valence,emg_existing_22,physio_context_ridge1000,4,valence,1,1.4346445947058577,1.209997366098178,0.22464722860767972
valence,emg_existing_22,physio_context_ridge1000,4,valence,2,1.8312138199531691,1.5371724521118073,0.2940413678413618
valence,emg_existing_22,physio_context_ridge1000,4,valence,3,1.5086778234947498,1.2195756209650204,0.2891022025297294
valence,emg_existing_22,physio_context_ridge1000,4,valence,5,1.7921148842745145,1.555609785781849,0.23650509849266554
valence,emg_existing_22,physio_context_ridge1000,4,valence,6,1.7147963122326584,0.9937461984569204,0.721050113775738
valence,emg_existing_22,physio_context_ridge1000,4,valence,7,0.7289137764486804,0.6487385595840166,0.08017521686466378
valence,emg_existing_22,physio_context_ridge1000,4,valence,8,1.455569543422507,0.9946275487629594,0.46094199465954766
valence,emg_existing_22,physio_context_ridge1000,4,valence,9,1.4685925389474923,1.067658593664383,0.4009339452831093
valence,emg_existing_22,physio_context_ridge1000,4,valence,10,1.256889783305962,1.0642607623042837,0.19262902100167834
valence,emg_existing_22,physio_context_ridge1000,4,valence,11,1.9184863189126455,1.4137456691292951,0.5047406497833504
valence,emg_existing_22,physio_context_ridge1000,4,valence,12,1.03834438353507,1.06370502129135,-0.025360637756279836
valence,emg_existing_22,physio_context_ridge1000,4,valence,13,0.9103159845978724,0.8329924939134334,0.077323490684439
valence,emg_existing_22,physio_context_ridge1000,4,valence,14,1.0953355346486882,0.7626106944624788,0.3327248401862094
valence,emg_existing_22,physio_context_ridge1000,4,valence,15,0.87500195023033,0.9815565883059044,-0.10655463807557441
valence,emg_existing_22,physio_context_ridge1000,4,valence,16,1.0033043462735578,0.9490496110683544,0.05425473520520341
valence,emg_existing_22,physio_context_ridge1000,4,valence,17,1.471875993203291,1.234319433154173,0.23755656004911807
valence,emg_existing_22,physio_context_ridge1000,4,valence,18,1.979068408753329,1.9079514680866136,0.07111694066671537
valence,emg_existing_22,physio_context_ridge1000,4,valence,19,1.1857434489787604,1.3156737199255366,-0.12993027094677623
valence,emg_existing_22,physio_context_ridge1000,4,valence,20,1.24847941519982,0.9841227526950148,0.26435666250480516
valence,emg_existing_22,physio_context_ridge1000,4,valence,21,1.5604755611835934,0.9739762863948712,0.5864992747887222
valence,emg_existing_22,physio_context_ridge1000,4,valence,22,1.0940598667281456,1.0164550687590317,0.0776047979691139
valence,emg_existing_22,physio_context_ridge1000,4,valence,23,1.345672447620516,1.0925409628369789,0.2531314847835371
valence,emg_existing_22,physio_context_ridge1000,4,valence,24,1.187681957055116,1.026958547201133,0.16072340985398292
valence,emg_existing_22,physio_context_ridge1000,4,valence,25,1.770338303508143,1.4239187676408414,0.3464195358673017
valence,emg_existing_22,physio_context_ridge1000,4,valence,26,1.8017959465107,1.5795258206744904,0.22227012583620964
valence,emg_existing_22,physio_context_ridge1000,4,valence,27,1.4976582654177637,1.3844423596290234,0.1132159057887403
valence,emg_existing_22,physio_context_ridge1000,4,valence,28,0.9292519870305216,1.064408650228926,-0.13515666319840447
valence,emg_existing_22,physio_context_ridge1000,4,valence,29,1.1447127852148191,0.9337065690318628,0.21100621618295634
valence,emg_existing_22,physio_context_ridge1000,4,valence,30,1.4139302138825895,0.903850279732938,0.5100799341496516
valence,emg_existing_22,physio_context_ridge1000,4,valence,31,2.230778977141005,0.9649690438506252,1.2658099332903796
valence,emg_existing_22,physio_context_ridge1000,4,valence,32,1.091618166194024,1.0355444323619014,0.05607373383212266
valence,emg_existing_22,physio_context_ridge1000,4,valence,33,0.7937703160679146,0.7547462681480787,0.039024047919835936
valence,emg_existing_22,physio_context_ridge1000,4,valence,34,1.340342452530811,1.1557151027855534,0.18462734974525752
valence,emg_existing_22,physio_context_ridge1000,4,valence,35,1.0632039753493638,0.8788357624404973,0.1843682129088665
valence,emg_existing_22,physio_context_ridge1000,4,valence,36,1.5131345031296504,0.9304237073728054,0.5827107957568449
valence,emg_existing_22,physio_context_ridge1000,4,valence,37,0.5909232846291714,0.6730493232277807,-0.08212603859860923
valence,emg_existing_22,physio_context_ridge1000,4,valence,38,1.379992312932944,1.5002979945094734,-0.12030568157652932
valence,emg_existing_22,physio_context_ridge1000,4,valence,39,1.61149218627873,1.161385606081477,0.450106580197253
valence,emg_existing_22,physio_context_ridge1000,4,valence,40,1.9489481742867656,1.3021140139831608,0.6468341603036047
valence,emg_existing_22,physio_context_ridge1000,4,valence,41,1.0544140439062362,1.0427661523688756,0.011647891537360566
valence,emg_existing_22,physio_context_ridge1000,4,valence,42,1.593135333589719,0.9062620806002476,0.6868732529894713
valence,emg_existing_22,physio_context_ridge1000,4,valence,43,1.5634027146423557,0.9809791706946532,0.5824235439477025
valence,emg_existing_22,physio_context_ridge1000,4,valence,44,1.561710220355451,1.4845274200753775,0.0771828002800734
valence,emg_existing_22,physio_context_ridge1000,4,valence,45,1.006260146333448,0.9588711387363508,0.04738900759709719
valence,emg_existing_22,physio_context_ridge1000,4,valence,46,1.7180061879100916,1.2975917838138509,0.42041440409624076
valence,emg_existing_22,physio_context_ridge1000,4,valence,47,2.0999518328163784,1.9110001276808373,0.18895170513554116
valence,emg_existing_22,physio_context_ridge1000,4,valence,48,1.280464157063587,0.9912028785079954,0.2892612785555917
valence,emg_existing_22,physio_context_ridge1000,4,valence,49,0.8169426420717665,0.9399897712869262,-0.1230471292151597
valence,emg_existing_22,physio_context_ridge1000,4,valence,50,1.915584364845644,0.8086668072181765,1.1069175576274675
valence,emg_existing_22,physio_context_ridge1000,4,valence,52,1.373378891221823,1.3956656700296066,-0.022286778807783625
valence,emg_existing_22,physio_context_ridge1000,4,valence,53,1.4827664778123495,0.9550528246779788,0.5277136531343707
valence,emg_existing_22,physio_context_ridge1000,4,valence,54,1.4818963384722348,1.4412754259583682,0.04062091251386657
valence,emg_existing_22,physio_context_ridge1000,4,valence,55,1.1551998680398508,1.2072995093264751,-0.052099641286624365
valence,emg_existing_22,physio_context_ridge1000,4,valence,56,5.910544379568684,1.000238045567898,4.9103063340007855
valence,emg_existing_22,physio_context_ridge1000,4,valence,57,1.6927729746437572,1.1088926878549596,0.5838802867887976
valence,emg_existing_22,physio_context_ridge1000,4,valence,58,1.1426380015176805,1.0105264264551594,0.13211157506252103
valence,emg_existing_22,physio_context_ridge1000,4,valence,59,1.3995199343299731,1.377907037417624,0.021612896912349022
valence,emg_existing_22,physio_context_ridge1000,4,valence,60,1.759471344819622,1.1785598645395026,0.5809114802801194
valence,emg_existing_22,physio_context_ridge1000,4,valence,61,2.204130593607442,1.2896377131817178,0.9144928804257242
valence,emg_existing_22,physio_context_ridge1000,4,valence,62,1.5409865332114094,1.211368792057148,0.32961774115426135
