target,k_calibration,model,n,mae,rmse,pearson,spearman,ccc,y_true_mean,y_true_std,y_pred_mean,y_pred_std,residual_mean,residual_std,residual_mae,residual_rmse,residual_pearson,residual_spearman,residual_ccc,residual_y_true_mean,residual_y_true_std,residual_y_pred_mean,residual_y_pred_std,residual_residual_mean,residual_residual_std,lift_vs_stimulus_mae,lift_vs_stimulus_rmse,lift_vs_stimulus_residual_mae,lift_vs_stimulus_residual_rmse,lift_vs_stimulus_pearson,lift_vs_stimulus_spearman,lift_vs_stimulus_ccc
arousal,4,stimulus_plus_fewshot_bias,352800,1.4957214861751154,1.8864814645423793,0.676698899796062,0.6771510740996687,0.66367378777374,4.310085034013605,2.5147057940968867,4.307379672299027,2.06341405967073,0.0027053617145783,1.8864795246914168,1.4957214861751154,1.8864814645423793,0.3724346674980561,0.3506664047531226,0.34158806166341454,0.0003381702143222525,1.944090720139932,-0.002367191500256051,1.2750095836216622,0.002705361714578307,1.8864795246914168,0.0844438729792989,0.05760928500952711,0.0844438729792989,0.05760928500952711,0.042234034506423046,0.07869782928575886,0.0842020551797531
arousal,4,stimulus_plus_fewshot_bias_shrink4,352800,1.4568563016604492,1.8063047413980169,0.6957376491633186,0.687734975492167,0.6520875798890854,4.310085034013605,2.5147057940968867,4.308563268049155,1.7476535996557747,0.001521765964450278,1.8063041003732747,1.4568563016604492,1.8063047413980169,0.3724346674980561,0.3506664047531226,0.22054177932570024,0.0003381702143222525,1.944090720139932,-0.0011835957501280254,0.6375047918108311,0.0015217659644502805,1.8063041003732747,0.12330905749396504,0.13778600815388953,0.12330905749396504,0.13778600815388953,0.061272783873679626,0.08928173067825718,0.07261584729509851
arousal,8,stimulus_only,302400,1.5797019542584059,1.9438251041129737,0.6344543858286329,0.5983641911137528,0.579597480747134,4.309441137566138,2.514310263872917,4.310253669568185,1.6327747842879334,-0.000812532002048147,1.943824934291038,1.5797019542584059,1.9438251041129737,,,0.0,-0.000812532002048147,1.943824934291038,0.0,0.0,-0.000812532002048147,1.943824934291038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arousal,8,stimulus_plus_fewshot_bias,302400,1.4283987241850145,1.7932746420332188,0.7057146012617733,0.7056694088044081,0.686089045179178,4.309441137566138,2.514310263872917,4.31269126557433,1.980567557023959,-0.0032501280081925306,1.793271696767475,1.4283987241850145,1.7932746420332188,0.4199026863398657,0.39360699224695045,0.3661673247303901,-0.000812532002048147,1.943824934291038,0.0024375960061443686,1.138053765720247,-0.003250128008192527,1.793271696767475,0.15130323007339141,0.15055046207975487,0.15130323007339141,0.15055046207975487,0.07126021543314043,0.10730521769065526,0.106491564432044
arousal,8,stimulus_plus_fewshot_bias_shrink4,302400,1.4201754956761676,1.7650944930829877,0.7121593337212493,0.7062203984070212,0.6733426778961171,4.309441137566138,2.514310263872917,4.311878733572281,1.7933028135226592,-0.0024375960061444094,1.76509280992179,1.4201754956761676,1.7650944930829877,0.41990268633986605,0.3936063971767608,0.28445255258853713,-0.000812532002048147,1.943824934291038,0.0016250640040962518,0.7587025104801646,-0.002437596006144402,1.76509280992179,0.15952645858223824,0.178730611029986,0.15952645858223824,0.178730611029986,0.0777049478926164,0.10785620729326839,0.0937451971489831
arousal,16,stimulus_only,201600,1.5800675243215567,1.9448068572403736,0.6332518704088294,0.5974895675003518,0.5785834833358812,4.313675595238095,2.5122824240309614,4.311407610087046,1.632046378641463,0.0022679851510496525,1.944805534806124,1.5800675243215567,1.9448068572403736,,,0.0,0.0022679851510496525,1.944805534806124,0.0,0.0,0.0022679851510496525,1.944805534806124,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arousal,16,stimulus_plus_fewshot_bias,201600,1.3926381888440862,1.7416746921039263,0.722204091014302,0.7214966135165647,0.6979870852699787,4.313675595238095,2.5122824240309614,4.3091396249359954,1.9319574398939756,0.004535970302099332,1.741668785414932,1.3926381888440862,1.7416746921039263,0.4534667870069687,0.42547386117600705,0.37951137333155804,0.0022679851510496525,1.944805534806124,-0.0022679851510496976,1.05189742334318,0.004535970302099334,1.741668785414932,0.18742933547747054,0.20313216513644727,0.18742933547747054,0.20313216513644727,0.0889522206054727,0.12400704601621293,0.11940360193409749
arousal,16,stimulus_plus_fewshot_bias_shrink4,201600,1.3933734479006654,1.7338282485895926,0.723687823417833,0.7194171964002869,0.6885848377843601,4.313675595238095,2.5122824240309614,4.309593221966206,1.8280165769978474,0.004082373271889394,1.7338234425211014,1.3933734479006654,1.7338282485895926,0.4534667870069686,0.42547394234472435,0.330541783871084,0.0022679851510496525,1.944805534806124,-0.0018143881208397528,0.8415179386745439,0.0040823732718893975,1.7338234425211014,0.1866940764208913,0.210978608650781,0.1866940764208913,0.210978608650781,0.09043595300900364,0.12192762889993514,0.11000135444847892
valence,0,stimulus_only,2016,1.02206541218638,1.257773694673858,0.8663072234664694,0.8413570547514742,0.8580903005604849,4.911210317460317,2.5179028270055928,4.911210317460317,2.192729356794927,-1.409807015397024e-17,1.257773694673858,1.02206541218638,1.257773694673858,,,0.0,-1.409807015397024e-17,1.257773694673858,0.0,0.0,-1.409807015397024e-17,1.257773694673858,0.0,0.0,0.0,0.0,0.0,0.0,0.0
valence,0,stimulus_plus_fewshot_bias,2016,1.02206541218638,1.257773694673858,0.8663072234664694,0.8413570547514742,0.8580903005604849,4.911210317460317,2.5179028270055928,4.911210317460317,2.192729356794927,-1.409807015397024e-17,1.257773694673858,1.02206541218638,1.257773694673858,,,0.0,-1.409807015397024e-17,1.257773694673858,0.0,0.0,-1.409807015397024e-17,1.257773694673858,0.0,0.0,0.0,0.0,0.0,0.0,0.0
valence,0,stimulus_plus_fewshot_bias_shrink4,2016,1.02206541218638,1.257773694673858,0.8663072234664694,0.8413570547514742,0.8580903005604849,4.911210317460317,2.5179028270055928,4.911210317460317,2.192729356794927,-1.409807015397024e-17,1.257773694673858,1.02206541218638,1.257773694673858,,,0.0,-1.409807015397024e-17,1.257773694673858,0.0,0.0,-1.409807015397024e-17,1.257773694673858,0.0,0.0,0.0,0.0,0.0,0.0,0.0
valence,1,stimulus_only,390600,1.022155079860595,1.2577838096451097,0.8663393648860659,0.8413436952050631,0.8581077717150862,4.9116077828981055,2.5182102621716793,4.911297837900335,2.19273017499335,0.00030994499777014714,1.2577837714565505,1.022155079860595,1.2577838096451097,,,0.0,0.00030994499777014714,1.2577837714565505,0.0,0.0,0.00030994499777014714,1.2577837714565505,0.0,0.0,0.0,0.0,0.0,0.0,0.0
valence,1,stimulus_plus_fewshot_bias,390600,1.354342533406009,1.7213384605902777,0.7672350170041368,0.7738572483763432,0.7672240472445431,4.9116077828981055,2.5182102621716793,4.90168954296946,2.527354935724442,0.009918239928645756,1.7213098862273537,1.354342533406009,1.7213384605902777,0.06329984299822387,0.06327861876180056,0.06329787187469674,0.00030994499777014714,1.2577837714565505,-0.009608294930875585,1.2574233810197208,0.009918239928645753,1.7213098862273537,-0.3321874535454141,-0.463554650945168,-0.3321874535454141,-0.463554650945168,-0.09910434788192912,-0.06748644682871996,-0.09088372447054316
