target,model,n,mae,rmse,pearson,spearman,ccc,balanced_accuracy,macro_f1,auroc,dev_rmse,dev_mae,dev_pearson,dev_spearman,dev_sign_acc,pred_dev_std,lift_vs_stimulus_mae,lift_vs_stimulus_rmse,lift_vs_stimulus_pearson,lift_vs_stimulus_spearman,lift_vs_stimulus_ccc,lift_vs_stimulus_balanced_accuracy,lift_vs_stimulus_macro_f1,lift_vs_stimulus_auroc,lift_vs_stimulus_dev_mae,lift_vs_stimulus_dev_rmse,lift_vs_stimulus_dev_pearson,lift_vs_stimulus_dev_spearman,lift_vs_stimulus_dev_sign_acc,lift_vs_stimulus_pred_dev_std
arousal,stimulus_only,2016,1.5799251152073732,1.9442049821165959,0.6343754946304894,0.5984999661777204,0.5793812998802726,0.7686230248306998,0.7739110736354597,0.816073636699185,1.9442049821165959,1.5799251152073732,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
arousal,emg_direct_ridge,2016,2.211141579675926,2.5580578264276785,-0.003915006647688822,-0.03074355978960724,-0.0013850091276432755,0.4992294827183981,0.4149430139299282,0.4858924693025258,2.5580578264276785,2.211141579675926,0.015768939288757583,-0.0365355606082223,0.4280753968253968,1.6933713887281507,-0.6312164644685527,-0.6138528443110827,-0.6382905012781782,-0.6292435259673276,-0.5807663090079159,-0.26939354211230165,-0.35896805970553153,-0.3301811673966592,-0.6312164644685527,-0.6138528443110827,,,0.4280753968253968,1.6933713887281507
arousal,emg_residual_ridge,2016,1.6142033724142082,1.9916046442960438,0.6127676323792601,0.5906780864771325,0.5644909916697936,0.7648607975921746,0.7691689870693558,0.8092731508406689,1.9916046442960438,1.6142033724142082,-0.04904080072755348,-0.03682576903921365,0.49404761904761907,0.345531523065105,-0.03427825720683497,-0.04739966217944791,-0.021607862251229237,-0.007821879700587897,-0.014890308210479097,-0.003762227238525151,-0.004742086566103976,-0.006800485858516114,-0.03427825720683497,-0.04739966217944791,,,0.49404761904761907,0.345531523065105
valence,stimulus_only,2016,1.02206541218638,1.257773694673858,0.8663072234664694,0.8413570547514742,0.8580903005604849,0.8795593635250918,0.8658039779535107,0.943285935194,1.257773694673858,1.02206541218638,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
valence,emg_direct_ridge,2016,2.121247695937324,2.5434770080050413,0.0001249050421618741,-0.050379990119872854,3.494952484722538e-05,0.4916496668026656,0.4555051801583285,0.4835824128221789,2.5434770080050413,2.121247695937324,0.012008084848331473,-0.02724298511554793,0.5109126984126984,2.2257732540272492,-1.0991822837509442,-1.2857033133311833,-0.8661823184243075,-0.891737044871347,-0.8580553510356377,-0.3879096967224262,-0.4102987977951822,-0.45970352237182105,-1.0991822837509442,-1.2857033133311833,,,0.5109126984126984,2.2257732540272492
valence,emg_residual_ridge,2016,1.0218027603458981,1.2610441716790652,0.8655700114708833,0.8520973635278739,0.8575092766554967,0.8795593635250918,0.8658039779535107,0.9474903163737654,1.2610441716790652,1.0218027603458981,0.033591949048625495,0.0008188325312072375,0.5029761904761905,0.14229268878370332,0.0002626518404817979,-0.0032704770052072174,-0.0007372119955860734,0.010740308776399754,-0.0005810239049881538,0.0,0.0,0.004204381179765404,0.0002626518404817979,-0.0032704770052072174,,,0.5029761904761905,0.14229268878370332
