epoch,train_loss,val_rmse_scaled,augmentation_config,stage,test_subject,target,y_outer_mean,y_outer_std,oracle_test_checkpoint_selection,early_stop,arch_config,arch_description
7,0.3270560308329521,0.8674513482133971,gaussian_0p10,oracle_test_checkpoint_selection,5,arousal,-7.162729191130042e-18,1.9474092830945495,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
8,0.30196726153935155,0.8839656770033897,gaussian_0p10,oracle_test_checkpoint_selection,5,arousal,-7.162729191130042e-18,1.9474092830945495,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
9,0.2630291412914953,0.9624319214757245,gaussian_0p10,oracle_test_checkpoint_selection,5,arousal,-7.162729191130042e-18,1.9474092830945495,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
10,0.23550325475873485,0.9121091441878552,gaussian_0p10,oracle_test_checkpoint_selection,5,arousal,-7.162729191130042e-18,1.9474092830945495,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
11,0.21128369315016654,0.9396216983555451,gaussian_0p10,oracle_test_checkpoint_selection,5,arousal,-7.162729191130042e-18,1.9474092830945495,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
12,0.19702784452707536,0.9204487007234904,gaussian_0p10,oracle_test_checkpoint_selection,5,arousal,-7.162729191130042e-18,1.9474092830945495,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
13,0.18308456530494074,0.9183503592279959,gaussian_0p10,oracle_test_checkpoint_selection,5,arousal,-7.162729191130042e-18,1.9474092830945495,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
14,0.15719379604824127,0.9828673130873725,gaussian_0p10,oracle_test_checkpoint_selection,5,arousal,-7.162729191130042e-18,1.9474092830945495,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
15,0.15927758392307065,0.9815243365779078,gaussian_0p10,oracle_test_checkpoint_selection,5,arousal,-7.162729191130042e-18,1.9474092830945495,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
16,0.1384287626152077,0.9725473330047457,gaussian_0p10,oracle_test_checkpoint_selection,5,arousal,-7.162729191130042e-18,1.9474092830945495,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
17,0.1339863494278923,1.0188523700160048,gaussian_0p10,oracle_test_checkpoint_selection,5,arousal,-7.162729191130042e-18,1.9474092830945495,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
18,0.11484673054468247,1.0406199162641125,gaussian_0p10,oracle_test_checkpoint_selection,5,arousal,-7.162729191130042e-18,1.9474092830945495,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
19,0.1138076756990725,1.0351858957856168,gaussian_0p10,oracle_test_checkpoint_selection,5,arousal,-7.162729191130042e-18,1.9474092830945495,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
20,0.11078783184770614,0.9718696034431569,gaussian_0p10,oracle_test_checkpoint_selection,5,arousal,-7.162729191130042e-18,1.9474092830945495,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
21,0.10653397389837811,0.9175834664034725,gaussian_0p10,oracle_test_checkpoint_selection,5,arousal,-7.162729191130042e-18,1.9474092830945495,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
22,0.09367921521827098,0.9794084727082666,gaussian_0p10,oracle_test_checkpoint_selection,5,arousal,-7.162729191130042e-18,1.9474092830945495,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
23,0.09947829050642829,0.982119075350524,gaussian_0p10,oracle_test_checkpoint_selection,5,arousal,-7.162729191130042e-18,1.9474092830945495,True,True,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
1,0.4398554707727125,1.9892791544646082,gaussian_0p10,oracle_test_checkpoint_selection,6,arousal,1.7906822977825105e-17,1.9011711549146475,True,,A0_current,Current model config: lite + GN + concat stem + learnable channel position + MHA mixer.
