target,k_calibration,model,subject_id,ref_rmse,model_rmse,rmse_improvement,rmse_worse_than_stimulus,ref_residual_rmse,model_residual_rmse,residual_rmse_improvement,residual_worse_than_stimulus,is_best_candidate
arousal,16,stimulus_plus_fewshot_bias,1,2.256792468282797,2.30342192205866,-0.04662945377586292,True,2.256792468282797,2.30342192205866,-0.04662945377586292,True,True
arousal,16,stimulus_plus_fewshot_bias,5,1.660234185595637,1.700733260228946,-0.04049907463330893,True,1.660234185595637,1.700733260228946,-0.04049907463330893,True,True
arousal,16,stimulus_plus_fewshot_bias,9,1.8017140365184912,1.8105822014377768,-0.00886816491928566,True,1.8017140365184912,1.8105822014377768,-0.00886816491928566,True,True
arousal,16,stimulus_plus_fewshot_bias,8,2.495148353529796,1.8783876709420075,0.6167606825877885,False,2.495148353529796,1.8783876709420075,0.6167606825877885,False,True
arousal,16,stimulus_plus_fewshot_bias,2,2.5696918738499783,1.79683279675372,0.7728590770962582,False,2.5696918738499783,1.79683279675372,0.7728590770962582,False,True
arousal,16,stimulus_plus_fewshot_bias,7,2.0531831931149727,1.0961398817240993,0.9570433113908734,False,2.0531831931149727,1.0961398817240993,0.9570433113908734,False,True
arousal,16,stimulus_plus_fewshot_bias,3,2.3170287976155133,1.1905418880681593,1.126486909547354,False,2.3170287976155133,1.1905418880681593,1.126486909547354,False,True
arousal,16,stimulus_plus_fewshot_bias,6,3.6071428571428568,1.9220736271176568,1.6850692300252,False,3.6071428571428568,1.9220736271176568,1.6850692300252,False,True
valence,16,stimulus_plus_fewshot_bias_shrink4,6,1.0663570447738298,1.1232855416870926,-0.05692849691326285,True,1.0663570447738298,1.1232855416870926,-0.05692849691326285,True,True
valence,16,stimulus_plus_fewshot_bias_shrink4,5,1.509958439757836,1.5642801695922608,-0.05432172983442474,True,1.509958439757836,1.5642801695922608,-0.05432172983442474,True,True
valence,16,stimulus_plus_fewshot_bias_shrink4,7,1.0273678474030377,1.0572123529280546,-0.02984450552501694,True,1.0273678474030377,1.0572123529280546,-0.02984450552501694,True,True
valence,16,stimulus_plus_fewshot_bias_shrink4,3,1.2992835545415178,1.3013893674509125,-0.002105812909394711,True,1.2992835545415178,1.3013893674509125,-0.002105812909394711,True,True
