target,model,test_subject,n,mae,rmse,pearson,spearman,balanced_accuracy,macro_f1,auroc,dev_mae,dev_rmse,dev_pearson,dev_spearman,dev_sign_acc,true_dev_mean,true_dev_std,pred_dev_mean,pred_dev_std,best_epoch,best_val_rmse_scaled,fit_subjects,val_subjects,outer_train_subjects,y_outer_mean,y_outer_std,final_train_last_loss
arousal,eeg_bc_residual_huber_norm_stabilized_smoke,1,32,1.5245035766989878,1.8792643741534598,0.6461652255866629,0.6497225745416199,0.7166666666666667,0.722943722943723,0.7666666666666667,1.5245035766989878,1.8792643741534598,0.11535878170469417,0.10979745257368734,0.59375,0.09979838709677412,1.8730758315387523,-0.16417297880216142,0.23122048922556446,2,1.0107300348901427,54,8,62,7.162729191130042e-18,1.9455604821992014,0.42620232460960267
arousal,eeg_bc_residual_huber_norm_stabilized_smoke,2,32,2.514119306857821,2.9231820577402825,0.7448325185039648,0.7861338107214635,0.7272727272727273,0.625,0.8681818181818182,2.514119306857821,2.9231820577402825,0.35798343161956087,0.33687683284457476,0.125,2.2273185483870965,1.5829340702617387,-0.2578592111309609,0.13734743704493405,1,0.9362990261921453,54,8,62,-7.162729191130042e-18,1.9288502402018097,0.43585902236161694
arousal,eeg_bc_residual_huber_norm_stabilized_smoke,3,32,1.6014608981082636,1.8060298617843697,0.628865546716312,0.6269373041091655,0.8548387096774194,0.5060034305317325,0.967741935483871,1.6014608981082636,1.8060298617843697,-0.011310364255928913,-0.07404692082111436,0.5625,-1.265625,1.353914241378173,-0.07593518071162852,0.10101695021565371,1,1.0967101016579384,54,8,62,2.865091676452017e-17,1.9459122563827091,0.4413159061824122
arousal,eeg_bc_residual_huber_norm_stabilized_smoke,5,32,1.677301405580614,2.0865156853147386,0.6895981949435699,0.7356824713292901,0.7777777777777778,0.746031746031746,0.8611111111111112,1.677301405580614,2.0865156853147386,-0.059921668304789795,-0.014662756598240468,0.28125,0.893649193548387,1.5102454224184472,-0.5304863217418068,0.13914265286534488,1,1.1534513233684147,54,8,62,-7.162729191130042e-18,1.9474092830945495,0.43891305692734256
arousal,eeg_bc_residual_huber_norm_stabilized_smoke,6,32,3.2791603243910608,3.700253248040733,0.3273868940635867,0.36907761082574514,0.6666666666666666,0.3333333333333333,0.48333333333333334,3.2791603243910608,3.700253248040733,-0.047342719117938206,-0.08870967741935483,0.5,3.2752016129032255,1.790167901902087,0.05896933060808514,0.3028123740771774,2,0.9373245921313804,54,8,62,1.7906822977825105e-17,1.9011711549146475,0.4236928190915815
arousal,eeg_bc_residual_huber_norm_stabilized_smoke,7,32,1.2664468251970704,1.5628708080212843,0.6678739772469249,0.6874124282707046,0.6875,0.4074074074074074,,1.2664468251970704,1.5628708080212843,0.13527504290965156,0.12556136062266418,0.6875,-1.0433467741935485,1.2461858921407156,-0.085961505975397,0.20623186064341287,2,0.917745231138699,54,8,62,7.162729191130042e-18,1.949252022010084,0.426614242695993
