target,test_subject,n,global_rmse,stimulus_rmse,lift_stimulus_vs_global_rmse,global_mae,stimulus_mae,lift_stimulus_vs_global_mae,stimulus_pearson,stimulus_spearman,stimulus_residual_std
arousal,30,32,2.071087377445241,0.956852374832003,1.1142350026132382,1.7331149193548387,0.7550403225806451,0.9780745967741936,0.8934739322809535,0.8682985705758665,0.9561639397658944
arousal,31,32,3.3426799568775576,2.3482477221801465,0.994432234697411,3.025642641129032,2.011592741935484,1.014049899193548,0.7902383180113697,0.7692709474610178,2.1966185537351026
arousal,32,32,1.9876870450445943,1.2891028761453294,0.6985841688992649,1.663243447580645,1.0398185483870965,0.6234248991935485,0.7650874662357704,0.7299560016483684,1.2823728733282098
arousal,33,32,1.7903926783538056,1.7088498453534822,0.08154283300032339,1.4861391129032258,1.466733870967742,0.019405241935483764,0.5550418725169379,0.5846336260080733,1.5470529366384678
arousal,34,32,2.4195881523925165,1.370932162726182,1.0486559896663346,2.110131048387097,1.1975806451612905,0.9125504032258065,0.8577420069249222,0.8685966040979513,1.287200102975002
arousal,35,32,1.604835860246295,1.552764938493383,0.05207092175291206,1.34375,1.1804435483870968,0.16330645161290325,0.5524171309417635,0.5261720678869681,1.5253824941246354
arousal,36,32,2.610799960013736,1.6137422213029615,0.9970577387107746,2.275138608870968,1.3986895161290323,0.8764490927419357,0.8281688496029959,0.8377729054559818,1.5074025758264082
arousal,37,32,1.4192196062833728,1.579093729239403,-0.1598741229560301,1.2621597782258065,1.2988911290322582,-0.036731350806451735,0.503569928255726,0.5396798441611068,1.513886625498777
arousal,38,32,1.9938777776904923,1.3992196939083654,0.5946580837821269,1.774382560483871,1.1134072580645162,0.6609753024193548,0.7229243531153058,0.719878752428922,1.3855566244123854
arousal,39,32,2.975635533326995,2.042019248651355,0.9336162846756402,2.649571572580645,1.719758064516129,0.929813508064516,0.7676405249461905,0.6309757579971604,1.9867742000953235
arousal,40,32,3.245736731974559,2.919191928710636,0.3265448032639231,3.007970010080645,2.4994959677419355,0.5084740423387095,0.4684225945889068,0.5149480612492227,2.710396573079377
arousal,41,32,2.1283821314051496,2.4690247430071826,-0.3406426116020329,1.964213709677419,2.0055443548387095,-0.04133064516129048,0.4297075601558554,0.44572460955923554,1.4959771670373037
arousal,42,32,3.062593405475279,2.6523340250498326,0.4102593804254462,2.751449092741935,2.253024193548387,0.49842489919354804,0.6793976578000543,0.7004036165494839,1.660115463055621
arousal,43,32,3.007049228211994,1.8068903377094594,1.2001588905025347,2.6875,1.5972782258064515,1.0902217741935485,0.8638948839185943,0.8256486416701168,1.802734417937777
arousal,44,32,2.8558509107066135,2.461961855606203,0.3938890551004106,2.641507056451613,1.9823588709677418,0.6591481854838712,0.5186399224228903,0.4016332543886638,2.4099202277826843
arousal,45,32,1.7105611048602116,1.5219490856302587,0.18861201922995297,1.4622605846774195,1.142641129032258,0.3196194556451615,0.6039531069248716,0.6180331561745381,1.4722953086219464
arousal,46,32,1.8877686975811199,1.9311611674675555,-0.043392469886435636,1.6945564516129032,1.4858870967741935,0.20866935483870974,0.40967788010441525,0.47740043487674816,1.9285807571028841
arousal,47,32,2.8580609534834527,2.441804445284562,0.4162565081988907,2.563319052419355,2.015120967741935,0.5481980846774199,0.5370668726263562,0.48073748385981624,2.3476946080537613
arousal,48,32,2.150853471431078,1.3047018848475163,0.8461515865835616,1.84375,1.0493951612903225,0.7943548387096775,0.7967730533808148,0.8373097283165034,1.300879429561996
arousal,49,32,2.174903340275642,2.3836409706151227,-0.20873763033948078,1.9488407258064515,2.065524193548387,-0.1166834677419355,0.3876173089081509,0.3433325205976194,1.692520509403907
arousal,50,32,2.6486580079308215,1.3913277090479512,1.2573302988828703,2.363029233870968,1.2056451612903225,1.1573840725806455,0.8978581496271996,0.8873978486220416,1.3910614610751582
arousal,52,32,2.1886304705853945,2.018432152260223,0.17019831832517163,1.8562563004032258,1.702116935483871,0.15413936491935476,0.48814867280672436,0.5170577002309656,1.9522573515044046
arousal,53,32,2.2133981929487763,1.1178085559441453,1.095589637004631,1.988344254032258,0.8991935483870968,1.0891507056451613,0.8850872703819913,0.8781714645299696,1.0633145558549586
arousal,54,32,2.1967930692348134,1.6993827114266937,0.4974103578081197,1.92351310483871,1.4773185483870968,0.4461945564516132,0.6430736368541089,0.6790974821338142,1.6942831997212953
arousal,55,32,2.566117872877238,2.4616497908979853,0.1044680819792525,2.373046875,2.25,0.123046875,0.7950465863012915,0.699520481830936,0.9986088789050975
arousal,56,32,2.5353812588892106,1.4504419560416728,1.0849393028475378,2.21875,1.2288306451612905,0.9899193548387095,0.8656702754372579,0.8419496149200265,1.3444179697621401
arousal,57,32,2.1508534714310774,2.166632480586249,-0.015779009155171497,1.71875,1.836693548387097,-0.11794354838709697,0.3731227757768021,0.39690353106472104,2.1643328274237774
arousal,58,32,2.5900822518744504,1.5841130079171235,1.005969243957327,2.3612021169354835,1.3074596774193548,1.0537424395161288,0.8988644335320037,0.8513851569095515,1.133263600349544
arousal,59,32,2.496283658156081,2.058506247467732,0.4377774106883492,2.280115927419355,1.5524193548387097,0.7276965725806452,0.6592880734724359,0.6739317607458565,1.6408958852975946
arousal,60,32,3.434229477186565,2.415655774314542,1.0185737028720232,3.209173387096774,2.089717741935484,1.11945564516129,0.8284694603679771,0.8607821590605765,2.0713483906629713
arousal,61,32,3.0357980061419343,1.8649160854374134,1.170881920704521,2.7659085181451615,1.611391129032258,1.1545173891129035,0.8895476149988314,0.882083862391182,1.641778371653087
arousal,62,32,3.124556786012586,2.092926447829683,1.0316303381829028,2.9106287802419355,1.742439516129032,1.1681892641129035,0.7970900544626541,0.7038059936815464,2.058781133828381
arousal,63,32,3.1991209730174317,2.1826475464845023,1.0164734265329294,2.921875,1.8578629032258065,1.0640120967741935,0.7844496410078389,0.7571117581327045,2.1644511428246234
arousal,64,32,2.334716211670727,1.5094466023232982,0.8252696093474288,2.0625,1.2545362903225805,0.8079637096774195,0.7671576636270417,0.7722275080855436,1.5037030977647274
arousal,65,32,3.246647644682139,2.0286826907965585,1.2179649538855806,3.0904737903225805,1.908266129032258,1.1822076612903225,0.9102085544158178,0.8628904041766321,1.7398221083540357
