target,test_subject,n,global_rmse,stimulus_rmse,lift_stimulus_vs_global_rmse,global_mae,stimulus_mae,lift_stimulus_vs_global_mae,stimulus_pearson,stimulus_spearman,stimulus_residual_std
valence,1,32,2.5151860163545052,1.204586059790768,1.3105999565637372,2.098853326612903,0.994959677419355,1.103893649193548,0.8922484634653424,0.8852213172599906,1.1175376128242858
valence,2,32,2.8654123489020518,1.5487178326209212,1.3166945162811305,2.53125,1.2086693548387097,1.3225806451612903,0.8530610427473126,0.8036062294190673,1.499820800408392
valence,3,32,2.6557285097443195,1.1964804330363776,1.4592480767079419,2.2866053427419355,1.0554435483870968,1.2311617943548387,0.8980289713149183,0.8938103224205145,1.1803897435466537
valence,5,32,2.892985517400524,1.4945269559497258,1.3984585614507983,2.599483366935484,1.2268145161290325,1.3726688508064515,0.8646215886593648,0.8429278417012366,1.4829722032698982
valence,6,32,3.0475242944607404,1.1570929690036986,1.8904313254570417,2.817949848790323,1.045866935483871,1.772082913306452,0.9562877492680013,0.9488688459347856,1.1527374217875292
valence,7,32,1.894553740231731,0.7714954244234683,1.1230583158082625,1.5786605342741935,0.6224798387096775,0.956180695564516,0.9432491857811657,0.9453048098417813,0.7539040491205143
valence,8,32,2.7145001084409515,1.0246974566824736,1.6898026517584779,2.386781754032258,0.830141129032258,1.556640625,0.9426106711880112,0.9277093877462874,0.9651393883815917
valence,9,32,2.608973797644393,1.1748826518327367,1.4340911458116563,2.373991935483871,0.9334677419354838,1.4405241935483872,0.9116655521799997,0.8672483250928812,1.061751339195067
valence,10,32,2.4208942200244925,1.0004185843498665,1.420475635674626,2.011025705645161,0.7928427419354838,1.2181829637096773,0.9107396566122342,0.9024685704478604,0.9997417263296526
valence,11,32,3.13845572301545,1.4491157957492957,1.6893399272661545,2.760899697580645,1.206149193548387,1.554750504032258,0.913970533877195,0.8917297264444277,1.4456403474452697
valence,12,32,1.9056056573793025,1.1831362535147223,0.7224694038645803,1.4526209677419355,0.9526209677419355,0.5,0.8509681823754512,0.8642873619265344,1.156639274123462
valence,13,32,1.8815664614548215,1.0503664627335452,0.8311999987212764,1.4527154737903225,0.8724798387096774,0.5802356350806451,0.9094177817342244,0.9217409851300047,0.933579727266912
valence,14,32,2.2572703006358528,0.8964680958217212,1.3608022048141315,1.7501260080645162,0.752016129032258,0.9981098790322582,0.9288122352606669,0.9113516159009858,0.8364190183117242
valence,15,32,1.7576501001695533,1.1124100414937979,0.6452400586757554,1.3911605342741935,0.856350806451613,0.5348097278225805,0.869677592471072,0.8593470389204451,1.1002827935536357
valence,16,32,2.036685525367226,1.0159129954676442,1.0207725298995818,1.671748991935484,0.7721774193548387,0.8995715725806452,0.904095529804977,0.8539668556320058,0.9396886306748992
valence,17,32,2.635115352586297,1.1960522994491878,1.4390630531371091,2.173639112903226,1.0090725806451613,1.1645665322580647,0.8972372737605019,0.8924429060909542,1.1698479042515253
valence,18,32,2.890719696750188,1.8032716105902833,1.0874480861599047,2.4301915322580645,1.4475806451612905,0.982610887096774,0.7911350468931307,0.792449445668865,1.7488893829746277
valence,19,32,2.014166131154324,1.3182709089508333,0.6958952222034909,1.633883568548387,1.028225806451613,0.605657762096774,0.8114687737086331,0.8097518048241787,1.3051566660738005
valence,20,32,2.4007625240463173,1.0229465993184748,1.3778159247278425,2.03125,0.7580645161290323,1.2731854838709677,0.9210161615627016,0.9032779543088524,0.9188484563256268
valence,21,32,2.855141655789786,1.0523150671354522,1.802826588654334,2.5,0.8966733870967741,1.603326612903226,0.9488592363701719,0.9378847772238772,1.0394869532102124
valence,22,32,1.9542147064160484,1.1928363994523645,0.7613783069636839,1.4065650201612903,1.0065524193548387,0.4000126008064515,0.8512104180693016,0.8460132068763729,1.1568399012334067
valence,23,32,2.531119773262013,1.045968830053902,1.485150943208111,2.0855594758064515,0.8432459677419354,1.242313508064516,0.915172848252118,0.9103602089950322,1.0231610268410265
valence,24,32,2.1722675224917034,1.181186665216522,0.9910808572751815,1.5875441028225805,0.9450604838709677,0.6424836189516128,0.8821665880400639,0.8493774186919627,1.0480127617606025
valence,25,32,2.7859531257495287,1.5424217245211227,1.243531401228406,2.417212701612903,1.2711693548387097,1.1460433467741933,0.834384004555415,0.8657760368933196,1.5408977561477415
valence,26,32,2.8278342974123993,1.5439152284274675,1.2839190689849318,2.44269783266129,1.295866935483871,1.146830897177419,0.8470860181155218,0.8255580336246294,1.502704617996618
valence,27,32,2.538470587073249,1.3065636152706914,1.2319069718025575,2.361139112903226,1.0403225806451613,1.3208165322580647,0.8615460240890016,0.8546099402867805,1.2826189990847694
valence,28,32,1.5847822622914383,1.2752203396559423,0.309561922635496,1.360194052419355,1.0181451612903225,0.3420488911290325,0.8236257915520524,0.8248647334839991,1.2733766266500446
valence,29,32,2.308997740345929,0.9792037966849636,1.3297939436609656,1.967584425403226,0.7414314516129032,1.2261529737903227,0.9261693100661718,0.9241859422826492,0.8583382261787255
valence,30,32,2.6734783227757277,0.9805105223786827,1.692967800397045,2.360383064516129,0.8356854838709677,1.5246975806451613,0.9379974670758721,0.8751374668635553,0.980497567382806
valence,31,32,3.5561178615981675,1.6415104177594801,1.9146074438386873,3.299773185483871,1.438508064516129,1.861265120967742,0.9646127020985076,0.9161207331651278,1.5157854873086032
valence,32,32,2.1329773925168927,1.067296131717133,1.0656812607997597,1.7029044858870968,0.888608870967742,0.8142956149193548,0.8963117720951919,0.87827351773193,0.982104106391065
valence,33,32,1.9527768290085252,0.8017706893454289,1.1510061396630964,1.6154233870967742,0.686491935483871,0.9289314516129032,0.9343139008328094,0.9289440751663227,0.7908206698619183
valence,34,32,2.233791870124186,1.3695290126321555,0.8642628574920306,1.7593876008064517,1.164818548387097,0.5945690524193548,0.877199258764556,0.8860229676758531,1.0638972447601784
valence,35,32,2.2116775245140996,0.8910241143900415,1.3206534101240581,1.7712953629032258,0.7444556451612903,1.0268397177419355,0.9231548791961846,0.913888347462997,0.8615394651342101
valence,36,32,2.8249255812396443,1.0204401633369262,1.804485417902718,2.411542338709677,0.871975806451613,1.539566532258064,0.952858933387899,0.9472029644614396,0.9870053317530504
valence,37,32,1.168500713508033,1.2260783336006187,-0.05757762009258571,0.927671370967742,1.122983870967742,-0.1953125,0.9324066298630631,0.9250128716174963,1.2103811796934416
valence,38,32,1.924582415081468,1.6108025634891396,0.31377985159232846,1.6090284778225805,1.385584677419355,0.22344380040322553,0.7087267234242455,0.7482941895497968,1.5946821551965669
valence,39,32,2.8313455233229337,1.1755363588632064,1.6558091644597273,2.453471522177419,0.9924395161290323,1.4610320060483868,0.9250073263216803,0.8975086558660758,1.1533481731760573
valence,40,32,3.206488313809664,1.426675927235319,1.7798123865743447,2.943264868951613,1.2253024193548387,1.7179624495967742,0.9319376503137341,0.911521538031714,1.4100396784327782
valence,41,32,1.3486411388638582,1.5324278343980433,-0.18378669553418514,1.0093245967741935,1.2570564516129032,-0.24773185483870974,0.744149958586994,0.787929511430954,1.5120641797562273
valence,42,32,2.920884678757096,1.0730391028443886,1.8478455759127073,2.699029737903226,0.8825604838709676,1.8164692540322585,0.9550430392765968,0.8914646584095169,1.05081901849707
valence,43,32,2.869000182712325,1.0653749285080085,1.8036252542043165,2.523311491935484,0.9420362903225806,1.5812752016129035,0.9514252587630226,0.9288917024558039,1.0277185606429846
valence,44,32,2.4000913731610267,1.551526240789527,0.8485651323714998,1.8563823084677422,1.3150201612903225,0.5413621471774197,0.8137530874760048,0.8164499982635804,1.3715575366482073
valence,45,32,2.100572380406929,0.9413358052974866,1.1592365751094427,1.8288495463709675,0.7525201612903227,1.0763293850806448,0.9060554036542894,0.8772193258743899,0.9359767748222355
valence,46,32,2.876297607905061,1.3444300634951423,1.5318675444099188,2.526083669354839,1.1199596774193548,1.4061239919354842,0.9022970737641547,0.8907610229943452,1.28779955889462
valence,47,32,3.16002038356527,1.8138910213562776,1.3461293622089925,2.7555128528225805,1.5519153225806452,1.2035975302419353,0.8306075032362703,0.8385162839805926,1.813517800521661
valence,48,32,2.4251007561678106,1.0440083806940523,1.3810923754737583,2.035723286290323,0.8351814516129032,1.2005418346774197,0.9156274603870709,0.911793242320702,0.9610845807699395
valence,49,32,1.3119420392483176,1.3329525449140025,-0.021010505665684853,1.0023941532258065,1.1310483870967742,-0.12865423387096775,0.8336429857786509,0.835676878120201,1.3316696325086343
valence,50,32,3.2669907903984052,1.2866157693255633,1.980375021072842,3.068012852822581,1.1547379032258065,1.9132749495967745,0.9672093563941468,0.9572243610768556,1.2860895432780775
valence,52,32,2.0755886821975333,1.5125805677666997,0.5630081144308337,1.776272681451613,1.2358870967741935,0.5403855846774195,0.782357205029605,0.7589824829572485,1.3983624472285212
valence,53,32,2.671875,1.117921278029436,1.553953721970564,2.322265625,0.920866935483871,1.401398689516129,0.9434256898467938,0.9099429949294116,0.8934942463418373
valence,54,32,2.393984554754553,1.4427400196528868,0.9512445351016663,2.079983618951613,1.0932459677419355,0.9867376512096775,0.8113994042385747,0.8344108319672651,1.415160932864053
valence,55,32,1.9574142548072462,1.303620364059265,0.6537938907479812,1.4856350806451615,1.0015120967741935,0.48412298387096797,0.8343983189289959,0.8756624196901942,1.2154548484692485
valence,56,32,2.709120498358469,1.0985109884654758,1.6106095098929933,2.5,0.8644153225806451,1.635584677419355,0.9228221709057491,0.8854194809660154,1.0862285750031415
valence,57,32,2.880749973258478,1.306171564966866,1.574578408291612,2.512852822580645,1.1633064516129035,1.3495463709677415,0.9357541313678465,0.9189961045829611,1.0644010927273946
valence,58,32,2.2679406269785813,1.01439944967274,1.2535411773058414,1.935546875,0.8346774193548387,1.1008694556451613,0.9058262036219726,0.8974096094567731,0.9650647612965453
valence,59,32,2.298166074633847,1.3881015443772842,0.9100645302565626,1.943264868951613,1.115423387096774,0.827841481854839,0.8139054960134012,0.8320801973230201,1.370997297920261
valence,60,32,3.0240249028917905,1.2498666682272448,1.7741582346645457,2.591009324596774,1.0912298387096775,1.4997794858870965,0.9365309095696593,0.9159804879307853,1.2403764851994614
valence,61,32,3.350225680000697,1.796584786883719,1.553640893116978,3.095734627016129,1.486391129032258,1.609343497983871,0.9245718728211336,0.878894809310882,1.4155227972469693
valence,62,32,2.689413780954496,1.2933652382208536,1.3960485427336422,2.3432144657258065,1.1244959677419355,1.218718497983871,0.9017688423353323,0.8759279144645141,1.1466678482673742
valence,63,32,2.7474040155295683,1.1374506141295835,1.6099534013999848,2.2720514112903225,0.9259072580645161,1.3461441532258065,0.9185405998609216,0.9126073081799048,1.1368553448155883
valence,64,32,2.2350768169498094,1.2210553618366922,1.0140214551131173,1.6761592741935485,0.9959677419354839,0.6801915322580646,0.8780768654201265,0.8475350823686865,1.076333478297336
valence,65,32,2.7056681186979734,0.960189785968401,1.7454783327295724,2.26691658266129,0.8140120967741935,1.4529044858870965,0.9453700665497249,0.9474030066230439,0.955941659589858
arousal,1,32,2.4369387878170263,1.8757326005488377,0.5612061872681886,2.1754032258064515,1.5544354838709677,0.6209677419354838,0.6396747039031424,0.6336280762871853,1.8730758315387523
arousal,2,32,3.2052219760867118,2.7325131631493744,0.47270881293733735,2.846616683467742,2.326108870967742,0.5205078125,0.7271361956690021,0.7829385631311458,1.5829340702617387
arousal,3,32,1.9774732338580465,1.8533457350509737,0.12412749880707286,1.580078125,1.645665322580645,-0.06558719758064502,0.6357247908214484,0.6344455352961016,1.353914241378173
arousal,5,32,2.2668155264885765,1.7548362080449436,0.511979318443633,1.9890372983870968,1.4047379032258065,0.5842993951612903,0.6946450633141555,0.7385488473019087,1.5102454224184472
arousal,6,32,3.5585768282649024,3.7325121194933057,-0.17393529122840334,3.369707661290323,3.337701612903226,0.032006048387096975,0.3170827001100329,0.38138344258506085,1.790167901902087
arousal,7,32,1.3840957079335527,1.6252851346734933,-0.2411894267399406,1.212197580645161,1.3487903225806452,-0.1365927419354842,0.664034725547573,0.6860438597275036,1.2461858921407156
arousal,8,32,2.690383546176372,1.9187893074403857,0.7715942387359862,2.476278981854839,1.7182459677419355,0.7580330141129035,0.7647247061481831,0.7852355977697068,1.630470033705313
arousal,9,32,2.2266954070862783,2.170411362822948,0.05628404426333011,1.8595010080645162,1.6965725806451613,0.16292842741935498,0.4570923493746102,0.46956461195453625,1.898183074793325
arousal,10,32,2.5699893114350396,1.7173703785641625,0.8526189328708771,2.2456212197580645,1.4380040322580645,0.8076171875,0.7545455569743079,0.6583096352466759,1.7129972872947774
arousal,11,32,2.014170987186788,2.026535642212376,-0.012364655025588256,1.6572265625,1.6718749999999998,-0.014648437499999778,0.4276580639736072,0.4359750912602661,1.9006477694544373
arousal,12,32,1.265939705031343,1.3301654805004859,-0.06422577546914288,0.9562436995967742,1.0922379032258065,-0.13599420362903225,0.6670130773110609,0.6063847547898518,1.2274284576871453
arousal,13,32,2.324867845122541,2.4172453841383996,-0.09237753901585855,2.0468119959677415,2.081149193548387,-0.03433719758064546,0.555088672893651,0.4724337435465743,1.4088788982214433
arousal,14,32,2.2790156731847806,1.7966571854818605,0.4823584877029201,2.020728326612903,1.610383064516129,0.410345262096774,0.8654060605055738,0.8158786083038903,0.8494495885699882
arousal,15,32,2.270657267000855,1.6951581251313257,0.5754991418695294,1.9967552923387097,1.4349798387096775,0.5617754536290323,0.6843964811202883,0.6838954529864433,1.6186477056527646
arousal,16,32,2.4613699412968146,1.3937183709424947,1.06765157035432,2.097498739919355,1.1154233870967742,0.9820753528225807,0.8490714537900502,0.7851188280071603,1.371204820434612
arousal,17,32,2.449121942230773,1.443007647866153,1.0061142943646197,2.127520161290323,1.1703629032258065,0.9571572580645165,0.8494711265706565,0.8058567055675556,1.3129056407007988
arousal,18,32,3.0360671228017635,2.2144458644257767,0.8216212583759868,2.775264616935484,1.862399193548387,0.912865423387097,0.7211949002894917,0.6891756144226439,2.1200614760696554
arousal,19,32,2.250170318970611,1.8649160854374134,0.38525423353319765,1.998204385080645,1.4783266129032255,0.5198777721774195,0.67305688302963,0.7573562085836922,1.4699453361764527
arousal,20,32,2.37309954505045,1.6061071539303806,0.7669923911200693,2.070280997983871,1.2222782258064515,0.8480027721774195,0.8174181670963804,0.8295778754427827,1.2400897101370107
arousal,21,32,2.7457973204541166,1.6322030782527182,1.1135942422013985,2.3148311491935485,1.277217741935484,1.0376134072580645,0.8430035229501304,0.7285661711621355,1.631799589761145
arousal,22,32,3.077074003689835,2.2019212090640568,0.8751527946257784,2.87175529233871,1.9672379032258065,0.9045173891129035,0.7363599371429027,0.6965022133087162,2.143575596227557
arousal,23,32,2.277542361089179,1.4444266565960073,0.8331157044931716,1.8510584677419355,1.2278225806451613,0.6232358870967742,0.8378042177970356,0.8186251100740446,1.1590966729438268
arousal,24,32,2.7070074331216873,1.48257196823593,1.2244354648857574,2.358366935483871,1.310483870967742,1.047883064516129,0.884284626195384,0.8455977263856485,1.4823221092336485
arousal,25,32,3.0419529368732077,2.1900265994374353,0.8519263374357724,2.702242943548387,1.7767137096774193,0.9255292338709677,0.7183776736175677,0.7140056976931781,2.18923247648393
arousal,26,32,2.667763131647398,2.0975708009095437,0.5701923307378545,2.4351688508064515,1.861391129032258,0.5737777217741935,0.6921782162668518,0.7032390754941981,1.7189293581328962
arousal,27,32,1.8765180536326826,1.535350762562059,0.3411672910706236,1.5,1.2263104838709675,0.2736895161290325,0.6857768600850156,0.6533032970651478,1.3302540014938895
arousal,28,32,2.622324400745861,1.736794234893714,0.8855301658521468,2.444556451612903,1.3870967741935485,1.0574596774193545,0.8523115608810486,0.7439674769942559,1.2832399966930983
arousal,29,32,2.1432182399801922,1.4303522584477637,0.7128659815324285,1.9112588205645162,1.0892137096774195,0.8220451108870968,0.7663483928825857,0.7911927673763665,1.3387930792556502
