association,permutations,observed_nmi,null_mean,null_median,null_std,null_p05,null_p95,effect_over_null_median,p_value_upper_tail,fdr_q,significant_at_fdr_0_05
exact_position,500,0.1856051550277127,0.1862962394574202,0.18638722459104812,0.004384156680516629,0.17914028998724474,0.19319493860821618,-0.0007820695633354302,0.562874251497006,0.9301397205588823,False
five_trial_bin,500,0.035029994066554895,0.04069415271243371,0.04075232159616192,0.0036604640194049464,0.034243532273027955,0.046698477232097,-0.005722327529607024,0.9301397205588823,0.9301397205588823,False
