repetition,role,task,label_policy,region,aggregation,baseline,n,low,high,accuracy,balanced_accuracy,macro_f1,roc_auc,brier,log_loss,cell_balanced_accuracy_mean,cell_balanced_accuracy_std
0,primary,valence,midpoint_as_high,seen_subject_unseen_stimulus,macro_mean_across_overlapping_cells,global_train_prior,6048,2436,3612,0.5971991356382979,0.5,0.3721989960168973,0.5,0.2460496130685123,0.685520026206793,0.5,0.0
0,primary,valence,midpoint_as_high,seen_subject_unseen_stimulus,macro_mean_across_overlapping_cells,subject_prior,6048,2436,3612,0.5803620899822695,0.5081387584060439,0.41012974181055684,0.5500214827452996,0.2454050559410843,0.6845314010186918,0.5081387584060439,0.010627158863570898
0,primary,valence,midpoint_as_high,unseen_subject_seen_stimulus,macro_mean_across_overlapping_cells,global_train_prior,6048,2436,3612,0.5970052083333334,0.5,0.3736046070771968,0.5,0.23989383479687268,0.67276444148286,0.5,0.0
0,primary,valence,midpoint_as_high,unseen_subject_seen_stimulus,macro_mean_across_overlapping_cells,stimulus_prior,6048,2436,3612,0.8940104166666667,0.8878085140073502,0.8889892166129514,0.9559037968008295,0.07656406404568666,0.2749623277915097,0.8878085140073502,0.029623659677988176
0,primary,valence,midpoint_as_low,seen_subject_unseen_stimulus,macro_mean_across_overlapping_cells,global_train_prior,6048,3483,2565,0.5759363918439716,0.5,0.3628734988947766,0.5,0.25153624301034566,0.6967356386972827,0.5,0.0
0,primary,valence,midpoint_as_low,seen_subject_unseen_stimulus,macro_mean_across_overlapping_cells,subject_prior,6048,3483,2565,0.5666832890070923,0.5239969388374052,0.4584619693949714,0.5554932273799373,0.24960878612507076,0.6931727081447508,0.5239969388374052,0.012646635744556586
0,primary,valence,midpoint_as_low,unseen_subject_seen_stimulus,macro_mean_across_overlapping_cells,global_train_prior,6048,3483,2565,0.5763020833333333,0.5,0.3652535111077689,0.5,0.24339498881019744,0.6798407184403279,0.5,0.0
0,primary,valence,midpoint_as_low,unseen_subject_seen_stimulus,macro_mean_across_overlapping_cells,stimulus_prior,6048,3483,2565,0.8871093750000001,0.8913984447932297,0.8852075597615273,0.9469930764136535,0.08860121623371323,0.3038555384726096,0.8913984447932297,0.013073406810085472
1,sensitivity,arousal,discard_midpoint,seen_subject_unseen_stimulus,macro_mean_across_overlapping_cells,global_train_prior,5397,3336,2061,0.6187147495088313,0.5,0.37987695914672864,0.5,0.24236160108248042,0.6787639696347425,0.5,0.0
1,sensitivity,arousal,discard_midpoint,seen_subject_unseen_stimulus,macro_mean_across_overlapping_cells,subject_prior,5397,3336,2061,0.6600586046271759,0.6004523697414952,0.5750076988698526,0.6990193194178743,0.21379024069926633,0.6116124655064027,0.6004523697414952,0.047671582529236346
