summary_type,repetition,role,task,policy,region,baseline,n,accuracy,balanced_accuracy,macro_f1,roc_auc,brier,log_loss,cell_balanced_accuracy_mean,cell_balanced_accuracy_std,cell_roc_auc_mean,cell_count
pooled_physical_trials,0,primary,valence,discard_midpoint,primary_test,order_bin_prior,1264,0.504746835443038,0.459832134292566,0.3931708095207419,0.40996905865138394,0.2565422654225748,0.7066779953976922,0.4889753237219479,0.02908096620930836,0.4630173178529461,16
pooled_physical_trials,0,primary,valence,discard_midpoint,primary_test,order_quadratic_logistic,1264,0.5126582278481012,0.46245376580091857,0.37212400370295107,0.39782369020038205,0.25436894290272544,0.7020829028060623,0.4891156583955497,0.025304304336498797,0.46719442263201816,16
pooled_physical_trials,0,primary,valence,midpoint_as_high,primary_test,global_train_prior,1280,0.565625,0.5,0.36127744510978044,0.40420922930164155,0.25223331404320987,0.6977872880982092,0.5,0.0,0.5,16
pooled_physical_trials,0,primary,valence,midpoint_as_high,primary_test,order_bin_prior,1280,0.5234375,0.4695933860646289,0.38692697144436483,0.41255365873047417,0.25560433512043595,0.7048757239229887,0.4955041468564066,0.019364908663389715,0.46477598065318104,16
pooled_physical_trials,0,primary,valence,midpoint_as_high,primary_test,order_quadratic_logistic,1280,0.52578125,0.4691611351802536,0.3735400999323517,0.39833782145554275,0.25341243068805663,0.7001916249060122,0.49131895326260316,0.01974667428461173,0.46399319890836443,16
pooled_physical_trials,0,primary,valence,midpoint_as_low,primary_test,global_train_prior,1280,0.521875,0.4751096361265853,0.3702974881352008,0.39974714550985735,0.25411434220679013,0.7015098538115766,0.5,0.0,0.5,16
pooled_physical_trials,0,primary,valence,midpoint_as_low,primary_test,order_bin_prior,1280,0.49296875,0.4553603176484532,0.3950370491743587,0.4110033681008257,0.2570941860760372,0.7076655603455733,0.48658136285401676,0.02945565101509696,0.4698838712521699,16
pooled_physical_trials,0,primary,valence,midpoint_as_low,primary_test,order_quadratic_logistic,1280,0.4921875,0.4519675240014223,0.37923604251039333,0.3999866658764964,0.2551002630874047,0.7035105732809296,0.48882084176305873,0.025020623769137506,0.46779046784513534,16
pooled_physical_trials,1,sensitivity,arousal,discard_midpoint,primary_test,global_train_prior,1263,0.5835312747426762,0.5,0.3685,0.4650262341937048,0.2440475903166513,0.6812374088686765,0.5,0.0,0.5,16
pooled_physical_trials,1,sensitivity,arousal,discard_midpoint,primary_test,order_bin_prior,1263,0.5787806809184481,0.4978344537251523,0.3784770784770785,0.4606745051101217,0.24804991803119888,0.6896804056443285,0.4991632860040568,0.009992493742331039,0.4787950031170074,16
pooled_physical_trials,1,sensitivity,arousal,discard_midpoint,primary_test,order_quadratic_logistic,1263,0.5843230403800475,0.5012227146328503,0.3723335475803497,0.47503624291264035,0.24478615694495306,0.6827678479068838,0.5010258838383839,0.004103535353535359,0.5023281740038794,16
pooled_physical_trials,1,sensitivity,arousal,midpoint_as_high,primary_test,global_train_prior,1280,0.5890625,0.5,0.37069813176007865,0.46671743098909746,0.24302854938271606,0.679183862520599,0.5,0.0,0.5,16
pooled_physical_trials,1,sensitivity,arousal,midpoint_as_high,primary_test,order_bin_prior,1280,0.584375,0.4980333027402648,0.3807450411223996,0.46137204869340703,0.24706537873944887,0.6877291826346619,0.49937161933739016,0.009279085822819003,0.4778369934735847,16
pooled_physical_trials,1,sensitivity,arousal,midpoint_as_high,primary_test,order_quadratic_logistic,1280,0.5890625,0.5,0.37069813176007865,0.4700595556272755,0.24382802938139575,0.6808482292157464,0.5,0.0,0.4999006361725275,16
pooled_physical_trials,1,sensitivity,arousal,midpoint_as_low,primary_test,global_train_prior,1280,0.57578125,0.5,0.3653941497273178,0.46041889997526186,0.24533383969907407,0.6838231410210989,0.5,0.0,0.5,16
pooled_physical_trials,1,sensitivity,arousal,midpoint_as_low,primary_test,order_bin_prior,1280,0.5703125,0.498402013038774,0.3839605734767025,0.4620456232149149,0.2491263681465734,0.691780678429802,0.4997805290041123,0.012708402225669204,0.47553100247109914,16
pooled_physical_trials,1,sensitivity,arousal,midpoint_as_low,primary_test,order_quadratic_logistic,1280,0.575,0.5010182637790456,0.37668066700324765,0.4792649010097679,0.24592096749246983,0.6850341311298102,0.5003945707070707,0.007683282251563775,0.5059409925246972,16
