summary_type,repetition,role,task,policy,region,baseline,n,accuracy,balanced_accuracy,macro_f1,roc_auc,brier,log_loss,cell_balanced_accuracy_mean,cell_balanced_accuracy_std,cell_roc_auc_mean,cell_count
pooled_physical_trials,1,sensitivity,valence,discard_midpoint,primary_test,global_train_prior,1264,0.560126582278481,0.5,0.359026369168357,0.37780326586188673,0.2553696537395544,0.7041901716354931,0.5,0.0,0.5,16
pooled_physical_trials,1,sensitivity,valence,discard_midpoint,primary_test,order_bin_prior,1264,0.5158227848101266,0.4672092834207211,0.3855558344427041,0.39026109620777955,0.25921402743104716,0.7122658254363518,0.4913257706099681,0.03200649846045332,0.46588818296120016,16
pooled_physical_trials,1,sensitivity,valence,discard_midpoint,primary_test,order_quadratic_logistic,1264,0.5205696202531646,0.4685505832622038,0.36996081502123757,0.3648208551802626,0.25806977810398873,0.709743491084144,0.48747918947272395,0.02403699014636686,0.44622380313454707,16
pooled_physical_trials,1,sensitivity,valence,midpoint_as_high,primary_test,global_train_prior,1280,0.565625,0.5,0.36127744510978044,0.3774792320839461,0.25458309220679015,0.7026584843868854,0.5,0.0,0.5,16
pooled_physical_trials,1,sensitivity,valence,midpoint_as_high,primary_test,order_bin_prior,1280,0.52265625,0.46848543264835646,0.38416521582328766,0.3933458205811042,0.2581800540583936,0.7102566032878617,0.4888715392900037,0.024558532371991463,0.4656673962408754,16
pooled_physical_trials,1,sensitivity,valence,midpoint_as_high,primary_test,order_quadratic_logistic,1280,0.54296875,0.48247644977940296,0.3697813171469475,0.36611774116618306,0.2571799914596892,0.708010695506482,0.49235140595343396,0.018082392527140424,0.4504973121920518,16
pooled_physical_trials,1,sensitivity,valence,midpoint_as_low,primary_test,global_train_prior,1280,0.525,0.4782703172533681,0.37441319082712765,0.3806842874639485,0.25577425733024695,0.7049317170364275,0.5,0.0,0.5,16
pooled_physical_trials,1,sensitivity,valence,midpoint_as_low,primary_test,order_bin_prior,1280,0.4984375,0.459800086918731,0.3955940500847298,0.388969963652167,0.2598599102319416,0.7134429097455861,0.4910934700635036,0.032617155314789655,0.4631284760176414,16
pooled_physical_trials,1,sensitivity,valence,midpoint_as_low,primary_test,order_quadratic_logistic,1280,0.503125,0.46034332898739677,0.3758567709052101,0.36638220536525623,0.25852564519792776,0.7105735757445523,0.4873882907880753,0.026398589825518008,0.44055897587631676,16
pooled_physical_trials,2,sensitivity,arousal,discard_midpoint,primary_test,global_train_prior,1263,0.5835312747426762,0.5,0.3685,0.4124185501803117,0.24837673597740825,0.6901991853023137,0.5,0.0,0.5,16
pooled_physical_trials,2,sensitivity,arousal,discard_midpoint,primary_test,order_bin_prior,1263,0.566904196357878,0.49092379443948597,0.3915718833802296,0.4433037027100928,0.25018000013836633,0.694017988129277,0.5019029695284987,0.028338685353003774,0.5000393594105341,16
pooled_physical_trials,2,sensitivity,arousal,discard_midpoint,primary_test,order_quadratic_logistic,1263,0.5732383214568487,0.4925411827829398,0.372789815114251,0.4163330427021477,0.2501233476754737,0.6938145227592347,0.49690824468085104,0.014736587580648488,0.49446175163808537,16
pooled_physical_trials,2,sensitivity,arousal,midpoint_as_high,primary_test,global_train_prior,1280,0.5890625,0.5,0.37069813176007865,0.41336446430192336,0.24733217592592593,0.6881312289168641,0.5,0.0,0.5,16
pooled_physical_trials,2,sensitivity,arousal,midpoint_as_high,primary_test,order_bin_prior,1280,0.575,0.4923752660084114,0.3891736932043468,0.44981265947897653,0.24865574671538732,0.6909526490724435,0.502775642400839,0.026428421327528085,0.5074971522830499,16
pooled_physical_trials,2,sensitivity,arousal,midpoint_as_high,primary_test,order_quadratic_logistic,1280,0.5828125,0.4946949602122016,0.368213228035538,0.4141108006979254,0.24890602051551225,0.6913874886439448,0.4953125,0.013597640726733933,0.495165562155446,16
pooled_physical_trials,2,sensitivity,arousal,midpoint_as_low,primary_test,global_train_prior,1280,0.57578125,0.5,0.3653941497273178,0.41374118858245185,0.24939441068672838,0.6921800747388674,0.5,0.0,0.5,16
pooled_physical_trials,2,sensitivity,arousal,midpoint_as_low,primary_test,order_bin_prior,1280,0.5546875,0.4884692559302933,0.3973654562214418,0.4384556374331257,0.25189988504857264,0.6974469192577761,0.5025239146848492,0.040903316614499814,0.488501065815802,16
pooled_physical_trials,2,sensitivity,arousal,midpoint_as_low,primary_test,order_quadratic_logistic,1280,0.565625,0.4933619196833512,0.37569958349561916,0.42088027966645924,0.2513060904644707,0.6961437074358139,0.4999325032237266,0.024604915630746158,0.4956411531774687,16
pooled_physical_trials,2,sensitivity,valence,discard_midpoint,primary_test,global_train_prior,1264,0.5363924050632911,0.4836402064788847,0.384445596819445,0.330724403528025,0.26401042958229143,0.7222183611267162,0.5,0.0,0.5,16
pooled_physical_trials,2,sensitivity,valence,discard_midpoint,primary_test,order_bin_prior,1264,0.4912974683544304,0.4501432752103402,0.39648398486665504,0.3487354184449051,0.26613400365384704,0.7268402236088036,0.49395119358852935,0.01941661805806565,0.47872833704173834,16
pooled_physical_trials,2,sensitivity,valence,discard_midpoint,primary_test,order_quadratic_logistic,1264,0.5276898734177216,0.4756787790106897,0.3786856698242537,0.33254963825549727,0.2648526013992676,0.7240344653887048,0.49440743251782004,0.01428592706657817,0.4668835133210884,16
pooled_physical_trials,2,sensitivity,valence,midpoint_as_high,primary_test,global_train_prior,1280,0.565625,0.5,0.36127744510978044,0.33534719185977185,0.2623883584104938,0.7190187461816684,0.5,0.0,0.5,16
pooled_physical_trials,2,sensitivity,valence,midpoint_as_high,primary_test,order_bin_prior,1280,0.50625,0.45878214555427477,0.39934659934659933,0.35450783019992843,0.264444564584135,0.7234878647246009,0.4971530010012249,0.01130982096075804,0.4835963958515993,16
pooled_physical_trials,2,sensitivity,valence,midpoint_as_high,primary_test,order_quadratic_logistic,1280,0.54296875,0.48310246830160186,0.3740046397893285,0.33670729162526336,0.26313571765594435,0.7206233351973654,0.4947614702421006,0.010015470796274236,0.46900091158827134,16
pooled_physical_trials,2,sensitivity,valence,midpoint_as_low,primary_test,global_train_prior,1280,0.5296875,0.48301133894354237,0.3805867448650178,0.33050847457627114,0.26507619598765436,0.7242300675290874,0.5,0.0,0.5,16
pooled_physical_trials,2,sensitivity,valence,midpoint_as_low,primary_test,order_bin_prior,1280,0.4734375,0.44123108529888194,0.39992877492877493,0.34692673146062974,0.26733835087028557,0.7291377807409632,0.4908600537564557,0.03174813831438207,0.48035937646764715,16
pooled_physical_trials,2,sensitivity,valence,midpoint_as_low,primary_test,order_quadratic_logistic,1280,0.4953125,0.4563035834222275,0.38992574754164155,0.3319431274939749,0.26610821972982923,0.7264653101254158,0.494951461402128,0.021727635901511038,0.46420216992653524,16
pooled_physical_trials,3,sensitivity,arousal,discard_midpoint,primary_test,global_train_prior,1263,0.5835312747426762,0.5,0.3685,0.3916195035881773,0.250421515167493,0.6944172386085219,0.5,0.0,0.5,16
