repetition,role,cell_id,subject_fold,stimulus_fold,task,label_policy,region,baseline,n,low,high,accuracy,balanced_accuracy,macro_f1,roc_auc,brier,log_loss,fit_uses_target_subject_labels,fit_uses_target_stimulus_labels,fit_uses_eeg_or_emg
0,primary,rep00_S01_T02,1,2,valence,midpoint_as_high,seen_subject_unseen_stimulus,global_train_prior,376,188,188,0.5,0.5,0.3333333333333333,0.5,0.2665240996428751,0.7273382088308716,False,False,False
0,primary,rep00_S01_T02,1,2,valence,midpoint_as_high,seen_subject_unseen_stimulus,subject_prior,376,188,188,0.5,0.5,0.3333333333333333,0.5129017655047533,0.2690103773703536,0.7341878051352894,False,False,False
0,primary,rep00_S01_T02,1,2,valence,midpoint_as_high,unseen_subject_seen_stimulus,global_train_prior,384,139,245,0.6380208333333334,0.5,0.38950715421303655,0.5,0.23104002015114936,0.6547413751060555,False,False,False
0,primary,rep00_S01_T02,1,2,valence,midpoint_as_high,unseen_subject_seen_stimulus,stimulus_prior,384,139,245,0.8880208333333334,0.8702246366172368,0.876561483774025,0.9449273234473645,0.08364440203820167,0.2938476485060679,False,False,False
0,primary,rep00_S01_T02,1,2,arousal,discard_midpoint,primary_test,global_train_prior,117,49,68,0.4188034188034188,0.5,0.29518072289156627,0.5,0.3164721742547445,0.8349632474579738,False,False,False
0,primary,rep00_S01_T02,1,2,arousal,discard_midpoint,primary_test,order_bin_prior,117,49,68,0.5128205128205128,0.5324129651860744,0.5122504205368243,0.5288115246098439,0.32334470166563206,0.9001947667726992,False,False,False
0,primary,rep00_S01_T02,1,2,arousal,discard_midpoint,primary_test,order_quadratic_logistic,117,49,68,0.5128205128205128,0.5324129651860744,0.5122504205368243,0.5942376950780313,0.30738787720897737,0.8474441619065866,False,False,False
0,primary,rep00_S01_T02,1,2,arousal,discard_midpoint,seen_subject_unseen_stimulus,global_train_prior,348,167,181,0.47988505747126436,0.5,0.32427184466019415,0.5,0.293370009926906,0.7863449094754147,False,False,False
0,primary,rep00_S01_T02,1,2,arousal,discard_midpoint,seen_subject_unseen_stimulus,subject_prior,348,167,181,0.5373563218390804,0.5538591325636021,0.4553990610328638,0.6568796109438582,0.2682941494361605,0.733472465487599,False,False,False
0,primary,rep00_S01_T02,1,2,arousal,discard_midpoint,unseen_subject_seen_stimulus,global_train_prior,324,200,124,0.6172839506172839,0.5,0.3816793893129771,0.5,0.2414032998459362,0.6769813434170726,False,False,False
0,primary,rep00_S01_T02,1,2,arousal,discard_midpoint,unseen_subject_seen_stimulus,stimulus_prior,324,200,124,0.7469135802469136,0.687741935483871,0.6946908756607677,0.7757459677419354,0.1840536069404812,0.5533250990180733,False,False,False
0,primary,rep00_S01_T02,1,2,arousal,midpoint_as_low,primary_test,global_train_prior,128,60,68,0.46875,0.5,0.3191489361702128,0.5,0.31297234168301397,0.8322924867305539,False,False,False
0,primary,rep00_S01_T02,1,2,arousal,midpoint_as_low,primary_test,order_bin_prior,128,60,68,0.53125,0.5392156862745098,0.5270935960591133,0.5294117647058824,0.31707230009514403,0.8888999720978568,False,False,False
0,primary,rep00_S01_T02,1,2,arousal,midpoint_as_low,primary_test,order_quadratic_logistic,128,60,68,0.4375,0.4529411764705882,0.40923076923076923,0.5901960784313726,0.30670369626119676,0.8505487957806261,False,False,False
0,primary,rep00_S01_T02,1,2,arousal,midpoint_as_low,seen_subject_unseen_stimulus,global_train_prior,376,195,181,0.5186170212765957,0.5,0.3415061295971979,0.5,0.29086816558523215,0.7847907889200012,False,False,False
0,primary,rep00_S01_T02,1,2,arousal,midpoint_as_low,seen_subject_unseen_stimulus,subject_prior,376,195,181,0.5558510638297872,0.5388723615242952,0.42569168152924497,0.6571894035982433,0.2661026466852774,0.7303584745192542,False,False,False
0,primary,rep00_S01_T02,1,2,arousal,midpoint_as_low,unseen_subject_seen_stimulus,global_train_prior,384,260,124,0.6770833333333334,0.5,0.40372670807453415,0.5,0.22062600598561444,0.6338409492109108,False,False,False
0,primary,rep00_S01_T02,1,2,arousal,midpoint_as_low,unseen_subject_seen_stimulus,stimulus_prior,384,260,124,0.75,0.667741935483871,0.6795994993742178,0.7464019851116626,0.18250961480104141,0.549218430417367,False,False,False
0,primary,rep00_S01_T02,1,2,arousal,midpoint_as_high,primary_test,global_train_prior,128,49,79,0.3828125,0.5,0.2768361581920904,0.5,0.2911208408782254,0.7772033474668224,False,False,False
0,primary,rep00_S01_T02,1,2,arousal,midpoint_as_high,primary_test,order_bin_prior,128,49,79,0.4921875,0.5227331438904675,0.49215650369285235,0.555799535003875,0.30440634026516716,0.8309769565507117,False,False,False
0,primary,rep00_S01_T02,1,2,arousal,midpoint_as_high,primary_test,order_quadratic_logistic,128,49,79,0.4921875,0.5227331438904675,0.49215650369285235,0.5847326272281064,0.28294789041938667,0.7727672222634694,False,False,False
0,primary,rep00_S01_T02,1,2,arousal,midpoint_as_high,seen_subject_unseen_stimulus,global_train_prior,376,167,209,0.4441489361702128,0.5,0.30755064456721914,0.5,0.276765504753282,0.7479505245610173,False,False,False
0,primary,rep00_S01_T02,1,2,arousal,midpoint_as_high,seen_subject_unseen_stimulus,subject_prior,376,167,209,0.5398936170212766,0.5680743775606681,0.5228811383723916,0.6254906455032518,0.2632068031349027,0.721991446029555,False,False,False
0,primary,rep00_S01_T02,1,2,arousal,midpoint_as_high,unseen_subject_seen_stimulus,global_train_prior,384,200,184,0.5208333333333334,0.5,0.3424657534246575,0.5,0.2588180926512751,0.7113778896001911,False,False,False
0,primary,rep00_S01_T02,1,2,arousal,midpoint_as_high,unseen_subject_seen_stimulus,stimulus_prior,384,200,184,0.6666666666666666,0.6565217391304348,0.6402810304449649,0.7358695652173913,0.21397305132896105,0.6200228432150443,False,False,False
0,primary,rep00_S01_T03,1,3,valence,discard_midpoint,primary_test,global_train_prior,109,34,75,0.3119266055045872,0.5,0.23776223776223776,0.5,0.2708414900408806,0.7349722424431957,False,False,False
0,primary,rep00_S01_T03,1,3,valence,discard_midpoint,primary_test,order_bin_prior,109,34,75,0.3486238532110092,0.39,0.3477454698693637,0.43,0.4711834273723258,1.419412144465877,False,False,False
0,primary,rep00_S01_T03,1,3,valence,discard_midpoint,primary_test,order_quadratic_logistic,109,34,75,0.4954128440366973,0.4966666666666667,0.47783294138141275,0.6103921568627451,0.3378482128266874,1.1415537209437652,False,False,False
0,primary,rep00_S01_T03,1,3,valence,discard_midpoint,seen_subject_unseen_stimulus,global_train_prior,324,103,221,0.31790123456790126,0.5,0.24121779859484777,0.5,0.27025574209349684,0.7337969714021404,False,False,False
