repetition,role,task,policy,region,baseline,subject_fold,stimulus_fold,train_n,n,accuracy,balanced_accuracy,macro_f1,roc_auc,brier,log_loss
0,primary,arousal,midpoint_as_high,unseen_subject_seen_stimulus,stimulus_prior,2,2,720,240,0.6583333333333333,0.6454545454545455,0.6428312159709619,0.6460139860139861,0.23526379243827159,0.6677512944546529
0,primary,valence,discard_midpoint,primary_test,global_train_prior,2,3,713,80,0.4,0.5,0.2857142857142857,0.5,0.2768123154637675,0.7474853344969956
0,primary,valence,discard_midpoint,primary_test,order_bin_prior,2,3,713,80,0.4,0.5,0.2857142857142857,0.5003255208333333,0.27702332107931926,0.7481439344832351
0,primary,valence,discard_midpoint,primary_test,order_quadratic_logistic,2,3,713,80,0.4,0.5,0.2857142857142857,0.37630208333333337,0.27800203838642756,0.7499523339871709
0,primary,valence,discard_midpoint,seen_subject_unseen_stimulus,global_train_prior,2,3,713,239,0.502092050209205,0.5,0.3342618384401114,0.5,0.2580548700536611,0.7095395523066432
0,primary,valence,discard_midpoint,seen_subject_unseen_stimulus,subject_prior,2,3,713,239,0.502092050209205,0.5003501400560224,0.3964262218543749,0.5422619047619048,0.2572748738970346,0.7090758477761131
0,primary,valence,discard_midpoint,unseen_subject_seen_stimulus,global_train_prior,2,3,713,232,0.5775862068965517,0.5,0.366120218579235,0.5,0.24418427464546696,0.6814797296227793
0,primary,valence,discard_midpoint,unseen_subject_seen_stimulus,stimulus_prior,2,3,713,232,0.7456896551724138,0.7346177276880901,0.7366426166426165,0.8232561681388973,0.1698096223176818,0.5167892556821153
0,primary,valence,midpoint_as_low,primary_test,global_train_prior,2,3,720,80,0.4,0.5,0.2857142857142857,0.5,0.2746373456790124,0.7429929944924536
0,primary,valence,midpoint_as_low,primary_test,order_bin_prior,2,3,720,80,0.4,0.5,0.2857142857142857,0.5263671875,0.27539985136736445,0.7447666284800779
0,primary,valence,midpoint_as_low,primary_test,order_quadratic_logistic,2,3,720,80,0.4,0.5,0.2857142857142857,0.375,0.2754812676613437,0.7447346857925872
0,primary,valence,midpoint_as_low,seen_subject_unseen_stimulus,global_train_prior,2,3,720,240,0.5,0.5,0.3333333333333333,0.5,0.25741512345679013,0.7082018117393929
0,primary,valence,midpoint_as_low,seen_subject_unseen_stimulus,subject_prior,2,3,720,240,0.5083333333333333,0.5083333333333333,0.4278787878787879,0.5430555555555556,0.25727181012961253,0.7090303002005897
0,primary,valence,midpoint_as_low,unseen_subject_seen_stimulus,global_train_prior,2,3,720,240,0.5583333333333333,0.5,0.3582887700534759,0.5,0.2473688271604938,0.6879069551334408
0,primary,valence,midpoint_as_low,unseen_subject_seen_stimulus,stimulus_prior,2,3,720,240,0.7416666666666667,0.7371163052661223,0.7375661375661375,0.8227259926781187,0.17208670910493826,0.5224017092640089
0,primary,valence,midpoint_as_high,primary_test,global_train_prior,2,3,720,80,0.4,0.5,0.2857142857142857,0.5,0.27835069444444444,0.7506744841359987
0,primary,valence,midpoint_as_high,primary_test,order_bin_prior,2,3,720,80,0.4,0.5,0.2857142857142857,0.5003255208333333,0.27822167247117,0.7506427331203183
0,primary,valence,midpoint_as_high,primary_test,order_quadratic_logistic,2,3,720,80,0.4,0.5,0.2857142857142857,0.37630208333333337,0.27977613083082764,0.7536407141585195
0,primary,valence,midpoint_as_high,seen_subject_unseen_stimulus,global_train_prior,2,3,720,240,0.5041666666666667,0.5,0.33518005540166207,0.5,0.2583854166666667,0.7102438954113609
0,primary,valence,midpoint_as_high,seen_subject_unseen_stimulus,subject_prior,2,3,720,240,0.5125,0.5086811584137787,0.3798449612403101,0.5430585457323426,0.25725646352723913,0.7090515684993626
0,primary,valence,midpoint_as_high,unseen_subject_seen_stimulus,global_train_prior,2,3,720,240,0.5916666666666667,0.5,0.3717277486910995,0.5,0.24161458333333333,0.676282200882665
0,primary,valence,midpoint_as_high,unseen_subject_seen_stimulus,stimulus_prior,2,3,720,240,0.7333333333333333,0.7224777234837596,0.7231634345036406,0.8055475711411326,0.17504882812500003,0.5280748023703157
0,primary,arousal,discard_midpoint,primary_test,global_train_prior,2,3,716,78,0.5256410256410257,0.5,0.3445378151260504,0.5,0.2527248741396241,0.698716093445069
0,primary,arousal,discard_midpoint,primary_test,order_bin_prior,2,3,716,78,0.5256410256410257,0.5,0.3445378151260504,0.523071852340145,0.25172538403509387,0.6970702696313164
0,primary,arousal,discard_midpoint,primary_test,order_quadratic_logistic,2,3,716,78,0.5256410256410257,0.5,0.3445378151260504,0.43605800922874094,0.2578500100657363,0.7092361605414285
0,primary,arousal,discard_midpoint,seen_subject_unseen_stimulus,global_train_prior,2,3,716,233,0.6223175965665236,0.5,0.3835978835978836,0.5,0.23652209688954054,0.6660019071813955
0,primary,arousal,discard_midpoint,seen_subject_unseen_stimulus,subject_prior,2,3,716,233,0.6223175965665236,0.5558385579937304,0.5470130788264405,0.6478056426332288,0.22266579740967177,0.6359942421454237
0,primary,arousal,discard_midpoint,unseen_subject_seen_stimulus,global_train_prior,2,3,716,236,0.5635593220338984,0.5,0.3604336043360434,0.5,0.24636985239780174,0.6858849990121322
0,primary,arousal,discard_midpoint,unseen_subject_seen_stimulus,stimulus_prior,2,3,716,236,0.6610169491525424,0.6466895393824367,0.6476297125793207,0.6647200525585809,0.22720600744466368,0.6492094532501057
0,primary,arousal,midpoint_as_low,primary_test,global_train_prior,2,3,720,80,0.5125,0.5,0.33884297520661155,0.5,0.2544753086419753,0.7022338068709144
0,primary,arousal,midpoint_as_low,primary_test,order_bin_prior,2,3,720,80,0.55,0.5409631019387117,0.4763636363636364,0.5384615384615384,0.25191681752321005,0.6974367012754488
0,primary,arousal,midpoint_as_low,primary_test,order_quadratic_logistic,2,3,720,80,0.5125,0.5,0.33884297520661155,0.459349593495935,0.2580526585088711,0.7095983754394986
0,primary,arousal,midpoint_as_low,seen_subject_unseen_stimulus,global_train_prior,2,3,720,240,0.6041666666666666,0.5,0.37662337662337664,0.5,0.23970679012345678,0.6724371521488415
0,primary,arousal,midpoint_as_low,seen_subject_unseen_stimulus,subject_prior,2,3,720,240,0.6125,0.5631578947368421,0.5569230769230769,0.6437386569872958,0.2264507882767347,0.6437922644918068
0,primary,arousal,midpoint_as_low,unseen_subject_seen_stimulus,global_train_prior,2,3,720,240,0.5541666666666667,0.5,0.35656836461126007,0.5,0.24776234567901234,0.6886898729063359
0,primary,arousal,midpoint_as_low,unseen_subject_seen_stimulus,stimulus_prior,2,3,720,240,0.6541666666666667,0.641381491110955,0.6415654520917679,0.6630243833883775,0.22858699845679015,0.6513341997084581
0,primary,arousal,midpoint_as_high,primary_test,global_train_prior,2,3,720,80,0.5375,0.5,0.34959349593495936,0.5,0.2509567901234568,0.695155118206995
0,primary,arousal,midpoint_as_high,primary_test,order_bin_prior,2,3,720,80,0.5375,0.5,0.34959349593495936,0.5122564424890006,0.25125558183583846,0.6961240429377771
0,primary,arousal,midpoint_as_high,primary_test,order_quadratic_logistic,2,3,720,80,0.5375,0.5,0.34959349593495936,0.4173475801382778,0.25699501276552417,0.7075382630498961
0,primary,arousal,midpoint_as_high,seen_subject_unseen_stimulus,global_train_prior,2,3,720,240,0.6333333333333333,0.5,0.3877551020408163,0.5,0.23445216049382714,0.6618135680686452
0,primary,arousal,midpoint_as_high,seen_subject_unseen_stimulus,subject_prior,2,3,720,240,0.6416666666666667,0.5568181818181819,0.5419034090909092,0.6454096889952153,0.22100860093704047,0.6326554232125269
0,primary,arousal,midpoint_as_high,unseen_subject_seen_stimulus,global_train_prior,2,3,720,240,0.5708333333333333,0.5,0.363395225464191,0.5,0.24521604938271604,0.6835580572893082
0,primary,arousal,midpoint_as_high,unseen_subject_seen_stimulus,stimulus_prior,2,3,720,240,0.6625,0.6465523350577563,0.6478197068787479,0.6604422082063637,0.22740788966049383,0.6501185153402529
0,primary,valence,discard_midpoint,primary_test,global_train_prior,3,0,708,80,0.6875,0.5,0.4074074074074074,0.5,0.23509368316894888,0.6632585442040208
0,primary,valence,discard_midpoint,primary_test,order_bin_prior,3,0,708,80,0.625,0.5527272727272727,0.5535714285714286,0.6570909090909091,0.22778346509997074,0.6482020767023364
0,primary,valence,discard_midpoint,primary_test,order_quadratic_logistic,3,0,708,80,0.6875,0.5,0.4074074074074074,0.45672727272727276,0.23527351306880667,0.6636123090655899
0,primary,valence,discard_midpoint,seen_subject_unseen_stimulus,global_train_prior,3,0,708,236,0.538135593220339,0.5,0.349862258953168,0.5,0.24859555044846632,0.690336193751457
0,primary,valence,discard_midpoint,seen_subject_unseen_stimulus,subject_prior,3,0,708,236,0.559322033898305,0.5404897782272629,0.5194235588972431,0.5551542295745142,0.24695591865443167,0.6872042215618067
0,primary,valence,discard_midpoint,unseen_subject_seen_stimulus,global_train_prior,3,0,708,240,0.5833333333333334,0.5,0.3684210526315789,0.5,0.24450987902582272,0.6821424841957316
0,primary,valence,discard_midpoint,unseen_subject_seen_stimulus,stimulus_prior,3,0,708,240,0.7666666666666667,0.7742857142857142,0.765034965034965,0.856857142857143,0.1575707883289818,0.4902776296795914
0,primary,valence,midpoint_as_low,primary_test,global_train_prior,3,0,720,80,0.6875,0.5,0.4074074074074074,0.5,0.23776234567901233,0.668631460197811
0,primary,valence,midpoint_as_low,primary_test,order_bin_prior,3,0,720,80,0.625,0.5527272727272727,0.5535714285714286,0.6418181818181817,0.23164692710612989,0.6561107509066073
0,primary,valence,midpoint_as_low,primary_test,order_quadratic_logistic,3,0,720,80,0.6875,0.5,0.4074074074074074,0.45672727272727276,0.23793480262955563,0.6689712100849663
0,primary,valence,midpoint_as_low,seen_subject_unseen_stimulus,global_train_prior,3,0,720,240,0.5291666666666667,0.5,0.3460490463215259,0.5,0.2491975308641975,0.6915417198084317
0,primary,valence,midpoint_as_low,seen_subject_unseen_stimulus,subject_prior,3,0,720,240,0.5541666666666667,0.5397184865166191,0.5164843441095065,0.5452930109400043,0.24863966690605654,0.6906033949509086
0,primary,valence,midpoint_as_low,unseen_subject_seen_stimulus,global_train_prior,3,0,720,240,0.5833333333333334,0.5,0.3684210526315789,0.5,0.24528549382716047,0.6837039994153246
0,primary,valence,midpoint_as_low,unseen_subject_seen_stimulus,stimulus_prior,3,0,720,240,0.7666666666666667,0.7742857142857142,0.765034965034965,0.8537142857142856,0.1588966049382716,0.4940247252672052
0,primary,valence,midpoint_as_high,primary_test,global_train_prior,3,0,720,80,0.6875,0.5,0.4074074074074074,0.5,0.2329938271604938,0.6590181003944224
0,primary,valence,midpoint_as_high,primary_test,order_bin_prior,3,0,720,80,0.675,0.5454545454545454,0.5340501792114696,0.6570909090909091,0.2249195517616675,0.6423189934061403
0,primary,valence,midpoint_as_high,primary_test,order_quadratic_logistic,3,0,720,80,0.6875,0.5,0.4074074074074074,0.45672727272727276,0.23317975892172785,0.6593842680606369
0,primary,valence,midpoint_as_high,seen_subject_unseen_stimulus,global_train_prior,3,0,720,240,0.5458333333333333,0.5,0.353099730458221,0.5,0.24794753086419752,0.6890373321909267
0,primary,valence,midpoint_as_high,seen_subject_unseen_stimulus,subject_prior,3,0,720,240,0.5708333333333333,0.5406190909727572,0.4987732922403131,0.5609286364591358,0.24542560103963618,0.6840920837304201
0,primary,valence,midpoint_as_high,unseen_subject_seen_stimulus,global_train_prior,3,0,720,240,0.5833333333333334,0.5,0.3684210526315789,0.5,0.2439891975308642,0.6810910649506756
0,primary,valence,midpoint_as_high,unseen_subject_seen_stimulus,stimulus_prior,3,0,720,240,0.775,0.7714285714285714,0.7698209718670077,0.8565714285714285,0.15722270447530864,0.4892058136237764
0,primary,arousal,discard_midpoint,primary_test,global_train_prior,3,0,709,79,0.45569620253164556,0.5,0.3130434782608696,0.5,0.27522792407364877,0.7449127481558981
0,primary,arousal,discard_midpoint,primary_test,order_bin_prior,3,0,709,79,0.45569620253164556,0.5,0.3130434782608696,0.4780361757105943,0.27617084558777555,0.7473522799373877
0,primary,arousal,discard_midpoint,primary_test,order_quadratic_logistic,3,0,709,79,0.45569620253164556,0.5,0.3130434782608696,0.4589793281653747,0.27611265008035907,0.7469785974217875
0,primary,arousal,discard_midpoint,seen_subject_unseen_stimulus,global_train_prior,3,0,709,236,0.5889830508474576,0.5,0.37066666666666664,0.5,0.24308116658140067,0.6793271754211571
0,primary,arousal,discard_midpoint,seen_subject_unseen_stimulus,subject_prior,3,0,709,236,0.597457627118644,0.5383445820663058,0.5071985932520058,0.6292368167321812,0.23261823439788631,0.6581063569187988
0,primary,arousal,discard_midpoint,unseen_subject_seen_stimulus,global_train_prior,3,0,709,239,0.5104602510460251,0.5,0.3379501385041551,0.5,0.2620196697775149,0.7179653671316397
0,primary,arousal,discard_midpoint,unseen_subject_seen_stimulus,stimulus_prior,3,0,709,239,0.602510460251046,0.5962939610480594,0.5603640236228096,0.6869482976040353,0.23689202088784375,0.66736465623111
0,primary,arousal,midpoint_as_low,primary_test,global_train_prior,3,0,720,80,0.45,0.5,0.3103448275862069,0.5,0.2734567901234568,0.7410683031564756
0,primary,arousal,midpoint_as_low,primary_test,order_bin_prior,3,0,720,80,0.45,0.5,0.3103448275862069,0.4444444444444444,0.2742227555026388,0.7430916139851436
0,primary,arousal,midpoint_as_low,primary_test,order_quadratic_logistic,3,0,720,80,0.45,0.5,0.3103448275862069,0.46875,0.27383370810629315,0.7420202788342474
0,primary,arousal,midpoint_as_low,seen_subject_unseen_stimulus,global_train_prior,3,0,720,240,0.5791666666666667,0.5,0.36675461741424803,0.5,0.2447530864197531,0.6826868913396641
0,primary,arousal,midpoint_as_low,seen_subject_unseen_stimulus,subject_prior,3,0,720,240,0.5958333333333333,0.5509295533869933,0.5313915336460073,0.6403233848564712,0.23130279402209228,0.6553152740421188
0,primary,arousal,midpoint_as_low,unseen_subject_seen_stimulus,global_train_prior,3,0,720,240,0.5083333333333333,0.5,0.3370165745856354,0.5,0.26049382716049385,0.7147025042714641
0,primary,arousal,midpoint_as_low,unseen_subject_seen_stimulus,stimulus_prior,3,0,720,240,0.6,0.5955821061405946,0.5672751859364435,0.6844956932481244,0.23670910493827163,0.6666489848865527
0,primary,arousal,midpoint_as_high,primary_test,global_train_prior,3,0,720,80,0.4625,0.5,0.3162393162393162,0.5,0.27545331790123456,0.7455402009541238
0,primary,arousal,midpoint_as_high,primary_test,order_bin_prior,3,0,720,80,0.4625,0.5,0.3162393162393162,0.48742928975487115,0.2765741739463696,0.7483568447917899
0,primary,arousal,midpoint_as_high,primary_test,order_quadratic_logistic,3,0,720,80,0.4625,0.5,0.3162393162393162,0.4509742300439975,0.2766098808432903,0.7482029370650803
0,primary,arousal,midpoint_as_high,seen_subject_unseen_stimulus,global_train_prior,3,0,720,240,0.5958333333333333,0.5,0.3733681462140992,0.5,0.24174961419753088,0.6766394063006785
0,primary,arousal,midpoint_as_high,seen_subject_unseen_stimulus,subject_prior,3,0,720,240,0.5958333333333333,0.5331627135750847,0.504585984550233,0.620034604570687,0.23455725693375742,0.6621616267490309
0,primary,arousal,midpoint_as_high,unseen_subject_seen_stimulus,global_train_prior,3,0,720,240,0.5125,0.5,0.33884297520661155,0.5,0.26281442901234564,0.7197024029590818
0,primary,arousal,midpoint_as_high,unseen_subject_seen_stimulus,stimulus_prior,3,0,720,240,0.6041666666666666,0.596727121117365,0.5613275613275613,0.6862275033006741,0.23754641685956787,0.6690092439627074
0,primary,valence,discard_midpoint,primary_test,global_train_prior,3,1,711,80,0.475,0.5,0.3220338983050847,0.5,0.2568022396695686,0.7068390831805776
0,primary,valence,discard_midpoint,primary_test,order_bin_prior,3,1,711,80,0.4125,0.42543859649122806,0.3773803609869184,0.39035087719298245,0.2733261748537458,0.7412941210360069
0,primary,valence,discard_midpoint,primary_test,order_quadratic_logistic,3,1,711,80,0.475,0.5,0.3220338983050847,0.42011278195488716,0.25895601649740996,0.7112501017654257
0,primary,valence,discard_midpoint,seen_subject_unseen_stimulus,global_train_prior,3,1,711,233,0.4892703862660944,0.5,0.3285302593659942,0.5,0.2550560742614811,0.7033291642462761
0,primary,valence,discard_midpoint,seen_subject_unseen_stimulus,subject_prior,3,1,711,233,0.5064377682403434,0.5118310482087572,0.47617930522159013,0.5269423558897244,0.25642071654194687,0.7066150530273856
0,primary,valence,discard_midpoint,unseen_subject_seen_stimulus,global_train_prior,3,1,711,240,0.6541666666666667,0.5,0.3954659949622166,0.5,0.23487889227153763,0.6627715671370095
0,primary,valence,discard_midpoint,unseen_subject_seen_stimulus,stimulus_prior,3,1,711,240,0.8041666666666667,0.8247640242498657,0.7970310391363022,0.8778681605402502,0.14260056641679406,0.45518380307627737
0,primary,valence,midpoint_as_low,primary_test,global_train_prior,3,1,720,80,0.475,0.5,0.3220338983050847,0.5,0.2556423611111111,0.7044879493441576
0,primary,valence,midpoint_as_low,primary_test,order_bin_prior,3,1,720,80,0.4125,0.42543859649122806,0.3773803609869184,0.381578947368421,0.2703013191149128,0.734717371634271
0,primary,valence,midpoint_as_low,primary_test,order_quadratic_logistic,3,1,720,80,0.475,0.5,0.3220338983050847,0.4326441102756892,0.2576993051580081,0.7086900985343112
0,primary,valence,midpoint_as_low,seen_subject_unseen_stimulus,global_train_prior,3,1,720,240,0.475,0.5,0.3220338983050847,0.5,0.25564236111111105,0.7044879493441576
0,primary,valence,midpoint_as_low,seen_subject_unseen_stimulus,subject_prior,3,1,720,240,0.5,0.5125313283208021,0.47333772218564846,0.5281954887218046,0.2568059402893198,0.7072858375088925
0,primary,valence,midpoint_as_low,unseen_subject_seen_stimulus,global_train_prior,3,1,720,240,0.6541666666666667,0.5,0.3954659949622166,0.5,0.23623263888888885,0.6655155633788515
0,primary,valence,midpoint_as_low,unseen_subject_seen_stimulus,stimulus_prior,3,1,720,240,0.8041666666666667,0.8247640242498657,0.7970310391363022,0.8735707159849588,0.1447970920138889,0.4610815917170374
0,primary,valence,midpoint_as_high,primary_test,global_train_prior,3,1,720,80,0.475,0.5,0.3220338983050847,0.5,0.2577777777777778,0.708822630568146
0,primary,valence,midpoint_as_high,primary_test,order_bin_prior,3,1,720,80,0.475,0.5,0.3220338983050847,0.38533834586466165,0.27498423123305393,0.7450253037127532
0,primary,valence,midpoint_as_high,primary_test,order_quadratic_logistic,3,1,720,80,0.475,0.5,0.3220338983050847,0.42011278195488716,0.2599772032562582,0.7133381399013304
0,primary,valence,midpoint_as_high,seen_subject_unseen_stimulus,global_train_prior,3,1,720,240,0.5041666666666667,0.5,0.33518005540166207,0.5,0.2538888888888889,0.7009982642924676
0,primary,valence,midpoint_as_high,seen_subject_unseen_stimulus,subject_prior,3,1,720,240,0.5041666666666667,0.5017362316827557,0.4566106661085637,0.5295159386068478,0.2551931363496461,0.7041811320149552
0,primary,valence,midpoint_as_high,unseen_subject_seen_stimulus,global_train_prior,3,1,720,240,0.6541666666666667,0.5,0.3954659949622166,0.5,0.2338888888888889,0.6607586663032657
0,primary,valence,midpoint_as_high,unseen_subject_seen_stimulus,stimulus_prior,3,1,720,240,0.8125,0.8226153019722201,0.8028873355113066,0.878789041516384,0.14172743055555556,0.45290268637256276
0,primary,arousal,discard_midpoint,primary_test,global_train_prior,3,1,707,80,0.475,0.5,0.3220338983050847,0.5,0.27108641809826567,0.7365071249530959
0,primary,arousal,discard_midpoint,primary_test,order_bin_prior,3,1,707,80,0.475,0.5,0.3220338983050847,0.31046365914786966,0.28735275288658896,0.7725982001103967
0,primary,arousal,discard_midpoint,primary_test,order_quadratic_logistic,3,1,707,80,0.475,0.5,0.3220338983050847,0.31610275689223055,0.27991164687055103,0.7557550594968699
0,primary,arousal,discard_midpoint,seen_subject_unseen_stimulus,global_train_prior,3,1,707,238,0.5840336134453782,0.5,0.3687002652519894,0.5,0.24440634012648293,0.6820419926930629
0,primary,arousal,discard_midpoint,seen_subject_unseen_stimulus,subject_prior,3,1,707,238,0.6134453781512605,0.5731414868105515,0.5642066714433565,0.6082770147518348,0.23670235822561878,0.6672602089667599
0,primary,arousal,discard_midpoint,unseen_subject_seen_stimulus,global_train_prior,3,1,707,238,0.5042016806722689,0.5,0.33519553072625696,0.5,0.263940886618347,0.7219201242129332
0,primary,arousal,discard_midpoint,unseen_subject_seen_stimulus,stimulus_prior,3,1,707,238,0.5966386554621849,0.5941384180790961,0.5560046638165566,0.6770833333333334,0.23983832365023672,0.6751526563640033
0,primary,arousal,midpoint_as_low,primary_test,global_train_prior,3,1,720,80,0.475,0.5,0.3220338983050847,0.5,0.26790123456790127,0.7297686750628992
0,primary,arousal,midpoint_as_low,primary_test,order_bin_prior,3,1,720,80,0.475,0.5,0.3220338983050847,0.31516290726817037,0.28334536241118424,0.7634749198328356
0,primary,arousal,midpoint_as_low,primary_test,order_quadratic_logistic,3,1,720,80,0.475,0.5,0.3220338983050847,0.33677944862155385,0.2771072257004443,0.7495883689422247
0,primary,arousal,midpoint_as_low,seen_subject_unseen_stimulus,global_train_prior,3,1,720,240,0.5791666666666667,0.5,0.36675461741424803,0.5,0.24475308641975307,0.6826868913396641
0,primary,arousal,midpoint_as_low,seen_subject_unseen_stimulus,subject_prior,3,1,720,240,0.6125,0.5747916518270533,0.5654120991452326,0.6139682313555097,0.23556179679217534,0.6644381798748644
0,primary,arousal,midpoint_as_low,unseen_subject_seen_stimulus,global_train_prior,3,1,720,240,0.5,0.5,0.3333333333333333,0.5,0.2623456790123457,0.7184690469693229
0,primary,arousal,midpoint_as_low,unseen_subject_seen_stimulus,stimulus_prior,3,1,720,240,0.5916666666666667,0.5916666666666667,0.5604066985645934,0.6641666666666667,0.2417944637345679,0.678968183758634
0,primary,arousal,midpoint_as_high,primary_test,global_train_prior,3,1,720,80,0.475,0.5,0.3220338983050847,0.5,0.2731423611111111,0.7408969067455289
0,primary,arousal,midpoint_as_high,primary_test,order_bin_prior,3,1,720,80,0.475,0.5,0.3220338983050847,0.3170426065162907,0.2894872301987898,0.7774791821293636
0,primary,arousal,midpoint_as_high,primary_test,order_quadratic_logistic,3,1,720,80,0.475,0.5,0.3220338983050847,0.30795739348370926,0.28157451207905854,0.7594346700656646
0,primary,arousal,midpoint_as_high,seen_subject_unseen_stimulus,global_train_prior,3,1,720,240,0.5875,0.5,0.3700787401574803,0.5,0.2440798611111111,0.6814245166987155
0,primary,arousal,midpoint_as_high,seen_subject_unseen_stimulus,subject_prior,3,1,720,240,0.5791666666666667,0.5064474532559639,0.43574105542494007,0.6031592520954223,0.23798207140658664,0.6700973683371425
0,primary,arousal,midpoint_as_high,unseen_subject_seen_stimulus,global_train_prior,3,1,720,240,0.5083333333333333,0.5,0.3370165745856354,0.5,0.26453125,0.7232754578427693
0,primary,arousal,midpoint_as_high,unseen_subject_seen_stimulus,stimulus_prior,3,1,720,240,0.6,0.5950263962211726,0.5579771314557593,0.6842178382884134,0.23888997395833333,0.6732848383786093
0,primary,valence,discard_midpoint,primary_test,global_train_prior,3,2,708,80,0.25,0.5,0.2,0.5,0.25213659867854066,0.6974204806494108
0,primary,valence,discard_midpoint,primary_test,order_bin_prior,3,2,708,80,0.5125,0.4583333333333333,0.4498324810439076,0.42708333333333337,0.2563249109035951,0.7059242470873544
0,primary,valence,discard_midpoint,primary_test,order_quadratic_logistic,3,2,708,80,0.3375,0.425,0.33656704741042087,0.45125000000000004,0.2559825803943715,0.7051197611456284
0,primary,valence,discard_midpoint,seen_subject_unseen_stimulus,global_train_prior,3,2,708,236,0.3135593220338983,0.5,0.23870967741935484,0.5,0.2515979603562195,0.696343178214213
0,primary,valence,discard_midpoint,seen_subject_unseen_stimulus,subject_prior,3,2,708,236,0.4830508474576271,0.49866533199866536,0.4720938760542721,0.5319069069069069,0.25340048218988764,0.7001911839075754
0,primary,valence,discard_midpoint,unseen_subject_seen_stimulus,global_train_prior,3,2,708,240,0.4375,0.5,0.30434782608695654,0.5,0.25054761562769323,0.6942424384655782
0,primary,valence,discard_midpoint,unseen_subject_seen_stimulus,stimulus_prior,3,2,708,240,0.7458333333333333,0.7582010582010581,0.7458289206409834,0.8214109347442682,0.17215779178486007,0.5228477954873324
0,primary,valence,midpoint_as_low,primary_test,global_train_prior,3,2,720,80,0.25,0.5,0.2,0.5,0.25640625000000006,0.7059623834005698
0,primary,valence,midpoint_as_low,primary_test,order_bin_prior,3,2,720,80,0.5125,0.4583333333333333,0.4498324810439076,0.42708333333333337,0.26075851020843316,0.7148225074905047
0,primary,valence,midpoint_as_low,primary_test,order_quadratic_logistic,3,2,720,80,0.3125,0.44166666666666665,0.31153184165232356,0.4295833333333334,0.2602924330611736,0.7137513134497386
0,primary,valence,midpoint_as_low,seen_subject_unseen_stimulus,global_train_prior,3,2,720,240,0.325,0.5,0.24528301886792453,0.5,0.25453125000000004,0.7022116018574703
0,primary,valence,midpoint_as_low,seen_subject_unseen_stimulus,subject_prior,3,2,720,240,0.49166666666666664,0.523741690408357,0.4873590587576161,0.5356125356125356,0.25566020313942756,0.7047664844370475
0,primary,valence,midpoint_as_low,unseen_subject_seen_stimulus,global_train_prior,3,2,720,240,0.4375,0.5,0.30434782608695654,0.5,0.25171875000000005,0.696585429542821
0,primary,valence,midpoint_as_low,unseen_subject_seen_stimulus,stimulus_prior,3,2,720,240,0.7458333333333333,0.7582010582010581,0.7458289206409834,0.822257495590829,0.17295247395833335,0.5253626562665059
0,primary,valence,midpoint_as_high,primary_test,global_train_prior,3,2,720,80,0.75,0.5,0.42857142857142855,0.5,0.24793402777777782,0.6890151408665529
0,primary,valence,midpoint_as_high,primary_test,order_bin_prior,3,2,720,80,0.5125,0.4583333333333333,0.4498324810439076,0.42708333333333337,0.2519069909888506,0.6970586164450425
0,primary,valence,midpoint_as_high,primary_test,order_quadratic_logistic,3,2,720,80,0.4,0.45,0.3904761904761905,0.44791666666666663,0.25156213413339135,0.6962729148481024
0,primary,valence,midpoint_as_high,seen_subject_unseen_stimulus,global_train_prior,3,2,720,240,0.6916666666666667,0.5,0.4088669950738916,0.5,0.2484201388888889,0.6899873855948572
0,primary,valence,midpoint_as_high,seen_subject_unseen_stimulus,subject_prior,3,2,720,240,0.55,0.5024422012373819,0.4998456313677061,0.5276782806903288,0.25119959987688517,0.6957210248402013
0,primary,valence,midpoint_as_high,unseen_subject_seen_stimulus,global_train_prior,3,2,720,240,0.5625,0.5,0.36,0.5,0.2494965277777778,0.6921402132075303
0,primary,valence,midpoint_as_high,unseen_subject_seen_stimulus,stimulus_prior,3,2,720,240,0.7458333333333333,0.753968253968254,0.7456169310698337,0.8216931216931217,0.17198025173611112,0.5221937439413407
0,primary,arousal,discard_midpoint,primary_test,global_train_prior,3,2,706,80,0.525,0.5,0.3442622950819672,0.5,0.25466519272283705,0.7027246844977628
0,primary,arousal,discard_midpoint,primary_test,order_bin_prior,3,2,706,80,0.525,0.5,0.3442622950819672,0.5422932330827068,0.2541419532156743,0.7017882198407561
0,primary,arousal,discard_midpoint,primary_test,order_quadratic_logistic,3,2,706,80,0.525,0.5,0.3442622950819672,0.5037593984962406,0.2545548606419853,0.7025438235009311
0,primary,arousal,discard_midpoint,seen_subject_unseen_stimulus,global_train_prior,3,2,706,239,0.6569037656903766,0.5,0.39646464646464646,0.5,0.2288823036785424,0.6504866942594647
0,primary,arousal,discard_midpoint,seen_subject_unseen_stimulus,subject_prior,3,2,706,239,0.6569037656903766,0.5728211899953395,0.5708968295673498,0.653720677334162,0.21357625109222894,0.6164506060330144
0,primary,arousal,discard_midpoint,unseen_subject_seen_stimulus,global_train_prior,3,2,706,238,0.48739495798319327,0.5,0.327683615819209,0.5,0.2620157533436859,0.7176174497459962
0,primary,arousal,discard_midpoint,unseen_subject_seen_stimulus,stimulus_prior,3,2,706,238,0.6134453781512605,0.6193470887507067,0.5940674823878384,0.6736503674392312,0.23806882011318428,0.6710179908527908
