dataset,repetition,role,subject_fold,stimulus_fold,task,label_policy,source_train_rows_total,source_train_scored_paired_rows,class_0_anchors,class_1_anchors,eligible_donors_min,eligible_donors_p01,eligible_donors_p10,eligible_donors_median,eligible_donors_p90,eligible_donors_max,zero_donor_rate,below_5_donor_rate,below_10_donor_rate,below_20_donor_rate,unique_donor_subjects_min,unique_donor_subjects_median,unique_donor_stimuli_min,unique_donor_stimuli_median,paired_modality_anchor_rate,operational_verdict
DEAP,1,sensitivity,1,2,arousal,discard_midpoint,720,709,282,427,243,246.0,253.0,387.0,398.0,412,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,1,2,arousal,midpoint_as_low,720,720,293,427,249,255.0,263.0,387.0,398.0,412,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,1,2,arousal,midpoint_as_high,720,720,282,438,243,246.0,253.0,398.0,408.1,427,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,1,3,valence,discard_midpoint,720,711,338,373,298,300.0,303.0,331.0,347.0,358,0.0,0.0,0.0,0.0,23,23.0,25,28.0,1.0,PASS_STRONG
DEAP,1,sensitivity,1,3,valence,midpoint_as_low,720,720,347,373,307,308.0,312.0,331.5,347.0,358,0.0,0.0,0.0,0.0,23,23.0,27,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,1,3,valence,midpoint_as_high,720,720,338,382,298,300.0,303.0,340.0,356.0,367,0.0,0.0,0.0,0.0,23,23.0,25,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,1,3,arousal,discard_midpoint,720,707,285,422,245,250.0,256.6,383.0,394.0,406,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,1,3,arousal,midpoint_as_low,720,720,298,422,256,261.0,268.0,383.0,394.0,406,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,1,3,arousal,midpoint_as_high,720,720,285,435,245,250.0,257.0,396.0,406.0,422,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,2,0,valence,discard_midpoint,720,712,277,435,235,240.11,246.0,394.0,405.0,424,0.0,0.0,0.0,0.0,23,23.0,24,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,2,0,valence,midpoint_as_low,720,720,285,435,243,248.0,254.0,393.0,405.0,424,0.0,0.0,0.0,0.0,23,23.0,24,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,2,0,valence,midpoint_as_high,720,720,277,443,235,240.19,246.0,401.0,413.0,432,0.0,0.0,0.0,0.0,23,23.0,24,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,2,0,arousal,discard_midpoint,720,709,309,400,267,271.0,278.8,361.0,373.0,387,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,2,0,arousal,midpoint_as_low,720,720,320,400,277,281.0,288.9,361.0,373.0,387,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,2,0,arousal,midpoint_as_high,720,720,309,411,267,271.0,279.0,372.0,383.0,397,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,2,1,valence,discard_midpoint,720,711,300,411,259,262.0,267.0,370.0,382.0,397,0.0,0.0,0.0,0.0,23,23.0,27,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,2,1,valence,midpoint_as_low,720,720,309,411,268,271.0,276.0,370.0,382.0,397,0.0,0.0,0.0,0.0,23,23.0,27,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,2,1,valence,midpoint_as_high,720,720,300,420,259,262.0,267.0,379.0,391.0,406,0.0,0.0,0.0,0.0,23,23.0,27,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,2,1,arousal,discard_midpoint,720,712,308,404,265,269.0,277.0,364.0,377.0,391,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,2,1,arousal,midpoint_as_low,720,720,316,404,272,276.19,285.0,364.0,377.0,391,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,2,1,arousal,midpoint_as_high,720,720,308,412,265,269.0,277.0,372.0,384.1,398,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,2,2,valence,discard_midpoint,720,714,325,389,285,287.0,290.3,348.0,361.0,374,0.0,0.0,0.0,0.0,23,23.0,26,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,2,2,valence,midpoint_as_low,720,720,331,389,291,293.0,296.0,348.0,361.0,374,0.0,0.0,0.0,0.0,23,23.0,26,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,2,2,valence,midpoint_as_high,720,720,325,395,285,287.0,290.9,353.5,367.0,379,0.0,0.0,0.0,0.0,23,23.0,26,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,2,2,arousal,discard_midpoint,720,710,291,419,249,255.0,262.0,379.0,391.0,406,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,2,2,arousal,midpoint_as_low,720,720,301,419,258,263.0,270.0,379.0,391.0,406,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,2,2,arousal,midpoint_as_high,720,720,291,429,249,255.0,262.0,389.0,400.0,416,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,2,3,valence,discard_midpoint,720,713,346,367,304,307.0,310.0,326.0,341.0,355,0.0,0.0,0.0,0.0,23,23.0,24,28.0,1.0,PASS_STRONG
DEAP,1,sensitivity,2,3,valence,midpoint_as_low,720,720,353,367,311,314.0,317.0,328.0,341.0,355,0.0,0.0,0.0,0.0,23,23.0,24,28.0,1.0,PASS_STRONG
DEAP,1,sensitivity,2,3,valence,midpoint_as_high,720,720,346,374,304,307.0,310.0,331.0,347.0,362,0.0,0.0,0.0,0.0,23,23.0,24,28.0,1.0,PASS_STRONG
DEAP,1,sensitivity,2,3,arousal,discard_midpoint,720,710,292,418,251,255.09,263.0,378.0,390.0,404,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,2,3,arousal,midpoint_as_low,720,720,302,418,260,264.0,272.0,378.0,390.0,404,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,2,3,arousal,midpoint_as_high,720,720,292,428,251,255.19,263.0,388.0,400.0,413,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,3,0,valence,discard_midpoint,720,710,288,422,245,251.0,257.0,382.0,393.0,411,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,3,0,valence,midpoint_as_low,720,720,298,422,255,260.19,266.0,382.0,393.0,411,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,3,0,valence,midpoint_as_high,720,720,288,432,245,251.0,257.0,391.0,402.0,421,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,3,0,arousal,discard_midpoint,720,709,302,407,260,265.0,272.0,369.0,380.0,394,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,3,0,arousal,midpoint_as_low,720,720,313,407,271,274.0,282.0,368.5,380.0,394,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,3,0,arousal,midpoint_as_high,720,720,302,418,260,265.0,272.0,379.0,390.0,405,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,3,1,valence,discard_midpoint,720,710,300,410,259,262.0,268.0,370.0,381.1,397,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,3,1,valence,midpoint_as_low,720,720,310,410,269,271.0,277.0,370.0,381.0,397,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,3,1,valence,midpoint_as_high,720,720,300,420,259,262.0,268.0,380.0,391.0,407,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,3,1,arousal,discard_midpoint,720,712,305,407,262,266.0,275.0,367.0,380.0,393,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,3,1,arousal,midpoint_as_low,720,720,313,407,270,274.0,282.0,367.0,380.0,393,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,3,1,arousal,midpoint_as_high,720,720,305,415,262,266.0,275.0,375.0,387.0,401,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,3,2,valence,discard_midpoint,720,713,328,385,289,291.0,294.2,345.0,359.0,370,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,3,2,valence,midpoint_as_low,720,720,335,385,296,297.0,301.0,345.0,359.0,370,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,3,2,valence,midpoint_as_high,720,720,328,392,289,291.0,294.9,352.0,366.0,377,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,3,2,arousal,discard_midpoint,720,712,291,421,249,254.0,262.0,381.0,393.0,408,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,3,2,arousal,midpoint_as_low,720,720,299,421,257,261.0,269.0,380.0,393.0,408,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,3,2,arousal,midpoint_as_high,720,720,291,429,249,254.0,262.0,389.0,400.1,416,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,3,3,valence,discard_midpoint,720,711,347,364,305,308.0,311.0,326.0,338.0,353,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,3,3,valence,midpoint_as_low,720,720,356,364,314,316.0,320.0,328.0,339.0,353,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,3,3,valence,midpoint_as_high,720,720,347,373,305,308.0,311.0,332.0,346.1,362,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,3,3,arousal,discard_midpoint,720,711,290,421,250,254.0,262.0,382.0,393.0,407,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,3,3,arousal,midpoint_as_low,720,720,299,421,258,262.0,270.0,382.0,393.0,407,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,1,sensitivity,3,3,arousal,midpoint_as_high,720,720,290,430,250,254.0,262.0,391.0,401.0,416,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,0,0,valence,discard_midpoint,720,714,334,380,296,296.0,299.0,339.0,354.0,365,0.0,0.0,0.0,0.0,23,23.0,27,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,0,0,valence,midpoint_as_low,720,720,340,380,302,302.0,305.0,339.0,354.0,365,0.0,0.0,0.0,0.0,23,23.0,27,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,0,0,valence,midpoint_as_high,720,720,334,386,296,296.0,299.0,345.0,359.0,371,0.0,0.0,0.0,0.0,23,23.0,27,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,0,0,arousal,discard_midpoint,720,712,310,402,267,272.11,279.0,363.0,375.0,390,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,0,0,arousal,midpoint_as_low,720,720,318,402,275,280.0,286.0,362.5,375.0,390,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,0,0,arousal,midpoint_as_high,720,720,310,410,267,272.19,279.0,370.0,382.0,397,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,0,1,valence,discard_midpoint,720,714,331,383,290,292.0,297.0,342.0,357.0,369,0.0,0.0,0.0,0.0,23,23.0,26,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,0,1,valence,midpoint_as_low,720,720,337,383,295,298.0,302.0,342.0,357.0,369,0.0,0.0,0.0,0.0,23,23.0,27,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,0,1,valence,midpoint_as_high,720,720,331,389,290,292.0,297.0,348.0,362.0,375,0.0,0.0,0.0,0.0,23,23.0,26,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,0,1,arousal,discard_midpoint,720,710,284,426,240,246.0,255.0,387.0,397.0,410,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,0,1,arousal,midpoint_as_low,720,720,294,426,250,256.0,264.0,386.0,397.0,410,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,0,1,arousal,midpoint_as_high,720,720,284,436,240,246.0,255.0,396.0,406.0,419,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,0,2,valence,discard_midpoint,720,713,294,419,257,258.0,262.0,379.0,390.0,401,0.0,0.0,0.0,0.0,23,23.0,26,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,0,2,valence,midpoint_as_low,720,720,301,419,264,265.0,269.0,379.0,390.0,401,0.0,0.0,0.0,0.0,23,23.0,27,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,0,2,valence,midpoint_as_high,720,720,294,426,257,258.0,262.0,385.0,397.0,408,0.0,0.0,0.0,0.0,23,23.0,26,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,0,2,arousal,discard_midpoint,720,712,315,397,268,275.0,284.0,358.0,370.0,384,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,0,2,arousal,midpoint_as_low,720,720,323,397,276,283.0,291.0,358.0,370.0,384,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,0,2,arousal,midpoint_as_high,720,720,315,405,268,275.0,284.0,366.0,377.0,391,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,0,3,valence,discard_midpoint,720,715,247,468,209,213.0,218.0,426.0,436.0,451,0.0,0.0,0.0,0.0,23,23.0,25,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,0,3,valence,midpoint_as_low,720,720,252,468,214,218.0,223.0,426.0,436.0,451,0.0,0.0,0.0,0.0,23,23.0,26,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,0,3,valence,midpoint_as_high,720,720,247,473,209,213.0,218.0,431.0,441.0,455,0.0,0.0,0.0,0.0,23,23.0,25,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,0,3,arousal,discard_midpoint,720,710,270,440,226,233.09,241.9,400.0,410.0,423,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,0,3,arousal,midpoint_as_low,720,720,280,440,235,243.0,251.0,400.0,410.0,423,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,0,3,arousal,midpoint_as_high,720,720,270,450,226,233.19,242.0,409.0,419.0,432,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,1,0,valence,discard_midpoint,720,712,359,353,312,314.0,317.0,325.0,334.0,344,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,1,0,valence,midpoint_as_low,720,720,367,353,312,314.0,317.0,330.0,340.0,351,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,1,0,valence,midpoint_as_high,720,720,359,361,317,319.19,322.0,328.0,338.0,351,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,1,0,arousal,discard_midpoint,720,711,329,382,289,290.1,298.0,343.0,356.0,370,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,1,0,arousal,midpoint_as_low,720,720,338,382,295,298.0,306.0,343.0,356.0,370,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,1,0,arousal,midpoint_as_high,720,720,329,391,289,290.19,298.0,352.0,365.0,378,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,1,1,valence,discard_midpoint,720,708,345,363,305,306.0,310.0,325.0,338.0,350,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,1,1,valence,midpoint_as_low,720,720,357,363,316,317.0,321.0,327.0,339.0,350,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,1,1,valence,midpoint_as_high,720,720,345,375,305,306.0,310.0,335.0,350.0,362,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,1,1,arousal,discard_midpoint,720,707,313,394,272,275.0,283.0,356.0,368.0,383,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,1,1,arousal,midpoint_as_low,720,720,326,394,284,286.0,294.0,355.0,368.0,383,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,1,1,arousal,midpoint_as_high,720,720,313,407,272,275.0,283.0,368.0,380.0,395,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,1,2,valence,discard_midpoint,720,712,317,395,272,277.0,284.0,355.0,368.0,380,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,1,2,valence,midpoint_as_low,720,720,325,395,280,285.0,291.0,355.0,368.0,380,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,1,2,valence,midpoint_as_high,720,720,317,403,272,277.0,284.0,363.0,375.1,388,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,1,2,arousal,discard_midpoint,720,710,327,383,283,287.09,295.0,345.5,357.0,375,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,1,2,arousal,midpoint_as_low,720,720,337,383,292,297.0,305.0,344.5,357.0,375,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,1,2,arousal,midpoint_as_high,720,720,327,393,283,287.19,295.0,355.0,366.0,384,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,1,3,valence,discard_midpoint,720,712,266,446,227,230.0,236.0,405.0,415.0,431,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,1,3,valence,midpoint_as_low,720,720,274,446,235,237.19,243.0,405.0,415.0,431,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,1,3,valence,midpoint_as_high,720,720,266,454,227,230.0,236.0,412.0,423.0,439,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,1,3,arousal,discard_midpoint,720,707,282,425,239,246.0,254.0,386.0,397.0,408,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,1,3,arousal,midpoint_as_low,720,720,295,425,252,258.19,266.0,386.0,397.0,408,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,1,3,arousal,midpoint_as_high,720,720,282,438,239,246.0,254.0,398.0,409.0,420,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,2,0,valence,discard_midpoint,720,709,347,362,305,308.0,312.0,324.0,337.0,350,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,2,0,valence,midpoint_as_low,720,720,358,362,316,319.0,321.0,328.0,338.0,350,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,2,0,valence,midpoint_as_high,720,720,347,373,305,308.0,312.0,332.0,347.0,361,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,2,0,arousal,discard_midpoint,720,711,301,410,262,265.0,272.0,371.0,382.0,396,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,2,0,arousal,midpoint_as_low,720,720,310,410,268,273.0,280.0,371.0,382.0,396,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,2,0,arousal,midpoint_as_high,720,720,301,419,262,265.0,272.0,380.0,391.0,405,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,2,1,valence,discard_midpoint,720,708,345,363,303,306.0,310.0,324.0,338.0,349,0.0,0.0,0.0,0.0,23,23.0,27,28.0,1.0,PASS_STRONG
DEAP,2,sensitivity,2,1,valence,midpoint_as_low,720,720,357,363,314,317.0,321.0,327.0,339.0,349,0.0,0.0,0.0,0.0,23,23.0,27,28.0,1.0,PASS_STRONG
DEAP,2,sensitivity,2,1,valence,midpoint_as_high,720,720,345,375,303,306.0,310.0,333.0,349.1,360,0.0,0.0,0.0,0.0,23,23.0,27,28.0,1.0,PASS_STRONG
DEAP,2,sensitivity,2,1,arousal,discard_midpoint,720,710,284,426,245,249.0,256.0,387.0,398.0,409,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,2,1,arousal,midpoint_as_low,720,720,294,426,253,258.0,265.0,387.0,398.0,409,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,2,1,arousal,midpoint_as_high,720,720,284,436,245,249.0,256.0,396.0,407.0,422,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,2,2,valence,discard_midpoint,720,709,308,401,263,268.0,275.0,361.0,373.0,388,0.0,0.0,0.0,0.0,23,23.0,27,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,2,2,valence,midpoint_as_low,720,720,319,401,274,278.19,286.0,360.5,373.0,388,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,2,2,valence,midpoint_as_high,720,720,308,412,263,268.0,275.0,371.0,384.0,399,0.0,0.0,0.0,0.0,23,23.0,27,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,2,2,arousal,discard_midpoint,720,711,302,409,265,268.0,273.0,371.0,382.0,393,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,2,2,arousal,midpoint_as_low,720,720,311,409,271,276.0,281.0,370.0,382.0,393,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,2,2,arousal,midpoint_as_high,720,720,302,418,265,268.0,273.0,379.0,390.0,403,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,2,3,valence,discard_midpoint,720,712,263,449,226,228.0,233.0,408.0,418.0,432,0.0,0.0,0.0,0.0,23,23.0,27,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,2,3,valence,midpoint_as_low,720,720,271,449,234,236.0,240.0,407.0,418.0,432,0.0,0.0,0.0,0.0,23,23.0,27,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,2,3,valence,midpoint_as_high,720,720,263,457,226,228.0,233.0,415.0,426.0,440,0.0,0.0,0.0,0.0,23,23.0,27,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,2,3,arousal,discard_midpoint,720,709,265,444,228,232.0,239.0,404.0,415.0,427,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,2,3,arousal,midpoint_as_low,720,720,276,444,237,242.0,249.0,404.0,415.0,427,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,2,3,arousal,midpoint_as_high,720,720,265,455,228,232.0,239.0,415.0,425.0,436,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,3,0,valence,discard_midpoint,720,709,343,366,302,304.0,308.0,326.0,340.0,354,0.0,0.0,0.0,0.0,23,23.0,27,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,3,0,valence,midpoint_as_low,720,720,354,366,312,315.0,318.0,329.0,340.0,354,0.0,0.0,0.0,0.0,23,23.0,27,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,3,0,valence,midpoint_as_high,720,720,343,377,302,304.0,308.0,336.0,351.0,365,0.0,0.0,0.0,0.0,23,23.0,27,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,3,0,arousal,discard_midpoint,720,713,305,408,265,268.0,275.0,369.0,381.0,393,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,3,0,arousal,midpoint_as_low,720,720,312,408,269,273.0,281.0,368.0,381.0,393,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,3,0,arousal,midpoint_as_high,720,720,305,415,265,268.0,275.0,375.0,388.0,402,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,3,1,valence,discard_midpoint,720,708,338,370,297,299.0,303.0,329.0,344.0,356,0.0,0.0,0.0,0.0,23,23.0,27,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,3,1,valence,midpoint_as_low,720,720,350,370,307,310.0,314.0,330.0,344.0,356,0.0,0.0,0.0,0.0,23,23.0,27,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,3,1,valence,midpoint_as_high,720,720,338,382,297,299.0,303.0,341.0,356.0,367,0.0,0.0,0.0,0.0,23,23.0,27,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,3,1,arousal,discard_midpoint,720,711,283,428,242,246.0,255.0,388.0,400.0,414,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,3,1,arousal,midpoint_as_low,720,720,292,428,250,254.0,262.9,388.0,400.0,414,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
