dataset,repetition,role,subject_fold,stimulus_fold,task,label_policy,source_train_rows_total,source_train_scored_paired_rows,class_0_anchors,class_1_anchors,eligible_donors_min,eligible_donors_p01,eligible_donors_p10,eligible_donors_median,eligible_donors_p90,eligible_donors_max,zero_donor_rate,below_5_donor_rate,below_10_donor_rate,below_20_donor_rate,unique_donor_subjects_min,unique_donor_subjects_median,unique_donor_stimuli_min,unique_donor_stimuli_median,paired_modality_anchor_rate,operational_verdict
DEAP,2,sensitivity,3,1,arousal,midpoint_as_high,720,720,283,437,242,246.0,255.0,397.0,408.0,424,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,3,2,valence,discard_midpoint,720,710,308,402,264,269.0,275.0,362.0,374.0,387,0.0,0.0,0.0,0.0,23,23.0,25,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,3,2,valence,midpoint_as_low,720,720,318,402,273,278.0,284.0,361.5,374.0,387,0.0,0.0,0.0,0.0,23,23.0,25,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,3,2,valence,midpoint_as_high,720,720,308,412,264,269.0,275.0,371.0,383.0,397,0.0,0.0,0.0,0.0,23,23.0,25,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,3,2,arousal,discard_midpoint,720,711,304,407,260,266.0,274.0,368.0,380.0,396,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,3,2,arousal,midpoint_as_low,720,720,313,407,268,274.0,282.0,368.0,380.0,396,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,3,2,arousal,midpoint_as_high,720,720,304,416,260,266.0,274.0,377.0,388.0,404,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,3,3,valence,discard_midpoint,720,711,259,452,222,224.0,229.0,410.0,420.0,435,0.0,0.0,0.0,0.0,23,23.0,25,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,3,3,valence,midpoint_as_low,720,720,268,452,231,233.0,237.0,410.0,420.0,435,0.0,0.0,0.0,0.0,23,23.0,25,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,3,3,valence,midpoint_as_high,720,720,259,461,222,224.0,229.0,419.0,429.0,444,0.0,0.0,0.0,0.0,23,23.0,25,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,3,3,arousal,discard_midpoint,720,712,260,452,218,225.11,234.0,412.0,422.0,434,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,3,3,arousal,midpoint_as_low,720,720,268,452,225,232.19,240.0,411.5,422.0,434,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,2,sensitivity,3,3,arousal,midpoint_as_high,720,720,260,460,218,225.19,234.0,419.0,430.0,441,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,0,0,valence,discard_midpoint,720,713,331,382,289,292.0,296.0,342.0,355.0,371,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,0,0,valence,midpoint_as_low,720,720,338,382,296,298.19,303.0,341.0,355.0,371,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,0,0,valence,midpoint_as_high,720,720,331,389,289,292.0,296.0,349.0,362.0,378,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,0,0,arousal,discard_midpoint,720,708,313,395,272,276.0,283.0,356.0,369.0,382,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,0,0,arousal,midpoint_as_low,720,720,325,395,283,287.0,293.0,356.0,369.0,382,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,0,0,arousal,midpoint_as_high,720,720,313,407,272,276.0,283.0,368.0,380.0,394,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,0,1,valence,discard_midpoint,720,713,292,421,252,256.0,260.0,381.0,392.0,410,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,0,1,valence,midpoint_as_low,720,720,299,421,258,262.0,267.0,381.0,392.0,410,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,0,1,valence,midpoint_as_high,720,720,292,428,252,256.0,260.0,388.0,399.0,417,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,0,1,arousal,discard_midpoint,720,710,306,404,262,266.18,276.0,365.0,377.0,387,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,0,1,arousal,midpoint_as_low,720,720,316,404,271,276.0,285.0,364.0,377.0,387,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,0,1,arousal,midpoint_as_high,720,720,306,414,262,266.38,276.0,375.0,386.0,399,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,0,2,valence,discard_midpoint,720,713,340,373,296,300.12,305.0,332.0,346.0,358,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,0,2,valence,midpoint_as_low,720,720,347,373,303,306.19,311.0,332.0,346.0,358,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,0,2,valence,midpoint_as_high,720,720,340,380,296,300.19,305.0,338.0,353.0,364,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,0,2,arousal,discard_midpoint,720,713,286,427,246,250.0,257.0,388.0,399.0,413,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,0,2,arousal,midpoint_as_low,720,720,293,427,253,256.0,263.0,387.0,399.0,413,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,0,2,arousal,midpoint_as_high,720,720,286,434,246,250.0,257.0,394.0,406.0,420,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,0,3,valence,discard_midpoint,720,714,324,390,283,286.0,290.0,350.0,363.0,378,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,0,3,valence,midpoint_as_low,720,720,330,390,289,292.0,295.0,350.0,363.0,378,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,0,3,valence,midpoint_as_high,720,720,324,396,283,286.0,290.0,355.0,369.0,384,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,0,3,arousal,discard_midpoint,720,710,319,391,280,281.0,288.0,352.0,365.0,376,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,0,3,arousal,midpoint_as_low,720,720,329,391,287,290.0,297.0,351.5,365.0,376,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,0,3,arousal,midpoint_as_high,720,720,319,401,280,281.0,288.0,362.0,374.0,388,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,1,0,valence,discard_midpoint,720,714,305,409,265,268.0,273.0,368.0,381.0,392,0.0,0.0,0.0,0.0,23,23.0,25,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,1,0,valence,midpoint_as_low,720,720,311,409,271,274.0,278.0,368.0,381.0,392,0.0,0.0,0.0,0.0,23,23.0,26,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,1,0,valence,midpoint_as_high,720,720,305,415,265,268.0,273.0,374.0,387.0,398,0.0,0.0,0.0,0.0,23,23.0,25,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,1,0,arousal,discard_midpoint,720,706,329,377,283,289.05,297.0,339.0,351.0,364,0.0,0.0,0.0,0.0,23,23.0,28,28.0,1.0,PASS_STRONG
DEAP,3,sensitivity,1,0,arousal,midpoint_as_low,720,720,343,377,296,302.0,310.0,338.0,351.0,364,0.0,0.0,0.0,0.0,23,23.0,28,28.0,1.0,PASS_STRONG
DEAP,3,sensitivity,1,0,arousal,midpoint_as_high,720,720,329,391,283,289.19,297.0,352.5,364.0,381,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,1,1,valence,discard_midpoint,720,709,269,440,233,234.0,239.0,399.0,410.0,420,0.0,0.0,0.0,0.0,23,23.0,24,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,1,1,valence,midpoint_as_low,720,720,280,440,241,244.0,249.0,399.0,410.0,420,0.0,0.0,0.0,0.0,23,23.0,25,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,1,1,valence,midpoint_as_high,720,720,269,451,233,234.0,239.0,409.0,421.0,432,0.0,0.0,0.0,0.0,23,23.0,24,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,1,1,arousal,discard_midpoint,720,708,324,384,275,283.0,292.0,346.0,357.0,370,0.0,0.0,0.0,0.0,23,23.0,28,28.0,1.0,PASS_STRONG
DEAP,3,sensitivity,1,1,arousal,midpoint_as_low,720,720,336,384,286,294.19,303.0,345.0,357.0,370,0.0,0.0,0.0,0.0,23,23.0,28,28.0,1.0,PASS_STRONG
DEAP,3,sensitivity,1,1,arousal,midpoint_as_high,720,720,324,396,275,283.0,292.0,357.0,368.1,386,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,1,2,valence,discard_midpoint,720,713,324,389,281,285.0,290.0,348.0,362.0,373,0.0,0.0,0.0,0.0,23,23.0,26,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,1,2,valence,midpoint_as_low,720,720,331,389,287,291.0,296.0,348.0,362.0,373,0.0,0.0,0.0,0.0,23,23.0,26,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,1,2,valence,midpoint_as_high,720,720,324,396,281,285.0,290.0,355.0,369.0,381,0.0,0.0,0.0,0.0,23,23.0,26,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,1,2,arousal,discard_midpoint,720,712,292,420,253,255.0,263.0,381.0,392.0,406,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,1,2,arousal,midpoint_as_low,720,720,300,420,261,263.0,270.0,381.0,392.0,406,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,1,2,arousal,midpoint_as_high,720,720,292,428,253,255.0,263.0,389.0,399.0,414,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,1,3,valence,discard_midpoint,720,711,296,415,259,260.0,264.0,374.0,387.0,397,0.0,0.0,0.0,0.0,23,23.0,25,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,1,3,valence,midpoint_as_low,720,720,305,415,267,268.0,272.0,374.0,387.0,397,0.0,0.0,0.0,0.0,23,23.0,26,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,1,3,valence,midpoint_as_high,720,720,296,424,259,260.0,264.0,382.0,396.0,407,0.0,0.0,0.0,0.0,23,23.0,25,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,1,3,arousal,discard_midpoint,720,706,333,373,289,295.0,301.0,335.0,347.0,358,0.0,0.0,0.0,0.0,23,23.0,28,28.0,1.0,PASS_STRONG
DEAP,3,sensitivity,1,3,arousal,midpoint_as_low,720,720,347,373,300,307.0,314.0,334.0,347.0,358,0.0,0.0,0.0,0.0,23,23.0,28,28.0,1.0,PASS_STRONG
DEAP,3,sensitivity,1,3,arousal,midpoint_as_high,720,720,333,387,289,295.0,301.0,348.0,360.1,379,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,2,0,valence,discard_midpoint,720,709,320,389,278,282.0,286.0,349.0,362.0,377,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,2,0,valence,midpoint_as_low,720,720,331,389,289,293.0,297.0,349.0,362.0,377,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,2,0,valence,midpoint_as_high,720,720,320,400,278,282.0,286.0,360.0,372.0,388,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,2,0,arousal,discard_midpoint,720,710,298,412,255,260.09,268.0,373.0,385.0,397,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,2,0,arousal,midpoint_as_low,720,720,308,412,265,268.38,277.0,372.0,384.1,397,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,2,0,arousal,midpoint_as_high,720,720,298,422,255,260.19,268.0,382.0,394.0,407,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,2,1,valence,discard_midpoint,720,706,283,423,243,248.0,252.0,383.0,394.0,411,0.0,0.0,0.0,0.0,23,23.0,27,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,2,1,valence,midpoint_as_low,720,720,297,423,256,260.19,265.0,383.0,394.0,411,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,2,1,valence,midpoint_as_high,720,720,283,437,243,248.0,252.0,396.0,407.0,425,0.0,0.0,0.0,0.0,23,23.0,27,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,2,1,arousal,discard_midpoint,720,712,283,429,237,243.11,254.0,389.0,400.0,412,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,2,1,arousal,midpoint_as_low,720,720,291,429,245,251.0,261.0,389.0,400.0,412,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,2,1,arousal,midpoint_as_high,720,720,283,437,237,243.19,254.0,397.0,407.1,422,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,2,2,valence,discard_midpoint,720,708,327,381,286,289.0,293.0,340.0,355.0,366,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,2,2,valence,midpoint_as_low,720,720,339,381,297,300.0,304.0,339.5,354.1,366,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,2,2,valence,midpoint_as_high,720,720,327,393,286,289.0,293.0,352.0,366.0,377,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,2,2,arousal,discard_midpoint,720,714,252,462,211,216.13,226.0,421.0,432.0,446,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,2,2,arousal,midpoint_as_low,720,720,258,462,217,222.0,231.0,421.0,432.0,446,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,2,2,arousal,midpoint_as_high,720,720,252,468,211,216.19,226.0,427.0,437.0,451,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,2,3,valence,discard_midpoint,720,709,309,400,268,271.08,276.0,360.0,372.0,386,0.0,0.0,0.0,0.0,23,23.0,27,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,2,3,valence,midpoint_as_low,720,720,320,400,279,282.0,286.0,359.0,372.0,386,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,2,3,valence,midpoint_as_high,720,720,309,411,268,271.19,276.0,370.0,383.0,397,0.0,0.0,0.0,0.0,23,23.0,27,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,2,3,arousal,discard_midpoint,720,711,298,413,257,261.0,268.0,374.0,385.0,396,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,2,3,arousal,midpoint_as_low,720,720,307,413,264,268.0,277.0,373.0,385.0,396,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,2,3,arousal,midpoint_as_high,720,720,298,422,257,261.0,268.0,382.0,394.0,409,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,3,0,valence,discard_midpoint,720,711,331,380,290,292.0,296.0,340.0,353.0,370,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,3,0,valence,midpoint_as_low,720,720,340,380,299,301.0,305.0,340.0,353.0,370,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,3,0,valence,midpoint_as_high,720,720,331,389,290,292.0,296.0,349.0,361.0,379,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,3,0,arousal,discard_midpoint,720,711,287,424,250,252.0,258.0,385.0,396.0,409,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,3,0,arousal,midpoint_as_low,720,720,296,424,259,261.0,267.0,384.0,396.0,409,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,3,0,arousal,midpoint_as_high,720,720,287,433,250,252.0,258.9,393.0,404.0,417,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,3,1,valence,discard_midpoint,720,710,293,417,251,256.0,261.0,377.0,388.0,407,0.0,0.0,0.0,0.0,23,23.0,27,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,3,1,valence,midpoint_as_low,720,720,303,417,261,265.19,270.0,377.0,388.0,407,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,3,1,valence,midpoint_as_high,720,720,293,427,251,256.0,261.0,386.0,397.0,417,0.0,0.0,0.0,0.0,23,23.0,27,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,3,1,arousal,discard_midpoint,720,711,266,445,230,232.1,239.0,405.0,415.0,427,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,3,1,arousal,midpoint_as_low,720,720,275,445,239,241.0,248.0,405.0,415.0,427,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,3,1,arousal,midpoint_as_high,720,720,266,454,230,232.19,239.0,414.0,424.0,435,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,3,2,valence,discard_midpoint,720,710,344,366,300,303.09,309.0,327.0,340.0,352,0.0,0.0,0.0,0.0,23,23.0,27,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,3,2,valence,midpoint_as_low,720,720,354,366,310,313.0,318.0,328.0,340.0,352,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,3,2,valence,midpoint_as_high,720,720,344,376,300,303.19,309.0,336.0,349.0,362,0.0,0.0,0.0,0.0,23,23.0,27,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,3,2,arousal,discard_midpoint,720,714,259,455,220,224.0,232.0,414.0,425.0,441,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,3,2,arousal,midpoint_as_low,720,720,265,455,226,230.0,237.0,414.0,425.0,441,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,3,2,arousal,midpoint_as_high,720,720,259,461,220,224.0,232.0,420.0,431.0,447,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,3,3,valence,discard_midpoint,720,713,316,397,275,278.0,282.0,357.0,369.0,384,0.0,0.0,0.0,0.0,23,23.0,27,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,3,3,valence,midpoint_as_low,720,720,323,397,282,285.0,289.0,357.0,369.0,384,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,3,3,valence,midpoint_as_high,720,720,316,404,275,278.0,282.0,363.0,376.0,391,0.0,0.0,0.0,0.0,23,23.0,27,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,3,3,arousal,discard_midpoint,720,711,289,422,251,255.0,260.0,383.0,394.0,404,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,3,3,arousal,midpoint_as_low,720,720,298,422,260,262.0,268.0,382.5,394.0,404,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,3,sensitivity,3,3,arousal,midpoint_as_high,720,720,289,431,251,255.0,260.0,391.0,402.0,412,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,4,sensitivity,0,0,valence,discard_midpoint,720,709,285,424,245,248.0,253.0,383.0,395.0,407,0.0,0.0,0.0,0.0,23,23.0,25,28.0,1.0,PASS_STRONG
DEAP,4,sensitivity,0,0,valence,midpoint_as_low,720,720,296,424,255,259.0,263.0,383.0,395.0,407,0.0,0.0,0.0,0.0,23,23.0,26,28.0,1.0,PASS_STRONG
DEAP,4,sensitivity,0,0,valence,midpoint_as_high,720,720,285,435,245,248.0,253.0,394.0,405.1,418,0.0,0.0,0.0,0.0,23,23.0,25,29.0,1.0,PASS_STRONG
DEAP,4,sensitivity,0,0,arousal,discard_midpoint,720,708,313,395,271,275.0,282.0,356.0,369.0,381,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,4,sensitivity,0,0,arousal,midpoint_as_low,720,720,325,395,281,286.0,293.0,356.0,369.0,381,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,4,sensitivity,0,0,arousal,midpoint_as_high,720,720,313,407,271,275.0,282.0,368.0,380.0,395,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,4,sensitivity,0,1,valence,discard_midpoint,720,707,279,428,239,243.0,247.0,387.0,398.0,410,0.0,0.0,0.0,0.0,23,23.0,25,28.0,1.0,PASS_STRONG
DEAP,4,sensitivity,0,1,valence,midpoint_as_low,720,720,292,428,251,255.0,259.0,387.0,398.0,410,0.0,0.0,0.0,0.0,23,23.0,26,28.0,1.0,PASS_STRONG
DEAP,4,sensitivity,0,1,valence,midpoint_as_high,720,720,279,441,239,243.0,247.0,400.0,411.0,423,0.0,0.0,0.0,0.0,23,23.0,25,29.0,1.0,PASS_STRONG
DEAP,4,sensitivity,0,1,arousal,discard_midpoint,720,713,310,403,266,269.24,280.0,365.0,375.0,386,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,4,sensitivity,0,1,arousal,midpoint_as_low,720,720,317,403,272,276.38,286.0,364.5,375.0,386,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,4,sensitivity,0,1,arousal,midpoint_as_high,720,720,310,410,266,269.38,280.0,372.0,382.0,392,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,4,sensitivity,0,2,valence,discard_midpoint,720,707,339,368,300,300.06,304.0,325.0,343.0,353,0.0,0.0,0.0,0.0,23,23.0,25,27.0,1.0,PASS_STRONG
DEAP,4,sensitivity,0,2,valence,midpoint_as_low,720,720,352,368,311,312.0,316.0,329.0,343.0,353,0.0,0.0,0.0,0.0,23,23.0,26,27.0,1.0,PASS_STRONG
DEAP,4,sensitivity,0,2,valence,midpoint_as_high,720,720,339,381,300,300.19,304.0,338.0,355.0,367,0.0,0.0,0.0,0.0,23,23.0,25,28.0,1.0,PASS_STRONG
DEAP,4,sensitivity,0,2,arousal,discard_midpoint,720,708,281,427,238,244.07,253.0,388.0,398.0,413,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,4,sensitivity,0,2,arousal,midpoint_as_low,720,720,293,427,248,254.0,263.0,388.0,398.0,413,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,4,sensitivity,0,2,arousal,midpoint_as_high,720,720,281,439,238,244.19,253.0,400.0,409.0,428,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,4,sensitivity,0,3,valence,discard_midpoint,720,712,321,391,280,283.0,287.0,350.0,364.0,375,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,4,sensitivity,0,3,valence,midpoint_as_low,720,720,329,391,288,291.0,295.0,350.0,364.0,375,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,4,sensitivity,0,3,valence,midpoint_as_high,720,720,321,399,280,283.0,287.0,358.0,372.0,382,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,4,sensitivity,0,3,arousal,discard_midpoint,720,712,308,404,264,270.0,277.0,365.0,377.0,391,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,4,sensitivity,0,3,arousal,midpoint_as_low,720,720,316,404,271,277.0,285.0,365.0,377.0,391,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,4,sensitivity,0,3,arousal,midpoint_as_high,720,720,308,412,264,270.0,277.0,373.0,384.0,400,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,4,sensitivity,1,0,valence,discard_midpoint,720,713,298,415,256,260.0,266.0,374.0,386.0,404,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,4,sensitivity,1,0,valence,midpoint_as_low,720,720,305,415,263,266.0,272.0,374.0,386.0,404,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,4,sensitivity,1,0,valence,midpoint_as_high,720,720,298,422,256,260.0,266.0,381.0,393.0,411,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
DEAP,4,sensitivity,1,0,arousal,discard_midpoint,720,711,294,417,255,258.0,265.0,377.0,389.0,402,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,4,sensitivity,1,0,arousal,midpoint_as_low,720,720,303,417,262,265.0,273.0,377.0,389.0,402,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,4,sensitivity,1,0,arousal,midpoint_as_high,720,720,294,426,255,258.0,265.0,386.0,398.0,411,0.0,0.0,0.0,0.0,23,23.0,29,29.0,1.0,PASS_STRONG
DEAP,4,sensitivity,1,1,valence,discard_midpoint,720,711,291,420,250,253.1,259.0,380.0,390.0,407,0.0,0.0,0.0,0.0,23,23.0,28,29.0,1.0,PASS_STRONG
