scheme,cell_id,subject_fold,stimulus_fold,task,label_policy,held_subject_count,held_stimulus_count,source_subject_count,source_stimulus_count,train_physical_trials_before_policy,test_physical_trials_before_policy,train_retained,test_retained,test_midpoints_removed,test_midpoint_removed_fraction,train_low,train_high,test_low,test_high,train_single_class,test_single_class,test_rows_after_eeg_emg_availability,test_low_after_eeg_emg_availability,test_high_after_eeg_emg_availability,seen_subject_unseen_stimulus_retained,seen_subject_unseen_stimulus_low,seen_subject_unseen_stimulus_high,unseen_subject_seen_stimulus_retained,unseen_subject_seen_stimulus_low,unseen_subject_seen_stimulus_high,train_majority_class,train_majority_test_accuracy,train_majority_test_balanced_accuracy,train_majority_test_macro_f1,oracle_test_majority_accuracy_diagnostic_only,theoretical_balanced_accuracy_chance,train_stimulus_label_nmi,test_stimulus_label_nmi,train_subject_label_nmi,test_subject_label_nmi,test_presentation_order_js_divergence,subject_leakage,stimulus_leakage,test_independent_subjects,test_independent_stimuli,test_min_axis_units_capacity_proxy,exact_statistical_ess_identifiable_pre_model,session_split_leakage
idare_4x4,idare_4x4_S03_T04,3,4,arousal,midpoint_as_high,16,8,47,24,1128,128,1128,128,0,0.0,624,504,71,57,False,False,128,71,57,376,205,171,384,212,172,0,0.5546875,0.5,0.35678391959798994,0.5546875,0.5,0.10518811572300911,0.12065439180494626,0.028742094712944432,0.06188025706931243,0.5487949406953986,False,False,16,8,8,False,False
idare_4x4,idare_4x4_S04_T01,4,1,valence,discard_midpoint,15,8,48,24,1152,120,949,97,23,0.19166666666666668,467,482,41,56,False,False,97,41,56,320,155,165,301,149,152,1,0.5773195876288659,0.5,0.3660130718954248,0.5773195876288659,0.5,0.2990662070211491,0.45787058194968205,0.004156771687263672,0.007516905755546241,0.5574610258237098,False,False,15,8,8,False,False
idare_4x4,idare_4x4_S04_T01,4,1,valence,midpoint_as_low,15,8,48,24,1152,120,1152,120,0,0.0,670,482,64,56,False,False,120,64,56,384,219,165,360,208,152,0,0.5333333333333333,0.5,0.34782608695652173,0.5333333333333333,0.5,0.21804624968514125,0.34376919561386615,0.004715469825118765,0.011256638542259525,0.5487949406953986,False,False,15,8,8,False,False
idare_4x4,idare_4x4_S04_T01,4,1,valence,midpoint_as_high,15,8,48,24,1152,120,1152,120,0,0.0,467,685,41,79,False,False,120,41,79,384,155,229,360,149,211,1,0.6583333333333333,0.5,0.3969849246231156,0.6583333333333333,0.5,0.22824165143678582,0.3375459787454696,0.006243572409918424,0.009582510096482007,0.5487949406953986,False,False,15,8,8,False,False
idare_4x4,idare_4x4_S04_T01,4,1,arousal,discard_midpoint,15,8,48,24,1152,120,1030,110,10,0.08333333333333333,641,389,71,39,False,False,110,71,39,341,206,135,318,194,124,0,0.6454545454545455,0.5,0.39226519337016574,0.6454545454545455,0.5,0.10924808774066762,0.19304384666478588,0.043154783272686785,0.06578985390563113,0.5493571898503191,False,False,15,8,8,False,False
idare_4x4,idare_4x4_S04_T01,4,1,arousal,midpoint_as_low,15,8,48,24,1152,120,1152,120,0,0.0,763,389,81,39,False,False,120,81,39,384,249,135,360,236,124,0,0.675,0.5,0.40298507462686567,0.675,0.5,0.0878606458062048,0.17345215653486595,0.03630891455723592,0.06243148477561768,0.5487949406953986,False,False,15,8,8,False,False
idare_4x4,idare_4x4_S04_T01,4,1,arousal,midpoint_as_high,15,8,48,24,1152,120,1152,120,0,0.0,641,511,71,49,False,False,120,71,49,384,206,178,360,194,166,0,0.5916666666666667,0.5,0.3717277486910995,0.5916666666666667,0.5,0.08909899935662906,0.16118039274636725,0.03782750703045887,0.050223389727355065,0.5487949406953986,False,False,15,8,8,False,False
idare_4x4,idare_4x4_S04_T02,4,2,valence,discard_midpoint,15,8,48,24,1152,120,953,99,21,0.175,462,491,48,51,False,False,99,48,51,316,160,156,299,142,157,1,0.5151515151515151,0.5,0.34,0.5151515151515151,0.5,0.29412324834386017,0.4403073231791221,0.004942187677456508,0.009300399863709358,0.555495464049517,False,False,15,8,8,False,False
idare_4x4,idare_4x4_S04_T02,4,2,valence,midpoint_as_low,15,8,48,24,1152,120,1152,120,0,0.0,661,491,69,51,False,False,120,69,51,384,228,156,360,203,157,0,0.575,0.5,0.36507936507936506,0.575,0.5,0.2144670289306357,0.36971157734749915,0.005632664331569279,0.012147708849304382,0.5487949406953986,False,False,15,8,8,False,False
idare_4x4,idare_4x4_S04_T02,4,2,valence,midpoint_as_high,15,8,48,24,1152,120,1152,120,0,0.0,462,690,48,72,False,False,120,48,72,384,160,224,360,142,218,1,0.6,0.5,0.375,0.6,0.5,0.22407423955394234,0.3462116830576557,0.005736161380355015,0.011038230784429174,0.5487949406953986,False,False,15,8,8,False,False
idare_4x4,idare_4x4_S04_T02,4,2,arousal,discard_midpoint,15,8,48,24,1152,120,1030,108,12,0.1,636,394,67,41,False,False,108,67,41,341,211,130,320,198,122,0,0.6203703703703703,0.5,0.38285714285714284,0.6203703703703703,0.5,0.12196039775654012,0.16848423915776164,0.04470776660743343,0.06783815308971038,0.5492919705733651,False,False,15,8,8,False,False
idare_4x4,idare_4x4_S04_T02,4,2,arousal,midpoint_as_low,15,8,48,24,1152,120,1152,120,0,0.0,758,394,79,41,False,False,120,79,41,384,254,130,360,238,122,0,0.6583333333333333,0.5,0.3969849246231156,0.6583333333333333,0.5,0.09685371790042821,0.14087671758396175,0.03763481085170108,0.0598377781910165,0.5487949406953986,False,False,15,8,8,False,False
idare_4x4,idare_4x4_S04_T02,4,2,arousal,midpoint_as_high,15,8,48,24,1152,120,1152,120,0,0.0,636,516,67,53,False,False,120,67,53,384,211,173,360,198,162,0,0.5583333333333333,0.5,0.3582887700534759,0.5583333333333333,0.5,0.10187872534016554,0.14356181088162343,0.03861185952642367,0.05273105195880725,0.5487949406953986,False,False,15,8,8,False,False
idare_4x4,idare_4x4_S04_T03,4,3,valence,discard_midpoint,15,8,48,24,1152,120,951,100,20,0.16666666666666666,470,481,50,50,False,False,100,50,50,318,152,166,298,140,158,1,0.5,0.5,0.3333333333333333,0.5,0.5,0.2849082974062929,0.42899572068894226,0.005011215479368888,0.019486172314870556,0.551846362661791,False,False,15,8,8,False,False
idare_4x4,idare_4x4_S04_T03,4,3,valence,midpoint_as_low,15,8,48,24,1152,120,1152,120,0,0.0,671,481,70,50,False,False,120,70,50,384,218,166,360,202,158,0,0.5833333333333334,0.5,0.3684210526315789,0.5833333333333334,0.5,0.19774458950024634,0.31585600449780377,0.00700016904236592,0.01806652668030763,0.5487949406953986,False,False,15,8,8,False,False
idare_4x4,idare_4x4_S04_T03,4,3,valence,midpoint_as_high,15,8,48,24,1152,120,1152,120,0,0.0,470,682,50,70,False,False,120,50,70,384,152,232,360,140,220,1,0.5833333333333334,0.5,0.3684210526315789,0.5833333333333334,0.5,0.22423419446879284,0.3277208518755404,0.00492353188206909,0.01981721851571906,0.5487949406953986,False,False,15,8,8,False,False
idare_4x4,idare_4x4_S04_T03,4,3,arousal,discard_midpoint,15,8,48,24,1152,120,1026,105,15,0.125,632,394,66,39,False,False,105,66,39,345,215,130,323,199,124,0,0.6285714285714286,0.5,0.38596491228070173,0.6285714285714286,0.5,0.11938904566632852,0.16623629103346674,0.04449221640260502,0.08188984365232452,0.5493761611686173,False,False,15,8,8,False,False
idare_4x4,idare_4x4_S04_T03,4,3,arousal,midpoint_as_low,15,8,48,24,1152,120,1152,120,0,0.0,758,394,81,39,False,False,120,81,39,384,254,130,360,236,124,0,0.675,0.5,0.40298507462686567,0.675,0.5,0.09533206826528424,0.10706745799593781,0.03852554985067222,0.08098425858666296,0.5487949406953986,False,False,15,8,8,False,False
idare_4x4,idare_4x4_S04_T03,4,3,arousal,midpoint_as_high,15,8,48,24,1152,120,1152,120,0,0.0,632,520,66,54,False,False,120,66,54,384,215,169,360,199,161,0,0.55,0.5,0.3548387096774194,0.55,0.5,0.09698008188796557,0.1541180366434673,0.03570142795844655,0.04648518046156757,0.5487949406953986,False,False,15,8,8,False,False
idare_4x4,idare_4x4_S04_T04,4,4,valence,discard_midpoint,15,8,48,24,1152,120,954,102,18,0.15,467,487,51,51,False,False,102,51,51,315,155,160,296,139,157,1,0.5,0.5,0.3333333333333333,0.5,0.5,0.28888909773896965,0.41454385935054355,0.004324041334087895,0.013010921822657964,0.5523349972785664,False,False,15,8,8,False,False
idare_4x4,idare_4x4_S04_T04,4,4,valence,midpoint_as_low,15,8,48,24,1152,120,1152,120,0,0.0,665,487,69,51,False,False,120,69,51,384,224,160,360,203,157,0,0.575,0.5,0.36507936507936506,0.575,0.5,0.22110885937523964,0.2845960457076476,0.00502349565674953,0.02086477533662907,0.5487949406953986,False,False,15,8,8,False,False
idare_4x4,idare_4x4_S04_T04,4,4,valence,midpoint_as_high,15,8,48,24,1152,120,1152,120,0,0.0,467,685,51,69,False,False,120,51,69,384,155,229,360,139,221,1,0.575,0.5,0.36507936507936506,0.575,0.5,0.22003769377149304,0.36971157734749904,0.005016605207473162,0.009663159838933085,0.5487949406953986,False,False,15,8,8,False,False
idare_4x4,idare_4x4_S04_T04,4,4,arousal,discard_midpoint,15,8,48,24,1152,120,1027,105,15,0.125,632,395,61,44,False,False,105,61,44,344,215,129,323,204,119,0,0.580952380952381,0.5,0.3674698795180723,0.580952380952381,0.5,0.1204219524593436,0.1887342089085428,0.044482568019620916,0.07651568259720044,0.5496433971022219,False,False,15,8,8,False,False
idare_4x4,idare_4x4_S04_T04,4,4,arousal,midpoint_as_low,15,8,48,24,1152,120,1152,120,0,0.0,757,395,76,44,False,False,120,76,44,384,255,129,360,241,119,0,0.6333333333333333,0.5,0.3877551020408163,0.6333333333333333,0.5,0.09292639969187672,0.16955024787027628,0.039601628920455705,0.05328370808540683,0.5487949406953986,False,False,15,8,8,False,False
idare_4x4,idare_4x4_S04_T04,4,4,arousal,midpoint_as_high,15,8,48,24,1152,120,1152,120,0,0.0,632,520,61,59,False,False,120,61,59,384,215,169,360,204,156,0,0.5083333333333333,0.5,0.3370165745856354,0.5083333333333333,0.5,0.10364404575679662,0.12206500547726953,0.035897070332536474,0.07831815277448066,0.5487949406953986,False,False,15,8,8,False,False
idare_5x5,idare_5x5_S01_T01,1,1,valence,discard_midpoint,13,7,50,25,1250,91,1029,70,21,0.23076923076923078,500,529,38,32,False,False,70,38,32,295,147,148,273,127,146,1,0.45714285714285713,0.5,0.3137254901960784,0.5428571428571428,0.5,0.28786137097328035,0.5093066933834562,0.005060602356558593,0.011870986234733432,0.5988423760518947,False,False,13,7,7,False,False
idare_5x5,idare_5x5_S01_T01,1,1,valence,midpoint_as_low,13,7,50,25,1250,91,1250,91,0,0.0,721,529,59,32,False,False,91,59,32,350,202,148,325,179,146,0,0.6483516483516484,0.5,0.3933333333333333,0.6483516483516484,0.5,0.213773904871285,0.31974957817136324,0.005402867778955056,0.015933772588678112,0.586262467480868,False,False,13,7,7,False,False
idare_5x5,idare_5x5_S01_T01,1,1,valence,midpoint_as_high,13,7,50,25,1250,91,1250,91,0,0.0,500,750,38,53,False,False,91,38,53,350,147,203,325,127,198,1,0.5824175824175825,0.5,0.3680555555555556,0.5824175824175825,0.5,0.21525184936356964,0.42909540883469266,0.006455863481984965,0.0059257343188154985,0.586262467480868,False,False,13,7,7,False,False
idare_5x5,idare_5x5_S01_T01,1,1,arousal,discard_midpoint,13,7,50,25,1250,91,1118,84,7,0.07692307692307693,693,425,49,35,False,False,84,49,35,309,189,120,288,181,107,0,0.5833333333333334,0.5,0.3684210526315789,0.5833333333333334,0.5,0.10282544669088566,0.2474678311807998,0.05125148609881194,0.026934521951868354,0.5866710198670027,False,False,13,7,7,False,False
idare_5x5,idare_5x5_S01_T01,1,1,arousal,midpoint_as_low,13,7,50,25,1250,91,1250,91,0,0.0,825,425,56,35,False,False,91,56,35,350,230,120,325,218,107,0,0.6153846153846154,0.5,0.38095238095238093,0.6153846153846154,0.5,0.08085958675324222,0.23029166333264162,0.04454447826096044,0.017915742935743047,0.586262467480868,False,False,13,7,7,False,False
idare_5x5,idare_5x5_S01_T01,1,1,arousal,midpoint_as_high,13,7,50,25,1250,91,1250,91,0,0.0,693,557,49,42,False,False,91,49,42,350,189,161,325,181,144,0,0.5384615384615384,0.5,0.35,0.5384615384615384,0.5,0.08816948119449684,0.20699435141837175,0.04058238488577403,0.032473096430856205,0.586262467480868,False,False,13,7,7,False,False
idare_5x5,idare_5x5_S01_T02,1,2,valence,discard_midpoint,13,7,50,25,1250,91,1040,79,12,0.13186813186813187,502,538,37,42,False,False,79,37,42,284,145,139,264,128,136,1,0.5316455696202531,0.5,0.34710743801652894,0.5316455696202531,0.5,0.28563223730833975,0.42661509191717073,0.004490264087971349,0.008649617445992783,0.589786896677397,False,False,13,7,7,False,False
idare_5x5,idare_5x5_S01_T02,1,2,valence,midpoint_as_low,13,7,50,25,1250,91,1250,91,0,0.0,712,538,49,42,False,False,91,49,42,350,211,139,325,189,136,0,0.5384615384615384,0.5,0.35,0.5384615384615384,0.5,0.2216201722239915,0.3051274051760716,0.004253677152856781,0.0124719136263916,0.586262467480868,False,False,13,7,7,False,False
idare_5x5,idare_5x5_S01_T02,1,2,valence,midpoint_as_high,13,7,50,25,1250,91,1250,91,0,0.0,502,748,37,54,False,False,91,37,54,350,145,205,325,128,197,1,0.5934065934065934,0.5,0.3724137931034483,0.5934065934065934,0.5,0.20901906123272287,0.4013613860570884,0.007208374462240668,0.007541028766838434,0.586262467480868,False,False,13,7,7,False,False
idare_5x5,idare_5x5_S01_T02,1,2,arousal,discard_midpoint,13,7,50,25,1250,91,1117,84,7,0.07692307692307693,688,429,53,31,False,False,84,53,31,310,194,116,288,177,111,0,0.6309523809523809,0.5,0.38686131386861317,0.6309523809523809,0.5,0.0991321224377958,0.3141011294982446,0.05021984654650606,0.021891807237979687,0.5871300303310517,False,False,13,7,7,False,False
idare_5x5,idare_5x5_S01_T02,1,2,arousal,midpoint_as_low,13,7,50,25,1250,91,1250,91,0,0.0,821,429,60,31,False,False,91,60,31,350,234,116,325,214,111,0,0.6593406593406593,0.5,0.3973509933774834,0.6593406593406593,0.5,0.08152454967995479,0.24681108421560038,0.042622185100379975,0.023792021445599543,0.586262467480868,False,False,13,7,7,False,False
idare_5x5,idare_5x5_S01_T02,1,2,arousal,midpoint_as_high,13,7,50,25,1250,91,1250,91,0,0.0,688,562,53,38,False,False,91,53,38,350,194,156,325,177,148,0,0.5824175824175825,0.5,0.3680555555555556,0.5824175824175825,0.5,0.07956501345302805,0.28058893557895076,0.03982909357154979,0.02197938173623191,0.586262467480868,False,False,13,7,7,False,False
idare_5x5,idare_5x5_S01_T03,1,3,valence,discard_midpoint,13,6,50,26,1300,78,1074,60,18,0.23076923076923078,533,541,27,33,False,False,60,27,33,250,114,136,283,138,145,1,0.55,0.5,0.3548387096774194,0.55,0.5,0.2897519232114932,0.5193339833649524,0.004004624026778934,0.01742682421411794,0.6310133075573928,False,False,13,6,6,False,False
idare_5x5,idare_5x5_S01_T03,1,3,valence,midpoint_as_low,13,6,50,26,1300,78,1300,78,0,0.0,759,541,45,33,False,False,78,45,33,300,164,136,338,193,145,0,0.5769230769230769,0.5,0.36585365853658536,0.5769230769230769,0.5,0.21020877563616297,0.40989332790754457,0.005137607749386341,0.014912475020977266,0.6263832733354796,False,False,13,6,6,False,False
idare_5x5,idare_5x5_S01_T03,1,3,valence,midpoint_as_high,13,6,50,26,1300,78,1300,78,0,0.0,533,767,27,51,False,False,78,27,51,300,114,186,338,138,200,1,0.6538461538461539,0.5,0.3953488372093023,0.6538461538461539,0.5,0.22363778698836112,0.3034915878005795,0.004586843802000825,0.021187444140629546,0.6263832733354796,False,False,13,6,6,False,False
idare_5x5,idare_5x5_S01_T03,1,3,arousal,discard_midpoint,13,6,50,26,1300,78,1152,61,17,0.21794871794871795,714,438,41,20,False,False,61,41,20,275,168,107,311,189,122,0,0.6721311475409836,0.5,0.4019607843137255,0.6721311475409836,0.5,0.10977885328867121,0.2586747795674887,0.04762342369893468,0.07841642683549137,0.6275768478135358,False,False,13,6,6,False,False
idare_5x5,idare_5x5_S01_T03,1,3,arousal,midpoint_as_low,13,6,50,26,1300,78,1300,78,0,0.0,862,438,58,20,False,False,78,58,20,300,193,107,338,216,122,0,0.7435897435897436,0.5,0.4264705882352941,0.7435897435897436,0.5,0.08485901398983241,0.20211235457324578,0.04179780255125771,0.049447206367232745,0.6263832733354796,False,False,13,6,6,False,False
idare_5x5,idare_5x5_S01_T03,1,3,arousal,midpoint_as_high,13,6,50,26,1300,78,1300,78,0,0.0,714,586,41,37,False,False,78,41,37,300,168,132,338,189,149,0,0.5256410256410257,0.5,0.3445378151260504,0.5256410256410257,0.5,0.09160573249341629,0.11026946588891802,0.03480382987473114,0.08504077368645321,0.6263832733354796,False,False,13,6,6,False,False
idare_5x5,idare_5x5_S01_T04,1,4,valence,discard_midpoint,13,6,50,26,1300,78,1078,68,10,0.1282051282051282,518,560,33,35,False,False,68,33,35,246,129,117,275,132,143,1,0.5147058823529411,0.5,0.33980582524271846,0.5147058823529411,0.5,0.28593669964677826,0.46694705665916064,0.00480140616241318,0.015089670711508438,0.6278166369608168,False,False,13,6,6,False,False
idare_5x5,idare_5x5_S01_T04,1,4,valence,midpoint_as_low,13,6,50,26,1300,78,1300,78,0,0.0,740,560,43,35,False,False,78,43,35,300,183,117,338,195,143,0,0.5512820512820513,0.5,0.35537190082644626,0.5512820512820513,0.5,0.2146317758149633,0.3303210765958124,0.006231248545649719,0.024304893930237912,0.6263832733354796,False,False,13,6,6,False,False
idare_5x5,idare_5x5_S01_T04,1,4,valence,midpoint_as_high,13,6,50,26,1300,78,1300,78,0,0.0,518,782,33,45,False,False,78,33,45,300,129,171,338,132,206,1,0.5769230769230769,0.5,0.36585365853658536,0.5769230769230769,0.5,0.21727215489982912,0.42137585581688436,0.00537828545578298,0.01415163996077317,0.6263832733354796,False,False,13,6,6,False,False
idare_5x5,idare_5x5_S01_T04,1,4,arousal,discard_midpoint,13,6,50,26,1300,78,1161,72,6,0.07692307692307693,721,440,45,27,False,False,72,45,27,266,161,105,300,185,115,0,0.625,0.5,0.38461538461538464,0.625,0.5,0.09752459093949377,0.4642179449767625,0.052100790952432786,0.006185509880409528,0.6268029074607833,False,False,13,6,6,False,False
idare_5x5,idare_5x5_S01_T04,1,4,arousal,midpoint_as_low,13,6,50,26,1300,78,1300,78,0,0.0,860,440,51,27,False,False,78,51,27,300,195,105,338,223,115,0,0.6538461538461539,0.5,0.3953488372093023,0.6538461538461539,0.5,0.0770404277103738,0.4181221338121931,0.044102303586228346,0.00879150339638015,0.6263832733354796,False,False,13,6,6,False,False
idare_5x5,idare_5x5_S01_T04,1,4,arousal,midpoint_as_high,13,6,50,26,1300,78,1300,78,0,0.0,721,579,45,33,False,False,78,45,33,300,161,139,338,185,153,0,0.5769230769230769,0.5,0.36585365853658536,0.5769230769230769,0.5,0.0837678737407394,0.3733403410147532,0.04275801154337057,0.01951959672511053,0.6263832733354796,False,False,13,6,6,False,False
idare_5x5,idare_5x5_S01_T05,1,5,valence,discard_midpoint,13,6,50,26,1300,78,1075,66,12,0.15384615384615385,535,540,30,36,False,False,66,30,36,249,112,137,277,135,142,1,0.5454545454545454,0.5,0.35294117647058826,0.5454545454545454,0.5,0.28612950060645304,0.46926364956190775,0.004805666685130809,0.010109488995912037,0.6300850885619708,False,False,13,6,6,False,False
idare_5x5,idare_5x5_S01_T05,1,5,valence,midpoint_as_low,13,6,50,26,1300,78,1300,78,0,0.0,760,540,42,36,False,False,78,42,36,300,163,137,338,196,142,0,0.5384615384615384,0.5,0.35,0.5384615384615384,0.5,0.21453045929712253,0.3385115949309921,0.005101624825897542,0.02302877283349812,0.6263832733354796,False,False,13,6,6,False,False
idare_5x5,idare_5x5_S01_T05,1,5,valence,midpoint_as_high,13,6,50,26,1300,78,1300,78,0,0.0,535,765,30,48,False,False,78,30,48,300,112,188,338,135,203,1,0.6153846153846154,0.5,0.38095238095238093,0.6153846153846154,0.5,0.21689451130836943,0.43208950303617444,0.0059777054184875405,0.007637178588838849,0.6263832733354796,False,False,13,6,6,False,False
idare_5x5,idare_5x5_S01_T05,1,5,arousal,discard_midpoint,13,6,50,26,1300,78,1160,71,7,0.08974358974358974,712,448,42,29,False,False,71,42,29,267,170,97,301,188,113,0,0.5915492957746479,0.5,0.37168141592920356,0.5915492957746479,0.5,0.10688140600328795,0.24350205383917536,0.05159606217878666,0.05074271390085507,0.6267068329266547,False,False,13,6,6,False,False
idare_5x5,idare_5x5_S01_T05,1,5,arousal,midpoint_as_low,13,6,50,26,1300,78,1300,78,0,0.0,852,448,49,29,False,False,78,49,29,300,203,97,338,225,113,0,0.6282051282051282,0.5,0.3858267716535433,0.6282051282051282,0.5,0.08327907104003997,0.22710549237840688,0.046437796399441074,0.041885318776754776,0.6263832733354796,False,False,13,6,6,False,False
idare_5x5,idare_5x5_S01_T05,1,5,arousal,midpoint_as_high,13,6,50,26,1300,78,1300,78,0,0.0,712,588,42,36,False,False,78,42,36,300,170,130,338,188,150,0,0.5384615384615384,0.5,0.35,0.5384615384615384,0.5,0.09163209778218752,0.19136874255390068,0.038168249164218834,0.051312508756178224,0.6263832733354796,False,False,13,6,6,False,False
idare_5x5,idare_5x5_S02_T01,2,1,valence,discard_midpoint,13,7,50,25,1250,91,1035,76,15,0.16483516483516483,495,540,37,39,False,False,76,37,39,289,148,141,267,132,135,1,0.5131578947368421,0.5,0.3391304347826087,0.5131578947368421,0.5,0.2895726339999819,0.49623818378890905,0.004612228343063845,0.006956903589357959,0.5909622031932917,False,False,13,7,7,False,False
idare_5x5,idare_5x5_S02_T01,2,1,valence,midpoint_as_low,13,7,50,25,1250,91,1250,91,0,0.0,710,540,52,39,False,False,91,52,39,350,209,141,325,190,135,0,0.5714285714285714,0.5,0.36363636363636365,0.5714285714285714,0.5,0.21085649192257483,0.34265295952155544,0.006500730619155397,0.008018400021104074,0.586262467480868,False,False,13,7,7,False,False
idare_5x5,idare_5x5_S02_T01,2,1,valence,midpoint_as_high,13,7,50,25,1250,91,1250,91,0,0.0,495,755,37,54,False,False,91,37,54,350,148,202,325,132,193,1,0.5934065934065934,0.5,0.3724137931034483,0.5934065934065934,0.5,0.22521331158064684,0.42699238739904943,0.004973581391320199,0.007541028766838434,0.586262467480868,False,False,13,7,7,False,False
idare_5x5,idare_5x5_S02_T01,2,1,arousal,discard_midpoint,13,7,50,25,1250,91,1115,81,10,0.10989010989010989,693,422,49,32,False,False,81,49,32,312,189,123,291,181,110,0,0.6049382716049383,0.5,0.3769230769230769,0.6049382716049383,0.5,0.1451128766870697,0.11959319356787518,0.029079381697062336,0.12398421709315734,0.5877399159418649,False,False,13,7,7,False,False
idare_5x5,idare_5x5_S02_T01,2,1,arousal,midpoint_as_low,13,7,50,25,1250,91,1250,91,0,0.0,828,422,59,32,False,False,91,59,32,350,227,123,325,215,110,0,0.6483516483516484,0.5,0.3933333333333333,0.6483516483516484,0.5,0.11572508953461995,0.08100660577903958,0.02447909429083572,0.12393088589479676,0.586262467480868,False,False,13,7,7,False,False
idare_5x5,idare_5x5_S02_T01,2,1,arousal,midpoint_as_high,13,7,50,25,1250,91,1250,91,0,0.0,693,557,49,42,False,False,91,49,42,350,189,161,325,181,144,0,0.5384615384615384,0.5,0.35,0.5384615384615384,0.5,0.11606563260282925,0.12339868042321636,0.025893956513672593,0.06404331291847663,0.586262467480868,False,False,13,7,7,False,False
idare_5x5,idare_5x5_S02_T02,2,2,valence,discard_midpoint,13,7,50,25,1250,91,1033,72,19,0.2087912087912088,497,536,36,36,False,False,72,36,36,291,146,145,271,133,138,1,0.5,0.5,0.3333333333333333,0.5,0.5,0.28895343745482105,0.4278252653599855,0.003987724994637218,0.014541465499476209,0.5913579116913644,False,False,13,7,7,False,False
idare_5x5,idare_5x5_S02_T02,2,2,valence,midpoint_as_low,13,7,50,25,1250,91,1250,91,0,0.0,714,536,55,36,False,False,91,55,36,350,205,145,325,187,138,0,0.6043956043956044,0.5,0.3767123287671233,0.6043956043956044,0.5,0.21580636906544037,0.3109787089163578,0.005245034777272412,0.024947162639942382,0.586262467480868,False,False,13,7,7,False,False
idare_5x5,idare_5x5_S02_T02,2,2,valence,midpoint_as_high,13,7,50,25,1250,91,1250,91,0,0.0,497,753,36,55,False,False,91,36,55,350,146,204,325,133,192,1,0.6043956043956044,0.5,0.3767123287671233,0.6043956043956044,0.5,0.21616752304622713,0.3341042013825236,0.005943593692774341,0.01779710277073219,0.586262467480868,False,False,13,7,7,False,False
idare_5x5,idare_5x5_S02_T02,2,2,arousal,discard_midpoint,13,7,50,25,1250,91,1113,80,11,0.12087912087912088,688,425,53,27,False,False,80,53,27,314,194,120,292,177,115,0,0.6625,0.5,0.39849624060150374,0.6625,0.5,0.13776760804564264,0.10414932130147252,0.030231551029639373,0.1690643752769257,0.5880264960826206,False,False,13,7,7,False,False
idare_5x5,idare_5x5_S02_T02,2,2,arousal,midpoint_as_low,13,7,50,25,1250,91,1250,91,0,0.0,825,425,64,27,False,False,91,64,27,350,230,120,325,210,115,0,0.7032967032967034,0.5,0.4129032258064516,0.7032967032967034,0.5,0.11506956899500441,0.06036868476121565,0.023697611984933566,0.16032332473255295,0.586262467480868,False,False,13,7,7,False,False
idare_5x5,idare_5x5_S02_T02,2,2,arousal,midpoint_as_high,13,7,50,25,1250,91,1250,91,0,0.0,688,562,53,38,False,False,91,53,38,350,194,156,325,177,148,0,0.5824175824175825,0.5,0.3680555555555556,0.5824175824175825,0.5,0.10469634840269498,0.1294807206318881,0.02842935082895564,0.10949631584715566,0.586262467480868,False,False,13,7,7,False,False
idare_5x5,idare_5x5_S02_T03,2,3,valence,discard_midpoint,13,6,50,26,1300,78,1079,65,13,0.16666666666666666,533,546,31,34,False,False,65,31,34,245,110,135,278,138,140,1,0.5230769230769231,0.5,0.3434343434343434,0.5230769230769231,0.5,0.29114830002404707,0.4784211777254338,0.003712038558108647,0.03353437780343898,0.6298731655192736,False,False,13,6,6,False,False
idare_5x5,idare_5x5_S02_T03,2,3,valence,midpoint_as_low,13,6,50,26,1300,78,1300,78,0,0.0,754,546,44,34,False,False,78,44,34,300,165,135,338,198,140,0,0.5641025641025641,0.5,0.36065573770491804,0.5641025641025641,0.5,0.20598651347469285,0.42259912402240907,0.0059079453850112845,0.020577138355737736,0.6263832733354796,False,False,13,6,6,False,False
idare_5x5,idare_5x5_S02_T03,2,3,valence,midpoint_as_high,13,6,50,26,1300,78,1300,78,0,0.0,533,767,31,47,False,False,78,31,47,300,110,190,338,138,200,1,0.6025641025641025,0.5,0.376,0.6025641025641025,0.5,0.23389223938086248,0.305633122680895,0.0035263537217615918,0.043793961656202744,0.6263832733354796,False,False,13,6,6,False,False
idare_5x5,idare_5x5_S02_T03,2,3,arousal,discard_midpoint,13,6,50,26,1300,78,1164,73,5,0.0641025641025641,716,448,43,30,False,False,73,43,30,263,166,97,299,187,112,0,0.589041095890411,0.5,0.3706896551724138,0.589041095890411,0.5,0.14644953734964872,0.028631677066474855,0.02802146370749978,0.22553751085191917,0.6265669193836444,False,False,13,6,6,False,False
idare_5x5,idare_5x5_S02_T03,2,3,arousal,midpoint_as_low,13,6,50,26,1300,78,1300,78,0,0.0,852,448,48,30,False,False,78,48,30,300,203,97,338,226,112,0,0.6153846153846154,0.5,0.38095238095238093,0.6153846153846154,0.5,0.11864654871238264,0.027154505475267883,0.023483893109987605,0.20536695741055253,0.6263832733354796,False,False,13,6,6,False,False
