dataset,artifact_path,commit_sha,analysis_type,protocol,task,label_policy,uses_target_subject,uses_target_stimulus,strict_joint,reproducible,usable_for_current_audit,notes,commit_date,commit_message,git_status_at_commit,current_path_exists,deleted_later_in_history
I-DARE,docs/roca/eeg_smoke_diagnostic_current.json,271d73fd7be691235d35d030df9c0161857be78b,model-or-training-result,smoke-or-partial,arousal,unspecified,unknown,unknown,no,unknown,context-only,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T23:46:16+03:00,Add EEG smoke diagnostic report,A,yes,yes
I-DARE,docs/roca/eeg_smoke_diagnostic_current.md,271d73fd7be691235d35d030df9c0161857be78b,model-or-training-result,leave-one-subject-out,arousal,unspecified,no,yes,no,unknown,context-only,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T23:46:16+03:00,Add EEG smoke diagnostic report,A,yes,yes
unspecified,docs/roca/eeg_smoke_diagnostic_experiment_summary_current.csv,271d73fd7be691235d35d030df9c0161857be78b,model-or-training-result,smoke-or-partial,arousal,unspecified,unknown,unknown,no,unknown,context-only,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T23:46:16+03:00,Add EEG smoke diagnostic report,A,yes,yes
unspecified,docs/roca/eeg_smoke_diagnostic_fold_current.csv,271d73fd7be691235d35d030df9c0161857be78b,model-or-training-result,smoke-or-partial,arousal,unspecified,unknown,unknown,no,unknown,context-only,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T23:46:16+03:00,Add EEG smoke diagnostic report,A,yes,yes
unspecified,docs/roca/eeg_smoke_diagnostic_model_comparison_current.csv,271d73fd7be691235d35d030df9c0161857be78b,model-or-training-result,smoke-or-partial,arousal,unspecified,unknown,unknown,no,unknown,context-only,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T23:46:16+03:00,Add EEG smoke diagnostic report,A,yes,yes
unspecified,docs/roca/eeg_valence_oracle_diagnostic_comparison_current.csv,0182ac3f97d6a24b70556fe6e71ec7fb634c170c,prior-or-baseline,unspecified,valence,unspecified,unknown,unknown,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-14T15:09:29+03:00,Add EEG test-oracle checkpoint diagnostics,A,yes,yes
unspecified,docs/roca/eeg_valence_oracle_diagnostic_current.json,0182ac3f97d6a24b70556fe6e71ec7fb634c170c,prior-or-baseline,unspecified,valence,unspecified,unknown,unknown,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-14T15:09:29+03:00,Add EEG test-oracle checkpoint diagnostics,A,yes,yes
unspecified,docs/roca/eeg_valence_oracle_diagnostic_current.md,0182ac3f97d6a24b70556fe6e71ec7fb634c170c,prior-or-baseline,unspecified,valence,unspecified,unknown,unknown,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-14T15:09:29+03:00,Add EEG test-oracle checkpoint diagnostics,A,yes,yes
unspecified,docs/roca/eeg_valence_oracle_diagnostic_epoch_current.csv,0182ac3f97d6a24b70556fe6e71ec7fb634c170c,model-or-training-result,unspecified,valence,unspecified,unknown,unknown,no,unknown,context-only,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-14T15:09:29+03:00,Add EEG test-oracle checkpoint diagnostics,A,yes,yes
unspecified,docs/roca/eeg_valence_oracle_diagnostic_failure_current.csv,0182ac3f97d6a24b70556fe6e71ec7fb634c170c,prior-or-baseline,unspecified,valence,unspecified,unknown,unknown,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-14T15:09:29+03:00,Add EEG test-oracle checkpoint diagnostics,A,yes,yes
unspecified,docs/roca/eeg_valence_oracle_diagnostic_pooled_current.csv,0182ac3f97d6a24b70556fe6e71ec7fb634c170c,prior-or-baseline,unspecified,valence,unspecified,unknown,unknown,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-14T15:09:29+03:00,Add EEG test-oracle checkpoint diagnostics,A,yes,yes
unspecified,docs/roca/eeg_valence_oracle_diagnostic_subject_current.csv,0182ac3f97d6a24b70556fe6e71ec7fb634c170c,prior-or-baseline,unspecified,valence,unspecified,unknown,unknown,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-14T15:09:29+03:00,Add EEG test-oracle checkpoint diagnostics,A,yes,yes
I-DARE,docs/roca/eeg_validation_calibrated_smoke_current.json,27781d8f0ac473f0f830f3294f2c0bbf31b028e3,prior-or-baseline,leave-one-subject-out,arousal,unspecified,no,yes,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T23:50:41+03:00,Add validation-calibrated EEG residual smoke,A,yes,yes
I-DARE,docs/roca/eeg_validation_calibrated_smoke_current.md,27781d8f0ac473f0f830f3294f2c0bbf31b028e3,model-or-training-result,leave-one-subject-out,arousal,unspecified,no,yes,no,unknown,context-only,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T23:50:41+03:00,Add validation-calibrated EEG residual smoke,A,yes,yes
unspecified,docs/roca/eeg_validation_calibrated_smoke_fold_summary_current.csv,27781d8f0ac473f0f830f3294f2c0bbf31b028e3,model-or-training-result,smoke-or-partial,arousal,unspecified,unknown,unknown,no,unknown,context-only,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T23:50:41+03:00,Add validation-calibrated EEG residual smoke,A,yes,yes
unspecified,docs/roca/eeg_validation_calibrated_smoke_history_current.csv,27781d8f0ac473f0f830f3294f2c0bbf31b028e3,model-or-training-result,smoke-or-partial,arousal,unspecified,unknown,unknown,no,unknown,context-only,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T23:50:41+03:00,Add validation-calibrated EEG residual smoke,A,yes,yes
unspecified,docs/roca/eeg_validation_calibrated_smoke_main_metrics_current.csv,27781d8f0ac473f0f830f3294f2c0bbf31b028e3,model-or-training-result,smoke-or-partial,arousal,unspecified,unknown,unknown,no,unknown,context-only,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T23:50:41+03:00,Add validation-calibrated EEG residual smoke,A,yes,yes
unspecified,docs/roca/eeg_validation_calibrated_smoke_predictions_current.csv,27781d8f0ac473f0f830f3294f2c0bbf31b028e3,model-or-training-result,smoke-or-partial,arousal,unspecified,unknown,unknown,no,unknown,context-only,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T23:50:41+03:00,Add validation-calibrated EEG residual smoke,A,yes,yes
unspecified,docs/roca/eeg_validation_calibrated_smoke_subset_metrics_current.csv,27781d8f0ac473f0f830f3294f2c0bbf31b028e3,model-or-training-result,smoke-or-partial,arousal,unspecified,unknown,unknown,no,unknown,context-only,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T23:50:41+03:00,Add validation-calibrated EEG residual smoke,A,yes,yes
unspecified,docs/roca/emg_augmented_probe_current.json,4b947f0ae6f892f99b09c88a884d1f5a9491f026,prior-or-baseline,leave-one-subject-out,valence+arousal,unspecified,no,yes,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T22:43:57+03:00,Add train-only augmented EMG probe,A,yes,yes
I-DARE,docs/roca/emg_augmented_probe_current.md,4b947f0ae6f892f99b09c88a884d1f5a9491f026,prior-or-baseline,leave-one-subject-out,valence+arousal,unspecified,no,yes,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T22:43:57+03:00,Add train-only augmented EMG probe,A,yes,yes
unspecified,docs/roca/emg_augmented_probe_main_metrics_current.csv,4b947f0ae6f892f99b09c88a884d1f5a9491f026,prior-or-baseline,unspecified,valence+arousal,unspecified,unknown,unknown,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T22:43:57+03:00,Add train-only augmented EMG probe,A,yes,yes
unspecified,docs/roca/emg_augmented_probe_per_subject_metrics_current.csv,4b947f0ae6f892f99b09c88a884d1f5a9491f026,prior-or-baseline,unspecified,valence,unspecified,unknown,unknown,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T22:43:57+03:00,Add train-only augmented EMG probe,A,yes,yes
unspecified,docs/roca/emg_augmented_probe_predictions_current.csv,4b947f0ae6f892f99b09c88a884d1f5a9491f026,prior-or-baseline,unspecified,valence+arousal,unspecified,unknown,unknown,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T22:43:57+03:00,Add train-only augmented EMG probe,A,yes,yes
unspecified,docs/roca/emg_augmented_probe_subset_metrics_current.csv,4b947f0ae6f892f99b09c88a884d1f5a9491f026,prior-or-baseline,unspecified,valence+arousal,unspecified,unknown,unknown,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T22:43:57+03:00,Add train-only augmented EMG probe,A,yes,yes
I-DARE,docs/roca/emg_expanded_feature_cache_report_current.json,eea5b55e98f9a8556ca0ea2a82fd4cef91d2d5ac,data-or-cache-audit,unspecified,unspecified,unspecified,unknown,unknown,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T20:33:23+03:00,Build expanded ROCA EMG feature cache,A,yes,yes
I-DARE,docs/roca/emg_expanded_feature_cache_report_current.md,eea5b55e98f9a8556ca0ea2a82fd4cef91d2d5ac,model-or-training-result,unspecified,unspecified,unspecified,unknown,unknown,no,unknown,context-only,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T20:33:23+03:00,Build expanded ROCA EMG feature cache,A,yes,yes
I-DARE,docs/roca/emg_expanded_probe_current.json,e1eedb3ac6e22ac4000cfa4c08453a3d941403b7,prior-or-baseline,leave-one-subject-out,valence+arousal,unspecified,no,yes,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T20:44:33+03:00,Add expanded EMG probe,A,yes,yes
I-DARE,docs/roca/emg_expanded_probe_current.md,e1eedb3ac6e22ac4000cfa4c08453a3d941403b7,prior-or-baseline,leave-one-subject-out,valence+arousal,unspecified,no,yes,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T20:44:33+03:00,Add expanded EMG probe,A,yes,yes
unspecified,docs/roca/emg_expanded_probe_main_metrics_current.csv,e1eedb3ac6e22ac4000cfa4c08453a3d941403b7,prior-or-baseline,unspecified,valence+arousal,unspecified,unknown,unknown,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T20:44:33+03:00,Add expanded EMG probe,A,yes,yes
unspecified,docs/roca/emg_expanded_probe_per_subject_metrics_current.csv,e1eedb3ac6e22ac4000cfa4c08453a3d941403b7,prior-or-baseline,unspecified,valence,unspecified,unknown,unknown,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T20:44:33+03:00,Add expanded EMG probe,A,yes,yes
unspecified,docs/roca/emg_expanded_probe_predictions_current.csv,e1eedb3ac6e22ac4000cfa4c08453a3d941403b7,prior-or-baseline,unspecified,valence+arousal,unspecified,unknown,unknown,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T20:44:33+03:00,Add expanded EMG probe,A,yes,yes
unspecified,docs/roca/emg_expanded_probe_subset_metrics_current.csv,e1eedb3ac6e22ac4000cfa4c08453a3d941403b7,prior-or-baseline,unspecified,valence+arousal,unspecified,unknown,unknown,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T20:44:33+03:00,Add expanded EMG probe,A,yes,yes
unspecified,docs/roca/emg_nonlinear_probe_current.json,0179a74062ea2bb57e97f5027e8fc4c22f0a2894,prior-or-baseline,leave-one-subject-out,valence+arousal,unspecified,no,yes,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T20:26:28+03:00,Add nonlinear EMG-only probe,A,yes,yes
I-DARE,docs/roca/emg_nonlinear_probe_current.md,0179a74062ea2bb57e97f5027e8fc4c22f0a2894,prior-or-baseline,leave-one-subject-out,valence+arousal,unspecified,no,yes,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T20:26:28+03:00,Add nonlinear EMG-only probe,A,yes,yes
unspecified,docs/roca/emg_nonlinear_probe_main_metrics_current.csv,0179a74062ea2bb57e97f5027e8fc4c22f0a2894,prior-or-baseline,unspecified,valence+arousal,unspecified,unknown,unknown,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T20:26:28+03:00,Add nonlinear EMG-only probe,A,yes,yes
unspecified,docs/roca/emg_nonlinear_probe_per_subject_metrics_current.csv,0179a74062ea2bb57e97f5027e8fc4c22f0a2894,prior-or-baseline,unspecified,valence+arousal,unspecified,unknown,unknown,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T20:26:28+03:00,Add nonlinear EMG-only probe,A,yes,yes
unspecified,docs/roca/emg_nonlinear_probe_predictions_current.csv,0179a74062ea2bb57e97f5027e8fc4c22f0a2894,prior-or-baseline,unspecified,valence+arousal,unspecified,unknown,unknown,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T20:26:28+03:00,Add nonlinear EMG-only probe,A,yes,yes
unspecified,docs/roca/emg_nonlinear_probe_subset_metrics_current.csv,0179a74062ea2bb57e97f5027e8fc4c22f0a2894,prior-or-baseline,unspecified,valence+arousal,unspecified,unknown,unknown,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T20:26:28+03:00,Add nonlinear EMG-only probe,A,yes,yes
unspecified,docs/roca/emg_only_closeout_all_metrics_current.csv,ac27dd6a3a797cbb8c9c4a4fc6c47ef3cac85924,prior-or-baseline,unspecified,valence+arousal,unspecified,unknown,unknown,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T22:48:10+03:00,Add EMG-only closeout report,A,yes,yes
unspecified,docs/roca/emg_only_closeout_best_main_current.csv,ac27dd6a3a797cbb8c9c4a4fc6c47ef3cac85924,model-or-training-result,unspecified,valence+arousal,unspecified,unknown,unknown,no,unknown,context-only,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T22:48:10+03:00,Add EMG-only closeout report,A,yes,yes
unspecified,docs/roca/emg_only_closeout_best_subset_current.csv,ac27dd6a3a797cbb8c9c4a4fc6c47ef3cac85924,model-or-training-result,unspecified,valence+arousal,unspecified,unknown,unknown,no,unknown,context-only,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T22:48:10+03:00,Add EMG-only closeout report,A,yes,yes
I-DARE,docs/roca/emg_only_closeout_current.json,ac27dd6a3a797cbb8c9c4a4fc6c47ef3cac85924,prior-or-baseline,leave-one-subject-out,valence+arousal,unspecified,no,yes,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T22:48:10+03:00,Add EMG-only closeout report,A,yes,yes
I-DARE,docs/roca/emg_only_closeout_current.md,ac27dd6a3a797cbb8c9c4a4fc6c47ef3cac85924,prior-or-baseline,leave-one-subject-out,valence+arousal,unspecified,no,yes,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T22:48:10+03:00,Add EMG-only closeout report,A,yes,yes
unspecified,docs/roca/emg_only_probe_clipped_eval_current.json,51063403df4135607e60f8436d1b1873a9591ee5,prior-or-baseline,unspecified,valence+arousal,unspecified,unknown,unknown,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T20:17:37+03:00,Add clipped EMG-only probe evaluation,A,yes,yes
I-DARE,docs/roca/emg_only_probe_clipped_eval_current.md,51063403df4135607e60f8436d1b1873a9591ee5,prior-or-baseline,unspecified,valence+arousal,unspecified,unknown,unknown,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T20:17:37+03:00,Add clipped EMG-only probe evaluation,A,yes,yes
unspecified,docs/roca/emg_only_probe_clipped_main_metrics_current.csv,51063403df4135607e60f8436d1b1873a9591ee5,prior-or-baseline,unspecified,valence+arousal,unspecified,unknown,unknown,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T20:17:37+03:00,Add clipped EMG-only probe evaluation,A,yes,yes
unspecified,docs/roca/emg_only_probe_clipped_subset_metrics_current.csv,51063403df4135607e60f8436d1b1873a9591ee5,prior-or-baseline,unspecified,valence+arousal,unspecified,unknown,unknown,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T20:17:37+03:00,Add clipped EMG-only probe evaluation,A,yes,yes
I-DARE,docs/roca/fold_safe_disagreement_current.json,6bdf682cbbadcb0493600f7384b753cff51f8bd6,prior-or-baseline,leave-one-subject-out,valence+arousal,unspecified,no,yes,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T19:59:20+03:00,Add fold-safe high-disagreement analysis,A,yes,yes
I-DARE,docs/roca/fold_safe_disagreement_current.md,6bdf682cbbadcb0493600f7384b753cff51f8bd6,model-or-training-result,leave-one-subject-out,valence+arousal,unspecified,no,yes,no,unknown,context-only,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T19:59:20+03:00,Add fold-safe high-disagreement analysis,A,yes,yes
unspecified,docs/roca/fold_safe_disagreement_rows_current.csv,6bdf682cbbadcb0493600f7384b753cff51f8bd6,prior-or-baseline,unspecified,valence,unspecified,unknown,unknown,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T19:59:20+03:00,Add fold-safe high-disagreement analysis,A,yes,yes
unspecified,docs/roca/fold_safe_high_disagreement_subset_metrics_current.csv,6bdf682cbbadcb0493600f7384b753cff51f8bd6,other,unspecified,valence+arousal,unspecified,unknown,unknown,no,unknown,manual-review,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T19:59:20+03:00,Add fold-safe high-disagreement analysis,A,yes,yes
unspecified,docs/roca/fold_safe_selected_stimuli_current.csv,6bdf682cbbadcb0493600f7384b753cff51f8bd6,other,unspecified,valence,unspecified,unknown,unknown,no,unknown,manual-review,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T19:59:20+03:00,Add fold-safe high-disagreement analysis,A,yes,yes
unspecified,docs/roca/high_disagreement_subset_metrics_current.csv,4edd2dab86ced988c2ea5a88e18036a2a5dc0a06,other,unspecified,valence+arousal,unspecified,unknown,unknown,no,unknown,manual-review,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-13T19:39:59+03:00,Add ROCA deviation and high-disagreement analysis,A,yes,yes
DEAP+I-DARE,docs/roca/idare_06a0_deep_data_and_prior_model_inventory_current.json,a4c2521b3f480b0dbf7cf0cc2501528743811752,label-audit,leave-one-subject-out,valence+arousal,discard_midpoint+midpoint_as_high,no,yes,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-30T21:09:48+03:00,Add I-DARE deep data and prior model inventory,A,yes,yes
DEAP+I-DARE,docs/roca/idare_06a0_deep_data_and_prior_model_inventory_current.md,a4c2521b3f480b0dbf7cf0cc2501528743811752,label-audit,leave-one-subject-out,valence+arousal,discard_midpoint+midpoint_as_high+midpoint_as_low,no,yes,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-30T21:09:48+03:00,Add I-DARE deep data and prior model inventory,A,yes,yes
I-DARE,docs/roca/idare_06a0_deep_data_and_prior_model_inventory_current_data_inventory.csv,a4c2521b3f480b0dbf7cf0cc2501528743811752,prior-or-baseline,leave-one-subject-out,valence+arousal,discard_midpoint+midpoint_as_high+midpoint_as_low+threshold_gt5,no,yes,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-30T21:09:48+03:00,Add I-DARE deep data and prior model inventory,A,yes,yes
DEAP+I-DARE,docs/roca/idare_06a0_deep_data_and_prior_model_inventory_current_expected_deap_spec.csv,a4c2521b3f480b0dbf7cf0cc2501528743811752,model-or-training-result,unspecified,valence+arousal,unspecified,unknown,unknown,no,unknown,context-only,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-30T21:09:48+03:00,Add I-DARE deep data and prior model inventory,A,yes,yes
I-DARE,docs/roca/idare_06a0_deep_data_and_prior_model_inventory_current_next_steps.csv,a4c2521b3f480b0dbf7cf0cc2501528743811752,model-or-training-result,unspecified,arousal,unspecified,unknown,unknown,no,unknown,context-only,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-30T21:09:48+03:00,Add I-DARE deep data and prior model inventory,A,yes,yes
DEAP+I-DARE,docs/roca/idare_06a0_deep_data_and_prior_model_inventory_current_prior_dl_candidates.csv,a4c2521b3f480b0dbf7cf0cc2501528743811752,label-audit,leave-one-subject-out,valence+arousal,discard_midpoint+midpoint_as_high+midpoint_as_low,no,yes,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-30T21:09:48+03:00,Add I-DARE deep data and prior model inventory,A,yes,yes
I-DARE,docs/roca/idare_06a0_deep_data_and_prior_model_inventory_current_representation_requirements.csv,a4c2521b3f480b0dbf7cf0cc2501528743811752,model-or-training-result,leave-one-subject-out,arousal,unspecified,no,yes,no,unknown,context-only,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-30T21:09:48+03:00,Add I-DARE deep data and prior model inventory,A,yes,yes
I-DARE,docs/roca/idare_06a0_deep_data_and_prior_model_inventory_current_roca_evidence_rollup.csv,a4c2521b3f480b0dbf7cf0cc2501528743811752,model-or-training-result,unspecified,valence+arousal,unspecified,unknown,unknown,no,unknown,context-only,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-30T21:09:48+03:00,Add I-DARE deep data and prior model inventory,A,yes,yes
I-DARE,docs/roca/idare_06a0_deep_data_and_prior_model_inventory_current_shape_inventory.csv,a4c2521b3f480b0dbf7cf0cc2501528743811752,model-or-training-result,smoke-or-partial,unspecified,unspecified,unknown,unknown,no,unknown,context-only,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-30T21:09:48+03:00,Add I-DARE deep data and prior model inventory,A,yes,yes
DEAP+I-DARE,docs/roca/idare_06a0b_prior_deep_learning_forensic_review_current.json,4afc86c2eed2111fea023c4f138dd306996197bf,chance-or-null-analysis,leave-one-subject-out,valence+arousal,discard_midpoint+midpoint_as_high+threshold_gt5,no,yes,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-30T21:14:17+03:00,Add I-DARE prior deep-learning forensic review,A,yes,yes
DEAP+I-DARE,docs/roca/idare_06a0b_prior_deep_learning_forensic_review_current.md,4afc86c2eed2111fea023c4f138dd306996197bf,prior-or-baseline,leave-one-subject-out,valence+arousal,unspecified,no,yes,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-30T21:14:17+03:00,Add I-DARE prior deep-learning forensic review,A,yes,yes
DEAP+I-DARE,docs/roca/idare_06a0b_prior_deep_learning_forensic_review_current_candidate_forensics.csv,4afc86c2eed2111fea023c4f138dd306996197bf,chance-or-null-analysis,leave-one-subject-out,valence+arousal,discard_midpoint+midpoint_as_high+midpoint_as_low+threshold_gt5,no,yes,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-30T21:14:17+03:00,Add I-DARE prior deep-learning forensic review,A,yes,yes
DEAP+I-DARE,docs/roca/idare_06a0b_prior_deep_learning_forensic_review_current_decision_table.csv,4afc86c2eed2111fea023c4f138dd306996197bf,prior-or-baseline,leave-one-subject-out,valence+arousal,unspecified,no,yes,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-30T21:14:17+03:00,Add I-DARE prior deep-learning forensic review,A,yes,yes
I-DARE,docs/roca/idare_06a0b_prior_deep_learning_forensic_review_current_metric_file_summaries.csv,4afc86c2eed2111fea023c4f138dd306996197bf,chance-or-null-analysis,leave-one-subject-out,valence+arousal,midpoint_as_high,no,yes,no,unknown,yes-or-context,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-30T21:14:17+03:00,Add I-DARE prior deep-learning forensic review,A,yes,yes
DEAP+I-DARE,docs/roca/idare_06a0b_prior_deep_learning_forensic_review_current_next_steps.csv,4afc86c2eed2111fea023c4f138dd306996197bf,model-or-training-result,smoke-or-partial,arousal,unspecified,unknown,unknown,no,unknown,context-only,Automated historical inventory; scientific classification must be manually reviewed before reuse. Artifact was later deleted or reverted from a newer history state.,2026-05-30T21:14:17+03:00,Add I-DARE prior deep-learning forensic review,A,yes,yes
